nhe1_model,nhe1_na_in_h_out_fmol_s,nkcc1_cycle_in_fmol_s,nkcc1_cl_in_fmol_s,ae2_cl_in_hco3_out_fmol_s,ae4_na_cell_fmol_s,ae4_k_cell_fmol_s,ae4_cl_cell_fmol_s,ae4_hco3_cell_fmol_s,pump_apical_cycles_fmol_s,pump_basolateral_cycles_fmol_s,k_apical_cell_to_lumen_fmol_s,k_basolateral_cell_to_bath_fmol_s,cacc_cl_cell_to_lumen_fmol_s,co2_bath_to_cell_fmol_s,co2_lumen_to_cell_fmol_s,water_bath_to_cell_pL_s,water_cell_to_lumen_pL_s,water_bath_to_lumen_pL_s,water_lumen_outflow_pL_s,paracellular_cl_lumen_to_bath_fmol_s,chloride_outflow_fmol_s,positive_chloride_loading_pool_fmol_s,nkcc1_positive_pool_share,ae4_positive_pool_share,ae2_positive_pool_share
cha_2009_eight_state_mod2,0.008257729757044098,0.12845159667608613,0.25690319335217227,-0.002951623920543086,-0.0005102120734327961,-0.005094464765359715,0.0056046768387925106,-0.011209353677585021,0.0036786929807617825,0.041721011805804,0.03926901658968776,0.1748875248941693,0.2595562462704227,0.008978380696944167,-0.000720650939900418,0.0010113343911616823,0.0010113343911633365,6.59731134746039e-05,0.0010773075046377563,0.1023457327429641,0.15721051352745857,0.2625078701909648,0.9786494902620813,0.02135050973791877,0.0
