case,task39_compensation_percent,task40_compensation_percent,change_percentage_points,task39_cumulative_deficit_percent,task40_cumulative_deficit_percent
ae4_5pct,29.654335929174525,20.81935078944255,-8.834985139731977,0.4821618751477019,3.417577608024125
ae4_null,33.10131250873785,23.163449507535304,-9.937863001202544,0.6273201314711652,3.8574862971679114
