background,root_id,routing_family,genotype,ae4_expression,label,g_nhe1_fmol_s,nhe1_model,g_nhe1_status,optimizer_success,optimizer_nfev,actual_residual_evaluations,max_abs_scaled_independent_rhs,max_abs_amount_rhs_fmol_s,max_abs_volume_rhs_pL_s,max_abs_omitted_rhs_fmol_s,max_abs_regulatory_rhs_s_inv,max_abs_bulk_charge_fmol,max_abs_current_residual_A,max_dimensionless_conservation_ratio,independent_jacobian_rank,independent_jacobian_nullity,full_rhs_pass,conservation_pass,numerical_pass,ordinary_na_pass,ph_diagnostic_pass,volume_pass,exact_ae4_zero,physiological_pass,admissible,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,na_l_mM,k_l_mM,cl_l_mM,tic_l_mM,hco3_l_mM,ph_l,volume_l_pL,osm_cell_mOsm,osm_lumen_mOsm,osm_bath_mOsm,v_apical_mV,v_basolateral_mV,v_transepithelial_mV
R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,WT,1.0,wt_g_evaluation_3,0.1454197260072057,vera_siguenza_2018_eq26,WT_ONLY_SCALAR_CALIBRATION,True,69,689,1.470178145890344e-12,4.996003610813204e-16,1.470178145890344e-16,1.734723475976807e-16,0.0,1.4210854715202004e-14,6.462348535570529e-27,2.6645352591003757e-06,10,0,True,True,True,True,True,True,True,True,True,11.56552618509461,116.56957247352759,60.46255814966771,5.717711026345491,4.890446118708968,6.872664676701179,1.4476035860508882,124.626041400473,25.709566541735523,145.8855552842047,5.193846936588938,4.446763188483925,6.875648793144258,0.10537963014384089,301.1812051825995,301.4150101630022,301.1615928036609,-31.455925204157978,-67.02649338098735,-35.57056817682937
