background,genotype,ae4_expression,admissible,nhe1_model,nhe1_na_in_h_out_fmol_s,nkcc1_cycle_in_fmol_s,nkcc1_cl_in_fmol_s,ae2_cl_in_hco3_out_fmol_s,ae4_na_cell_fmol_s,ae4_k_cell_fmol_s,ae4_cl_cell_fmol_s,ae4_hco3_cell_fmol_s,pump_apical_cycles_fmol_s,pump_basolateral_cycles_fmol_s,k_apical_cell_to_lumen_fmol_s,k_basolateral_cell_to_bath_fmol_s,cacc_cl_cell_to_lumen_fmol_s,co2_bath_to_cell_fmol_s,co2_lumen_to_cell_fmol_s,water_bath_to_cell_pL_s,water_cell_to_lumen_pL_s,water_bath_to_lumen_pL_s,water_lumen_outflow_pL_s,residual_cell_bulk_charge_rate_fmol_s,residual_lumen_bulk_charge_rate_minus_outflow_fmol_s,residual_carbon_accounting_fmol_s,residual_buffer_site_accounting_fmol_s,residual_water_volume_accounting_pL_s,residual_homeostasis_charge_fmol_s,residual_ae4_charge_fmol_s,residual_apical_current_A,residual_basolateral_current_A,residual_cell_speciation_alkalinity_mM,residual_lumen_speciation_alkalinity_mM,capacity_utilisation_nhe1_fmol_s,capacity_utilisation_nkcc1_cycle_fmol_s,capacity_utilisation_ae2_cycle_fmol_s,capacity_utilisation_pump_cycle_fmol_s
R09,WT,1.0,True,vera_siguenza_2018_eq26,0.006525783731948299,0.1284613807286802,0.2569227614573604,-0.0019971722521670973,-0.0003846427389551965,-0.0038768352531024196,0.004261477992057616,-0.008522955984115232,0.003635575461709587,0.041231931778848235,0.03917812290756733,0.17514143704912635,0.25918706719725143,0.0073260513563268,-0.0008002676243787355,0.0010100375153395476,0.0010100375153395816,6.588851342874135e-05,0.001075926028768176,7.979727989493313e-17,2.688821387764051e-17,2.168404344971009e-19,0.0,0.0,3.469446951953614e-18,0.0,6.462348535570529e-27,3.2311742677852644e-27,1.7763568394002505e-15,2.6645352591003757e-15,0.044875505621740336,0.40144181477712565,0.39943445043341946,0.5608438405069728
