alias_panel_id,alias_root_id,source_class,source_scale,pump_capacity_scale,topology_id,routing_id,strict_panel_id,strict_root_id,strict_root_status,exact_identity,identity_basis
N_ABS_NKCC_S1_PLOW_KLOW_AE4NA05_P0.5_H1,N_ABS_NKCC_S1_PLOW_KLOW_AE4NA05_P0.5_H1:B00,N_ABS_NKCC,1.0,0.5,PLOW_KLOW,AE4NA05,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA05_P0.5_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KLOW_AE4NA10_P0.5_H1,,N_ABS_NKCC,1.0,0.5,PLOW_KLOW,AE4NA10,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KLOW_AE4NA20_P0.5_H1,,N_ABS_NKCC,1.0,0.5,PLOW_KLOW,AE4NA20,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KHIGH_AE4NA05_P0.5_H1,N_ABS_NKCC_S1_PLOW_KHIGH_AE4NA05_P0.5_H1:B00,N_ABS_NKCC,1.0,0.5,PLOW_KHIGH,AE4NA05,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P0.5_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KHIGH_AE4NA10_P0.5_H1,,N_ABS_NKCC,1.0,0.5,PLOW_KHIGH,AE4NA10,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA10_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KHIGH_AE4NA20_P0.5_H1,,N_ABS_NKCC,1.0,0.5,PLOW_KHIGH,AE4NA20,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA20_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PNOM_KMID_AE4NA05_P0.5_H1,N_ABS_NKCC_S1_PNOM_KMID_AE4NA05_P0.5_H1:B00,N_ABS_NKCC,1.0,0.5,PNOM_KMID,AE4NA05,STRICT_NATIVE_S1_PNOM_KMID_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PNOM_KMID_AE4NA05_P0.5_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PNOM_KMID_AE4NA10_P0.5_H1,,N_ABS_NKCC,1.0,0.5,PNOM_KMID,AE4NA10,STRICT_NATIVE_S1_PNOM_KMID_AE4NA10_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PNOM_KMID_AE4NA20_P0.5_H1,,N_ABS_NKCC,1.0,0.5,PNOM_KMID,AE4NA20,STRICT_NATIVE_S1_PNOM_KMID_AE4NA20_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PHIGH_KLOW_AE4NA05_P0.5_H1,N_ABS_NKCC_S1_PHIGH_KLOW_AE4NA05_P0.5_H1:B00,N_ABS_NKCC,1.0,0.5,PHIGH_KLOW,AE4NA05,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA05_P0.5_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PHIGH_KLOW_AE4NA10_P0.5_H1,,N_ABS_NKCC,1.0,0.5,PHIGH_KLOW,AE4NA10,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA10_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PHIGH_KLOW_AE4NA20_P0.5_H1,,N_ABS_NKCC,1.0,0.5,PHIGH_KLOW,AE4NA20,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA20_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PHIGH_KHIGH_AE4NA05_P0.5_H1,N_ABS_NKCC_S1_PHIGH_KHIGH_AE4NA05_P0.5_H1:B00,N_ABS_NKCC,1.0,0.5,PHIGH_KHIGH,AE4NA05,STRICT_NATIVE_S1_PHIGH_KHIGH_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PHIGH_KHIGH_AE4NA05_P0.5_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PHIGH_KHIGH_AE4NA10_P0.5_H1,,N_ABS_NKCC,1.0,0.5,PHIGH_KHIGH,AE4NA10,STRICT_NATIVE_S1_PHIGH_KHIGH_AE4NA10_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PHIGH_KHIGH_AE4NA20_P0.5_H1,,N_ABS_NKCC,1.0,0.5,PHIGH_KHIGH,AE4NA20,STRICT_NATIVE_S1_PHIGH_KHIGH_AE4NA20_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PLOW_KLOW_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE_S1_PLOW_KLOW_AE4NA05_P0.5_H1:B00,AN_ABS_AE4_NHE,1.0,0.5,PLOW_KLOW,AE4NA05,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA05_P0.5_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PLOW_KLOW_AE4NA10_P0.5_H1,,AN_ABS_AE4_NHE,1.0,0.5,PLOW_KLOW,AE4NA10,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PLOW_KLOW_AE4NA20_P0.5_H1,,AN_ABS_AE4_NHE,1.0,0.5,PLOW_KLOW,AE4NA20,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PLOW_KHIGH_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE_S1_PLOW_KHIGH_AE4NA05_P0.5_H1:B00,AN_ABS_AE4_NHE,1.0,0.5,PLOW_KHIGH,AE4NA05,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P0.5_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PLOW_KHIGH_AE4NA10_P0.5_H1,,AN_ABS_AE4_NHE,1.0,0.5,PLOW_KHIGH,AE4NA10,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA10_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PLOW_KHIGH_AE4NA20_P0.5_H1,,AN_ABS_AE4_NHE,1.0,0.5,PLOW_KHIGH,AE4NA20,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA20_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PNOM_KMID_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE_S1_PNOM_KMID_AE4NA05_P0.5_H1:B00,AN_ABS_AE4_NHE,1.0,0.5,PNOM_KMID,AE4NA05,STRICT_NATIVE_S1_PNOM_KMID_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PNOM_KMID_AE4NA05_P0.5_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PNOM_KMID_AE4NA10_P0.5_H1,,AN_ABS_AE4_NHE,1.0,0.5,PNOM_KMID,AE4NA10,STRICT_NATIVE_S1_PNOM_KMID_AE4NA10_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PNOM_KMID_AE4NA20_P0.5_H1,,AN_ABS_AE4_NHE,1.0,0.5,PNOM_KMID,AE4NA20,STRICT_NATIVE_S1_PNOM_KMID_AE4NA20_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PHIGH_KLOW_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE_S1_PHIGH_KLOW_AE4NA05_P0.5_H1:B00,AN_ABS_AE4_NHE,1.0,0.5,PHIGH_KLOW,AE4NA05,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA05_P0.5_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PHIGH_KLOW_AE4NA10_P0.5_H1,,AN_ABS_AE4_NHE,1.0,0.5,PHIGH_KLOW,AE4NA10,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA10_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PHIGH_KLOW_AE4NA20_P0.5_H1,,AN_ABS_AE4_NHE,1.0,0.5,PHIGH_KLOW,AE4NA20,STRICT_NATIVE_S1_PHIGH_KLOW_AE4NA20_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PHIGH_KHIGH_AE4NA05_P0.5_H1,AN_ABS_AE4_NHE_S1_PHIGH_KHIGH_AE4NA05_P0.5_H1:B00,AN_ABS_AE4_NHE,1.0,0.5,PHIGH_KHIGH,AE4NA05,STRICT_NATIVE_S1_PHIGH_KHIGH_AE4NA05_P0.5_H1,STRICT_NATIVE_S1_PHIGH_KHIGH_AE4NA05_P0.5_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PHIGH_KHIGH_AE4NA10_P0.5_H1,,AN_ABS_AE4_NHE,1.0,0.5,PHIGH_KHIGH,AE4NA10,STRICT_NATIVE_S1_PHIGH_KHIGH_AE4NA10_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
AN_ABS_AE4_NHE_S1_PHIGH_KHIGH_AE4NA20_P0.5_H1,,AN_ABS_AE4_NHE,1.0,0.5,PHIGH_KHIGH,AE4NA20,STRICT_NATIVE_S1_PHIGH_KHIGH_AE4NA20_P0.5_H1,,NO_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KLOW_AE4NA05_P1_H1,N_ABS_NKCC_S1_PLOW_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC,1.0,1.0,PLOW_KLOW,AE4NA05,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA05_P1_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA05_P1_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KLOW_AE4NA10_P1_H1,N_ABS_NKCC_S1_PLOW_KLOW_AE4NA10_P1_H1:B00,N_ABS_NKCC,1.0,1.0,PLOW_KLOW,AE4NA10,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P1_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA10_P1_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KLOW_AE4NA20_P1_H1,N_ABS_NKCC_S1_PLOW_KLOW_AE4NA20_P1_H1:B00,N_ABS_NKCC,1.0,1.0,PLOW_KLOW,AE4NA20,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H1,STRICT_NATIVE_S1_PLOW_KLOW_AE4NA20_P1_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC_S1_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC,1.0,1.0,PLOW_KHIGH,AE4NA05,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P1_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA05_P1_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KHIGH_AE4NA10_P1_H1,N_ABS_NKCC_S1_PLOW_KHIGH_AE4NA10_P1_H1:B00,N_ABS_NKCC,1.0,1.0,PLOW_KHIGH,AE4NA10,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA10_P1_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA10_P1_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PLOW_KHIGH_AE4NA20_P1_H1,N_ABS_NKCC_S1_PLOW_KHIGH_AE4NA20_P1_H1:B00,N_ABS_NKCC,1.0,1.0,PLOW_KHIGH,AE4NA20,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA20_P1_H1,STRICT_NATIVE_S1_PLOW_KHIGH_AE4NA20_P1_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PNOM_KMID_AE4NA05_P1_H1,N_ABS_NKCC_S1_PNOM_KMID_AE4NA05_P1_H1:B00,N_ABS_NKCC,1.0,1.0,PNOM_KMID,AE4NA05,STRICT_NATIVE_S1_PNOM_KMID_AE4NA05_P1_H1,STRICT_NATIVE_S1_PNOM_KMID_AE4NA05_P1_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
N_ABS_NKCC_S1_PNOM_KMID_AE4NA10_P1_H1,N_ABS_NKCC_S1_PNOM_KMID_AE4NA10_P1_H1:B00,N_ABS_NKCC,1.0,1.0,PNOM_KMID,AE4NA10,STRICT_NATIVE_S1_PNOM_KMID_AE4NA10_P1_H1,STRICT_NATIVE_S1_PNOM_KMID_AE4NA10_P1_H1:B00,EXACT_ALIAS_OF_NUMERICAL_STRICT_ROOT,True,"scale one leaves NKCC1, AE4, NHE1, all membranes, water, and thermodynamic laws bitwise identical"
