root_id,panel_id,topology_id,routing_id,source_class,source_scale,pump_capacity_scale,apical_pump_fraction,apical_k_fraction,ae4_cation_fraction,hydraulic_scale,hydraulic_mode,eligibility,passes_numerical_gate,passes_wt_gate,core_state_json,coordinates_json,calibration_json,observables_json,member_start_ids_json,max_abs_scaled_residual,max_abs_amount_rhs_fmol_s,max_abs_volume_rhs_pL_s,max_abs_omitted_charge_rhs_fmol_equivalent_s,max_abs_charge_residual_fmol,max_abs_current_residual_A,normalized_jacobian_rank,normalized_jacobian_nullity,boundary_hits_json,gate_failures_json,root_search_stage,root_search_start_count,panel_confirmation_start_count,panel_geometry_start_count
N_ABS_NKCC_S2_PHIGH_KHIGH_AE4NA10_P1_H1:B00,N_ABS_NKCC_S2_PHIGH_KHIGH_AE4NA10_P1_H1,PHIGH_KHIGH,AE4NA10,N_ABS_NKCC,2.0,1.0,0.094586,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[26.624451395568652,121.16118625012395,50.75109510090397,7.301363015671641,18.972780338843794,1.3000000000000003,13.903890739903318,1.7359235392687822,14.993933891773082,0.7243697872953675,0.6458803873990179,0.1040578473638104]","[20.480347227360497,93.20091250009533,5.616433088978185,6.867744462147022,1.3000000000000003,133.61693608067912,16.682293390133186,6.961222105266146,7.013048899905121,0.1040578473638104]","{""cell_other_impermeant_osmoles_fmol"":155.69120654888073}","{""cl_i_mM"":39.03930392377227,""cl_l_mM"":144.09229358119248,""hco3_i_mM"":4.795950244254996,""k_i_mM"":93.20091250009533,""k_l_mM"":16.682293390133186,""na_i_mM"":20.480347227360497,""na_l_mM"":133.61693608067912,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1763863931914,""osm_lumen_mOsm"":301.35274515727093,""ph_i"":6.867744462147022,""ph_l"":7.013048899905109,""rest_outflow_pL_s"":0.0008115694727620776,""tic_i_mM"":5.616433088978185,""tic_l_mM"":6.961222105266146,""v_apical_mV"":-40.82757832715812,""v_basolateral_mV"":-67.03133683744633,""v_transepithelial_mV"":-26.203758510288207,""volume_i_pL"":1.3000000000000003,""volume_l_pL"":0.1040578473638104}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",6.252593928723904e-12,3.3306690738754696e-16,6.252593928723904e-16,9.80118763926896e-16,1.4210854715202004e-14,9.693522803355793e-27,11,0,[],"[""cl_i_mM=39.0393039 outside [47.1,53.1]"", ""k_i_mM=93.2009125 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PHIGH_KHIGH_AE4NA10_P2_H1:B00,N_ABS_NKCC_S2_PHIGH_KHIGH_AE4NA10_P2_H1,PHIGH_KHIGH,AE4NA10,N_ABS_NKCC,2.0,2.0,0.094586,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[14.072236124276923,139.1030045551912,54.774554003985756,7.850926145879978,20.338924469537524,1.3,13.779276386074983,1.975390585685073,15.192412939984997,0.638741889672626,0.5622540317750586,0.10480127398337583]","[10.824797018674555,107.00231119630092,6.039173958369213,6.914507227944308,1.3,131.48004659047112,18.848917676310126,6.094791269178149,6.964479648083196,0.10480127398337583]","{""cell_other_impermeant_osmoles_fmol"":145.73210486045667}","{""cl_i_mM"":42.13427231075827,""cl_l_mM"":144.96401009776756,""hco3_i_mM"":5.2346401323170575,""k_i_mM"":107.00231119630092,""k_l_mM"":18.848917676310126,""na_i_mM"":10.824797018674555,""na_l_mM"":131.48004659047112,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17909668445424,""osm_lumen_mOsm"":301.38776563372693,""ph_i"":6.914507227944332,""ph_l"":6.964479648083196,""rest_outflow_pL_s"":0.000960254796675164,""tic_i_mM"":6.039173958369213,""tic_l_mM"":6.094791269178148,""v_apical_mV"":-39.93291011186843,""v_basolateral_mV"":-69.80915502721355,""v_transepithelial_mV"":-29.876244915345115,""volume_i_pL"":1.3,""volume_l_pL"":0.10480127398337583}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.910364227919459e-12,2.220446049250313e-16,1.9103642279194588e-16,3.920475055707584e-16,1.4210854715202004e-14,1.2924697071141057e-26,11,0,[],"[""cl_i_mM=42.1342723 outside [47.1,53.1]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PHIGH_KHIGH_AE4NA20_P1_H1:B00,N_ABS_NKCC_S2_PHIGH_KHIGH_AE4NA20_P1_H1,PHIGH_KHIGH,AE4NA20,N_ABS_NKCC,2.0,1.0,0.094586,0.4,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[40.00652811109791,107.00261514527541,47.5316947886198,8.601484192904257,21.41568626180868,1.3,14.098753603754618,1.4893407494389908,14.886161012234401,0.7827832485005621,0.7019333409592075,0.10372778054185301]","[30.774252393152235,82.30970395790416,6.6165263022340435,6.936457886909173,1.3,135.92071024855224,14.358166555371907,7.5465149684246615,7.036086862275727,0.10372778054185301]","{""cell_other_impermeant_osmoles_fmol"":158.3854157623159}","{""cl_i_mM"":36.562842145092155,""cl_l_mM"":143.51180498100024,""hco3_i_mM"":5.772773809136082,""k_i_mM"":82.30970395790416,""k_l_mM"":14.358166555371907,""na_i_mM"":30.774252393152235,""na_l_mM"":135.92071024855224,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1751830770871,""osm_lumen_mOsm"":301.3371967533491,""ph_i"":6.936457886909185,""ph_l"":7.036086862275651,""rest_outflow_pL_s"":0.0007455561083706014,""tic_i_mM"":6.6165263022340435,""tic_l_mM"":7.5465149684246615,""v_apical_mV"":-41.97522556875568,""v_basolateral_mV"":-65.85612252090361,""v_transepithelial_mV"":-23.880896952147936,""volume_i_pL"":1.3,""volume_l_pL"":0.10372778054185301}","[""parent_continuation_00"", ""upper_quartile""]",4.868067754459915e-13,3.7470027081099033e-16,4.868067754459915e-17,4.0072112295064244e-16,1.4210854715202004e-14,4.8467614016778965e-27,11,0,[],"[""cl_i_mM=36.5628421 outside [47.1,53.1]"", ""k_i_mM=82.309704 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PHIGH_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S2_PHIGH_KHIGH_AE4NA20_P2_H1,PHIGH_KHIGH,AE4NA20,N_ABS_NKCC,2.0,2.0,0.094586,0.4,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[16.443748203154506,136.53607963005103,51.17907826853528,9.613085117470241,23.738987358725417,1.2999999999999972,13.957319641992745,1.8035219100396973,15.193849475400718,0.644138983036414,0.5669920766317237,0.10484373914341909]","[12.649037079349648,105.02775356157794,7.39468085959251,7.010074520586738,1.2999999999999972,133.12497013197978,17.201999134851555,6.143800176329803,6.964398602228699,0.10484373914341909]","{""cell_other_impermeant_osmoles_fmol"":147.7610357289597}","{""cl_i_mM"":39.36852174502722,""cl_l_mM"":144.91899658993054,""hco3_i_mM"":6.581715765328196,""k_i_mM"":105.02775356157795,""k_l_mM"":17.201999134851555,""na_i_mM"":12.649037079349647,""na_l_mM"":133.12497013197978,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17925149859354,""osm_lumen_mOsm"":301.3897660330917,""ph_i"":7.0100745205864134,""ph_l"":6.964398602228698,""rest_outflow_pL_s"":0.0009687478286838164,""tic_i_mM"":7.394680859592509,""tic_l_mM"":6.143800176329803,""v_apical_mV"":-41.74461338377131,""v_basolateral_mV"":-71.23905763783553,""v_transepithelial_mV"":-29.494444254064224,""volume_i_pL"":1.2999999999999972,""volume_l_pL"":0.10484373914341909}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.809533425878307e-12,9.06219543850284e-15,1.809533425878307e-16,2.509017299479055e-14,1.4210854715202004e-14,2.261821987449685e-26,11,0,[],"[""cl_i_mM=39.3685217 outside [47.1,53.1]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA05_P0.5_H1:B00,N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA05_P0.5_H1,PHIGH_KLOW,AE4NA05,N_ABS_NKCC,2.0,0.5,0.094586,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[62.552018924468825,82.73585850032913,49.73798385871136,6.820912362981518,17.488131360141736,1.3000000000000005,14.23045102715812,1.224592549717357,14.640714647657243,0.8970519503600374,0.8143289292182343,0.10286480453161094]","[48.11693763420677,63.64296807717623,5.246855663831934,6.810428684445712,1.3000000000000005,138.3413023721347,11.904874123792583,8.720688815233865,7.089988757222161,0.10286480453161094]","{""cell_other_impermeant_osmoles_fmol"":159.67687438550954}","{""cl_i_mM"":38.25998758362411,""cl_l_mM"":142.32967937209338,""hco3_i_mM"":4.390248020409273,""k_i_mM"":63.64296807717623,""k_l_mM"":11.904874123792583,""na_i_mM"":48.11693763420677,""na_l_mM"":138.3413023721347,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1720369476925,""osm_lumen_mOsm"":301.2965446832545,""ph_i"":6.810428684445946,""ph_l"":7.089988757222161,""rest_outflow_pL_s"":0.0005729609063221869,""tic_i_mM"":5.246855663831934,""tic_l_mM"":8.720688815233865,""v_apical_mV"":-39.493243250549774,""v_basolateral_mV"":-60.168140192040326,""v_transepithelial_mV"":-20.67489694149055,""volume_i_pL"":1.3000000000000005,""volume_l_pL"":0.10286480453161094}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",6.922630871319946e-12,3.8441472227646045e-15,6.922630871319946e-16,5.410602521571661e-15,1.4210854715202004e-14,2.261821987449685e-26,11,0,[],"[""cl_i_mM=38.2599876 outside [47.1,53.1]"", ""na_i_mM=48.1169376 outside [10,35]"", ""k_i_mM=63.6429681 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA05_P1_H1,PHIGH_KLOW,AE4NA05,N_ABS_NKCC,2.0,1.0,0.094586,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[20.271670396767764,127.96481677105491,52.9610728040147,6.463705732960391,17.213652157863127,1.3,14.032278187114958,1.6353312652007173,15.074914874377386,0.6701089341806231,0.5926945779382919,0.10423584897887418]","[15.593592612898279,98.434474439273,4.972081333046455,6.811757721447059,1.3,134.6204623896614,15.688760452578604,6.428776095222635,6.982003107563547,0.10423584897887418]","{""cell_other_impermeant_osmoles_fmol"":153.86888022302045}","{""cl_i_mM"":40.739286772319,""cl_l_mM"":144.62313131284293,""hco3_i_mM"":4.162403176583859,""k_i_mM"":98.434474439273,""k_l_mM"":15.688760452578606,""na_i_mM"":15.593592612898279,""na_l_mM"":134.6204623896614,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1770353290909,""osm_lumen_mOsm"":301.36113025030556,""ph_i"":6.811757721447059,""ph_l"":6.982003107563545,""rest_outflow_pL_s"":0.0008471697957748354,""tic_i_mM"":4.972081333046455,""tic_l_mM"":6.428776095222636,""v_apical_mV"":-40.18365368175316,""v_basolateral_mV"":-69.15294808384895,""v_transepithelial_mV"":-28.96929440209581,""volume_i_pL"":1.3,""volume_l_pL"":0.10423584897887418}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.5341460740669888e-12,1.6653345369377348e-16,1.5341460740669888e-16,3.7643499428696714e-16,1.4210854715202004e-14,3.2311742677852644e-27,11,0,[],"[""cl_i_mM=40.7392868 outside [47.1,53.1]"", ""k_i_mM=98.4344744 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA05_P2_H1:B00,N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA05_P2_H1,PHIGH_KLOW,AE4NA05,N_ABS_NKCC,2.0,2.0,0.094586,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[12.381479338755254,140.42662423935317,56.75233584520286,6.75204320890618,17.994005526960724,1.3,13.974148028700322,1.7720057340261621,15.211121434126927,0.611202101087421,0.5350323285995574,0.1047446521735414]","[9.52421487596558,108.02048018411782,5.193879391466292,6.840616874656898,1.3,133.41156554272473,16.917386207844725,5.835162830793297,6.944887968104574,0.1047446521735414]","{""cell_other_impermeant_osmoles_fmol"":145.2200747054988}","{""cl_i_mM"":43.65564295784835,""cl_l_mM"":145.22098377800782,""hco3_i_mM"":4.393925574186707,""k_i_mM"":108.02048018411783,""k_l_mM"":16.917386207844725,""na_i_mM"":9.52421487596558,""na_l_mM"":133.41156554272473,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1788902597817,""osm_lumen_mOsm"":301.38509835937055,""ph_i"":6.840616874656888,""ph_l"":6.944887968104574,""rest_outflow_pL_s"":0.0009489304347082783,""tic_i_mM"":5.193879391466292,""tic_l_mM"":5.835162830793296,""v_apical_mV"":-39.143511764960984,""v_basolateral_mV"":-70.91834729359157,""v_transepithelial_mV"":-31.77483552863058,""volume_i_pL"":1.3,""volume_l_pL"":0.1047446521735414}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",2.695326600798964e-12,2.498001805406602e-16,2.695326600798964e-16,2.8102520310824275e-16,1.1102230246251565e-16,1.6155871338926322e-26,11,0,[],"[""cl_i_mM=43.655643 outside [47.1,53.1]"", ""na_i_mM=9.52421488 outside [10,35]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA10_P1_H1:B00,N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA10_P1_H1,PHIGH_KLOW,AE4NA10,N_ABS_NKCC,2.0,1.0,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[26.907418172771393,119.9171348504411,49.87769387381623,7.261483133712281,18.88509694345142,1.3,14.165911656477398,1.4747063082215015,15.01591905516573,0.7032116700008173,0.6246989095331676,0.10406317211775505]","[20.698013979054917,92.24394988495469,5.585756256701755,6.864917384539477,1.3,136.12800156089455,14.171260381653214,6.757545976064252,6.998576174641403,0.10406317211775505]","{""cell_other_impermeant_osmoles_fmol"":157.56559751642155}","{""cl_i_mM"":38.36745682601248,""cl_l_mM"":144.2961880709741,""hco3_i_mM"":4.7652281281807,""k_i_mM"":92.24394988495469,""k_l_mM"":14.171260381653214,""na_i_mM"":20.698013979054917,""na_l_mM"":136.12800156089455,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1764058055096,""osm_lumen_mOsm"":301.35299598958613,""ph_i"":6.864917384539477,""ph_l"":6.998576174641401,""rest_outflow_pL_s"":0.0008126344235510092,""tic_i_mM"":5.585756256701755,""tic_l_mM"":6.757545976064252,""v_apical_mV"":-41.43690101406663,""v_basolateral_mV"":-68.8392124228573,""v_transepithelial_mV"":-27.402311408790673,""volume_i_pL"":1.3,""volume_l_pL"":0.10406317211775505}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.4177027607420456e-11,3.3306690738754696e-16,1.4177027607420456e-15,3.651592916931179e-16,1.4210854715202004e-14,9.693522803355793e-27,11,0,[],"[""cl_i_mM=38.3674568 outside [47.1,53.1]"", ""k_i_mM=92.2439499 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA10_P2_H1:B00,N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA10_P2_H1,PHIGH_KLOW,AE4NA10,N_ABS_NKCC,2.0,2.0,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[14.102720906670992,138.0643513387705,53.85598610160981,7.808672130376869,20.24932393788684,1.3000000000000007,14.114273201967723,1.6363206457359674,15.209132054915809,0.6179939526222751,0.5414617927878831,0.10477482498599289]","[10.848246851285372,106.20334718366956,6.006670869520665,6.911747182641056,1.3000000000000007,134.71053951991453,15.617498248789472,5.898305749543302,6.947991263666037,0.10477482498599289]","{""cell_other_impermeant_osmoles_fmol"":147.7009698606062}","{""cl_i_mM"":41.427681616622905,""cl_l_mM"":145.16017618687584,""hco3_i_mM"":5.202072363851488,""k_i_mM"":106.20334718366956,""k_l_mM"":15.617498248789472,""na_i_mM"":10.848246851285372,""na_l_mM"":134.71053951991453,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17900026002627,""osm_lumen_mOsm"":301.38651970512313,""ph_i"":6.911747182641118,""ph_l"":6.947991263666018,""rest_outflow_pL_s"":0.0009549649971985763,""tic_i_mM"":6.006670869520665,""tic_l_mM"":5.898305749543302,""v_apical_mV"":-40.51837204443524,""v_basolateral_mV"":-71.81197053084138,""v_transepithelial_mV"":-31.293598486406136,""volume_i_pL"":1.3000000000000007,""volume_l_pL"":0.10477482498599289}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",8.504481840976297e-12,4.621303340002214e-15,8.504481840976297e-16,1.2942771854262958e-14,1.5543122344752192e-15,1.6155871338926322e-26,11,0,[],"[""cl_i_mM=41.4276816 outside [47.1,53.1]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA20_P1_H1:B00,N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA20_P1_H1,PHIGH_KLOW,AE4NA20,N_ABS_NKCC,2.0,1.0,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[40.41787967654496,105.92266437221367,46.93711525885852,8.56550650611405,21.341666583955266,1.3,14.307428723904405,1.2814769233816221,14.905122883078747,0.7646659555023481,0.6837827642072799,0.10373318793431499]","[31.090676674265357,81.47897259401051,6.588851158549269,6.934259256876462,1.3,137.9252774238851,12.353586628351454,7.371468772236549,7.024651147753704,0.10373318793431499]","{""cell_other_impermeant_osmoles_fmol"":159.68459781415078}","{""cl_i_mM"":36.10547327604501,""cl_l_mM"":143.68711865403034,""hco3_i_mM"":5.744931586992271,""k_i_mM"":81.47897259401051,""k_l_mM"":12.353586628351454,""na_i_mM"":31.090676674265357,""na_l_mM"":137.9252774238851,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17520279067844,""osm_lumen_mOsm"":301.33745147850345,""ph_i"":6.934259256876478,""ph_l"":7.024651147753677,""rest_outflow_pL_s"":0.0007466375868629971,""tic_i_mM"":6.588851158549269,""tic_l_mM"":7.371468772236549,""v_apical_mV"":-42.42993264347936,""v_basolateral_mV"":-67.2501234517069,""v_transepithelial_mV"":-24.82019080822754,""volume_i_pL"":1.3,""volume_l_pL"":0.10373318793431499}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",2.7842311789427754e-12,3.0531133177191805e-16,2.7842311789427754e-16,9.194034422677078e-17,1.4210854715202004e-14,2.7464981276174747e-26,11,0,[],"[""cl_i_mM=36.1054733 outside [47.1,53.1]"", ""k_i_mM=81.4789726 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S2_PHIGH_KLOW_AE4NA20_P2_H1,PHIGH_KLOW,AE4NA20,N_ABS_NKCC,2.0,2.0,0.094586,0.2,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[16.46399911187968,135.80238219822,50.54464959596879,9.571844806214054,23.659969508186038,1.3000000000000007,14.262671069630583,1.4927328099178578,15.206110673359477,0.6264916824858654,0.5492932061889655,0.10480840508359655]","[12.6646147014459,104.46337092170764,7.362957543241576,7.0078992017802335,1.3000000000000007,136.08327555652136,14.242491417813625,5.977494667399695,6.950444310794585,0.10480840508359655]","{""cell_other_impermeant_osmoles_fmol"":149.1499837744769}","{""cl_i_mM"":38.880499689206744,""cl_l_mM"":145.08483991556673,""hco3_i_mM"":6.549894165713846,""k_i_mM"":104.46337092170762,""k_l_mM"":14.242491417813625,""na_i_mM"":12.6646147014459,""na_l_mM"":136.08327555652136,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1791226821225,""osm_lumen_mOsm"":301.3881015573014,""ph_i"":7.0078992017802335,""ph_l"":6.950444310794276,""rest_outflow_pL_s"":0.0009616810167193097,""tic_i_mM"":7.362957543241576,""tic_l_mM"":5.977494667399694,""v_apical_mV"":-42.18123059118747,""v_basolateral_mV"":-72.89717695275641,""v_transepithelial_mV"":-30.715946361568935,""volume_i_pL"":1.3000000000000007,""volume_l_pL"":0.10480840508359655}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.1083798809319312e-11,2.0539125955565396e-15,1.1083798809319312e-15,5.480858822348722e-15,1.4210854715202004e-14,2.261821987449685e-26,11,0,[],"[""cl_i_mM=38.8804997 outside [47.1,53.1]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PLOW_KHIGH_AE4NA05_P0.5_H1:B00,N_ABS_NKCC_S2_PLOW_KHIGH_AE4NA05_P0.5_H1,PLOW_KHIGH,AE4NA05,N_ABS_NKCC,2.0,0.5,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[59.70059729662753,86.39216666000706,50.61401768031157,6.780225675820899,17.41698407037819,1.3,13.998464493156973,1.4401189138942767,14.609653068948523,0.9115388266018049,0.8289303381027263,0.1027568957789169]","[45.923536382021176,66.45551281539005,5.215558212169922,6.8084354498657715,1.3,136.22895463166668,14.014815287849055,8.870828762314844,7.098194771962587,0.1027568957789169]","{""cell_other_impermeant_osmoles_fmol"":158.03612929902775}","{""cl_i_mM"":38.93385975408582,""cl_l_mM"":142.1768627614192,""hco3_i_mM"":4.360796012118152,""k_i_mM"":66.45551281539005,""k_l_mM"":14.014815287849055,""na_i_mM"":45.923536382021176,""na_l_mM"":136.22895463166668,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1716435475345,""osm_lumen_mOsm"":301.2914614432498,""ph_i"":6.808435449865783,""ph_l"":7.098194771962586,""rest_outflow_pL_s"":0.0005513791557833797,""tic_i_mM"":5.215558212169922,""tic_l_mM"":8.870828762314844,""v_apical_mV"":-38.87291495533974,""v_basolateral_mV"":-59.215076363818206,""v_transepithelial_mV"":-20.342161408478464,""volume_i_pL"":1.3,""volume_l_pL"":0.1027568957789169}","[""parent_continuation_00"", ""upper_quartile""]",1.6989448042847854e-12,3.469446951953614e-16,1.6989448042847854e-16,2.419939248987646e-16,1.4210854715202004e-14,9.693522803355793e-27,11,0,[],"[""cl_i_mM=38.9338598 outside [47.1,53.1]"", ""na_i_mM=45.9235364 outside [10,35]"", ""k_i_mM=66.4555128 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S2_PLOW_KHIGH_AE4NA05_P1_H1,PLOW_KHIGH,AE4NA05,N_ABS_NKCC,2.0,1.0,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[19.972649560920264,130.32124373951197,54.87604916140831,6.5303061683257475,17.356081933079075,1.3,13.606258631666707,2.0365529664007425,15.030042325362572,0.6903720263706182,0.6127692727048758,0.10407452622763604]","[15.36357658532328,100.24711056885535,5.023312437173652,6.816428875449839,1.3,130.73572491607163,19.568217509309733,6.633439049826741,6.995295635982902,0.10407452622763604]","{""cell_other_impermeant_osmoles_fmol"":149.82913272839767}","{""cl_i_mM"":42.21234550877562,""cl_l_mM"":144.41614937057943,""hco3_i_mM"":4.212605814824495,""k_i_mM"":100.24711056885536,""k_l_mM"":19.568217509309733,""na_i_mM"":15.36357658532328,""na_l_mM"":130.73572491607163,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17644719889535,""osm_lumen_mOsm"":301.35353084578753,""ph_i"":6.816428875450243,""ph_l"":6.9952956359829015,""rest_outflow_pL_s"":0.0008149052455272061,""tic_i_mM"":5.023312437173652,""tic_l_mM"":6.633439049826741,""v_apical_mV"":-38.97463461165018,""v_basolateral_mV"":-67.04995613241718,""v_transepithelial_mV"":-28.075321520766998,""volume_i_pL"":1.3,""volume_l_pL"":0.10407452622763604}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",7.2077760426836335e-12,1.942890293094024e-16,7.207776042683633e-16,5.898059818321144e-17,1.4210854715202004e-14,6.462348535570529e-27,11,0,[],"[""cl_i_mM=42.2123455 outside [47.1,53.1]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
N_ABS_NKCC_S2_PLOW_KHIGH_AE4NA05_P2_H1:B00,N_ABS_NKCC_S2_PLOW_KHIGH_AE4NA05_P2_H1,PLOW_KHIGH,AE4NA05,N_ABS_NKCC,2.0,2.0,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[12.321694554182914,142.86683926686734,58.97147631721776,6.829083893071882,18.15529529788765,1.3000000000000078,13.458961203381042,2.2633949168099066,15.16846712099099,0.6302497871187857,0.5538889991999596,0.10458989405098139]","[9.478226580140646,109.89756866682038,5.253141456209108,6.845737186294933,1.3000000000000078,128.6831899535207,21.64066554753976,6.0259147677458795,6.95873742238596,0.10458989405098139]","{""cell_other_impermeant_osmoles_fmol"":140.54272984937123}","{""cl_i_mM"":45.36267409016723,""cl_l_mM"":145.02803792493813,""hco3_i_mM"":4.452066252964895,""k_i_mM"":109.89756866682038,""k_l_mM"":21.640665547539758,""na_i_mM"":9.478226580140646,""na_l_mM"":128.6831899535207,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17832606208367,""osm_lumen_mOsm"":301.37780819374444,""ph_i"":6.845737186294929,""ph_l"":6.958737422385884,""rest_outflow_pL_s"":0.0009179788101962767,""tic_i_mM"":5.253141456209108,""tic_l_mM"":6.0259147677458795,""v_apical_mV"":-37.858833314623844,""v_basolateral_mV"":-68.64154183691677,""v_transepithelial_mV"":-30.78270852229293,""volume_i_pL"":1.3000000000000078,""volume_l_pL"":0.10458989405098139}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",8.902384038278477e-12,6.683542608243442e-14,8.902384038278477e-16,1.9308860066402644e-13,1.4210854715202004e-14,0.0,11,0,[],"[""cl_i_mM=45.3626741 outside [47.1,53.1]"", ""na_i_mM=9.47822658 outside [10,35]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
