root_id,panel_id,topology_id,routing_id,source_class,source_scale,pump_capacity_scale,apical_pump_fraction,apical_k_fraction,ae4_cation_fraction,hydraulic_scale,hydraulic_mode,eligibility,passes_numerical_gate,passes_wt_gate,core_state_json,coordinates_json,calibration_json,observables_json,member_start_ids_json,max_abs_scaled_residual,max_abs_amount_rhs_fmol_s,max_abs_volume_rhs_pL_s,max_abs_omitted_charge_rhs_fmol_equivalent_s,max_abs_charge_residual_fmol,max_abs_current_residual_A,normalized_jacobian_rank,normalized_jacobian_nullity,boundary_hits_json,gate_failures_json,root_search_stage,root_search_start_count,panel_confirmation_start_count,panel_geometry_start_count
AN_ABS_AE4_NHE_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AN_ABS_AE4_NHE_S4_PNOM_KMID_AE4NA05_P1_H1,PNOM_KMID,AE4NA05,AN_ABS_AE4_NHE,4.0,1.0,0.075075,0.3,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[48.10875694275249,89.04871333104322,34.2365616331635,4.905726904926959,24.859146434687354,1.3,14.466188411624543,0.981971847836187,14.53320960176107,0.9336306273754906,0.9149506576996604,0.10261063266449964]","[37.00673610980961,68.49901025464862,3.7736360807130453,7.3160578627266295,1.3,140.9813782059394,9.56988396170294,9.098770791406496,7.732727749459793,0.10261063266449964]","{""cell_other_impermeant_osmoles_fmol"":185.22268460394312}","{""cl_i_mM"":26.335816640894997,""cl_l_mM"":141.6345384915373,""hco3_i_mM"":3.5538548071922635,""k_i_mM"":68.49901025464862,""k_l_mM"":9.56988396170294,""na_i_mM"":37.00673610980961,""na_l_mM"":140.9813782059394,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17111031986866,""osm_lumen_mOsm"":301.28457145058616,""ph_i"":7.316057862726591,""ph_l"":7.732727749459453,""rest_outflow_pL_s"":0.0005221265328999276,""tic_i_mM"":3.773636080713045,""tic_l_mM"":9.098770791406496,""v_apical_mV"":-48.840751889461565,""v_basolateral_mV"":-66.21738324963829,""v_transepithelial_mV"":-17.376631360176724,""volume_i_pL"":1.3,""volume_l_pL"":0.10261063266449964}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.0549287138283958e-11,2.220446049250313e-16,1.0549287138283958e-15,2.8622937353617317e-16,1.4210854715202004e-14,1.1309109937248425e-26,11,0,[],"[""cl_i_mM=26.3358166 outside [47.1,53.1]"", ""ph_i=7.31605786 outside [6.77,7.05]"", ""na_i_mM=37.0067361 outside [10,35]"", ""k_i_mM=68.4990103 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S4_PNOM_KMID_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S4_PNOM_KMID_AE4NA05_P2_H1,PNOM_KMID,AE4NA05,AN_ABS_AE4_NHE,4.0,2.0,0.075075,0.3,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[17.85204138559444,117.45797824842971,28.978900137591523,4.293233258659256,28.26935729048778,1.3,14.540734460227549,1.0111332425357984,14.750053849026791,0.8074778143229199,0.8018138537365551,0.10324561569532636]","[13.732339527380338,90.35229096033055,3.302487122045581,7.610739457810189,1.3,140.8363383016347,9.793473899362581,7.820940471755762,8.0076609271005,0.10324561569532636]","{""cell_other_impermeant_osmoles_fmol"":192.9432998092011}","{""cl_i_mM"":22.291461644301172,""cl_l_mM"":142.86373081985005,""hco3_i_mM"":3.1973097040433016,""k_i_mM"":90.35229096033055,""k_l_mM"":9.793473899362581,""na_i_mM"":13.732339527380338,""na_l_mM"":140.8363383016347,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17342526113543,""osm_lumen_mOsm"":301.3144834926031,""ph_i"":7.610739457810374,""ph_l"":8.007660927100352,""rest_outflow_pL_s"":0.0006491231390652719,""tic_i_mM"":3.3024871220455814,""tic_l_mM"":7.820940471755762,""v_apical_mV"":-54.36318868681943,""v_basolateral_mV"":-74.81738361909042,""v_transepithelial_mV"":-20.45419493227099,""volume_i_pL"":1.3,""volume_l_pL"":0.10324561569532636}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",6.537739100087592e-12,6.938893903907228e-16,6.537739100087592e-16,8.049116928532385e-16,1.1102230246251565e-15,2.5849394142282115e-26,11,0,[],"[""cl_i_mM=22.2914616 outside [47.1,53.1]"", ""ph_i=7.61073946 outside [6.77,7.05]"", ""k_i_mM=90.352291 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S4_PNOM_KMID_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S4_PNOM_KMID_AE4NA10_P2_H1,PNOM_KMID,AE4NA10,AN_ABS_AE4_NHE,4.0,2.0,0.075075,0.3,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[26.45602998910267,106.42945531753207,27.274212016538883,4.952457272303196,27.549511084151018,1.3,14.692660748200144,0.85780395548387,14.724325462709768,0.8374432885934507,0.8261392409742468,0.1032548720243326]","[20.350792299309745,81.86881178271697,3.8095825171563042,7.498932516734056,1.3,142.29508458194334,8.307636614780982,8.110448177167877,7.857427968249478,0.1032548720243326]","{""cell_other_impermeant_osmoles_fmol"":196.41334211322732}","{""cl_i_mM"":20.980163089645295,""cl_l_mM"":142.60175015509094,""hco3_i_mM"":3.6578206596247687,""k_i_mM"":81.86881178271697,""k_l_mM"":8.307636614780982,""na_i_mM"":20.350792299309745,""na_l_mM"":142.29508458194334,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1734590066955,""osm_lumen_mOsm"":301.3149195289831,""ph_i"":7.498932516734066,""ph_l"":7.857427968249479,""rest_outflow_pL_s"":0.0006509744048665196,""tic_i_mM"":3.8095825171563042,""tic_l_mM"":8.110448177167877,""v_apical_mV"":-55.83855890939066,""v_basolateral_mV"":-75.09340573008046,""v_transepithelial_mV"":-19.254846820689792,""volume_i_pL"":1.3,""volume_l_pL"":0.1032548720243326}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",8.708311849403572e-12,6.38378239159465e-16,8.708311849403572e-16,8.36136715420821e-16,1.4210854715202004e-14,2.7464981276174747e-26,11,0,[],"[""cl_i_mM=20.9801631 outside [47.1,53.1]"", ""ph_i=7.49893252 outside [6.77,7.05]"", ""k_i_mM=81.8688118 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AN_ABS_AE4_NHE_S4_PNOM_KMID_AE4NA20_P2_H1,PNOM_KMID,AE4NA20,AN_ABS_AE4_NHE,4.0,2.0,0.075075,0.3,0.2,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[49.35993321680931,84.11745495298632,28.62650841566735,6.374411374650189,26.78911754818345,1.3,14.788807094385628,0.7262711744228906,14.628111937915836,0.9103921935087876,0.8869663308926816,0.1030633082761991]","[37.96917939754562,64.70573457922025,4.90339336511553,7.3506220612045,1.3,143.49245470321156,7.046845153432862,8.833329811896101,7.641062128766696,0.1030633082761991]","{""cell_other_impermeant_osmoles_fmol"":193.04628085586708}","{""cl_i_mM"":22.020391088974883,""cl_l_mM"":141.93326589821856,""hco3_i_mM"":4.637755397003767,""k_i_mM"":64.70573457922025,""k_l_mM"":7.046845153432862,""na_i_mM"":37.96917939754562,""na_l_mM"":143.49245470321156,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1727606276771,""osm_lumen_mOsm"":301.3058955667591,""ph_i"":7.3506220612045,""ph_l"":7.641062128766696,""rest_outflow_pL_s"":0.0006126616552398185,""tic_i_mM"":4.90339336511553,""tic_l_mM"":8.833329811896101,""v_apical_mV"":-54.06033644007628,""v_basolateral_mV"":-71.16664623537505,""v_transepithelial_mV"":-17.106309795298777,""volume_i_pL"":1.3,""volume_l_pL"":0.1030633082761991}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",2.2770414026540564e-11,7.170642118276005e-16,2.2770414026540564e-15,7.73686670285656e-16,1.4210854715202004e-14,2.261821987449685e-26,11,0,[],"[""cl_i_mM=22.0203911 outside [47.1,53.1]"", ""ph_i=7.35062206 outside [6.77,7.05]"", ""na_i_mM=37.9691794 outside [10,35]"", ""k_i_mM=64.7057346 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S5_PHIGH_KHIGH_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S5_PHIGH_KHIGH_AE4NA05_P2_H1,PHIGH_KHIGH,AE4NA05,AN_ABS_AE4_NHE,5.0,2.0,0.094586,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[20.402763136146007,114.17080032973774,26.972458902784098,4.076621816546288,29.53934235715483,1.3,14.652469456574577,0.9262993397612018,14.754603696244759,0.8249011983808135,0.8241651000910203,0.10340523890584444]","[15.694433181650775,87.82369256133673,3.1358629358048367,7.757666538043474,1.3,141.6994884554773,8.957953673939508,7.977363691717077,8.17011360144042,0.10340523890584444]","{""cell_other_impermeant_osmoles_fmol"":195.90356516875292}","{""cl_i_mM"":20.74804530983392,""cl_l_mM"":142.68719701599986,""hco3_i_mM"":3.059784281688631,""k_i_mM"":87.82369256133673,""k_l_mM"":8.957953673939508,""na_i_mM"":15.694433181650775,""na_l_mM"":141.6994884554773,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17400719535925,""osm_lumen_mOsm"":301.32200283713377,""ph_i"":7.757666538043118,""ph_l"":8.170113601440356,""rest_outflow_pL_s"":0.0006810477811688865,""tic_i_mM"":3.1358629358048367,""tic_l_mM"":7.977363691717078,""v_apical_mV"":-56.27663711133971,""v_basolateral_mV"":-75.41417092438037,""v_transepithelial_mV"":-19.137533813040655,""volume_i_pL"":1.3,""volume_l_pL"":0.10340523890584444}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",2.159730727591125e-12,2.3592239273284576e-16,2.1597307275911248e-16,1.3704315460216776e-16,1.4210854715202004e-14,4.8467614016778965e-27,11,0,[],"[""cl_i_mM=20.7480453 outside [47.1,53.1]"", ""ph_i=7.75766654 outside [6.77,7.05]"", ""k_i_mM=87.8236926 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S5_PHIGH_KHIGH_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S5_PHIGH_KHIGH_AE4NA10_P2_H1,PHIGH_KHIGH,AE4NA10,AN_ABS_AE4_NHE,5.0,2.0,0.094586,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[34.098823239685004,98.17385828947964,25.92695727574469,4.7550359808932035,28.283962047475114,1.2999999999999938,14.806308496914454,0.7657296994459513,14.714428322307292,0.8653983819525949,0.8576098740531142,0.10338430828706079]","[26.22986403052705,75.51835253036931,3.6577199853024815,7.573170727962746,1.2999999999999938,143.21620700699276,7.406633677132096,8.370693737677259,7.959010740965108,0.10338430828706079]","{""cell_other_impermeant_osmoles_fmol"":198.57143537008005}","{""cl_i_mM"":19.943813289034473,""cl_l_mM"":142.32748244008803,""hco3_i_mM"":3.5322759301223354,""k_i_mM"":75.51835253036931,""k_l_mM"":7.406633677132096,""na_i_mM"":26.22986403052705,""na_l_mM"":143.21620700699276,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1739308891419,""osm_lumen_mOsm"":301.32101686189014,""ph_i"":7.573170727962745,""ph_l"":7.959010740965059,""rest_outflow_pL_s"":0.0006768616574121561,""tic_i_mM"":3.6577199853024815,""tic_l_mM"":8.370693737677259,""v_apical_mV"":-57.109596343035456,""v_basolateral_mV"":-74.66549113567557,""v_transepithelial_mV"":-17.555894792640117,""volume_i_pL"":1.2999999999999938,""volume_l_pL"":0.10338430828706079}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.362842130814279e-12,1.84297022087776e-14,1.362842130814279e-16,5.158720672859829e-14,1.4210854715202004e-14,3.715850407953054e-26,11,0,[],"[""cl_i_mM=19.9438133 outside [47.1,53.1]"", ""ph_i=7.57317073 outside [6.77,7.05]"", ""k_i_mM=75.5183525 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S5_PHIGH_KLOW_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S5_PHIGH_KLOW_AE4NA05_P2_H1,PHIGH_KLOW,AE4NA05,AN_ABS_AE4_NHE,5.0,2.0,0.094586,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[20.451860513530185,114.27345805389903,27.122959490755807,4.08544165101997,29.540596870728564,1.3,14.763274216704891,0.8106733956096407,14.753364045682012,0.8214096298915555,0.82058356663252,0.10337404143918356]","[15.73220039502322,87.90266004146079,3.1426474238615154,7.756842275794105,1.3,142.81413410145464,7.8421370038683405,7.945995130458381,8.166991365774368,0.10337404143918356]","{""cell_other_impermeant_osmoles_fmol"":195.5923417882221}","{""cl_i_mM"":20.863814992889083,""cl_l_mM"":142.71826698738124,""hco3_i_mM"":3.066295427426451,""k_i_mM"":87.90266004146079,""k_l_mM"":7.8421370038683405,""na_i_mM"":15.732200395023218,""na_l_mM"":142.81413410145464,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1738934595593,""osm_lumen_mOsm"":301.3205332231626,""ph_i"":7.7568422757936935,""ph_l"":8.166991365774305,""rest_outflow_pL_s"":0.0006748082878367118,""tic_i_mM"":3.142647423861515,""tic_l_mM"":7.945995130458381,""v_apical_mV"":-56.12691904532482,""v_basolateral_mV"":-75.50792077909895,""v_transepithelial_mV"":-19.38100173377414,""volume_i_pL"":1.3,""volume_l_pL"":0.10337404143918356}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.2175590397012215e-11,2.0816681711721685e-16,1.2175590397012215e-15,2.740863092043355e-16,3.3306690738754696e-16,4.6852026882886333e-26,11,0,[],"[""cl_i_mM=20.863815 outside [47.1,53.1]"", ""ph_i=7.75684228 outside [6.77,7.05]"", ""k_i_mM=87.90266 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S5_PHIGH_KLOW_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S5_PHIGH_KLOW_AE4NA10_P2_H1,PHIGH_KLOW,AE4NA10,AN_ABS_AE4_NHE,5.0,2.0,0.094586,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[34.56573065222882,98.29429261494484,26.522686981949686,4.799109584863671,28.27557407927912,1.3,14.889769159097106,0.6750749074400192,14.705345527522786,0.8675576801435868,0.8594985390143387,0.10333820072408059]","[26.589023578637555,75.61099431918834,3.6916227575874387,7.568875204981456,1.3,144.08775317129542,6.532675261518353,8.395324033752239,7.952093280964794,0.10333820072408059]","{""cell_other_impermeant_osmoles_fmol"":197.34407180079754}","{""cl_i_mM"":20.402066909192065,""cl_l_mM"":142.3030924138787,""hco3_i_mM"":3.5639287633908854,""k_i_mM"":75.61099431918834,""k_l_mM"":6.532675261518352,""na_i_mM"":26.589023578637555,""na_l_mM"":144.08775317129542,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1737627959881,""osm_lumen_mOsm"":301.3188448804447,""ph_i"":7.568875204981455,""ph_l"":7.952093280964757,""rest_outflow_pL_s"":0.0006676401448161174,""tic_i_mM"":3.691622757587439,""tic_l_mM"":8.395324033752239,""v_apical_mV"":-56.46045764178064,""v_basolateral_mV"":-74.06106363942436,""v_transepithelial_mV"":-17.600605997643715,""volume_i_pL"":1.3,""volume_l_pL"":0.10333820072408059}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",6.228741480929223e-12,2.7241934836413906e-16,6.228741480929223e-16,4.2327252813834093e-16,5.551115123125783e-16,1.9387045606711586e-26,11,0,[],"[""cl_i_mM=20.4020669 outside [47.1,53.1]"", ""ph_i=7.5688752 outside [6.77,7.05]"", ""k_i_mM=75.6109943 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S5_PLOW_KHIGH_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S5_PLOW_KHIGH_AE4NA05_P2_H1,PLOW_KHIGH,AE4NA05,AN_ABS_AE4_NHE,5.0,2.0,0.056878,0.4,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[20.81626928610247,115.57967225244751,28.753958673572097,4.178705302700609,29.580220659033028,1.3,14.490207573764037,1.0502586633341466,14.738187745426893,0.8037297051543102,0.80227849167129,0.10315737930967554]","[16.01251483546344,88.90744019419039,3.214388694385084,7.75109630596146,1.3,140.46699975059315,10.181129749150566,7.791296275000708,8.145043406547199,0.10315737930967554]","{""cell_other_impermeant_osmoles_fmol"":192.19642913920177}","{""cl_i_mM"":22.11842974890161,""cl_l_mM"":142.87090118083816,""hco3_i_mM"":3.1355109156364893,""k_i_mM"":88.90744019419039,""k_l_mM"":10.181129749150564,""na_i_mM"":16.01251483546344,""na_l_mM"":140.46699975059315,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17310358001885,""osm_lumen_mOsm"":301.3103269555826,""ph_i"":7.7510963059616325,""ph_l"":8.145043406547078,""rest_outflow_pL_s"":0.0006314758619351074,""tic_i_mM"":3.214388694385084,""tic_l_mM"":7.791296275000708,""v_apical_mV"":-54.52090471612366,""v_basolateral_mV"":-75.28919907448605,""v_transepithelial_mV"":-20.768294358362382,""volume_i_pL"":1.3,""volume_l_pL"":0.10315737930967554}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.2858637765678083e-12,2.7755575615628914e-16,1.2858637765678083e-16,3.608224830031759e-16,2.220446049250313e-16,8.077935669463161e-27,11,0,[],"[""cl_i_mM=22.1184297 outside [47.1,53.1]"", ""ph_i=7.75109631 outside [6.77,7.05]"", ""k_i_mM=88.9074402 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S5_PLOW_KHIGH_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S5_PLOW_KHIGH_AE4NA10_P2_H1,PLOW_KHIGH,AE4NA10,AN_ABS_AE4_NHE,5.0,2.0,0.056878,0.4,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[35.52472799837199,98.77634391650149,27.96508706275218,4.902118810367884,28.27422264617645,1.3,14.639677744706816,0.883040687587414,14.685871509588697,0.8457151999721132,0.8368469227055336,0.10306566893493067]","[27.32671384490153,75.98180301269345,3.7708606233599107,7.560450418227778,1.3,142.04223284039819,8.567748084426752,8.205595604352462,7.923983902692623,0.10306566893493067]","{""cell_other_impermeant_osmoles_fmol"":194.3563222160371}","{""cl_i_mM"":21.51160543288629,""cl_l_mM"":142.49043024074732,""hco3_i_mM"":3.6382137800185084,""k_i_mM"":75.98180301269345,""k_l_mM"":8.567748084426752,""na_i_mM"":27.326713844901533,""na_l_mM"":142.04223284039819,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.17276923386976,""osm_lumen_mOsm"":301.3060067699247,""ph_i"":7.560450418227779,""ph_l"":7.923983902692608,""rest_outflow_pL_s"":0.0006131337869861337,""tic_i_mM"":3.7708606233599102,""tic_l_mM"":8.205595604352462,""v_apical_mV"":-54.9871420363271,""v_basolateral_mV"":-74.3247999696929,""v_transepithelial_mV"":-19.337657933365808,""volume_i_pL"":1.3,""volume_l_pL"":0.10306566893493067}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",2.23562487966511e-12,4.718447854656915e-16,2.23562487966511e-16,4.510281037539698e-16,1.4210854715202004e-14,2.5849394142282115e-26,11,0,[],"[""cl_i_mM=21.5116054 outside [47.1,53.1]"", ""ph_i=7.56045042 outside [6.77,7.05]"", ""k_i_mM=75.981803 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S5_PLOW_KLOW_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S5_PLOW_KLOW_AE4NA05_P2_H1,PLOW_KLOW,AE4NA05,AN_ABS_AE4_NHE,5.0,2.0,0.056878,0.2,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[20.822780191698023,115.57485084361153,28.75653436589419,4.178845377479751,29.5793344634705,1.300000000000026,14.586292894501685,0.9509175308879,14.738508852862108,0.8001990637858042,0.7987015725274781,0.10313626237451771]","[16.017523224382774,88.90373141816093,3.2144964442151287,7.750983503175612,1.300000000000026,141.42739477541488,9.220011555536523,7.758658742936108,8.143230464982722,0.10313626237451771]","{""cell_other_impermeant_osmoles_fmol"":192.19192379424285}","{""cl_i_mM"":22.120411050687395,""cl_l_mM"":142.9032671296765,""hco3_i_mM"":3.1356005228592414,""k_i_mM"":88.90373141816093,""k_l_mM"":9.220011555536523,""na_i_mM"":16.017523224382774,""na_l_mM"":141.42739477541488,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1730265945527,""osm_lumen_mOsm"":301.309332203564,""ph_i"":7.750983503175761,""ph_l"":8.143230464982599,""rest_outflow_pL_s"":0.0006272524749035419,""tic_i_mM"":3.214496444215129,""tic_l_mM"":7.758658742936108,""v_apical_mV"":-54.52431664248078,""v_basolateral_mV"":-75.5084635509902,""v_transepithelial_mV"":-20.984146908509416,""volume_i_pL"":1.300000000000026,""volume_l_pL"":0.10313626237451771}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",4.3154368967179835e-12,2.1577184483589917e-13,4.1600837358268805e-16,6.287054210574183e-13,1.4210854715202004e-14,1.1309109937248425e-26,11,0,[],"[""cl_i_mM=22.1204111 outside [47.1,53.1]"", ""ph_i=7.7509835 outside [6.77,7.05]"", ""k_i_mM=88.9037314 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S5_PLOW_KLOW_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S5_PLOW_KLOW_AE4NA10_P2_H1,PLOW_KLOW,AE4NA10,AN_ABS_AE4_NHE,5.0,2.0,0.056878,0.2,0.1,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[35.81605054799812,98.90351417106312,28.385538508017365,4.931509918718883,28.272264005099025,1.3,14.707129542661317,0.8105322111866825,14.678923321028602,0.8477737911488751,0.8387384328193955,0.10303318170711655]","[27.550808113844703,76.07962628543316,3.7934691682452946,7.557936076165564,1.3,142.7416808739149,7.866710488381421,8.228162783119402,7.9200423476474375,0.10303318170711655]","{""cell_other_impermeant_osmoles_fmol"":193.48783288902953}","{""cl_i_mM"":21.83502962155182,""cl_l_mM"":142.4679222539696,""hco3_i_mM"":3.659354087712917,""k_i_mM"":76.07962628543316,""k_l_mM"":7.866710488381421,""na_i_mM"":27.550808113844706,""na_l_mM"":142.7416808739149,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.1726507960208,""osm_lumen_mOsm"":301.3044763993853,""ph_i"":7.557936076165564,""ph_l"":7.920042347647417,""rest_outflow_pL_s"":0.0006066363414233084,""tic_i_mM"":3.7934691682452946,""tic_l_mM"":8.228162783119402,""v_apical_mV"":-54.55556921659324,""v_basolateral_mV"":-73.89972909344333,""v_transepithelial_mV"":-19.344159876850078,""volume_i_pL"":1.3,""volume_l_pL"":0.10303318170711655}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",2.413434035952733e-12,4.611586178031313e-16,2.413434035952733e-16,7.45931094670027e-17,1.4210854715202004e-14,1.7771458472818954e-26,11,0,[],"[""cl_i_mM=21.8350296 outside [47.1,53.1]"", ""ph_i=7.55793608 outside [6.77,7.05]"", ""k_i_mM=76.0796263 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
AN_ABS_AE4_NHE_S5_PNOM_KMID_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S5_PNOM_KMID_AE4NA05_P2_H1,PNOM_KMID,AE4NA05,AN_ABS_AE4_NHE,5.0,2.0,0.075075,0.3,0.05,1.0,H1,PRODUCTION_PRE_REVEAL,True,False,"[20.616447728713716,114.88038032643435,27.87508966139277,4.128986004192593,29.55997618781044,1.3,14.611086989956483,0.9467277933076158,14.746596274399622,0.812345490779218,0.8112185088644756,0.1032696447037473]","[15.858805945164397,88.36952332802642,3.1761430801481483,7.754249469118284,1.3,141.48481900825496,9.167532201970113,7.866256276078199,8.156503837821047,0.1032696447037473]","{""cell_other_impermeant_osmoles_fmol"":194.02466300126025}","{""cl_i_mM"":21.442376662609824,""cl_l_mM"":142.79700793687846,""hco3_i_mM"":3.0986298580086484,""k_i_mM"":88.36952332802642,""k_l_mM"":9.167532201970113,""na_i_mM"":15.858805945164397,""na_l_mM"":141.48481900825496,""osm_bath_mOsm"":301.1615928036609,""osm_cell_mOsm"":301.173512863072,""osm_lumen_mOsm"":301.3156154231817,""ph_i"":7.754249469118652,""ph_l"":8.156503837820953,""rest_outflow_pL_s"":0.0006539289407494598,""tic_i_mM"":3.1761430801481487,""tic_l_mM"":7.866256276078199,""v_apical_mV"":-55.37730953447933,""v_basolateral_mV"":-75.45290007878177,""v_transepithelial_mV"":-20.075590544302433,""volume_i_pL"":1.3,""volume_l_pL"":0.1032696447037473}","[""parent_continuation_00"", ""lower_quartile"", ""upper_quartile""]",1.060674985342569e-11,2.914335439641036e-16,1.060674985342569e-15,3.642919299551295e-16,1.4210854715202004e-14,2.4233807008389483e-26,11,0,[],"[""cl_i_mM=21.4423767 outside [47.1,53.1]"", ""ph_i=7.75424947 outside [6.77,7.05]"", ""k_i_mM=88.3695233 outside [100,160]""]",PRODUCTION_ABSOLUTE_SOURCE_GRID,3,0,0
