variant_id,conductance_scale,start_id,optimizer_success,admissible_state,converged_root,max_abs_scaled_residual,max_abs_amount_rhs_fmol_s,max_abs_volume_rhs_pL_s,max_abs_regulatory_rhs_s_inv,max_abs_omitted_charge_rhs_fmol_equivalent_s,cost,optimality,nfev,boundary_hits,message,profile_stage
G2_BALANCED_APICAL_K_HEAVY_G30,30.0,upper_quartile,True,True,False,0.4280678571820998,0.02140339285910499,6.949800142601499e-09,0.0,0.008758312384146774,0.13443890240718892,2.3595210293719775e-06,708,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_K_BIASED_G30,30.0,preferred,True,True,False,0.428649409287957,0.02143247046439785,6.958585187558618e-09,0.0,0.008773364889827719,0.13478935190607255,5.022187176790316e-06,360,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_K_BIASED_G30,30.0,lower_quartile,True,True,False,0.42864940756270925,0.021432470378135463,6.958584482176684e-09,0.0,0.0087733645715337,0.1347893519060716,5.228755894078953e-06,647,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_K_BIASED_G30,30.0,upper_quartile,True,True,False,0.42864941156335407,0.021432470578167703,6.958584119619478e-09,0.0,0.008773365332390424,0.13478935190607122,2.092408229266083e-06,631,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_MODERATE_NA_G30,30.0,preferred,True,True,False,0.4293198651611574,0.02146599325805787,6.969059683503698e-09,0.0,0.008788506631179558,0.1352112879686394,2.1102977628409835e-06,248,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_MODERATE_NA_G30,30.0,lower_quartile,True,True,False,0.4293198607147711,0.021465993035738554,6.969058234359074e-09,0.0,0.008788506257766776,0.13521128796863882,9.386399894217088e-06,572,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_MODERATE_NA_G30,30.0,upper_quartile,True,True,False,0.42931987996550375,0.021465993998275187,6.96906271905294e-09,0.0,0.008788508451326962,0.13521128796864082,3.849778924747426e-05,543,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_EQUAL_G30,30.0,preferred,True,True,False,0.4297647382576239,0.021488236912881195,6.977372523178128e-09,0.0,0.008791351586346086,0.13554088555204039,6.743126605236209e-06,549,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_EQUAL_G30,30.0,lower_quartile,True,True,False,0.42976472065944793,0.021488236032972396,6.977371978583377e-09,0.0,0.008791349533090013,0.13554088555204008,1.447846229648126e-06,589,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_EQUAL_G30,30.0,upper_quartile,True,True,False,0.42976472713590175,0.021488236356795087,6.977371801858423e-09,0.0,0.008791350121015309,0.13554088555204039,6.241930076183936e-06,587,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_NA_BIASED_G30,30.0,preferred,True,True,False,0.4292543889932629,0.021462719449663145,6.971729360591601e-09,0.0,0.008769130398794707,0.13528107012275456,1.8979418819648903e-05,360,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_NA_BIASED_G30,30.0,lower_quartile,True,True,False,0.4292543756210007,0.021462718781050036,6.971726712102534e-09,0.0,0.00876912877227199,0.13528107012275664,1.9930745920243057e-05,771,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_NA_BIASED_G30,30.0,upper_quartile,True,True,False,0.4292543802013296,0.02146271901006648,6.971727516688966e-09,0.0,0.008769129750432973,0.13528107012275398,1.1741958843988794e-05,793,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_HEAVY_G30,30.0,preferred,True,True,False,0.3618718262562265,0.018093591312811325,6.381704009315002e-09,0.0,0.006508827947403429,0.10190410431796566,3.5595113082454154e-06,399,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_HEAVY_G30,30.0,lower_quartile,True,True,False,0.3618718222907963,0.018093591114539814,6.3817050490648855e-09,0.0,0.006508827201487451,0.10190410431796486,3.604082685644204e-06,679,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_HEAVY_G30,30.0,upper_quartile,True,True,False,0.3618718244663399,0.018093591223316996,6.381702586408071e-09,0.0,0.0065088273075941975,0.10190410431796561,6.642082563147912e-05,711,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_BIASED_G30,30.0,preferred,True,True,False,0.36243641962035583,0.01812182098101779,6.391067426474682e-09,0.0,0.006521834004850887,0.10221118857277259,1.0520422905574571e-05,344,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_BIASED_G30,30.0,lower_quartile,True,True,False,0.362436414266456,0.0181218207133228,6.3910696204661985e-09,0.0,0.006521833281152358,0.1022111885727716,2.0952547726085783e-06,601,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_BIASED_G30,30.0,upper_quartile,True,True,False,0.3624364160476781,0.018121820802383906,6.391067837278885e-09,0.0,0.006521833686192357,0.10221118857277184,1.0107388024317875e-05,674,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_MODERATE_NA_G30,30.0,preferred,True,True,False,0.3630701089386104,0.01815350544693052,6.401954337096824e-09,0.0,0.006534346888265533,0.102574638664819,1.6796149095057098e-06,242,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_MODERATE_NA_G30,30.0,lower_quartile,True,True,False,0.36307008668942126,0.018153504334471063,6.401955191556556e-09,0.0,0.006534343843360604,0.10257463866481935,3.1480913166824975e-06,555,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_MODERATE_NA_G30,30.0,upper_quartile,True,True,False,0.3630701019580371,0.018153505097901854,6.401955357656329e-09,0.0,0.006534346044218995,0.10257463866481915,1.9480192197922915e-06,553,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_EQUAL_G30,30.0,preferred,True,True,False,0.3634443542427751,0.018172217712138755,6.409833773241176e-09,0.0,0.006534925921548054,0.1028384988066761,1.1492515936507346e-05,260,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_EQUAL_G30,30.0,lower_quartile,True,True,False,0.36344435630144084,0.018172217815072042,6.409833413177635e-09,0.0,0.006534926064400727,0.10283849880667623,2.8682598105958645e-07,621,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_EQUAL_G30,30.0,upper_quartile,True,True,False,0.3634443453632144,0.01817221726816072,6.4098334195744275e-09,0.0,0.006534924925827739,0.10283849880667698,2.986025379027024e-06,578,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_NA_BIASED_G30,30.0,preferred,True,True,False,0.36290267854766634,0.018145133927383317,6.402966682252445e-09,0.0,0.006514171636596656,0.10258420252693246,1.3734181199018708e-05,351,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_NA_BIASED_G30,30.0,lower_quartile,True,True,False,0.36290268723131486,0.018145134361565743,6.402965837442112e-09,0.0,0.006514172618124163,0.1025842025269319,1.0003377603792511e-06,797,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_NA_BIASED_G30,30.0,upper_quartile,True,True,False,0.36290268359566086,0.018145134179783043,6.402964635495584e-09,0.0,0.006514172321916548,0.10258420252693216,4.0697525831817276e-06,755,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_K_HEAVY_G100,100.0,preferred,True,True,False,2.1408426146875024,0.10704213073437513,6.016782222776317e-08,0.0,0.06372469135901791,3.613717082666143,9.709190449213937e-05,497,,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_K_HEAVY_G100,100.0,lower_quartile,True,True,False,2.1408425619726903,0.10704212809863452,6.016786625851443e-08,0.0,0.06372456088444305,3.6137170826617204,5.1406505541969874e-06,559,,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_K_HEAVY_G100,100.0,upper_quartile,True,True,False,2.1408427967268544,0.10704213983634273,6.016780778543129e-08,0.0,0.06372470526051549,3.6137170826673737,0.00039270440498557867,546,,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_K_BIASED_G100,100.0,preferred,True,True,False,2.2946936822847133,0.11473468411423567,6.375368720424289e-08,0.0,0.06988135288600891,3.9158658514692744,0.0003027172386403226,242,,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_K_BIASED_G100,100.0,lower_quartile,True,True,False,2.2946937459787167,0.11473468729893585,6.375372451987958e-08,0.0,0.06988138389481414,3.915865851469212,1.8362542675537853e-05,504,,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_K_BIASED_G100,100.0,upper_quartile,True,True,False,2.2946936966297673,0.11473468483148837,6.37537550699863e-08,0.0,0.06988132999478736,3.915865851474397,9.701234857498908e-06,504,,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_MODERATE_NA_G100,100.0,preferred,True,True,False,2.4407372697730003,0.12203686348865002,6.59450065311918e-08,0.0,0.0781560023881934,4.025713323667519,6.99426389355382e-05,415,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_MODERATE_NA_G100,100.0,lower_quartile,True,True,False,2.440737390287467,0.12203686951437336,6.59450294156639e-08,0.0,0.0781560180611227,4.025713323667978,0.0007283163872733704,681,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_MODERATE_NA_G100,100.0,upper_quartile,True,True,False,2.4407373467085005,0.12203686733542503,6.594495025112439e-08,0.0,0.07815601442316523,4.025713323667683,0.0013556432442769935,679,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_EQUAL_G100,100.0,preferred,True,True,False,2.4414576803507577,0.1220728840175379,6.596034359289057e-08,0.0,0.07818789116354331,4.028173758260753,0.0004147593335596899,424,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_EQUAL_G100,100.0,lower_quartile,True,True,False,2.4414577702666906,0.12207288851333453,6.596035806427907e-08,0.0,0.07818790206620396,4.028173758260575,0.0002638680033618779,783,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_EQUAL_G100,100.0,upper_quartile,True,True,False,2.4414578261104416,0.12207289130552208,6.59603429296841e-08,0.0,0.07818790989622838,4.028173758260553,5.879527215844388e-05,733,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_NA_BIASED_G100,100.0,preferred,True,True,False,2.4414907807181003,0.12207453903590502,6.596059502772273e-08,0.0,0.07819117196000845,4.028245914224765,0.0013503901207247888,395,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_NA_BIASED_G100,100.0,lower_quartile,True,True,False,2.441490383249261,0.12207451916246306,6.596054083463608e-08,0.0,0.07819111843776545,4.028245914223777,0.00029777762079189206,757,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_LOW_APICAL_NA_BIASED_G100,100.0,upper_quartile,True,True,False,2.441490762281441,0.12207453811407205,6.596048210784963e-08,0.0,0.078191170035922,4.028245914224213,0.002248676317865384,827,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_K_HEAVY_G100,100.0,preferred,True,True,False,2.331915953958684,0.1165957976979342,7.41387413637478e-08,0.0,0.06303071501028681,4.3505936598671635,9.976257016884412e-05,324,,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_K_HEAVY_G100,100.0,lower_quartile,True,True,False,2.3319163422039635,0.11659581711019817,7.413868316236572e-08,0.0,0.06303081613875164,4.350593659872393,0.0003942638609449121,506,,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_K_HEAVY_G100,100.0,upper_quartile,True,True,False,2.3319162207965087,0.11659581103982544,7.41387655079544e-08,0.0,0.06303070928841048,4.350593659868897,4.419364473718137e-05,646,,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_K_BIASED_G100,100.0,preferred,True,True,False,2.500248362507336,0.12501241812536681,7.847945582241042e-08,0.0,0.07015842443057999,4.6491139479117845,1.9670703603341642e-05,481,,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_K_BIASED_G100,100.0,lower_quartile,True,True,False,2.500248468660039,0.12501242343300195,7.847946347340831e-08,0.0,0.07015841193659215,4.649113947902707,6.819556349434684e-05,589,,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_K_BIASED_G100,100.0,upper_quartile,True,True,False,2.500248629309641,0.12501243146548205,7.8479494137031e-08,0.0,0.07015843369323639,4.649113947900552,3.888005361127963e-05,582,,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_MODERATE_NA_G100,100.0,preferred,True,True,False,2.531700537300902,0.1265850268650451,7.852030180146175e-08,0.0,0.07295266377770947,4.611101370013407,0.001030753316107245,435,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_MODERATE_NA_G100,100.0,lower_quartile,True,True,False,2.5317007318897553,0.12658503659448778,7.852022761959017e-08,0.0,0.07295269368853478,4.611101370013249,0.00018592547188890995,709,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_MODERATE_NA_G100,100.0,upper_quartile,True,True,False,2.531700785026311,0.12658503925131556,7.852024445204574e-08,0.0,0.07295268670576636,4.611101370013554,0.0002515993140780513,824,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_EQUAL_G100,100.0,preferred,True,True,False,2.532119759866774,0.12660598799333872,7.852707814635495e-08,0.0,0.07297496595870667,4.613052084322527,0.0001500905212574937,403,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_EQUAL_G100,100.0,lower_quartile,True,True,False,2.532119758181516,0.12660598790907582,7.852707028231133e-08,0.0,0.07297496963328469,4.6130520843222715,3.64750430184506e-05,788,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_EQUAL_G100,100.0,upper_quartile,True,True,False,2.5321197149169805,0.12660598574584903,7.852706273160214e-08,0.0,0.07297496633194087,4.613052084322016,8.128139221962844e-05,778,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_NA_BIASED_G100,100.0,preferred,True,True,False,2.532007275017184,0.1266003637508592,7.852641607157627e-08,0.0,0.07296945831488028,4.6127386576849805,0.0015913953083706565,435,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_NA_BIASED_G100,100.0,lower_quartile,True,True,False,2.5320068283795503,0.12660034141897752,7.852610455784913e-08,0.0,0.07296940857617841,4.612738657683757,0.0007706194147361328,718,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_BALANCED_APICAL_NA_BIASED_G100,100.0,upper_quartile,True,True,False,2.532006968702095,0.12660034843510476,7.852600341013479e-08,0.0,0.07296943166334313,4.61273865768386,0.0008828832925406993,740,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_HEAVY_G100,100.0,preferred,True,True,False,2.365096858023134,0.11825484290115672,8.486036949474553e-08,0.0,0.0625611922094059,4.445999007145363,3.1717879029738655e-05,324,,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_HEAVY_G100,100.0,lower_quartile,True,True,False,2.3650967956779514,0.11825483978389757,8.486038481311277e-08,0.0,0.06256123737369437,4.445999007144647,0.00016343353900016253,544,,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_HEAVY_G100,100.0,upper_quartile,True,True,False,2.3650969135840794,0.11825484567920398,8.486043561687501e-08,0.0,0.06256110791998147,4.445999007154143,3.2347379822374975e-05,541,,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_BIASED_G100,100.0,preferred,True,True,False,2.4601011794662595,0.12300505897331299,8.625545462831539e-08,0.0,0.0678051304962495,4.548036876546873,0.0008283687037514626,450,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_BIASED_G100,100.0,lower_quartile,True,True,False,2.4601016383688954,0.12300508191844477,8.625645666379255e-08,0.0,0.0678051687108415,4.548036876547685,0.0008336147226694723,778,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_K_BIASED_G100,100.0,upper_quartile,True,True,False,2.4601015758751994,0.12300507879375998,8.62567631499658e-08,0.0,0.06780517218800654,4.548036876547749,0.0012355267285142815,680,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_MODERATE_NA_G100,100.0,preferred,True,True,False,2.4604466955909197,0.12302233477954598,8.625547465027691e-08,0.0,0.06782611514931325,4.54979458124727,0.000286904931582582,427,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_MODERATE_NA_G100,100.0,lower_quartile,True,True,False,2.460446520231668,0.12302232601158342,8.625568720301707e-08,0.0,0.06782608986827683,4.549794581248171,0.00025696534230862047,792,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_MODERATE_NA_G100,100.0,upper_quartile,True,True,False,2.4604468061307347,0.12302234030653673,8.625577914021711e-08,0.0,0.06782613502212212,4.549794581248192,0.0008466185924111888,831,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_EQUAL_G100,100.0,preferred,True,True,False,2.4605977679904623,0.12302988839952311,8.625263709890248e-08,0.0,0.06783696053100352,4.551156182045551,0.0007942277796142343,354,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_EQUAL_G100,100.0,lower_quartile,True,True,False,2.4605982927487604,0.12302991463743804,8.625416512671527e-08,0.0,0.06783700401788532,4.551156182047172,0.0013375959412361017,807,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_EQUAL_G100,100.0,upper_quartile,True,True,False,2.4605979747632096,0.12302989873816049,8.625180536502366e-08,0.0,0.06783697323582498,4.551156182044527,0.0003074707856631257,714,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_NA_BIASED_G100,100.0,preferred,True,True,False,2.4604424616615868,0.12302212308307935,8.62538897910799e-08,0.0,0.0678269878900475,4.5507163940239534,0.0006196717444271568,395,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_NA_BIASED_G100,100.0,lower_quartile,True,True,False,2.4604428291661695,0.12302214145830849,8.62517060072187e-08,0.0,0.06782702437675442,4.55071639402122,5.214659660239332e-05,715,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
G2_ASYMMETRIC_APICAL_NA_BIASED_G100,100.0,upper_quartile,True,True,False,2.4604426585737182,0.12302213292868591,8.625150184772123e-08,0.0,0.06782701488871087,4.550716394021485,0.00010362896450345265,834,ae4_carrier_amount_fmol_at_unit_rate_gauge,`ftol` termination condition is satisfied.,screen
