root_id,panel_id,source_class,source_scale,pump_capacity_scale,hydraulic_scale,hydraulic_mode,eligibility,production_h1_eligible_marker,production_passes_numerical_gate,production_passes_wt_gate,independent_direct_scaled_max,independent_amount_source_max_fmol_s,independent_volume_source_max_pL_s,independent_current_residual_max_A,independent_conservation_residual_max,independent_refine_requested,independent_refine_success,independent_refine_scaled_max,independent_jacobian_rank,independent_jacobian_nullity,independent_refined_state_max_abs_difference,independent_pass,independent_wt_observables_json,independent_wt_gate_failures_json,independent_wt_pass,root_table_observable_max_abs_difference,root_table_observable_integrity_issues_json,production_independent_gate_agree,production_independent_wt_gate_agree
AN_ABS_AE4_NHE_S7_PHIGH_KHIGH_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S7_PHIGH_KHIGH_AE4NA05_P2_H1,AN_ABS_AE4_NHE,7.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,7.379079985936343e-12,6.279698983036042e-16,7.379079985936343e-16,3.3927329811745276e-26,4.0592529337857286e-16,True,True,7.379079985936343e-12,11,0,7.105427357601002e-15,True,"{""cl_i_mM"":19.805983229633306,""cl_l_mM"":142.51272200811286,""k_i_mM"":82.04004403039518,""k_l_mM"":7.957997732626655,""na_i_mM"":20.926731451229234,""na_l_mM"":142.71253750754101,""ph_i"":7.833909923308376,""ph_l"":8.255724587128098,""tic_i_mM"":3.0305502180770842,""tic_l_mM"":8.139641658658746,""v_apical_mV"":-57.42957271601363,""v_basolateral_mV"":-75.72493964660724,""volume_i_pL"":1.3,""volume_l_pL"":0.10342426098132229}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,7.105427357601002e-15,[],True,True
AN_ABS_AE4_NHE_S7_PHIGH_KHIGH_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S7_PHIGH_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,7.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,1.259626083993659e-11,4.85722573273506e-16,1.259626083993659e-15,1.7771458472818954e-26,9.71445146547012e-17,True,True,2.158971786070385e-11,11,0,1.5987211554602254e-14,True,"{""cl_i_mM"":21.625344841384653,""cl_l_mM"":141.78798550084014,""k_i_mM"":60.20544001919772,""k_l_mM"":6.536263815633737,""na_i_mM"":43.24722328739766,""na_l_mM"":144.07600193036237,""ph_i"":7.551594262527214,""ph_l"":7.9384787143007784,""tic_i_mM"":3.887801596832987,""tic_l_mM"":8.912254876739555,""v_apical_mV"":-54.53140894371998,""v_basolateral_mV"":-70.34829154075636,""volume_i_pL"":1.3,""volume_l_pL"":0.10320363943114087}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""na_i_mM:outside_[10,35]"",""k_i_mM:outside_[100,160]""]",False,0.0,[],True,True
AN_ABS_AE4_NHE_S7_PHIGH_KLOW_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S7_PHIGH_KLOW_AE4NA05_P2_H1,AN_ABS_AE4_NHE,7.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,1.2857553563505597e-11,4.260793107224714e-13,1.2857553563505597e-15,1.9387045606711586e-26,3.642919299551295e-16,True,True,1.2857553563505597e-11,11,0,2.1316282072803006e-14,True,"{""cl_i_mM"":20.14060037762858,""cl_l_mM"":142.51394954642512,""k_i_mM"":82.19616833785582,""k_l_mM"":6.993304097555866,""na_i_mM"":21.105305869406365,""na_l_mM"":143.67553121271308,""ph_i"":7.830571404584508,""ph_l"":8.250475118459352,""tic_i_mM"":3.051276909889175,""tic_l_mM"":8.138287936846643,""v_apical_mV"":-56.95859893662321,""v_basolateral_mV"":-75.38366738311117,""volume_i_pL"":1.3000000000000258,""volume_l_pL"":0.10338549562321718}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,1.4210854715202004e-14,[],True,True
AN_ABS_AE4_NHE_S7_PHIGH_KLOW_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S7_PHIGH_KLOW_AE4NA10_P2_H1,AN_ABS_AE4_NHE,7.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,2.4499716491654944e-11,6.938893903907228e-16,2.4499716491654944e-15,1.2924697071141057e-26,2.255140518769849e-16,True,True,7.230544288305829e-12,11,0,7.105427357601002e-14,True,"{""cl_i_mM"":22.288969461780944,""cl_l_mM"":141.70295917672468,""k_i_mM"":60.11575920435221,""k_l_mM"":5.814879124989612,""na_i_mM"":43.99737404777212,""na_l_mM"":144.7939582410624,""ph_i"":7.545619696349655,""ph_l"":7.930580340407793,""tic_i_mM"":3.9428834273842193,""tic_l_mM"":8.99774702694567,""v_apical_mV"":-53.63949844208276,""v_basolateral_mV"":-69.3214232270997,""volume_i_pL"":1.3,""volume_l_pL"":0.10314074932742384}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""na_i_mM:outside_[10,35]"",""k_i_mM:outside_[100,160]""]",False,0.0,[],True,True
AN_ABS_AE4_NHE_S7_PLOW_KHIGH_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S7_PLOW_KHIGH_AE4NA05_P2_H1,AN_ABS_AE4_NHE,7.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,4.421376459395887e-12,5.576788691757061e-16,4.421376459395887e-16,5.169878828456423e-26,5.585809592645319e-16,True,True,4.421376459395887e-12,11,0,7.105427357601002e-15,True,"{""cl_i_mM"":21.29779937415828,""cl_l_mM"":142.69829922784032,""k_i_mM"":82.84133839064405,""k_l_mM"":9.171556940193437,""na_i_mM"":21.62720920864405,""na_l_mM"":141.48756419297217,""ph_i"":7.821103261763067,""ph_l"":8.225832685681734,""tic_i_mM"":3.12053180060446,""tic_l_mM"":7.951745052011195,""v_apical_mV"":-55.41666519088523,""v_basolateral_mV"":-75.48958600440672,""volume_i_pL"":1.3,""volume_l_pL"":0.10313272168789737}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,7.105427357601002e-15,[],True,True
AN_ABS_AE4_NHE_S7_PLOW_KHIGH_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S7_PLOW_KHIGH_AE4NA10_P2_H1,AN_ABS_AE4_NHE,7.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,6.87817858224804e-12,6.623865410164409e-16,6.87817858224804e-16,2.4233807008389483e-26,1.7867651802561113e-16,True,True,6.87817858224804e-12,11,0,7.105427357601002e-15,True,"{""cl_i_mM"":23.288643476731274,""cl_l_mM"":141.88744802104986,""k_i_mM"":60.2027203555366,""k_l_mM"":7.5412828058995975,""na_i_mM"":44.917321964386424,""na_l_mM"":143.05667789184773,""ph_i"":7.538553467964083,""ph_l"":7.904967100405835,""tic_i_mM"":4.020035564264235,""tic_l_mM"":8.810308667343206,""v_apical_mV"":-52.3962927231804,""v_basolateral_mV"":-69.88148140195811,""volume_i_pL"":1.3,""volume_l_pL"":0.10284724238628593}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""na_i_mM:outside_[10,35]"",""k_i_mM:outside_[100,160]""]",False,0.0,[],True,True
AN_ABS_AE4_NHE_S7_PLOW_KLOW_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S7_PLOW_KLOW_AE4NA05_P2_H1,AN_ABS_AE4_NHE,7.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,3.104070819825999e-12,2.3491625311677922e-14,3.104070819825999e-16,8.077935669463161e-27,1.491862189340054e-16,True,True,3.913969842672671e-12,11,0,7.105427357601002e-15,True,"{""cl_i_mM"":21.509490387362483,""cl_l_mM"":142.70032587733226,""k_i_mM"":82.95332346446925,""k_l_mM"":8.374048291978418,""na_i_mM"":21.72786169293341,""na_l_mM"":142.28398025048548,""ph_i"":7.819292888148926,""ph_l"":8.222697082477996,""tic_i_mM"":3.1329338348237044,""tic_l_mM"":7.949538906057013,""v_apical_mV"":-55.136671885784736,""v_basolateral_mV"":-75.30354721914497,""volume_i_pL"":1.3,""volume_l_pL"":0.10310571738767743}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,2.6911806116913795e-13,[],True,True
AN_ABS_AE4_NHE_S7_PLOW_KLOW_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S7_PLOW_KLOW_AE4NA10_P2_H1,AN_ABS_AE4_NHE,7.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,1.3154624958766625e-11,4.058905989090533e-14,1.3154624958766625e-15,4.8467614016778965e-27,1.5612511283791264e-16,True,True,8.24318911740729e-12,11,0,2.1316282072803006e-14,True,"{""cl_i_mM"":23.790048862339923,""cl_l_mM"":141.8084251433756,""k_i_mM"":60.21446241796159,""k_l_mM"":6.999113685080034,""na_i_mM"":45.40865378114642,""na_l_mM"":143.5965339619834,""ph_i"":7.534846287547383,""ph_l"":7.900916705039442,""tic_i_mM"":4.058603254582394,""tic_l_mM"":8.889525218425632,""v_apical_mV"":-51.757264964487675,""v_basolateral_mV"":-69.07437289120571,""volume_i_pL"":1.2999999999999825,""volume_l_pL"":0.10280225152256324}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""na_i_mM:outside_[10,35]"",""k_i_mM:outside_[100,160]""]",False,7.105427357601002e-15,[],True,True
AN_ABS_AE4_NHE_S7_PNOM_KMID_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S7_PNOM_KMID_AE4NA05_P2_H1,AN_ABS_AE4_NHE,7.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,5.71808225768855e-12,1.0685896612017132e-15,5.71808225768855e-16,1.1309109937248425e-26,1.8041124150158794e-16,True,True,5.71808225768855e-12,11,0,3.552713678800501e-15,True,"{""cl_i_mM"":20.681154122758308,""cl_l_mM"":142.60795468802402,""k_i_mM"":82.50804936885946,""k_l_mM"":8.240247990243668,""na_i_mM"":21.339923881036654,""na_l_mM"":142.42390483755491,""ph_i"":7.826297016596036,""ph_l"":8.238814045995442,""tic_i_mM"":3.083926221619599,""tic_l_mM"":8.043215205807016,""v_apical_mV"":-56.230375778919004,""v_basolateral_mV"":-75.47682245922721,""volume_i_pL"":1.3,""volume_l_pL"":0.10326343113535855}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,7.105427357601002e-15,[],True,True
AN_ABS_AE4_NHE_S7_PNOM_KMID_AE4NA10_P2_H1:B00,AN_ABS_AE4_NHE_S7_PNOM_KMID_AE4NA10_P2_H1,AN_ABS_AE4_NHE,7.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,1.3108004265349749e-11,2.0056872829243844e-14,1.3108004265349749e-15,1.6155871338926322e-26,3.157196726277789e-16,True,True,1.3710820673251689e-11,11,0,7.460698725481052e-12,True,"{""cl_i_mM"":22.760686804204873,""cl_l_mM"":141.79669836721294,""k_i_mM"":60.19210863956982,""k_l_mM"":6.825820187470852,""na_i_mM"":44.39829781934925,""na_l_mM"":143.77783064569056,""ph_i"":7.542543873565414,""ph_l"":7.91847761864421,""tic_i_mM"":3.978865729570677,""tic_l_mM"":8.902507665285508,""v_apical_mV"":-53.0484948499447,""v_basolateral_mV"":-69.62507947246833,""volume_i_pL"":1.2999999999999914,""volume_l_pL"":0.10299880169277566}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""na_i_mM:outside_[10,35]"",""k_i_mM:outside_[100,160]""]",False,0.0,[],True,True
AN_ABS_AE4_NHE_S8_PHIGH_KHIGH_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S8_PHIGH_KHIGH_AE4NA05_P2_H1,AN_ABS_AE4_NHE,8.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,1.1210650463500116e-12,3.0531133177191805e-16,1.1210650463500116e-16,1.6155871338926322e-26,1.6479873021779667e-16,True,True,1.48318857196017e-12,11,0,1.4210854715202004e-14,True,"{""cl_i_mM"":19.725763722440554,""cl_l_mM"":142.40700619591524,""k_i_mM"":78.53649663194064,""k_l_mM"":7.5983640199855,""na_i_mM"":24.3041848106056,""na_l_mM"":143.0716364277339,""ph_i"":7.826280670728585,""ph_l"":8.25405809425326,""tic_i_mM"":3.031331930418153,""tic_l_mM"":8.245115946597506,""v_apical_mV"":-57.46601118626682,""v_basolateral_mV"":-75.33062438349278,""volume_i_pL"":1.3,""volume_l_pL"":0.1034077810654633}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,1.4210854715202004e-14,[],True,True
AN_ABS_AE4_NHE_S8_PHIGH_KLOW_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S8_PHIGH_KLOW_AE4NA05_P2_H1,AN_ABS_AE4_NHE,8.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,2.045889499480147e-12,2.1017909634934995e-14,2.0458894994801469e-16,2.4233807008389483e-26,1.457167719820518e-16,True,True,2.045889499480147e-12,11,0,7.105427357601002e-15,True,"{""cl_i_mM"":20.14134524852757,""cl_l_mM"":142.3930898701147,""k_i_mM"":78.66470026459118,""k_l_mM"":6.691952267169683,""na_i_mM"":24.589058948536007,""na_l_mM"":143.9760692250408,""ph_i"":7.821616302388189,""ph_l"":8.247654702475806,""tic_i_mM"":3.058054640415459,""tic_l_mM"":8.258969415223516,""v_apical_mV"":-56.87408362051168,""v_basolateral_mV"":-74.81583099981309,""volume_i_pL"":1.300000000000002,""volume_l_pL"":0.1033644367693644}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,1.4210854715202004e-14,[],True,True
AN_ABS_AE4_NHE_S8_PLOW_KHIGH_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S8_PLOW_KHIGH_AE4NA05_P2_H1,AN_ABS_AE4_NHE,8.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,7.446300520630444e-12,2.220446049250313e-16,7.446300520630444e-16,4.8467614016778965e-27,5.984795992119984e-17,True,True,4.990582599950777e-12,11,0,3.574918139293004e-14,True,"{""cl_i_mM"":21.265943709192562,""cl_l_mM"":142.58253712838044,""k_i_mM"":79.13537458926673,""k_l_mM"":8.786348186248253,""na_i_mM"":25.24604120842353,""na_l_mM"":141.8714418215377,""ph_i"":7.811178382719832,""ph_l"":8.221963684468443,""tic_i_mM"":3.127544276039616,""tic_l_mM"":8.067209046624496,""v_apical_mV"":-55.368008409556936,""v_basolateral_mV"":-75.02486510286158,""volume_i_pL"":1.3,""volume_l_pL"":0.10309813583292975}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,1.4210854715202004e-14,[],True,True
AN_ABS_AE4_NHE_S8_PLOW_KLOW_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S8_PLOW_KLOW_AE4NA05_P2_H1,AN_ABS_AE4_NHE,8.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,4.43763949198317e-12,5.253433864142731e-16,4.4376394919831696e-16,6.462348535570529e-27,9.367506770274758e-17,True,True,5.9913012051548975e-12,11,0,1.7763568394002505e-15,True,"{""cl_i_mM"":21.55115581294232,""cl_l_mM"":142.56971694483926,""k_i_mM"":79.24681395853791,""k_l_mM"":8.050520228016612,""na_i_mM"":25.419574658582444,""na_l_mM"":142.6059942871493,""ph_i"":7.808454386764421,""ph_l"":8.21814147538319,""tic_i_mM"":3.1448301356285873,""tic_l_mM"":8.079871550562492,""v_apical_mV"":-54.985704119791194,""v_basolateral_mV"":-74.68162275097816,""volume_i_pL"":1.3,""volume_l_pL"":0.10306771196412676}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,7.105427357601002e-15,[],True,True
AN_ABS_AE4_NHE_S8_PNOM_KMID_AE4NA05_P2_H1:B00,AN_ABS_AE4_NHE_S8_PNOM_KMID_AE4NA05_P2_H1,AN_ABS_AE4_NHE,8.0,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,1.083334810747516e-11,2.8640284588377085e-14,1.083334810747516e-15,1.454028420503369e-26,1.6306400674181987e-16,True,True,1.3289066028154828e-11,11,0,3.552713678800501e-15,True,"{""cl_i_mM"":20.66881122650515,""cl_l_mM"":142.48959221854193,""k_i_mM"":78.90043991120483,""k_l_mM"":7.896251026215388,""na_i_mM"":24.883753649970227,""na_l_mM"":142.76684198150855,""ph_i"":7.816909483480408,""ph_l"":8.235524784437313,""tic_i_mM"":3.090850478701364,""tic_l_mM"":8.161335685889306,""v_apical_mV"":-56.16032866470042,""v_basolateral_mV"":-74.95629112373776,""volume_i_pL"":1.3,""volume_l_pL"":0.10323579587979234}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,2.824407374646398e-13,[],True,True
N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA05_P0.5_H1:B00,N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA05_P0.5_H1,N_ABS_NKCC,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,1.3070057189312756e-12,2.3502033652533783e-14,1.3070057189312756e-16,4.8467614016778965e-26,5.759281940243e-16,True,True,1.3070057189312756e-12,11,0,1.4210854715202004e-14,True,"{""cl_i_mM"":18.371448057971158,""cl_l_mM"":138.18398799793695,""k_i_mM"":72.8789479626379,""k_l_mM"":8.315411571829287,""na_i_mM"":16.21186936445166,""na_l_mM"":141.9091236103623,""ph_i"":6.68379640683745,""ph_l"":7.277701460929383,""tic_i_mM"":3.980029642764295,""tic_l_mM"":12.827201210661162,""v_apical_mV"":-56.31390136958021,""v_basolateral_mV"":-67.23942838137043,""volume_i_pL"":1.3,""volume_l_pL"":0.10157369061758612}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,3.206324095117452e-13,[],True,True
N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,2.949572010246815e-12,2.4210668192470308e-14,2.949572010246815e-16,1.5348077771980006e-26,1.6479873021779667e-16,True,True,2.949572010246815e-12,11,0,3.552713678800501e-15,True,"{""cl_i_mM"":17.13081711281059,""cl_l_mM"":138.37008592534877,""k_i_mM"":78.33206866525613,""k_l_mM"":8.261202998247102,""na_i_mM"":9.49631403796161,""na_l_mM"":141.968539485405,""ph_i"":6.684021924344506,""ph_l"":7.275274553966006,""tic_i_mM"":3.9488074259401893,""tic_l_mM"":12.638968265908979,""v_apical_mV"":-58.295380390874136,""v_basolateral_mV"":-69.43654616238244,""volume_i_pL"":1.2999999999999967,""volume_l_pL"":0.10163891011283385}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""na_i_mM:outside_[10,35]"",""k_i_mM:outside_[100,160]""]",False,3.765876499528531e-13,[],True,True
N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA05_P2_H1:B00,N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA05_P2_H1,N_ABS_NKCC,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,7.958586047129845e-12,1.1535911115245767e-16,7.958586047129845e-16,1.0501316370302109e-26,1.5005358067199381e-16,True,True,7.958586047129845e-12,11,0,3.552713678800501e-15,True,"{""cl_i_mM"":16.582776629161167,""cl_l_mM"":138.4317458702206,""k_i_mM"":80.47216523293669,""k_l_mM"":8.18285153738768,""na_i_mM"":6.912085505324139,""na_l_mM"":142.0490021195153,""ph_i"":6.69002956294448,""ph_l"":7.2747041180715,""tic_i_mM"":3.979834284209822,""tic_l_mM"":12.576556553365306,""v_apical_mV"":-59.20546915532327,""v_basolateral_mV"":-70.38734810511146,""volume_i_pL"":1.3,""volume_l_pL"":0.10166776803815411}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""na_i_mM:outside_[10,35]"",""k_i_mM:outside_[100,160]""]",False,7.105427357601002e-15,[],True,True
N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA10_P0.5_H1:B00,N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA10_P0.5_H1,N_ABS_NKCC,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,2.3987973066241786e-11,6.453171330633722e-16,2.3987973066241786e-15,3.473512337869159e-26,3.7730235602495554e-16,True,True,7.742287713718987e-12,11,0,1.1368683772161603e-13,True,"{""cl_i_mM"":19.1954537103422,""cl_l_mM"":137.8921203286668,""k_i_mM"":65.45742478602239,""k_l_mM"":7.832388788593018,""na_i_mM"":25.807112624811595,""na_l_mM"":142.3850228577449,""ph_i"":6.749033777752207,""ph_l"":7.280825109641215,""tic_i_mM"":4.562114441001213,""tic_l_mM"":13.124599269162172,""v_apical_mV"":-54.998622629013184,""v_basolateral_mV"":-65.2877531380174,""volume_i_pL"":1.3,""volume_l_pL"":0.10153987075766167}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,0.0,[],True,True
N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA10_P1_H1:B00,N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA10_P1_H1,N_ABS_NKCC,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,3.694418902744356e-12,3.3133218391157016e-16,3.6944189027443564e-16,2.261821987449685e-26,3.382710778154774e-16,True,True,3.694418902744356e-12,11,0,2.1316282072803006e-14,True,"{""cl_i_mM"":16.400611401040855,""cl_l_mM"":138.29802922545872,""k_i_mM"":77.1143889046316,""k_l_mM"":7.739735384276615,""na_i_mM"":11.272418905364963,""na_l_mM"":142.48974043058868,""ph_i"":6.748596447306708,""ph_l"":7.276562179164865,""tic_i_mM"":4.468037460302705,""tic_l_mM"":12.713083224555707,""v_apical_mV"":-59.4457831006021,""v_basolateral_mV"":-70.20525927380093,""volume_i_pL"":1.3,""volume_l_pL"":0.10167694259581905}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,7.105427357601002e-15,[],True,True
N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1:B00,N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA10_P2_H1,N_ABS_NKCC,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,5.149418218219903e-12,3.3306690738754696e-16,5.149418218219903e-16,1.0501316370302109e-26,9.84455572616838e-17,True,True,5.149418218219903e-12,11,0,3.552713678800501e-15,True,"{""cl_i_mM"":15.628075104928847,""cl_l_mM"":138.3724291285307,""k_i_mM"":80.04496855550367,""k_l_mM"":7.614148733267675,""na_i_mM"":7.791343264005425,""na_l_mM"":142.61838039459525,""ph_i"":6.760124027962908,""ph_l"":7.276338864198959,""tic_i_mM"":4.544640622327218,""tic_l_mM"":12.637473917150256,""v_apical_mV"":-60.78684775742207,""v_basolateral_mV"":-71.57360261060053,""volume_i_pL"":1.3,""volume_l_pL"":0.1017160857178921}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""na_i_mM:outside_[10,35]"",""k_i_mM:outside_[100,160]""]",False,7.105427357601002e-15,[],True,True
N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1:B00,N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA20_P1_H1,N_ABS_NKCC,0.5,1.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,1.6121002102686965e-11,1.0482933965327845e-14,1.6121002102686965e-15,5.977672395402739e-26,6.214646852686911e-16,True,True,2.0520694518633142e-11,11,0,5.7767124417296145e-12,True,"{""cl_i_mM"":15.642767033085157,""cl_l_mM"":138.2128478530907,""k_i_mM"":75.711092844922,""k_l_mM"":7.202305040459917,""na_i_mM"":13.910306257425963,""na_l_mM"":143.02557770977205,""ph_i"":6.838119393197511,""ph_l"":7.276768891958194,""tic_i_mM"":5.342320031563488,""tic_l_mM"":12.801762203217994,""v_apical_mV"":-60.69183054572878,""v_basolateral_mV"":-71.02316482927354,""volume_i_pL"":1.2999999999999992,""volume_l_pL"":0.1017173728558292}","[""cl_i_mM:outside_[47.1,53.1]"",""k_i_mM:outside_[100,160]""]",False,0.0,[],True,True
N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S0.5_PHIGH_KHIGH_AE4NA20_P2_H1,N_ABS_NKCC,0.5,2.0,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,9.105671945619509e-12,4.371503159461554e-16,9.105671945619509e-16,1.3732490638087374e-26,2.2898349882893854e-16,True,True,9.105671945619509e-12,11,0,7.105427357601002e-15,True,"{""cl_i_mM"":14.518702312393494,""cl_l_mM"":138.3119574598019,""k_i_mM"":80.12943037258525,""k_l_mM"":7.021285286268666,""na_i_mM"":8.787585869047732,""na_l_mM"":143.21149755273484,""ph_i"":6.857575200207962,""ph_l"":7.277327531055193,""tic_i_mM"":5.504519637008207,""tic_l_mM"":12.700348024723295,""v_apical_mV"":-62.7546588729284,""v_basolateral_mV"":-73.10539879799086,""volume_i_pL"":1.3,""volume_l_pL"":0.10177247137577285}","[""cl_i_mM:outside_[47.1,53.1]"",""na_i_mM:outside_[10,35]"",""k_i_mM:outside_[100,160]""]",False,1.4210854715202004e-14,[],True,True
N_ABS_NKCC_S0.5_PHIGH_KLOW_AE4NA05_P0.5_H1:B00,N_ABS_NKCC_S0.5_PHIGH_KLOW_AE4NA05_P0.5_H1,N_ABS_NKCC,0.5,0.5,1.0,H1,PRODUCTION_PRE_REVEAL,True,True,False,9.65156773946596e-12,3.3436794999452957e-16,9.65156773946596e-16,9.693522803355793e-27,9.93129189996722e-17,True,True,9.65156773946596e-12,11,0,0.0,True,"{""cl_i_mM"":17.95257869649644,""cl_l_mM"":138.23019174494516,""k_i_mM"":72.4588152351452,""k_l_mM"":7.709669371127791,""na_i_mM"":16.14361749102018,""na_l_mM"":142.51475006732494,""ph_i"":6.680148737493069,""ph_l"":7.276074230206829,""tic_i_mM"":3.9528739920194176,""tic_l_mM"":12.780888844200659,""v_apical_mV"":-56.94849557630487,""v_basolateral_mV"":-68.02702667516952,""volume_i_pL"":1.3,""volume_l_pL"":0.10156892775923575}","[""cl_i_mM:outside_[47.1,53.1]"",""ph_i:outside_[6.77,7.05]"",""k_i_mM:outside_[100,160]""]",False,1.4210854715202004e-14,[],True,True
