root_id,panel_id,source_class,source_scale,pump_capacity_scale,apical_pump_fraction,apical_k_fraction,ae4_cation_fraction,hydraulic_scale,hydraulic_mode,regulatory_member_id,arm,initial_condition,comparison_kind,reference_solver_label,comparison_solver_label,reference_numerical_gate_pass,comparison_numerical_gate_pass,both_success,max_relative_state_difference,max_abs_flow_difference_pL_s,max_relative_flow_difference,endpoint_cumulative_flow_relative_difference,max_abs_state_difference__na_i_fmol,max_abs_state_difference__k_i_fmol,max_abs_state_difference__cl_i_fmol,max_abs_state_difference__tic_i_fmol,max_abs_state_difference__alk_i_fmol,max_abs_state_difference__volume_i_pL,max_abs_state_difference__na_l_fmol,max_abs_state_difference__k_l_fmol,max_abs_state_difference__cl_l_fmol,max_abs_state_difference__tic_l_fmol,max_abs_state_difference__alk_l_fmol,max_abs_state_difference__volume_l_pL,solver_gate_pass,max_abs_state_difference__ae4_effective_activation_fraction,max_abs_state_difference__camp_effective_fraction,max_abs_state_difference__ae4_activation_fraction,max_abs_state_difference__pka_effective_activity_fraction,max_abs_state_difference__ae4_regulated_fraction
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R0_G125_P21_PROSE_STATIC,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.782649584768647e-07,2.66425938537547e-09,1.969103145407983e-06,6.448642875556496e-08,6.352588499680678e-08,6.498454183656577e-07,6.272493919823319e-07,2.188817216364214e-08,2.065414861363024e-08,4.183240642774422e-09,1.506374196935667e-06,4.969668920828951e-07,1.9307816749858375e-06,7.884612263087121e-08,7.255941480988071e-08,1.3321296926660509e-08,True,,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R0_G125_P21_PROSE_STATIC,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.7873579419347258e-07,2.665301768135439e-09,1.972031758566995e-06,6.552575531391343e-08,7.1946214319496e-08,6.486064023647486e-07,6.172638506996009e-07,3.058854058934912e-08,2.893931494440949e-08,4.142860943190385e-09,1.5061718698916593e-06,4.978966852142719e-07,1.931517319420095e-06,7.893095343991519e-08,7.255122252969315e-08,1.3326508840894036e-08,True,,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R1_G125_P21_PROSE_TFAST,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.9183543474255361e-07,2.46422405245951e-09,1.8212611271892887e-06,5.2526850514855235e-08,5.230655375498827e-08,6.224041442237649e-07,6.076041501046348e-07,1.8411943081275695e-08,1.6822035320274153e-08,4.0324010797121446e-09,1.4329400972457051e-06,5.546070180884044e-07,1.7870081716608865e-06,7.222529663231114e-08,6.5974887275555e-08,1.2321120262948071e-08,True,0.0,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R1_G125_P21_PROSE_TFAST,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,2.5793172246157004e-07,1.6396519751746969e-09,1.2342290569731885e-06,2.5193065359367707e-08,5.4695586726438705e-08,1.4446951013269427e-07,2.1247657855383295e-07,1.6605604002961627e-08,1.5648403461909766e-08,1.75033831872895e-09,9.043649011886146e-07,3.290592784921387e-07,1.1933706343114636e-06,4.331718383987493e-08,4.005353843039572e-08,8.198259876524006e-09,True,2.501428607581957e-07,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TFAST,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.0448690098870786e-07,4.899708258478824e-09,3.742393448180239e-06,2.4894557573912815e-08,2.7409477354467526e-08,5.479547837694554e-07,5.681472998730897e-07,1.200297106151993e-08,9.842711534702175e-09,6.243631833768859e-09,2.997008232696885e-06,7.899361635921309e-07,3.6470353386164334e-06,1.5392030261462963e-07,1.3990905456395808e-07,2.4498541292827802e-08,True,,0.0,0.0,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TFAST,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.321593705619499e-07,1.1551448968367961e-10,8.827736747804585e-08,3.191913329871224e-10,6.082161263520902e-08,4.403054276735929e-08,1.1222635976082529e-07,9.979262749482132e-09,9.988454507947608e-09,6.988354339654279e-10,1.5677050413387406e-07,9.778296972129397e-08,8.461576150864403e-08,7.99622129621369e-09,7.841779170458807e-09,5.775724482015576e-10,True,,2.284268246777188e-07,3.3022014589434434e-07,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R3_G125_P21_PROSE_TFAST,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.0448690098870786e-07,4.899708258478824e-09,3.742393448180239e-06,2.4894557573912815e-08,2.7409477354467526e-08,5.479547837694554e-07,5.681472998730897e-07,1.200297106151993e-08,9.842711534702175e-09,6.243631833768859e-09,2.997008232696885e-06,7.899361635921309e-07,3.6470353386164334e-06,1.5392030261462963e-07,1.3990905456395808e-07,2.4498541292827802e-08,True,,,,0.0,0.0
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R3_G125_P21_PROSE_TFAST,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.321593733538064e-07,1.1551450356146742e-10,8.82773780835946e-08,3.1918954184273716e-10,6.082159487164063e-08,4.403048592394043e-08,1.1222635976082529e-07,9.97926630219581e-09,9.98845095523393e-09,6.988349898762181e-10,1.567705059102309e-07,9.778296794493713e-08,8.46157650613577e-08,7.996220463546422e-09,7.841778504324992e-09,5.775725175904967e-10,True,,,,2.284268253438526e-07,3.302201486699019e-07
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R1_G125_P21_PROSE_TREFERENCE,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.9183543474255361e-07,2.46422405245951e-09,1.8212611271892887e-06,5.2526850514855235e-08,5.230655375498827e-08,6.224041442237649e-07,6.076041501046348e-07,1.8411943081275695e-08,1.6822035320274153e-08,4.0324010797121446e-09,1.4329400972457051e-06,5.546070180884044e-07,1.7870081716608865e-06,7.222529663231114e-08,6.5974887275555e-08,1.2321120262948071e-08,True,0.0,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R1_G125_P21_PROSE_TREFERENCE,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.126089607686951e-07,5.365150063151372e-09,4.097946199281618e-06,1.4460241094940054e-08,3.394335834627782e-08,5.378041123549337e-07,5.486150342903784e-07,2.392173659160335e-08,2.274484600661708e-08,4.0186107774786706e-09,3.231447825768896e-06,8.11001938050282e-07,3.893274762134524e-06,1.645906064773328e-07,1.4917500412714446e-07,2.682575031554002e-08,True,3.0719720656158245e-08,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.0448690098870786e-07,4.899708258478824e-09,3.742393448180239e-06,2.4894557573912815e-08,2.7409477354467526e-08,5.479547837694554e-07,5.681472998730897e-07,1.200297106151993e-08,9.842711534702175e-09,6.243631833768859e-09,2.997008232696885e-06,7.899361635921309e-07,3.6470353386164334e-06,1.5392030261462963e-07,1.3990905456395808e-07,2.4498541292827802e-08,True,,0.0,0.0,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,2.583723647001218e-07,1.6581814810123774e-09,1.2256110460488086e-06,3.7992418885709307e-08,3.0996766042790114e-08,3.385185891602305e-07,3.096188549989165e-07,1.0542088979548225e-08,1.0362828817278569e-08,2.0890762453262823e-09,9.466764261389926e-07,3.18083786421397e-07,1.1987931554102715e-06,5.032465233423267e-08,4.632697858664159e-08,8.290907405061887e-09,True,,2.237101138780062e-07,1.036254166919548e-07,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R3_G125_P21_PROSE_TREFERENCE,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.0448690098870786e-07,4.899708258478824e-09,3.742393448180239e-06,2.4894557573912815e-08,2.7409477354467526e-08,5.479547837694554e-07,5.681472998730897e-07,1.200297106151993e-08,9.842711534702175e-09,6.243631833768859e-09,2.997008232696885e-06,7.899361635921309e-07,3.6470353386164334e-06,1.5392030261462963e-07,1.3990905456395808e-07,2.4498541292827802e-08,True,,,,0.0,0.0
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R3_G125_P21_PROSE_TREFERENCE,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,2.583723645574728e-07,1.658181458894653e-09,1.2256110297009408e-06,3.799241933290202e-08,3.0996762490076435e-08,3.385187028470682e-07,3.0961879815549764e-07,1.0542087203191386e-08,1.0362818159137532e-08,2.089077133504702e-09,9.466764172572084e-07,3.1808378908593227e-07,1.1987931340939895e-06,5.032465189014346e-08,4.632697836459698e-08,8.290907294039584e-09,True,,,,2.2371011432209542e-07,1.0362541624786559e-07
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R1_G125_P21_PROSE_TSLOW,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.9183543474255361e-07,2.46422405245951e-09,1.8212611271892887e-06,5.2526850514855235e-08,5.230655375498827e-08,6.224041442237649e-07,6.076041501046348e-07,1.8411943081275695e-08,1.6822035320274153e-08,4.0324010797121446e-09,1.4329400972457051e-06,5.546070180884044e-07,1.7870081716608865e-06,7.222529663231114e-08,6.5974887275555e-08,1.2321120262948071e-08,True,0.0,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R1_G125_P21_PROSE_TSLOW,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.9093542182896634e-07,2.3217144428776954e-09,1.716060434217108e-06,4.60352248929342e-08,4.4416729849672265e-08,6.010085087382322e-07,5.854618052580918e-07,1.453536402351574e-08,1.275968486424972e-08,3.887556943027448e-09,1.2784609229044008e-06,5.451224969199586e-07,1.691329069686276e-06,6.109983896607218e-08,5.688154791627653e-08,1.1608572214605317e-08,True,4.851338150646534e-10,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TSLOW,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.0448690098870786e-07,4.899708258478824e-09,3.742393448180239e-06,2.4894557573912815e-08,2.7409477354467526e-08,5.479547837694554e-07,5.681472998730897e-07,1.200297106151993e-08,9.842711534702175e-09,6.243631833768859e-09,2.997008232696885e-06,7.899361635921309e-07,3.6470353386164334e-06,1.5392030261462963e-07,1.3990905456395808e-07,2.4498541292827802e-08,True,,0.0,0.0,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TSLOW,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.9703519871143287e-07,2.534401025199376e-09,1.8731454002894365e-06,4.871203461963532e-08,5.654429813262141e-08,6.204502369655529e-07,6.108858485731616e-07,1.825477191630398e-08,1.672122706963819e-08,4.053724911301515e-09,1.469760515959706e-06,5.695531983818114e-07,1.8395066234688784e-06,7.43417291060311e-08,6.744001890268692e-08,1.267200512578004e-08,True,,3.2014924489232044e-08,1.4687119020972972e-08,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R3_G125_P21_PROSE_TSLOW,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.0448690098870786e-07,4.899708258478824e-09,3.742393448180239e-06,2.4894557573912815e-08,2.7409477354467526e-08,5.479547837694554e-07,5.681472998730897e-07,1.200297106151993e-08,9.842711534702175e-09,6.243631833768859e-09,2.997008232696885e-06,7.899361635921309e-07,3.6470353386164334e-06,1.5392030261462963e-07,1.3990905456395808e-07,2.4498541292827802e-08,True,,,,0.0,0.0
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R3_G125_P21_PROSE_TSLOW,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.9703519963322087e-07,2.5344010473171003e-09,1.8731454166363853e-06,4.8712035213787093e-08,5.6544305238048764e-08,6.204500664352963e-07,6.108858912057258e-07,1.82547728044824e-08,1.6721241280492904e-08,4.053724467212305e-09,1.4697605177360629e-06,5.695532010463467e-07,1.8395066412324468e-06,7.43417293280757e-08,6.744001901370922e-08,1.2672005236802342e-08,True,,,,3.201492471127665e-08,1.4687119020972972e-08
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R0_G170_P21_FIGURE_VISUAL_STATIC,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.782649584768647e-07,2.66425938537547e-09,1.969103145407983e-06,6.448642875556496e-08,6.352588499680678e-08,6.498454183656577e-07,6.272493919823319e-07,2.188817216364214e-08,2.065414861363024e-08,4.183240642774422e-09,1.506374196935667e-06,4.969668920828951e-07,1.9307816749858375e-06,7.884612263087121e-08,7.255941480988071e-08,1.3321296926660509e-08,True,,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R0_G170_P21_FIGURE_VISUAL_STATIC,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.8255417291898778e-07,2.691675146659911e-09,1.995534625649337e-06,6.787034534947783e-08,9.061493955186961e-08,6.581566083241341e-07,5.916015908269401e-07,5.610084929941195e-08,5.390518253989285e-08,4.101560646674329e-09,1.516007706925393e-06,5.078276545944505e-07,1.9509731110645134e-06,7.947549340858728e-08,7.286225572888938e-08,1.3458375733299555e-08,True,,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R1_G170_P21_FIGURE_VISUAL_TFAST,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.9183543474255361e-07,2.46422405245951e-09,1.8212611271892887e-06,5.2526850514855235e-08,5.230655375498827e-08,6.224041442237649e-07,6.076041501046348e-07,1.8411943081275695e-08,1.6822035320274153e-08,4.0324010797121446e-09,1.4329400972457051e-06,5.546070180884044e-07,1.7870081716608865e-06,7.222529663231114e-08,6.5974887275555e-08,1.2321120262948071e-08,True,0.0,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R1_G170_P21_FIGURE_VISUAL_TFAST,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,2.5796066420180014e-07,1.6399538643307315e-09,1.2363258685380346e-06,2.6173519227009342e-08,1.584600362036781e-07,9.921498644871463e-08,2.451004519343769e-07,4.815045873129975e-08,4.716337542731708e-08,1.7502876925590272e-09,9.058296264186083e-07,3.279504152686741e-07,1.1936716983740325e-06,4.312865142797051e-08,4.0108343923872525e-08,8.199769321870498e-09,True,2.5017092852852585e-07,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.0448690098870786e-07,4.899708258478824e-09,3.742393448180239e-06,2.4894557573912815e-08,2.7409477354467526e-08,5.479547837694554e-07,5.681472998730897e-07,1.200297106151993e-08,9.842711534702175e-09,6.243631833768859e-09,2.997008232696885e-06,7.899361635921309e-07,3.6470353386164334e-06,1.5392030261462963e-07,1.3990905456395808e-07,2.4498541292827802e-08,True,,0.0,0.0,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.3217266303148137e-07,1.1538032747109017e-10,8.83369136772429e-08,4.869086110685924e-10,1.8701408421861743e-07,7.826284331713396e-08,1.34242824856301e-07,2.796217568601378e-08,2.848538116495547e-08,7.400564605575255e-10,1.5602201308695385e-07,9.792562982724462e-08,8.452141031511928e-08,7.634476717477412e-09,7.795288969880687e-09,5.769016375722913e-10,True,,2.2842478175633119e-07,3.3023336076798415e-07,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.0448690098870786e-07,4.899708258478824e-09,3.742393448180239e-06,2.4894557573912815e-08,2.7409477354467526e-08,5.479547837694554e-07,5.681472998730897e-07,1.200297106151993e-08,9.842711534702175e-09,6.243631833768859e-09,2.997008232696885e-06,7.899361635921309e-07,3.6470353386164334e-06,1.5392030261462963e-07,1.3990905456395808e-07,2.4498541292827802e-08,True,,,,0.0,0.0
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.321726645949207e-07,1.1538032747109017e-10,8.83369136772429e-08,4.86925709942478e-10,1.8701409842947214e-07,7.826292858226225e-08,1.3424276801288215e-07,2.7962180126905878e-08,2.848538471766915e-08,7.400566826021304e-10,1.56022011310597e-07,9.792563293586909e-08,8.452140320969193e-08,7.634477217077773e-09,7.795289413969897e-09,5.769016375722913e-10,True,,,,2.28424782422465e-07,3.302333623222964e-07
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R1_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,1.9183543474255361e-07,2.46422405245951e-09,1.8212611271892887e-06,5.2526850514855235e-08,5.230655375498827e-08,6.224041442237649e-07,6.076041501046348e-07,1.8411943081275695e-08,1.6822035320274153e-08,4.0324010797121446e-09,1.4329400972457051e-06,5.546070180884044e-07,1.7870081716608865e-06,7.222529663231114e-08,6.5974887275555e-08,1.2321120262948071e-08,True,0.0,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R1_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.1254594236109843e-07,5.365673702443022e-09,4.0984376371292535e-06,1.503434845311093e-08,8.584200728023461e-08,5.412262851223204e-07,5.459426972720394e-07,5.516739243205393e-08,5.326704766162038e-08,4.0349985575005576e-09,3.2319638822997376e-06,8.10828621577997e-07,3.893599837212491e-06,1.6454329632153986e-07,1.4919265833857054e-07,2.682836851286563e-08,True,3.071683862820862e-08,,,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.0448690098870786e-07,4.899708258478824e-09,3.742393448180239e-06,2.4894557573912815e-08,2.7409477354467526e-08,5.479547837694554e-07,5.681472998730897e-07,1.200297106151993e-08,9.842711534702175e-09,6.243631833768859e-09,2.997008232696885e-06,7.899361635921309e-07,3.6470353386164334e-06,1.5392030261462963e-07,1.3990905456395808e-07,2.4498541292827802e-08,True,,0.0,0.0,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,2.583634450099038e-07,1.658154813542062e-09,1.2257369172794982e-06,3.9140320197633394e-08,6.165291566162523e-08,3.735086124834197e-07,3.0112484239452897e-07,1.5731869140722665e-08,1.7142848918183518e-08,2.0948633938644434e-09,9.464079635534972e-07,3.1839686176482473e-07,1.198773794897079e-06,5.033077099536598e-08,4.6312287116379025e-08,8.29077406727663e-09,True,,2.2375108510441777e-07,1.0362054359003281e-07,,
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_ONLY,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,3.0448690098870786e-07,4.899708258478824e-09,3.742393448180239e-06,2.4894557573912815e-08,2.7409477354467526e-08,5.479547837694554e-07,5.681472998730897e-07,1.200297106151993e-08,9.842711534702175e-09,6.243631833768859e-09,2.997008232696885e-06,7.899361635921309e-07,3.6470353386164334e-06,1.5392030261462963e-07,1.3990905456395808e-07,2.4498541292827802e-08,True,,,,0.0,0.0
N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.4,0.05,1.0,H1,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_IPR,native_source_rest_root,RADAU_VS_BDF,production_radau,production_bdf,True,True,True,2.583634440113617e-07,1.658154794026423e-09,1.2257369028531979e-06,3.9140319583737114e-08,6.165290855619787e-08,3.735086124834197e-07,3.0112481397281954e-07,1.5731869140722665e-08,1.7142856023610875e-08,2.0948636159090483e-09,9.464079600007835e-07,3.1839686176482473e-07,1.1987737860152947e-06,5.033077044025447e-08,4.631228694984557e-08,8.290773970132115e-09,True,,,,2.2375108532646237e-07,1.036205431459436e-07
