family,initial_condition,solver_label,solver_method,success,positive_core,cell_na_start_mM,cell_na_end_mM,cell_k_start_mM,cell_k_end_mM,cell_cl_start_mM,cell_cl_end_mM,cell_ph_start,cell_ph_end,cell_volume_start_pL,cell_volume_end_pL,flow_end_pL_s,cumulative_flow_pL,capacity_multiplier_start,capacity_multiplier_end,max_abs_residual__cell_bulk_charge_rate_fmol_s,residual_unit__cell_bulk_charge_rate_fmol_s,max_abs_residual__lumen_bulk_charge_rate_minus_outflow_fmol_s,residual_unit__lumen_bulk_charge_rate_minus_outflow_fmol_s,max_abs_residual__carbon_accounting_fmol_s,residual_unit__carbon_accounting_fmol_s,max_abs_residual__buffer_site_accounting_fmol_s,residual_unit__buffer_site_accounting_fmol_s,max_abs_residual__water_volume_accounting_pL_s,residual_unit__water_volume_accounting_pL_s,max_abs_residual__homeostasis_charge_fmol_s,residual_unit__homeostasis_charge_fmol_s,max_abs_residual__ae4_charge_fmol_s,residual_unit__ae4_charge_fmol_s,max_abs_residual__apical_current_A,residual_unit__apical_current_A,max_abs_residual__basolateral_current_A,residual_unit__basolateral_current_A,max_abs_residual__cell_speciation_alkalinity_mM,residual_unit__cell_speciation_alkalinity_mM,max_abs_residual__lumen_speciation_alkalinity_mM,residual_unit__lumen_speciation_alkalinity_mM
R3_G170_P21_FIGURE_VISUAL_TREFERENCE,baseline,production_bdf,BDF,True,True,14.756773495778983,23.917641651978915,111.10374637122904,92.57141437729474,50.09999999999999,20.117231440921774,6.91,6.7980926477066195,1.3,0.9638979960495614,0.0006206194307478486,0.4905323855084896,1.0,1.6999999978358245,1.1258355359089478e-15,fmol charge equivalents s^-1,9.246076126956382e-16,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,3.122502256758253e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,8.885729236409477e-26,A,6.462348535570529e-26,A,6.970424237806583e-12,mM,5.089262344881718e-13,mM
R1_G170_P21_FIGURE_VISUAL_TSLOW,baseline,production_radau,Radau,True,True,14.756773495778983,23.311258072623517,111.10374637122904,93.20619043442554,50.09999999999999,20.10728700508883,6.91,6.800758411980975,1.3,0.9640148468649996,0.0006226634031204881,0.4938878978687189,1.0,1.6952834370613317,1.0009354456386177e-15,fmol charge equivalents s^-1,1.0044048925905713e-15,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,3.2959746043559335e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,9.693522803355793e-26,A,8.724170523020214e-26,A,7.595701845275471e-12,mM,5.444533712761768e-13,mM
R1_G170_P21_FIGURE_VISUAL_TSLOW,baseline,production_bdf,BDF,True,True,14.756773495778983,23.311258087959203,111.10374637122904,93.20619043483687,50.09999999999999,20.10728703553875,6.91,6.800758412485813,1.3,0.9640148471338784,0.0006226634038411033,0.49388786351261493,1.0,1.6952834369891798,1.0868042576994696e-15,fmol charge equivalents s^-1,7.129713486264677e-16,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,3.0357660829594124e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,6.947024675738318e-26,A,7.431700815906108e-26,A,7.595701845275471e-12,mM,5.453415496958769e-13,mM
R2_G170_P21_FIGURE_VISUAL_TSLOW,baseline,production_radau,Radau,True,True,14.756773495778983,23.126606027417946,111.10374637122904,93.40488504432305,50.09999999999999,20.11008999778448,6.91,6.801897304589598,1.3,0.9641198207917442,0.0006234239581566659,0.4950934052533203,1.0,1.6937112498960443,1.0547118733938987e-15,fmol charge equivalents s^-1,7.24247051220317e-16,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,2.949029909160572e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,6.785465962349055e-26,A,7.108583389127582e-26,A,7.421618875014246e-12,mM,5.46229728115577e-13,mM
R2_G170_P21_FIGURE_VISUAL_TSLOW,baseline,production_bdf,BDF,True,True,14.756773495778983,23.12660604809147,111.10374637122904,93.40488503196548,50.09999999999999,20.110090016381022,6.91,6.801897305109523,1.3,0.9641198210056742,0.0006234239586703216,0.4950933699242001,1.0,1.6937112499969,1.2065001775418693e-15,fmol charge equivalents s^-1,9.428222091933947e-16,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,3.0357660829594124e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,9.208846663188003e-26,A,7.754818242684634e-26,A,7.418066161335446e-12,mM,5.46229728115577e-13,mM
R3_G170_P21_FIGURE_VISUAL_TSLOW,baseline,production_radau,Radau,True,True,14.756773495778983,23.12660602741305,111.10374637122904,93.40488504432746,50.09999999999999,20.11008999778173,6.91,6.8018973045896045,1.3,0.9641198207917232,0.0006234239581566104,0.4950934052511086,1.0,1.6937112498960443,1.0321604682062002e-15,fmol charge equivalents s^-1,1.0998146837692957e-15,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,3.0357660829594124e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,1.0824433797080636e-25,A,8.077935669463161e-26,A,7.428724302371847e-12,mM,5.46229728115577e-13,mM
R3_G170_P21_FIGURE_VISUAL_TSLOW,baseline,production_bdf,BDF,True,True,14.756773495778983,23.126606048695834,111.10374637122904,93.40488503425532,50.09999999999999,20.11009001690934,6.91,6.801897305110099,1.3,0.9641198209822083,0.0006234239584964108,0.4950933699241891,1.0,1.693711250001684,1.1770098784502636e-15,fmol charge equivalents s^-1,8.352693536828326e-16,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,3.209238430557093e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,7.754818242684634e-26,A,7.431700815906108e-26,A,7.428724302371847e-12,mM,5.46229728115577e-13,mM
R1_G125_P21_PROSE_TREFERENCE,baseline,loose_radau,Radau,True,True,14.756773495778983,17.80122495563319,111.10374637122904,98.82531718934489,50.09999999999999,20.03801171731665,6.91,6.810256705622292,1.3,0.9648917589002789,0.0006360646746426335,0.4994306368863741,1.0,1.2499999994847113,1.0737938316296436e-15,fmol charge equivalents s^-1,1.137111238502797e-15,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,3.209238430557093e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,1.0985992510469899e-25,A,7.108583389127582e-26,A,7.407408020299044e-12,mM,5.027089855502709e-13,mM
R1_G125_P21_PROSE_TREFERENCE,baseline,tight_radau,Radau,True,True,14.756773495778983,17.801224947737083,111.10374637122904,98.82531713764175,50.09999999999999,20.03801170919882,6.91,6.810256705639974,1.3,0.964891759421124,0.0006360646750097455,0.49943064238628304,1.0,1.2499999994847115,1.2073675392798577e-15,fmol charge equivalents s^-1,9.948639134726989e-16,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,2.862293735361732e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,9.693522803355793e-26,A,1.0339757656912846e-25,A,7.414513447656645e-12,mM,5.03597163969971e-13,mM
R1_G125_P21_PROSE_TREFERENCE,cell_volume_down,production_radau,Radau,True,True,14.771545040819804,17.8012241306127,111.21496133256161,98.82531740908858,50.15015015015014,20.03801058260779,6.909999997180447,6.810256685569307,1.2987,0.964891748846316,0.0006360646465723597,0.4994315382929227,1.0,1.2499999994847115,1.3331349912881763e-15,fmol charge equivalents s^-1,1.042568809062061e-15,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,1.734723475976807e-18,pL s^-1,3.0357660829594124e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,1.001664023013432e-25,A,7.431700815906108e-26,A,7.400302592941443e-12,mM,5.027089855502709e-13,mM
R1_G125_P21_PROSE_TREFERENCE,cell_volume_up,production_radau,Radau,True,True,14.742031464314671,17.801225764866526,110.99275361761144,98.82531686615057,50.04995004995004,20.038012835741878,6.910000002819554,6.810256725708414,1.3013,0.9648917699953939,0.0006360647034457378,0.49942974654708794,1.0,1.2499999994847115,1.3574211199518516e-15,fmol charge equivalents s^-1,1.1128251098391218e-15,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,1.734723475976807e-18,pL s^-1,2.949029909160572e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,1.050131637030211e-25,A,6.139231108792002e-26,A,7.410960733977845e-12,mM,5.03597163969971e-13,mM
R1_G125_P21_PROSE_TREFERENCE,cell_nacl_down,production_radau,Radau,True,True,14.742016722283207,17.800788133419168,111.10374637122904,98.82554792650836,50.085243226504204,20.037566197261246,6.91,6.810249589164277,1.3,0.964887644529904,0.0006360535449902922,0.4993928476228605,1.0,1.2499999994847115,1.1397133237167623e-15,fmol charge equivalents s^-1,6.982261990806649e-16,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,2.688821387764051e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,6.785465962349055e-26,A,8.885729236409477e-26,A,7.400302592941443e-12,mM,5.000444502911705e-13,mM
R1_G125_P21_PROSE_TREFERENCE,cell_nacl_up,production_radau,Radau,True,True,14.771530269274761,17.801662125828372,111.10374637122904,98.82508596769192,50.11475677349576,20.03845727832393,6.91,6.810263819330805,1.3,0.9648958745981405,0.000636075805741046,0.49946842097801625,1.0,1.2499999994847117,9.853229343548264e-16,fmol charge equivalents s^-1,8.283304597789254e-16,fmol charge equivalents s^-1,3.469446951953614e-18,fmol s^-1,0.0,fmol sites s^-1,2.168404344971009e-19,pL s^-1,3.122502256758253e-17,fmol charge equivalents s^-1,0.0,fmol charge equivalents s^-1,8.077935669463161e-26,A,8.724170523020214e-26,A,7.418066161335446e-12,mM,5.053735208093713e-13,mM
