root_id,panel_id,source_class,source_scale,pump_capacity_scale,apical_pump_fraction,apical_k_fraction,ae4_cation_fraction,hydraulic_scale,hydraulic_mode,r2_member_id,r3_member_id,arm,solver_label,max_relative_state_difference,max_relative_flow_difference,max_relative_capacity_difference,r2_r3_isomorphism_gate_pass
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.2,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_IPR,production_radau,3.2270622011898456e-15,4.951546050637431e-15,1.3455401329032333e-15,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.2,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_IPR,production_bdf,2.847066659450912e-15,1.1874796670269065e-14,7.888417015914059e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.2,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.2,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.2,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_IPR,production_radau,1.8121917008643222e-15,4.824302240004789e-15,2.6123033052118344e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.2,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_IPR,production_bdf,7.130825808700207e-13,6.324124413955661e-14,1.3453291112991721e-14,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.2,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.2,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.2,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_IPR,production_radau,1.4088709034352863e-15,4.894225344962667e-15,3.291131032237523e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.094586,0.2,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_IPR,production_bdf,2.180351980166965e-15,1.8806300107727225e-14,2.6745575675321717e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_IPR,production_radau,6.613979526942423e-15,5.5918937668093775e-15,1.245848200908452e-15,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_IPR,production_bdf,6.366577949947926e-13,6.036572931973519e-14,3.56402593927626e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_IPR,production_radau,1.0045632730385182e-15,5.717018457796299e-15,2.0235795047319442e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_IPR,production_bdf,2.9170522244412605e-13,3.2088199566571446e-14,2.664535279172334e-15,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TSLOW,R3_G125_P21_PROSE_TSLOW,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TSLOW,R3_G125_P21_PROSE_TSLOW,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TSLOW,R3_G125_P21_PROSE_TSLOW,CCH_IPR,production_radau,1.4333108986001798e-15,5.474606280903707e-15,2.0667126202668743e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G125_P21_PROSE_TSLOW,R3_G125_P21_PROSE_TSLOW,CCH_IPR,production_bdf,2.486919414327475e-15,1.4995794840315922e-14,1.974136333013772e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_IPR,production_radau,2.7090864485913447e-14,7.452613243122653e-15,1.4424764524002363e-15,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_IPR,production_bdf,1.7020789541584057e-15,1.1953192938760303e-14,3.944208543167806e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_IPR,production_radau,1.710314005288248e-15,5.733704246047357e-15,2.8489802107402443e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_IPR,production_bdf,3.305968369649935e-15,1.080911618549439e-14,3.3361266690440457e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_IPR,production_radau,2.361971829763701e-15,5.3831310535112485e-15,3.1384741648889354e-16,True
N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.094586,0.2,0.2,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_IPR,production_bdf,1.894337205196113e-15,1.83158637004519e-14,4.1672468042918825e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_IPR,production_radau,5.4150059058207604e-15,4.839107349022022e-15,1.0692077391451821e-15,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_IPR,production_bdf,2.841547922699339e-13,1.6582740795481464e-14,3.5640259510228593e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_IPR,production_radau,1.776489693182943e-15,9.046581049146893e-15,1.9529015447758738e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_IPR,production_bdf,5.049179608668378e-13,3.109433747584215e-14,2.4868995847786428e-15,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TSLOW,R3_G125_P21_PROSE_TSLOW,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TSLOW,R3_G125_P21_PROSE_TSLOW,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TSLOW,R3_G125_P21_PROSE_TSLOW,CCH_IPR,production_radau,1.5115296062498158e-15,4.781939118817252e-15,2.1138201590253655e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G125_P21_PROSE_TSLOW,R3_G125_P21_PROSE_TSLOW,CCH_IPR,production_bdf,2.8830935504096667e-15,2.1185675370970495e-14,2.0235794904767673e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_IPR,production_radau,1.8801660203594727e-15,5.1229604052893674e-15,7.093866107316364e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TFAST,R3_G170_P21_FIGURE_VISUAL_TFAST,CCH_IPR,production_bdf,6.484240079575618e-14,5.806900044181291e-14,3.944208570181431e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_IPR,production_radau,1.926483639479409e-15,6.90223538233193e-15,2.661922767435488e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TREFERENCE,R3_G170_P21_FIGURE_VISUAL_TREFERENCE,CCH_IPR,production_bdf,2.834991974528121e-13,2.3924885691852997e-13,1.1755302634563778e-15,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_IPR,production_radau,2.8063641193170225e-15,7.202752505072548e-15,2.7292292573405235e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1,N_ABS_NKCC,4.0,1.0,0.056878,0.4,0.05,1.0,H1,R2_G170_P21_FIGURE_VISUAL_TSLOW,R3_G170_P21_FIGURE_VISUAL_TSLOW,CCH_IPR,production_bdf,1.5768039179806025e-15,1.0769302533515946e-14,2.6251958042173416e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.056878,0.4,0.2,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.056878,0.4,0.2,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.056878,0.4,0.2,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_IPR,production_radau,1.6703100805802215e-14,5.75037536801826e-15,3.2036096582065946e-15,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.056878,0.4,0.2,1.0,H1,R2_G125_P21_PROSE_TFAST,R3_G125_P21_PROSE_TFAST,CCH_IPR,production_bdf,1.6463222407187275e-12,8.797299156920225e-14,3.556867085364375e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.056878,0.4,0.2,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_ONLY,production_radau,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.056878,0.4,0.2,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_ONLY,production_bdf,0.0,0.0,0.0,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.056878,0.4,0.2,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_IPR,production_radau,3.806993085450057e-15,5.952481223278608e-15,1.8650497429646487e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.056878,0.4,0.2,1.0,H1,R2_G125_P21_PROSE_TREFERENCE,R3_G125_P21_PROSE_TREFERENCE,CCH_IPR,production_bdf,2.4158999155407907e-15,1.3125308469968194e-14,2.066712587608504e-16,True
N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1,N_ABS_NKCC,4.0,2.0,0.056878,0.4,0.2,1.0,H1,R2_G125_P21_PROSE_TSLOW,R3_G125_P21_PROSE_TSLOW,CCH_ONLY,production_radau,0.0,0.0,0.0,True
