calcium_uM,candidate_id,capacities_refitted_after_freeze,condition,max_dimensionless_conservation_ratio,maximum_flow_pL_s,mean_0_600_pL_s,message,minimum_flow_pL_s,numerical_gate_pass,root_id,routing_family,solver_success,source,source_path,source_sha256,status,target_share,total_0_600_pL
0.5,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1_B00__share_0.30,False,share_0.30,0.006291855925155687,0.001644301392387479,0.001474311526986901,The solver successfully reached the end of the integration interval.,0.0011355148432486695,True,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.8845869161921406
0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__inherited_baseline,False,inherited_baseline,0.00022737367544323203,0.0012854645603880028,0.0011906867841423926,The solver successfully reached the end of the integration interval.,0.0009702095764451274,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00_ca0.10_WT_production_radau.json,fd7a00ce553e6be6a14b46e0565b4b0a9c1421a34fe74b558be73f984a3784ec,COMPLETE,,0.7144120704854355
0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__inherited_baseline,False,inherited_baseline,0.001319833131674386,0.0017232019036765385,0.0013551699185966326,The solver successfully reached the end of the integration interval.,0.0009702095764451274,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00_ca0.25_WT_production_radau.json,ad752f7ebdd8442eb41a5ee6bf65595a07f6bdaf87a1ce4009d885380baa1d00,COMPLETE,,0.8131019511579796
0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__inherited_baseline,False,inherited_baseline,0.0020303758674344863,0.0019306138064326434,0.0014011934172988329,The solver successfully reached the end of the integration interval.,0.0009702095764451274,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00_ca0.50_WT_production_radau.json,c16507f2dba3ed380a1e7629ade0beedefa700f83164f56e2f3cedb89d547c59,COMPLETE,,0.8407160503792998
0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.10,False,share_0.10,0.0003659295089164516,0.0012589919050814136,0.0011512057049850102,The solver successfully reached the end of the integration interval.,0.0009702095764451274,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.6907234229910061
0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.10,False,share_0.10,0.001694644424787839,0.0017098004909006177,0.0013067265883030558,The solver successfully reached the end of the integration interval.,0.0009702095764451274,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.7840359529818335
0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.10,False,share_0.10,0.0026219026949547697,0.0019325530731064107,0.0013541304584080266,The solver successfully reached the end of the integration interval.,0.0009702095764451274,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.812478275044816
0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,0.0003481659405224491,0.0012138382808316223,0.001114825853445306,The solver successfully reached the end of the integration interval.,0.0009702095764451274,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.6688955120671836
0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,0.0011617373729677638,0.0015758174875764586,0.001244072067814289,The solver successfully reached the end of the integration interval.,0.0009702095764451274,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.7464432406885735
0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,0.0016431300764452317,0.0017588347144991273,0.001285380082742814,The solver successfully reached the end of the integration interval.,0.0009702095764451274,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.7712280496456884
0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__inherited_baseline,False,inherited_baseline,1.4210854715202002e-05,0.0014734110799214052,0.0014039824216538928,The solver successfully reached the end of the integration interval.,0.0011244812848672265,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00_ca0.10_WT_production_radau.json,38823cc04b0eb245249c7ca25d00a943eb9923034251da5ad18eae16e1ffaaf4,COMPLETE,,0.8423894529923357
0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__inherited_baseline,False,inherited_baseline,0.006448175327022909,0.001983376050288488,0.0016184117416732455,The solver successfully reached the end of the integration interval.,0.0011244812848672265,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00_ca0.25_WT_production_radau.json,3ef9fc2b214b6477e89fa8967499793c48c282d0d20cbebaaa2661beee3cb09e,COMPLETE,,0.9710470450039473
0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__inherited_baseline,False,inherited_baseline,0.006512124173241318,0.0022371455799982455,0.0016838652297098001,The solver successfully reached the end of the integration interval.,0.0011244812848672265,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00_ca0.50_WT_production_radau.json,c3ba185ef5d545cbbc98f5f329b04a9da90af45c69ef680d876379679fddfec6,COMPLETE,,1.01031913782588
0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.10,False,share_0.10,0.005261568958303542,0.0015152059822535063,0.0013622630367494603,The solver successfully reached the end of the integration interval.,0.0011244812848672265,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.8173578220496762
0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.10,False,share_0.10,0.006288303211476887,0.002144332245393185,0.0015518280026612843,The solver successfully reached the end of the integration interval.,0.0011244812848672265,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.9310968015967706
0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.10,False,share_0.10,0.006345146630337695,0.0024580735299341936,0.0016107492975706505,The solver successfully reached the end of the integration interval.,0.0011244812848672265,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.9664495785423903
0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.30,False,share_0.30,0.006252776074688882,0.0013507959418863182,0.0013183738595148038,The solver successfully reached the end of the integration interval.,0.0011244812848672265,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.7910243157088823
0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.30,False,share_0.30,0.006284750497798086,0.001682632312693172,0.001467012778779944,The solver successfully reached the end of the integration interval.,0.0011244812848672265,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.8802076672679664
0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.30,False,share_0.30,0.006092903959142859,0.0018591700196485762,0.0015224330875546256,The solver successfully reached the end of the integration interval.,0.0011244812848672265,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.9134598525327754
0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__inherited_baseline,False,inherited_baseline,0.00023447910280083303,0.0013310904959052518,0.001218990061278505,The solver successfully reached the end of the integration interval.,0.0009911953876181572,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00_ca0.10_WT_production_radau.json,05e95b9dc2f17a5e30bb7882cc9b052d9f94837e3994fa6f430b6143ae09c8b2,COMPLETE,,0.7313940367671029
0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__inherited_baseline,False,inherited_baseline,0.0014122036873231991,0.0018001039958373988,0.0013850596231627379,The solver successfully reached the end of the integration interval.,0.0009911953876181572,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00_ca0.25_WT_production_radau.json,e5904ee72186eb909154af52d563ea45548306e3306e6c431ef96b74285376a8,COMPLETE,,0.8310357738976427
0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__inherited_baseline,False,inherited_baseline,0.0022080115513745113,0.0020156229486694515,0.0014305785420350215,The solver successfully reached the end of the integration interval.,0.0009911953876181572,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00_ca0.50_WT_production_radau.json,f6d2af8bf1b84ca9017bddac390aaa367cc5d62c054b73a6c73becd3f7b67874,COMPLETE,,0.858347125221013
0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.10,False,share_0.10,0.0003410605131648481,0.0013001401943423668,0.001173713678013124,The solver successfully reached the end of the integration interval.,0.0009911953876181572,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.7042282068078745
0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.10,False,share_0.10,0.0015933920849420247,0.0017774889520131565,0.0013276789244344646,The solver successfully reached the end of the integration interval.,0.0009911953876181572,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.7966073546606788
0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.10,False,share_0.10,0.0024922286456785514,0.002005457079680062,0.0013745664568823469,The solver successfully reached the end of the integration interval.,0.0009911953876181572,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.8247398741294081
0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,0.0003268496584496461,0.001256941460306693,0.001137915200987816,The solver successfully reached the end of the integration interval.,0.0009911953876181572,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.6827491205926896
0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,0.001035616037370346,0.0016254132101590768,0.001263321950603371,The solver successfully reached the end of the integration interval.,0.0009911953876181572,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.7579931703620226
0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,0.0014441781104324036,0.0018017260997038377,0.0013017098774945515,The solver successfully reached the end of the integration interval.,0.0009911953876181572,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.7810259264967309
0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__inherited_baseline,False,inherited_baseline,1.0658141036401503e-05,0.0015476937180849111,0.0014613033313717343,The solver successfully reached the end of the integration interval.,0.0011652023166842885,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00_ca0.10_WT_production_radau.json,c79f81f0becfbeb340f7ed52878ace35915690e9eb7d13ddbe3a92d465e210f1,COMPLETE,,0.8767819988230405
0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__inherited_baseline,False,inherited_baseline,0.006469491609095712,0.002103279846614564,0.001678833455451168,The solver successfully reached the end of the integration interval.,0.0011652023166842885,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00_ca0.25_WT_production_radau.json,e057b54fd9c3c16b9916bc5c7e79382f14f16bacbc30f6c0ed272d357d289431,COMPLETE,,1.0073000732707007
0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__inherited_baseline,False,inherited_baseline,0.006494360604847316,0.0023717729194483728,0.0017430207372849487,The solver successfully reached the end of the integration interval.,0.0011652023166842885,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,True,HASH_VALID_INHERITED_REUSE,results/14_scale_free_genotype_holdout/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00_ca0.50_WT_production_radau.json,bdd6f345ae8837bee92a0a42ace66132fc0eddd5392aad9c828c57b72d4b6ed0,COMPLETE,,1.0458124423709692
0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.10,False,share_0.10,0.005329070518200751,0.0015989134347495076,0.0014107504360748356,The solver successfully reached the end of the integration interval.,0.0011652023166842885,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.8464502616449013
0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.10,False,share_0.10,0.006277645070440485,0.002270627220589469,0.0015962816822472805,The solver successfully reached the end of the integration interval.,0.0011652023166842885,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.9577690093483683
0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.10,False,share_0.10,0.006281197784119286,0.002590260585681767,0.001651699548064301,The solver successfully reached the end of the integration interval.,0.0011652023166842885,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,0.9910197288385806
0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.30,False,share_0.30,0.006199485369506874,0.0014057513245695097,0.0013677782799792952,The solver successfully reached the end of the integration interval.,0.0011652023166842885,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.8206669679875771
0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.30,False,share_0.30,0.006281197784119286,0.0017454447288048902,0.001513591754835744,The solver successfully reached the end of the integration interval.,0.0011652023166842885,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.9081550529014464
0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.30,False,share_0.30,0.006298961352513288,0.0019181275321017489,0.0015658878378921606,The solver successfully reached the end of the integration interval.,0.0011652023166842885,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.9395327027352963
