ae4_expression,calcium_uM,candidate_id,capacities_refitted_after_freeze,condition,max_dimensionless_conservation_ratio,maximum_flow_pL_s,mean_0_600_pL_s,message,minimum_flow_pL_s,numerical_gate_pass,paired_numerical_gate_pass,root_id,routing_family,secretion_ratio,secretion_reduction,solver_success,source,source_path,source_sha256,status,target_share,total_0_600_pL
0.05,0.5,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1_B00__share_0.10,False,share_0.10,2.930988785010413e-05,0.0026568980358078254,0.0019587562344161448,The solver successfully reached the end of the integration interval.,0.0010486436708354197,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,AE4NA05,1.397009126062339,-0.39700912606233896,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,1.1752537406496868
0.05,0.1,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,5.6343818499726694e-05,0.001702611199935633,0.0015550136670097173,The solver successfully reached the end of the integration interval.,0.001178563755340048,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,AE4NA05,1.328760356614658,-0.32876035661465797,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,0.9330082002058304
0.05,0.25,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,7.577272143066693e-05,0.0026130530130175026,0.0019039374708715768,The solver successfully reached the end of the integration interval.,0.001178563755340048,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,AE4NA05,1.4479562720083332,-0.4479562720083332,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,1.1423624825229461
0.05,0.5,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1_B00__share_0.30,False,share_0.30,0.0001917910275039958,0.0030986614053582526,0.002020788350648152,The solver successfully reached the end of the integration interval.,0.001178563755340048,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,AE4NA05,1.4889295319418974,-0.48892953194189737,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,1.2124730103888912
0.05,0.1,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00__inherited_baseline,False,inherited_baseline,0.0004050093593832571,0.001637473438780307,0.0016015833644817295,The solver successfully reached the end of the integration interval.,0.0011955239707473837,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,AE4NA20,1.0822869171217397,-0.08228691712173974,True,HASH_VALID_INHERITED_REUSE,results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00_ca0.10_AE4_5pct_production_radau.json,5bfc461d87ba94d5b14a21d7e707dfe707404cc772fe1d3a3df1c05e75b08bbf,COMPLETE,,0.9609500186890377
0.05,0.25,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00__inherited_baseline,False,inherited_baseline,0.0014601653219870059,0.002303419014834171,0.0019526418870106236,The solver successfully reached the end of the integration interval.,0.0011955239707473837,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,AE4NA20,1.1454294969719807,-0.1454294969719807,True,HASH_VALID_INHERITED_REUSE,results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00_ca0.25_AE4_5pct_production_radau.json,517002a60de5171b4883946a9d432ede67422bfe26ba304917fe1463a6e76194,COMPLETE,,1.1715851322063742
0.05,0.5,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00__inherited_baseline,False,inherited_baseline,0.0022595258997171186,0.0026465022053571013,0.0020702584443329152,The solver successfully reached the end of the integration interval.,0.0011955239707473837,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,AE4NA20,1.1669683146007646,-0.16696831460076456,True,HASH_VALID_INHERITED_REUSE,results/14B_five_percent_ae4_check/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00_ca0.50_AE4_5pct_production_radau.json,1fbbf9a1a17ed796bfbfa71796d41fbe0e09d71477bacbd3e6ac72eb27ff8441,COMPLETE,,1.2421550665997492
0.05,0.1,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00__share_0.10,False,share_0.10,0.003460343123151688,0.001823063615537876,0.0017052313693406078,The solver successfully reached the end of the integration interval.,0.0012689556216205434,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,AE4NA20,1.1861650432705728,-0.18616504327057282,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,1.0231388216043646
0.05,0.25,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00__share_0.10,False,share_0.10,0.003513633828333695,0.0027968406252841167,0.002156713950889169,The solver successfully reached the end of the integration interval.,0.0012689556216205434,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,AE4NA20,1.3141537029460264,-0.3141537029460264,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,1.2940283705335014
0.05,0.5,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00__share_0.10,False,share_0.10,0.003534950110406498,0.0033314517369243376,0.0023221359371176807,The solver successfully reached the end of the integration interval.,0.0012689556216205434,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,AE4NA20,1.3610651918207242,-0.36106519182072416,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.1,1.3932815622706083
0.05,0.1,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00__share_0.30,False,share_0.30,0.0030446756227320293,0.0018918079553974954,0.0017428860279910068,The solver successfully reached the end of the integration interval.,0.0013073244896763593,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,AE4NA20,1.223843802461628,-0.22384380246162805,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,1.045731616794604
0.05,0.25,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00__share_0.30,False,share_0.30,0.003431921413721284,0.0029391748675126617,0.002207882219498943,The solver successfully reached the end of the integration interval.,0.0013073244896763593,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,AE4NA20,1.3644081225010138,-0.36440812250101384,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,1.3247293316993658
0.05,0.5,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1_B00__share_0.30,False,share_0.30,0.0034567904094728874,0.0035167094020198382,0.0023793757427948404,The solver successfully reached the end of the integration interval.,0.0013073244896763593,True,True,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,AE4NA20,1.4169919071977926,-0.41699190719779256,True,NEW_POST_CHECKPOINT_SIMULATION,,,COMPLETE,0.3,1.4276254456769042
