ae4_expression,ae4_parameters_sha256,both_warm_starts_accepted,boundary_hits,bulk_charge_gate_pass,calcium_uM,conservation_ae4_charge_fmol_s,conservation_apical_current_A,conservation_basolateral_current_A,conservation_buffer_site_accounting_fmol_s,conservation_carbon_accounting_fmol_s,conservation_cell_bulk_charge_rate_fmol_s,conservation_cell_speciation_alkalinity_mM,conservation_gate_pass,conservation_homeostasis_charge_fmol_s,conservation_lumen_bulk_charge_rate_minus_outflow_fmol_s,conservation_lumen_speciation_alkalinity_mM,conservation_water_volume_accounting_pL_s,core_state_sha256,current_gate_pass,finite_observables_gate_pass,full_rhs_gate_pass,independent_jacobian_nullity,independent_jacobian_rank,max_abs_amount_rhs_fmol_s,max_abs_bulk_charge_fmol,max_abs_current_residual_A,max_abs_omitted_rhs_fmol_s,max_abs_regulatory_rhs_s_inv,max_abs_scaled_independent_rhs,max_abs_volume_rhs_pL_s,max_dimensionless_conservation_ratio,positivity_gate_pass,rest_ae4_charge_residual_fmol_s,rest_ae4_cl_source_fmol_s,rest_ae4_hco3_source_fmol_s,rest_ae4_k_source_fmol_s,rest_ae4_na_source_fmol_s,rest_beta_input,rest_cell_cl_mM,rest_cell_k_mM,rest_cell_na_mM,rest_cell_ph,rest_cell_volume_pL,rest_gate_pass,rest_integration_used,rest_lumen_cl_mM,rest_lumen_k_mM,rest_lumen_na_mM,rest_lumen_ph,rest_lumen_volume_pL,rest_method,rest_outflow_pL_s,rest_protocol,rest_protocol_time_invariant_rhs,resting_calcium_uM,root_alias,root_cluster_relative_tolerance,root_id,root_internal_gate_pass,routing_family,routing_gate_pass,selected_seed_id,wall_seconds,warm_start_count,warm_start_root_distance_normalized,warm_starts_same_root,whole_cell_parameters_sha256
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.25,0.0,2.261821987449685e-26,3.2311742677852644e-27,0.0,4.336808689942018e-19,1.9949319973733282e-16,0.0,True,2.2551405187698492e-17,2.237793284010081e-16,1.7763568394002505e-15,0.0,844d686caa0f020067fc5ebe9aa1307559f34eea34281c65ecdaa4c4fca472ab,True,True,True,0,10,1.3319380320897523e-13,4.263256414560601e-14,2.261821987449685e-26,1.3319380320897523e-13,0.0,1.573611033145461e-11,1.5736110331454611e-15,2.261821987449685e-06,True,0.0,0.003921771098645416,-0.007843542197290831,-0.0036908284138281373,-0.00023094268481727866,0.0,66.136059243561,127.30912255380169,7.965992256413789,7.145050181789707,1.5855055733656898,True,False,146.49134806176045,24.512495145883165,125.85227269509438,6.833985077558549,0.10596304011792285,direct_charge_manifold_least_squares,0.0011926080235845683,REST,True,0.058,R04,2e-05,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,True,AE4NA20,True,previous_routed_endpoint,1.6204014380000444,2,2.351699082383776e-12,True,adc7691008282d06d56b61ef842ca21e6814da1f4208991948013f9c0b3985b3
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.25,0.0,2.5849394142282115e-26,1.2924697071141057e-26,0.0,3.2526065174565133e-19,1.6653345369377348e-16,2.2026824808563106e-13,True,1.0408340855860843e-17,2.975050761300224e-16,2.6645352591003757e-15,0.0,159ea93e90db56931ca313c943532a2b788b0ad81f1fd6520c35a977eaac0dbb,True,True,True,0,10,6.661338147750939e-16,2.3314683517128287e-15,2.5849394142282115e-26,3.3306690738754696e-16,0.0,3.874938564463193e-12,3.874938564463193e-16,0.00022026824808563103,True,0.0,0.0031953808514231467,-0.006390761702846293,-0.0030100567614140578,-0.00018532409000908856,0.0,65.5509811845132,129.3853947584778,7.966039329044797,7.345863258870725,1.7175921969719974,True,False,146.50169154300949,24.60171669596565,125.75845443250836,6.826206444207914,0.10598323381524227,direct_charge_manifold_least_squares,0.0011966467630484534,REST,True,0.058,R04,2e-05,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,True,AE4NA20,True,previous_routed_endpoint,1.4372426030004135,2,2.4671622769447926e-15,True,adc7691008282d06d56b61ef842ca21e6814da1f4208991948013f9c0b3985b3
1.0,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,True,[],True,0.1,0.0,6.462348535570529e-27,6.462348535570529e-27,0.0,2.168404344971009e-19,1.3530843112619095e-16,1.7763568394002505e-15,True,3.122502256758253e-17,4.7704895589362195e-17,0.0,0.0,e252945ce74f87fb1ba99762cbe64c287ad3679af52a341d7262346d2b5dcd9e,True,True,True,0,10,9.714104520774924e-14,1.27675647831893e-15,6.462348535570529e-27,9.714104520774924e-14,0.0,7.730361489821647e-12,7.730361489821647e-16,1.7763568394002503e-06,True,0.0,0.004548621924254023,-0.009097243848508046,-0.004146492095921279,-0.0004021298283327442,0.0,61.298532350139524,117.59150259732401,11.404109705011983,6.8901380693914875,1.4526510876750747,True,False,145.7255496837988,28.346036571437907,121.99914527124751,6.905289979397617,0.1053002352264076,direct_charge_manifold_least_squares,0.0010600470452815202,REST,True,0.058,R05,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,True,AE4NA05,True,previous_routed_endpoint,0.7032631669990224,2,1.72454643158441e-12,True,bb5b4d42a60e8cfbcb5e4f4f7e3ef6beda521ffeeddd46085d0113e57e60c093
0.05,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,True,[],True,0.1,0.0,3.2311742677852644e-27,1.9387045606711586e-26,0.0,0.0,1.691355389077387e-16,7.105427357601002e-15,True,5.204170427930421e-18,2.3418766925686896e-17,8.881784197001252e-16,0.0,c195d30921b6f6406679a9cf26129afcc0f50d886acc845222bbceb12e6f7d18,True,True,True,0,10,2.220446049250313e-16,1.4210854715202004e-14,1.9387045606711586e-26,2.0556473190325164e-16,0.0,1.3598063647313197e-11,1.3598063647313197e-15,7.105427357601001e-06,True,0.0,0.003698670415592759,-0.007397340831185518,-0.0033779849454207917,-0.0003206854701719673,0.0,60.53822794102289,120.21063998448197,11.412071464485045,7.146215537422367,1.5403351417022608,True,False,145.7431257462884,28.51067151614755,121.82955606150277,6.896495985785015,0.1053287016137865,direct_charge_manifold_least_squares,0.0010657403227572998,REST,True,0.058,R05,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,True,AE4NA05,True,inherited_saved_rest,1.053788004001035,2,9.86864910777917e-15,True,bb5b4d42a60e8cfbcb5e4f4f7e3ef6beda521ffeeddd46085d0113e57e60c093
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.5,8.673617379884035e-19,2.261821987449685e-26,3.2311742677852644e-26,0.0,1.0842021724855044e-19,1.0148132334464322e-16,2.1316282072803006e-13,True,3.469446951953614e-18,1.8041124150158794e-16,1.7763568394002505e-15,0.0,3e98522dee13badf24fef27d8a95ae167e166c97d8bf96833ee2ccce1c1a0c82,True,True,True,0,10,1.6653345369377348e-16,1.4210854715202004e-14,3.2311742677852644e-26,1.5092094240998222e-16,0.0,3.874938564463193e-12,3.874938564463193e-16,0.00021316282072803006,True,8.673617379884035e-19,0.003195380851423238,-0.006390761702846476,-0.003010056761414144,-0.00018532409000909385,0.0,65.55098118451315,129.38539475847784,7.966039329044799,7.3458632588707315,1.7175921969720023,True,False,146.50169154300954,24.601716695965635,125.75845443250836,6.826206444207901,0.10598323381524227,direct_charge_manifold_least_squares,0.0011966467630484534,REST,True,0.058,R04,2e-05,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,True,AE4NA20,True,previous_routed_endpoint,1.66811031799989,2,6.414621920056461e-15,True,adc7691008282d06d56b61ef842ca21e6814da1f4208991948013f9c0b3985b3
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.5,0.0,0.0,9.693522803355793e-27,0.0,2.168404344971009e-19,9.71445146547012e-17,0.0,True,1.3877787807814457e-17,1.734723475976807e-17,1.3322676295501878e-15,0.0,931c55795d505c0d9039e44193af0fdb1781ffc0ac6a9ce1f0efff3ed043e3a8,True,True,True,0,10,1.6653345369377348e-16,1.4210854715202004e-14,9.693522803355793e-27,1.3877787807814457e-17,0.0,1.3279308208602458e-11,1.3279308208602458e-15,1.3322676295501878e-06,True,0.0,0.0039217710987092536,-0.007843542197418507,-0.003690828413888239,-0.0002309426848210147,0.0,66.13605924355089,127.30912255382941,7.965992256414672,7.145050181793941,1.5855055733659456,True,False,146.49134806176113,24.512495145884472,125.85227269509751,6.833985077564352,0.10596304011792307,direct_charge_manifold_least_squares,0.0011926080235846127,REST,True,0.058,R04,2e-05,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,True,AE4NA20,True,previous_routed_endpoint,1.7360997890009457,2,6.661338147750939e-16,True,adc7691008282d06d56b61ef842ca21e6814da1f4208991948013f9c0b3985b3
1.0,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,True,[],True,0.25,0.0,1.2924697071141057e-26,0.0,0.0,1.0842021724855044e-19,1.3877787807814457e-16,0.0,True,4.163336342344337e-17,1.5352302762394743e-16,0.0,0.0,dd139298def9e713966adaf5d1912ef09b4c07980af00db0945f64d6400d4a4a,True,True,True,0,10,3.0531133177191805e-16,1.4210854715202004e-14,1.2924697071141057e-26,2.636779683484747e-16,0.0,1.2641797331180982e-11,1.2641797331180982e-15,1.5352302762394743e-06,True,0.0,0.00454862192430075,-0.0090972438486015,-0.004146492095963893,-0.00040212982833685683,0.0,61.298532350130685,117.59150259734544,11.404109705013493,6.890138069394592,1.4526510876752141,True,False,145.725549683799,28.34603657143895,121.9991452712498,6.905289979401819,0.10530023522640772,direct_charge_manifold_least_squares,0.0010600470452815426,REST,True,0.058,R05,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,True,AE4NA05,True,inherited_saved_rest,0.961388514000646,2,6.439293542825908e-15,True,bb5b4d42a60e8cfbcb5e4f4f7e3ef6beda521ffeeddd46085d0113e57e60c093
1.0,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,True,[],True,0.5,0.0,1.2924697071141057e-26,0.0,0.0,1.0842021724855044e-19,1.3877787807814457e-16,0.0,True,4.163336342344337e-17,1.5352302762394743e-16,0.0,0.0,dd139298def9e713966adaf5d1912ef09b4c07980af00db0945f64d6400d4a4a,True,True,True,0,10,3.0531133177191805e-16,1.4210854715202004e-14,1.2924697071141057e-26,2.636779683484747e-16,0.0,1.2641797331180982e-11,1.2641797331180982e-15,1.5352302762394743e-06,True,0.0,0.00454862192430075,-0.0090972438486015,-0.004146492095963893,-0.00040212982833685683,0.0,61.298532350130685,117.59150259734544,11.404109705013493,6.890138069394592,1.4526510876752141,True,False,145.725549683799,28.34603657143895,121.9991452712498,6.905289979401819,0.10530023522640772,direct_charge_manifold_least_squares,0.0010600470452815426,REST,True,0.058,R05,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,True,AE4NA05,True,inherited_saved_rest,0.8203215899993666,2,2.6645352591003757e-15,True,bb5b4d42a60e8cfbcb5e4f4f7e3ef6beda521ffeeddd46085d0113e57e60c093
0.05,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,True,[],True,0.25,0.0,3.2311742677852644e-27,1.9387045606711586e-26,0.0,0.0,1.691355389077387e-16,7.105427357601002e-15,True,5.204170427930421e-18,2.3418766925686896e-17,8.881784197001252e-16,0.0,c195d30921b6f6406679a9cf26129afcc0f50d886acc845222bbceb12e6f7d18,True,True,True,0,10,2.220446049250313e-16,1.4210854715202004e-14,1.9387045606711586e-26,2.0556473190325164e-16,0.0,1.3598063647313197e-11,1.3598063647313197e-15,7.105427357601001e-06,True,0.0,0.003698670415592759,-0.007397340831185518,-0.0033779849454207917,-0.0003206854701719673,0.0,60.53822794102289,120.21063998448197,11.412071464485045,7.146215537422367,1.5403351417022608,True,False,145.7431257462884,28.51067151614755,121.82955606150277,6.896495985785015,0.1053287016137865,direct_charge_manifold_least_squares,0.0010657403227572998,REST,True,0.058,R05,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,True,AE4NA05,True,inherited_saved_rest,1.2008062449986028,2,5.921189464667502e-15,True,bb5b4d42a60e8cfbcb5e4f4f7e3ef6beda521ffeeddd46085d0113e57e60c093
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.1,0.0,1.9387045606711586e-26,1.2924697071141057e-26,0.0,2.168404344971009e-19,5.551115123125783e-17,1.4210854715202004e-13,True,3.0357660829594124e-17,1.8041124150158794e-16,8.881784197001252e-16,0.0,03d413ecaf4b57816602a837df17d1ff4c9957a9b33c232b9401cc7820dd52c3,True,True,True,0,10,2.220446049250313e-16,1.4210854715202004e-14,1.9387045606711586e-26,5.551115123125783e-17,0.0,4.217546450968612e-12,4.2175464509686122e-16,0.00014210854715202004,True,0.0,0.0032059546960344757,-0.0064119093920689514,-0.0030239194156562355,-0.00018203528037824036,0.0,66.92458131489956,130.4746721320384,7.8543738304812845,7.351204626510183,1.7364709352488645,True,False,146.19133345408358,31.581301681777628,118.77694485347345,6.858899621097533,0.10592075404732121,direct_charge_manifold_least_squares,0.0011841508094642406,REST,True,0.058,R06,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,AE4NA20,True,previous_routed_endpoint,0.8093409020002582,2,2.1596551707463936e-11,True,da68cb473af99772dd9cae6696db69f0d988c19a7b7e70ef9d7a181ace191265
0.05,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,True,[],True,0.5,0.0,6.462348535570529e-27,1.6155871338926322e-26,0.0,3.2526065174565133e-19,7.979727989493313e-17,0.0,True,1.214306433183765e-17,4.85722573273506e-17,0.0,0.0,643ac412c9d6ccee639aa8bbc6fd149cfcb6347ee9f2e92df7638a0dce3995f2,True,True,True,0,10,1.6653345369377348e-16,1.4210854715202004e-14,1.6155871338926322e-26,1.0755285551056204e-16,0.0,1.3598063647313197e-11,1.3598063647313197e-15,1.6155871338926322e-06,True,0.0,0.0036986704155926387,-0.007397340831185277,-0.0033779849454206815,-0.000320685470171957,0.0,60.53822794102293,120.21063998448184,11.412071464485042,7.146215537422353,1.5403351417022566,True,False,145.74312574628837,28.51067151614755,121.82955606150277,6.8964959857850205,0.1053287016137865,direct_charge_manifold_least_squares,0.0010657403227572998,REST,True,0.058,R05,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,True,AE4NA05,True,previous_routed_endpoint,1.427539591999448,2,7.401486830834377e-15,True,bb5b4d42a60e8cfbcb5e4f4f7e3ef6beda521ffeeddd46085d0113e57e60c093
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.1,0.0,9.693522803355793e-27,1.2924697071141057e-26,0.0,2.168404344971009e-19,2.3592239273284576e-16,0.0,True,4.163336342344337e-17,5.551115123125783e-17,0.0,0.0,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6,True,True,True,0,10,1.3877787807814457e-16,2.842170943040401e-14,1.2924697071141057e-26,5.117434254131581e-17,0.0,1.5460722979643293e-12,1.5460722979643293e-16,2.3592239273284576e-06,True,0.0,0.003934473185919829,-0.007868946371839658,-0.0037077567689440395,-0.00022671641697578925,0.0,67.50464733509011,128.44942809484644,7.854235300485103,7.149517076787355,1.5983029500818409,True,False,146.18136653750338,31.454934931896666,118.907863001018,6.866499725531862,0.1058985973702525,direct_charge_manifold_least_squares,0.0011797194740505003,REST,True,0.058,R06,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,AE4NA20,True,previous_routed_endpoint,1.453594623000754,2,1.3620216066101422e-11,True,da68cb473af99772dd9cae6696db69f0d988c19a7b7e70ef9d7a181ace191265
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.25,0.0,2.261821987449685e-26,1.6155871338926322e-26,0.0,2.168404344971009e-19,3.920475055707584e-16,1.4210854715202004e-13,True,2.949029909160572e-17,2.2898349882893854e-16,0.0,0.0,b51c96dfab66fed5a1ede893a46ef2718ec19de3494430966743c87b99367af0,True,True,True,0,10,9.884454366115847e-15,1.4210854715202004e-14,2.261821987449685e-26,9.884454366115847e-15,0.0,2.6237692574149207e-12,2.6237692574149207e-16,0.00014210854715202004,True,0.0,0.0032059546960306997,-0.006411909392061399,-0.00302391941565267,-0.00018203528037802992,0.0,66.92458131490072,130.47467213203447,7.854373830481229,7.351204626509681,1.736470935248629,True,False,146.19133345408343,31.581301681777422,118.77694485347344,6.858899621097247,0.10592075404732118,direct_charge_manifold_least_squares,0.0011841508094642351,REST,True,0.058,R06,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,AE4NA20,True,previous_routed_endpoint,1.2871633100003237,2,2.1317268937713785e-11,True,da68cb473af99772dd9cae6696db69f0d988c19a7b7e70ef9d7a181ace191265
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.25,0.0,1.6155871338926322e-26,0.0,0.0,2.168404344971009e-19,1.717376241217039e-16,0.0,True,2.2551405187698492e-17,1.8561541192951836e-16,8.881784197001252e-16,0.0,944a6af76f7eea3a3e77b6c482a107189a20a532173b4401b4b14af09a64f70f,True,True,True,0,10,7.734698298511589e-13,1.8318679906315083e-15,1.6155871338926322e-26,7.734698298511589e-13,0.0,5.291322935363496e-12,4.0007060164715114e-16,1.8561541192951836e-06,True,0.0,0.00393447318554907,-0.00786894637109814,-0.003707756768594519,-0.0002267164169545508,0.0,67.5046473351482,128.44942809468793,7.8542353004800365,7.149517076762838,1.598302950080331,True,False,146.1813665375004,31.45493493188713,118.90786300100184,6.866499725498441,0.10589859737025135,direct_charge_manifold_least_squares,0.0011797194740502698,REST,True,0.058,R06,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,AE4NA20,True,inherited_saved_rest,1.5917275049996533,2,2.3285077569804953e-12,True,da68cb473af99772dd9cae6696db69f0d988c19a7b7e70ef9d7a181ace191265
1.0,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,True,[],True,0.1,0.0,3.2311742677852644e-27,1.2924697071141057e-26,0.0,1.0842021724855044e-19,1.0755285551056204e-16,0.0,True,3.122502256758253e-17,3.2959746043559335e-17,0.0,0.0,6e88bbf1ae5b95bda318358fd87ea175a80b7b1284689fba8b191d15f3456df7,True,True,True,0,10,8.32320323773672e-15,1.4210854715202004e-14,1.2924697071141057e-26,8.32320323773672e-15,0.0,1.8158217984787228e-11,1.815821798478723e-15,1.2924697071141057e-06,True,0.0,0.004535716771216211,-0.009071433542432422,-0.004123493086160638,-0.00041222368505557257,0.0,60.193438671927666,116.49617206885112,11.646068113043288,6.886514501676373,1.444970169583286,True,False,146.03840114672255,23.47074891661358,126.87379539072955,6.874557292246378,0.1052871306050637,direct_charge_manifold_least_squares,0.0010574261210127389,REST,True,0.058,R07,2e-05,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,True,AE4NA05,True,previous_routed_endpoint,0.7805247539999982,2,1.570102073047666e-12,True,68be924cb8feccee742c3e40b972050f8ccd9784ba57548ad796e8d1e403b2e7
0.05,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,True,[],True,0.1,0.0,2.5849394142282115e-26,0.0,0.0,1.0842021724855044e-19,2.6281060661048627e-16,0.0,True,1.3877787807814457e-17,3.0097452308197603e-16,0.0,0.0,492188e45b52c7759f00d07104ce48a0ee90848e2bb97eb3576dd444020b1e8e,True,True,True,0,10,3.3306690738754696e-16,1.6653345369377348e-16,2.5849394142282115e-26,9.80118763926896e-17,0.0,9.571336778702033e-12,9.571336778702033e-16,3.0097452308197603e-06,True,0.0,0.0036859861303143444,-0.007371972260628689,-0.003357546086846566,-0.0003284400434677787,0.0,59.435169667753264,119.13728636421673,11.654182697711601,7.14143780473962,1.529994831477891,True,False,146.05624556861278,23.58991202715456,126.7495769436097,6.865508040156515,0.10531359360614244,direct_charge_manifold_least_squares,0.0010627187212284867,REST,True,0.058,R07,2e-05,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,True,AE4NA05,True,previous_routed_endpoint,0.9148545309999463,2,1.6150044264880612e-12,True,68be924cb8feccee742c3e40b972050f8ccd9784ba57548ad796e8d1e403b2e7
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.5,0.0,3.2311742677852644e-27,3.2311742677852644e-27,0.0,2.168404344971009e-19,5.898059818321144e-17,1.4210854715202004e-13,True,1.5612511283791264e-17,4.597017211338539e-17,2.6645352591003757e-15,0.0,05269b20529ff771f75a2d096312039b96bcb053e5414c82b3c55fa24f7fb58b,True,True,True,0,10,4.996003610813204e-16,1.4210854715202004e-14,3.2311742677852644e-27,4.2500725161431774e-16,0.0,4.217546450968612e-12,4.2175464509686122e-16,0.00014210854715202004,True,0.0,0.0032059546960343287,-0.006411909392068657,-0.0030239194156560967,-0.00018203528037823212,0.0,66.92458131489954,130.4746721320383,7.8543738304812845,7.351204626510175,1.7364709352488543,True,False,146.1913334540835,31.58130168177763,118.77694485347347,6.858899621097572,0.10592075404732121,direct_charge_manifold_least_squares,0.0011841508094642406,REST,True,0.058,R06,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,AE4NA20,True,previous_routed_endpoint,1.5687521930012736,2,2.1592604247820824e-11,True,da68cb473af99772dd9cae6696db69f0d988c19a7b7e70ef9d7a181ace191265
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.5,0.0,1.6155871338926322e-26,0.0,0.0,0.0,6.938893903907228e-17,0.0,True,1.3877787807814457e-17,1.8041124150158794e-16,1.7763568394002505e-15,0.0,531d532b8381fe2102e78824b1e8dd474bc6c2e8e67de72cf2b512e4b14a7827,True,True,True,0,10,2.498001805406602e-16,1.6653345369377348e-15,1.6155871338926322e-26,9.71445146547012e-17,0.0,1.5460722979643293e-12,1.5460722979643293e-16,1.8041124150158794e-06,True,0.0,0.003934473185919801,-0.007868946371839602,-0.0037077567689440135,-0.0002267164169757877,0.0,67.50464733509008,128.44942809484644,7.854235300485104,7.149517076787354,1.5983029500818402,True,False,146.18136653750338,31.454934931896666,118.907863001018,6.866499725531868,0.1058985973702525,direct_charge_manifold_least_squares,0.0011797194740505003,REST,True,0.058,R06,2e-05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,True,AE4NA20,True,previous_routed_endpoint,1.770762960999491,2,1.3619722633646032e-11,True,da68cb473af99772dd9cae6696db69f0d988c19a7b7e70ef9d7a181ace191265
1.0,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,True,[],True,0.25,0.0,1.9387045606711586e-26,3.2311742677852644e-27,0.0,4.336808689942018e-19,1.5785983631388945e-16,0.0,True,4.683753385137379e-17,1.48318857196017e-16,1.7763568394002505e-15,0.0,96598937a450811a3c2e0a0981ea1965460c85ad7a138ceb8979dff7d90e3ca8,True,True,True,0,10,4.996003610813204e-16,1.4210854715202004e-14,1.9387045606711586e-26,3.139849491518021e-16,0.0,1.3574211199518516e-11,1.3574211199518516e-15,1.9387045606711586e-06,True,0.0,0.004535716771220069,-0.009071433542440138,-0.004123493086164148,-0.0004122236850559217,0.0,60.19343867192694,116.49617206885296,11.646068113043427,6.886514501676639,1.4449701695832977,True,False,146.03840114672252,23.470748916613665,126.87379539072975,6.874557292246763,0.1052871306050637,direct_charge_manifold_least_squares,0.0010574261210127389,REST,True,0.058,R07,2e-05,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,True,AE4NA05,True,previous_routed_endpoint,0.988993016000677,2,1.7176383772089646e-12,True,68be924cb8feccee742c3e40b972050f8ccd9784ba57548ad796e8d1e403b2e7
1.0,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,True,[],True,0.5,0.0,1.9387045606711586e-26,1.2924697071141057e-26,0.0,1.0842021724855044e-19,2.7755575615628914e-17,1.7763568394002505e-15,True,0.0,1.7694179454963432e-16,8.881784197001252e-16,0.0,4034162c0d85d48ffc0dc4507e8292256d11d3a9e8cccef70ccecf779d23abeb,True,True,True,0,10,2.229119666630197e-16,2.842170943040401e-14,1.9387045606711586e-26,2.229119666630197e-16,0.0,1.5701415861935075e-11,1.5701415861935075e-15,1.9387045606711586e-06,True,0.0,0.004535716771220208,-0.009071433542440416,-0.004123493086164273,-0.00041222368505593415,0.0,60.19343867192689,116.496172068853,11.646068113043425,6.886514501676645,1.4449701695832982,True,False,146.03840114672252,23.470748916613672,126.87379539072974,6.874557292246768,0.1052871306050637,direct_charge_manifold_least_squares,0.0010574261210127389,REST,True,0.058,R07,2e-05,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,True,AE4NA05,True,previous_routed_endpoint,0.9197349570004008,2,1.7210924043966874e-12,True,68be924cb8feccee742c3e40b972050f8ccd9784ba57548ad796e8d1e403b2e7
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,True,[],True,0.1,0.0,2.261821987449685e-26,9.693522803355793e-27,0.0,4.336808689942018e-19,9.367506770274758e-17,2.2026824808563106e-13,True,1.0408340855860843e-17,2.5240226575462543e-16,3.1086244689504383e-15,0.0,314781b04478e7dc0851b05be1ae50e1bbabb67218f2f2daee18be9cb3fd216a,True,True,True,0,10,2.0729945537922845e-16,1.4210854715202004e-14,2.261821987449685e-26,2.0729945537922845e-16,0.0,5.572799166575493e-13,5.572799166575493e-17,0.00022026824808563103,True,0.0,0.0031988745737547702,-0.0063977491475095405,-0.0030145850116403165,-0.00018428956211445407,0.0,65.87353108747119,129.90801435759937,7.941620816356885,7.346568982892164,1.7135990021473428,True,False,146.5092239968583,25.79504641152515,124.56119778202657,6.823613705882686,0.1058629794244856,direct_charge_manifold_least_squares,0.001172595884897118,REST,True,0.058,R08,2e-05,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,True,AE4NA20,True,previous_routed_endpoint,0.7019718179999472,2,7.401486830834377e-15,True,bba9515c58e8fc118b72a16e54325a1c38fd0326fda92b9bf44ff1c58bbc6592
