alk_i_fmol,alk_l_fmol,apical_current_fmol_charge_s,basolateral_current_fmol_charge_s,cl_i_fmol,cl_l_fmol,include_in_rhs_sum,k_i_fmol,k_l_fmol,na_i_fmol,na_l_fmol,pathway,root_id,tic_i_fmol,tic_l_fmol,volume_i_pL,volume_l_pL
0.0,0.004796246451485683,-0.004796246451485683,0.004796246451485683,0.0,0.0,True,0.0,0.0,0.0,0.0,paracellular_HCO3,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,0.0,0.004796246451485683,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,CO2_basolateral,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,0.007660505451163145,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,CO2_apical,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,-0.0007358033467415914,0.0007358033467415914,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,water,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,0.0,0.0,3.3989738107420564e-16,2.220446049250313e-16
0.0,-0.004796246451485356,0.0,0.0,0.0,-0.14606644053314494,True,0.0,-0.018619345491776233,0.0,-0.13224334149285405,lumen_outflow,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,0.0,-0.005532049798227287,0.0,0.0
0.3769016607025522,0.0,0.0,0.0,-0.1884508303512761,0.0,True,0.0,0.0,0.1884508303512761,0.0,AE4_Na_branch,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.3769016607025522,0.0,0.0,0.0
-0.3845037620437137,0.0,0.0,0.0,0.19225188102185686,0.0,True,-0.19225188102185686,0.0,0.0,0.0,AE4_K_branch,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,-0.3845037620437137,0.0,0.0,0.0
-0.007602101341161516,0.0,0.0,0.0,0.003801050670580758,0.0,False,-0.19225188102185686,0.0,0.1884508303512761,0.0,AE4_total,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,-0.007602101341161516,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2766607614998936,0.0,True,0.1383303807499468,0.0,0.1383303807499468,0.0,NKCC1,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0007896205299970801,0.0,0.0,0.0,-0.0007896205299970801,0.0,True,0.0,0.0,0.0,0.0,AE2,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0007896205299970801,0.0,0.0,0.0
0.006812480810477829,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.006812480810477829,0.0,NHE1,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.011294705715945489,0.0,0.0,0.0,True,0.022589411431890978,-0.022589411431890978,-0.03388411714783647,0.03388411714783647,pump_apical,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.09990319158802938,0.0,0.0,True,0.19980638317605875,0.0,-0.2997095747640881,0.0,pump_basolateral,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.04174096153841198,0.0,0.0,0.0,True,-0.04174096153841198,0.04174096153841198,0.0,0.0,K_apical,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.12673333279787127,0.0,0.0,True,-0.12673333279787127,0.0,0.0,0.0,K_basolateral,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,0.0,0.0,0.0,0.0
