class_id,wt_rest_status,affinity_over_rt,forward_direction,wt_status,wt_cumulative_0_600_pL,wt_endpoint_pL_s,ae4_5pct_status,ae4_5pct_cumulative_0_600_pL,ae4_5pct_endpoint_pL_s,ae4_null_status,ae4_null_cumulative_0_600_pL,ae4_null_endpoint_pL_s,ae4_5pct_early_deficit_pct,ae4_5pct_late_deficit_pct,ae4_5pct_total_deficit_pct,ae4_5pct_nkcc1_compensation_pct,ae4_null_early_deficit_pct,ae4_null_late_deficit_pct,ae4_null_total_deficit_pct,ae4_null_nkcc1_compensation_pct,failure_reason
C1,PASS,4.8453714358313675,supported,PASS,0.8562568246326028,0.0012387236445433021,PASS,0.9429438823013274,0.0015340558553774255,PASS,0.948424454972135,0.0015535793620930134,0.2456131549157914,-11.589976686788027,-10.123955240405792,87.8271168774285,0.2613580430906759,-12.322754633978693,-10.764017020136318,95.48207056018659,
