quantity,value,unit,window_start_s,window_end_s
positive_nkcc1_cl_loading,17.88548894266884,fmol,0,60
positive_ae4_cl_loading,3.6431135981161966,fmol,0,60
positive_ae2_cl_loading,0.0,fmol,0,60
signed_ae2_cl_flux,-0.05961606321006559,fmol,0,60
nkcc1_cycles,8.94274447133442,fmol,0,60
ae4_signed_cl_flux,3.6431135981161966,fmol,0,60
ae4_na_cell_source,3.6431135981161966,fmol,0,60
ae4_k_cell_source,-3.6431135981161966,fmol,0,60
ae4_tic_cell_source,-3.6431135981161966,fmol,0,60
ae4_ta_cell_source,-3.6431135981161966,fmol,0,60
ae4_hco3_cell_source,-3.6431135981161966,fmol,0,60
ae4_co3_cell_source,0.0,fmol,0,60
nbc_cycles,4.65174193800778,fmol,0,60
nbc_bicarbonate_equivalent_influx,9.30348387601556,fmol,0,60
nbc_current_charge,4.4882486582521323e-10,C,0,60
nhe1_flux,0.7588525225431257,fmol,0,60
pump_cycles,3.403275992431656,fmol,0,60
cacc_cl_export,24.953188244202643,fmol,0,60
paracellular_cl_return,8.705224479366262,fmol,0,60
water_outflow,0.10606069366305759,pL,0,60
positive_nkcc1_cl_loading,99.2061579459485,fmol,60,600
positive_ae4_cl_loading,54.36880541539728,fmol,60,600
positive_ae2_cl_loading,0.0,fmol,60,600
signed_ae2_cl_flux,-0.08608963991772911,fmol,60,600
nkcc1_cycles,49.60307897297425,fmol,60,600
ae4_signed_cl_flux,54.36880541539728,fmol,60,600
ae4_na_cell_source,54.36880541539728,fmol,60,600
ae4_k_cell_source,-54.36880541539728,fmol,60,600
ae4_tic_cell_source,-54.36880541539728,fmol,60,600
ae4_ta_cell_source,-54.36880541539728,fmol,60,600
ae4_hco3_cell_source,-54.36880541539728,fmol,60,600
ae4_co3_cell_source,0.0,fmol,60,600
nbc_cycles,25.0292651713955,fmol,60,600
nbc_bicarbonate_equivalent_influx,50.058530342791,fmol,60,600
nbc_current_charge,2.4149569627816436e-09,C,60,600
nhe1_flux,2.918269791201226,fmol,60,600
pump_cycles,37.652202691280465,fmol,60,600
cacc_cl_export,178.65267238442812,fmol,60,600
paracellular_cl_return,68.67303465758081,fmol,60,600
water_outflow,0.7501961309695452,pL,60,600
positive_nkcc1_cl_loading,117.09164688861733,fmol,0,600
positive_ae4_cl_loading,58.01191901351348,fmol,0,600
positive_ae2_cl_loading,0.0,fmol,0,600
signed_ae2_cl_flux,-0.14570570312779468,fmol,0,600
nkcc1_cycles,58.54582344430867,fmol,0,600
ae4_signed_cl_flux,58.01191901351348,fmol,0,600
ae4_na_cell_source,58.01191901351348,fmol,0,600
ae4_k_cell_source,-58.01191901351348,fmol,0,600
ae4_tic_cell_source,-58.01191901351348,fmol,0,600
ae4_ta_cell_source,-58.01191901351348,fmol,0,600
ae4_hco3_cell_source,-58.01191901351348,fmol,0,600
ae4_co3_cell_source,0.0,fmol,0,600
nbc_cycles,29.68100710940328,fmol,0,600
nbc_bicarbonate_equivalent_influx,59.36201421880656,fmol,0,600
nbc_current_charge,2.863781828606857e-09,C,0,600
nhe1_flux,3.677122313744351,fmol,0,600
pump_cycles,41.055478683712124,fmol,0,600
cacc_cl_export,203.60586062863075,fmol,0,600
paracellular_cl_return,77.37825913694708,fmol,0,600
water_outflow,0.8562568246326028,pL,0,600
