ae4_expression,ae4_parameters_sha256,calcium_uM,endpoint_flow_pL_s,exact_time_grid,initial_max_abs_amount_rhs_fmol_s,initial_max_abs_volume_rhs_pL_s,max_ae4_charge_residual_fmol_s,max_dimensionless_conservation_ratio,max_pointwise_anion_law_change_fmol_s,max_pointwise_chloride_law_change_fmol_s,max_pointwise_other_rhs_change,max_pointwise_total_cation_source_change_fmol_s,negative_net_cycle_samples,nonnegative_flow,onset_rest_rhs_match,opposing_cation_samples,positive_core,resting_state_sha256,root_alias,root_id,routing_family,sample_count,solver,solver_message,solver_success,total_0_600_pL,trajectory_path,valid,wall_seconds,whole_cell_parameters_sha256
1.0,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,0.5,0.0016077085792278317,True,2.229119666630197e-16,1.5701415861935075e-15,0.0,3.1840849401554294e-05,0.0,0.0,0.0,8.673617379884035e-19,0,True,True,0,True,4034162c0d85d48ffc0dc4507e8292256d11d3a9e8cccef70ccecf779d23abeb,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.010362350369152,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00_ca0.50_e1.00_production_radau.npz,True,0.8324166180009342,68be924cb8feccee742c3e40b972050f8ccd9784ba57548ad796e8d1e403b2e7
0.05,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,0.5,0.0016235456898772262,True,2.498001805406602e-16,7.116703060194851e-16,1.734723475976807e-18,3.730349362740526e-05,0.0,0.0,0.0,1.734723475976807e-18,0,True,True,0,True,fc2b18ea07f6977ef3260d5e2eccc2558eca033ef5ef2468359635a5ffeb1f29,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.0200404042237117,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00_ca0.50_e0.05_production_radau.npz,True,0.8798715289995016,68be924cb8feccee742c3e40b972050f8ccd9784ba57548ad796e8d1e403b2e7
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.1,0.0015740284782953086,True,2.0462798122622416e-14,1.0857200555269841e-15,0.0,1.4210854715202002e-05,0.0,0.0,0.0,8.673617379884035e-19,0,True,True,0,True,a6e88bede221b03cbe77922ffe9abe29f0ce382c699d353ab0820623191ece40,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,0.938825324946906,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.10_e1.00_production_radau.npz,True,0.8098980069989921,bba9515c58e8fc118b72a16e54325a1c38fd0326fda92b9bf44ff1c58bbc6592
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.1,0.001580320681930078,True,2.0729945537922845e-16,5.572799166575493e-17,1.734723475976807e-18,0.00023447910280083303,0.0,0.0,0.0,2.6020852139652106e-18,0,True,True,0,True,314781b04478e7dc0851b05be1ae50e1bbabb67218f2f2daee18be9cb3fd216a,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,0.9424223865969295,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.10_e0.05_production_radau.npz,True,0.8493959259994881,bba9515c58e8fc118b72a16e54325a1c38fd0326fda92b9bf44ff1c58bbc6592
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.25,0.0018956169223034863,True,2.220446049250313e-16,5.572799166575493e-17,1.734723475976807e-18,0.0008597567102697212,0.0,0.0,0.0,2.6020852139652106e-18,0,True,True,0,True,f26defb428cd1be7179833f2a3740f90e077ebe67983ffb7636cecdf7dfee055,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.1521362352123083,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.25_e0.05_production_radau.npz,True,0.8313143499999569,bba9515c58e8fc118b72a16e54325a1c38fd0326fda92b9bf44ff1c58bbc6592
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.25,0.0018841081941193467,True,3.608224830031759e-16,1.0857200555269841e-15,0.0,2.4962670819306254e-05,0.0,0.0,0.0,8.673617379884035e-19,0,True,True,0,True,1c025240657d7211be002acfc2263676cc8aeae6d7a18f3e0918f3781be8fab7,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.1461149539293713,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.25_e1.00_production_radau.npz,True,0.8712172380000993,bba9515c58e8fc118b72a16e54325a1c38fd0326fda92b9bf44ff1c58bbc6592
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.5,0.0019806751696090615,True,3.157196726277789e-16,1.0857200555269841e-15,0.0,3.1346453210900904e-05,0.0,0.0,0.0,1.734723475976807e-18,0,True,True,0,True,bba949651746ec42c6cd1498ca7c21b7ae989a06b55394e16f955b2495ddad20,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.21507725631522,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.50_e1.00_production_radau.npz,True,0.9076879839994945,bba9515c58e8fc118b72a16e54325a1c38fd0326fda92b9bf44ff1c58bbc6592
1.0,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,0.1,0.0013980005046076744,True,3.3306690738754696e-16,6.036837696399289e-16,0.0,1.0658141036401503e-05,0.0,0.0,0.0,8.673617379884035e-19,0,True,True,0,True,f5619e322faecfae1df765cc76502af496fbac1d7d5b6ced58f4c4b35978a6ea,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,602,production_radau,The solver successfully reached the end of the integration interval.,True,0.8430629014791287,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.10_e1.00_production_radau.npz,True,0.8023413640003128,3fea661073f649b34cae8fb164fae53e15a5bec58998850af71574f8e24d6d30
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.5,0.0019946428523583775,True,1.3877787807814457e-16,5.572799166575493e-17,1.734723475976807e-18,0.0013429257705865894,0.0,0.0,0.0,2.6020852139652106e-18,0,True,True,0,True,14e54404a58835b347b3b9e7e40b6715d3177275d9a47629faa1e24079fccac2,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.2222695147395617,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.50_e0.05_production_radau.npz,True,0.9811117280005419,bba9515c58e8fc118b72a16e54325a1c38fd0326fda92b9bf44ff1c58bbc6592
0.05,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,0.1,0.001407013803897908,True,1.4311468676808659e-16,2.2768245622195593e-17,1.734723475976807e-18,1.0658141036401503e-05,0.0,0.0,0.0,1.734723475976807e-18,0,True,True,0,True,dbac78ecb3cc72117863409b0a46a1aa3018547f5ef1bf149033cfcfb6feee47,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,602,production_radau,The solver successfully reached the end of the integration interval.,True,0.8485416438131581,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.10_e0.05_production_radau.npz,True,0.8520803519986657,3fea661073f649b34cae8fb164fae53e15a5bec58998850af71574f8e24d6d30
0.05,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,0.25,0.001605246703695476,True,1.9081958235744878e-16,2.2768245622195593e-17,1.734723475976807e-18,2.4868995751603507e-05,0.0,0.0,0.0,1.734723475976807e-18,0,True,True,0,True,ac1ff29ae56a9527dba128a636c83eb020ed3fdd7dc66000719ec2786d1870b5,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,602,production_radau,The solver successfully reached the end of the integration interval.,True,0.9991783502224709,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.25_e0.05_production_radau.npz,True,0.8468402799990145,3fea661073f649b34cae8fb164fae53e15a5bec58998850af71574f8e24d6d30
1.0,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,0.25,0.0015905223831979261,True,1.942890293094024e-16,8.491471414906471e-16,0.0,2.104219576359867e-05,0.0,0.0,0.0,8.673617379884035e-19,0,True,True,0,True,590a8da34b9fecfe2d1de57a6db8bfbfbab304a06e1a714ef8ba0f666091930e,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,602,production_radau,The solver successfully reached the end of the integration interval.,True,0.9902719015742243,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.25_e1.00_production_radau.npz,True,0.8631218730006367,3fea661073f649b34cae8fb164fae53e15a5bec58998850af71574f8e24d6d30
1.0,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,0.5,0.0016382638787801997,True,5.2740797840122866e-14,4.367166350771612e-16,0.0,3.714042962066344e-05,0.0,0.0,0.0,8.673617379884035e-19,0,True,True,0,True,9578b2111547673f6a9ac2c0d56c12775fca0d5c6329a5323ffd92904cf27ed9,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.0321058145381248,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.50_e1.00_production_radau.npz,True,0.9383260039994639,3fea661073f649b34cae8fb164fae53e15a5bec58998850af71574f8e24d6d30
0.05,6c634251c09a6a06d697aa7a3b4ec20d4ee69db039537df1506c22d38a561e5a,0.5,0.0016549101162968039,True,4.0245584642661925e-16,2.2768245622195593e-17,1.734723475976807e-18,3.375077994860476e-05,0.0,0.0,0.0,1.734723475976807e-18,0,True,True,0,True,ca3968b2b9d48c7c0761a1a89cddc16ff655d5a33015407f2542d6734de70bee,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.042318070838709,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.50_e0.05_production_radau.npz,True,0.9071144999998069,3fea661073f649b34cae8fb164fae53e15a5bec58998850af71574f8e24d6d30
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.1,0.0016240040401553552,True,1.5178830414797062e-16,6.730727086790012e-16,0.0,1.0658141036401503e-05,0.0,0.0,0.0,8.673617379884035e-19,0,True,True,0,True,5f75991981718a02ae9bf52b52d9f6217a79958c290a2a91bb6535cfcbf7ff80,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,0.9694972089566685,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.10_e1.00_production_radau.npz,True,0.8746810739994544,a7b4789da3671f71c7347bbc8a8a183ec5d06a26d7e325b5c8833a6f3cbb2b9d
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.1,0.00163094043557388,True,4.5857415087446896e-15,3.3436794999452957e-16,1.734723475976807e-18,0.00021316282072803006,0.0,0.0,0.0,2.6020852139652106e-18,0,True,True,0,True,44023543c875c674da6bd374bceedeaf42e0a6abc2dc64e474bb49b238a3b4cb,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,0.9734354242381245,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.10_e0.05_production_radau.npz,True,0.8481835729999148,a7b4789da3671f71c7347bbc8a8a183ec5d06a26d7e325b5c8833a6f3cbb2b9d
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.25,0.0019413758864344267,True,1.5178830414797062e-16,6.730727086790012e-16,0.0,2.1423834928313568e-05,0.0,0.0,0.0,8.673617379884035e-19,0,True,True,0,True,5f75991981718a02ae9bf52b52d9f6217a79958c290a2a91bb6535cfcbf7ff80,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.1835007040943835,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.25_e1.00_production_radau.npz,True,0.8291522039999109,a7b4789da3671f71c7347bbc8a8a183ec5d06a26d7e325b5c8833a6f3cbb2b9d
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.25,0.001954090731976996,True,1.3903808659954109e-15,3.3436794999452957e-16,1.734723475976807e-18,0.0008704148513061226,0.0,0.0,0.0,2.6020852139652106e-18,0,True,True,0,True,318317179d00076944deb8fa3101cfe5b9e1da73b3878834c0b12ff9ec92a295,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.1901186404811623,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.25_e0.05_production_radau.npz,True,0.8609030410007108,a7b4789da3671f71c7347bbc8a8a183ec5d06a26d7e325b5c8833a6f3cbb2b9d
1.0,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.5,0.0020357737372598216,True,1.5178830414797062e-16,6.730727086790012e-16,0.0,2.8917840344533374e-05,0.0,0.0,0.0,1.734723475976807e-18,0,True,True,0,True,5f75991981718a02ae9bf52b52d9f6217a79958c290a2a91bb6535cfcbf7ff80,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.2517341985155694,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.50_e1.00_production_radau.npz,True,0.8625789870002336,a7b4789da3671f71c7347bbc8a8a183ec5d06a26d7e325b5c8833a6f3cbb2b9d
0.05,49ec92ce13600c33d7b0b57232678b1604f35861c23ea0d24b201c5b6ba089a7,0.5,0.002051041928227876,True,4.5857415087446896e-15,3.3436794999452957e-16,1.734723475976807e-18,0.0013535839116229909,0.0,0.0,0.0,2.6020852139652106e-18,0,True,True,0,True,44023543c875c674da6bd374bceedeaf42e0a6abc2dc64e474bb49b238a3b4cb,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,602,production_radau,The solver successfully reached the end of the integration interval.,True,1.2595721851805879,results/ae4_routing_re_equilibrated/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.50_e0.05_production_radau.npz,True,0.8935256080003455,a7b4789da3671f71c7347bbc8a8a183ec5d06a26d7e325b5c8833a6f3cbb2b9d
