admissible_state,ae4_expression,calcium_uM,converged_root,cost,max_abs_amount_rhs_fmol_s,max_abs_current_residual_A,max_abs_scaled_independent_rhs,max_abs_volume_rhs_pL_s,max_dimensionless_conservation_ratio,message,nfev,optimality,optimizer_success,rest_gate_pass,root_alias,root_id,seed_core_sha256,seed_id,seed_source_path,solution_core_sha256
True,0.05,0.1,True,1.7982730499290733e-25,2.8449465006019636e-16,9.693522803355793e-27,5.572799166575493e-13,5.572799166575493e-17,0.00021671553440683056,`xtol` termination condition is satisfied.,167,4.215707664713815e-08,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,4625902a8bb4b5fb599d9ed1844ca4701a11f3ed80c885bef996bc4b7247c863,inherited_saved_rest,inherited,7f3b00f92586d34db437bed0fc9451b36c5c460d44e5afd189228d1f5f9fc342
True,0.05,0.1,True,1.7977229272950565e-25,2.0729945537922845e-16,2.261821987449685e-26,5.572799166575493e-13,5.572799166575493e-17,0.00022026824808563103,`xtol` termination condition is satisfied.,100,4.215710209082171e-08,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,2e12d2b32a91c37f5c58d306d0170f70d127932a634518dd33724a78b5ce119c,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.10_routing_only_e0.05_production_radau.npz,314781b04478e7dc0851b05be1ae50e1bbabb67218f2f2daee18be9cb3fd216a
True,1.0,0.25,True,5.905115492455674e-23,2.0462798122622416e-14,2.261821987449685e-26,1.0857200555269841e-11,1.0857200555269841e-15,3.2612801348363973e-06,`xtol` termination condition is satisfied.,390,8.201915126974805e-07,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,c58071727862a850e18994b9b66ee5b71b9afbc19fa8c38832da3288f5c91c26,inherited_saved_rest,inherited,a6e88bede221b03cbe77922ffe9abe29f0ce382c699d353ab0820623191ece40
True,1.0,0.25,True,5.899672217223401e-23,3.608224830031759e-16,2.908056841006738e-26,1.0857200555269841e-11,1.0857200555269841e-15,3.2959746043559335e-06,`xtol` termination condition is satisfied.,242,8.205219626885296e-07,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,bc69b7f580b0743d29a2537e945e23a17b670ca1e9ff0872c02b019c50751aae,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.25_routing_only_e1.00_production_radau.npz,1c025240657d7211be002acfc2263676cc8aeae6d7a18f3e0918f3781be8fab7
True,0.05,0.25,True,1.7982730499290733e-25,2.8449465006019636e-16,9.693522803355793e-27,5.572799166575493e-13,5.572799166575493e-17,0.00021671553440683056,`xtol` termination condition is satisfied.,167,4.215707664713815e-08,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,4625902a8bb4b5fb599d9ed1844ca4701a11f3ed80c885bef996bc4b7247c863,inherited_saved_rest,inherited,7f3b00f92586d34db437bed0fc9451b36c5c460d44e5afd189228d1f5f9fc342
True,0.05,0.25,True,1.79778475615851e-25,2.220446049250313e-16,1.2924697071141057e-26,5.572799166575493e-13,5.572799166575493e-17,0.00022382096176443153,`xtol` termination condition is satisfied.,350,4.2157116566425115e-08,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,3cbcd447dfcc397455866a836a71d7e5ef9cd582276f5a6bbbe1648b9f718350,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.25_routing_only_e0.05_production_radau.npz,f26defb428cd1be7179833f2a3740f90e077ebe67983ffb7636cecdf7dfee055
True,1.0,0.5,True,5.905115492455674e-23,2.0462798122622416e-14,2.261821987449685e-26,1.0857200555269841e-11,1.0857200555269841e-15,3.2612801348363973e-06,`xtol` termination condition is satisfied.,390,8.201915126974805e-07,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,c58071727862a850e18994b9b66ee5b71b9afbc19fa8c38832da3288f5c91c26,inherited_saved_rest,inherited,a6e88bede221b03cbe77922ffe9abe29f0ce382c699d353ab0820623191ece40
True,1.0,0.5,True,5.899663953185904e-23,3.157196726277789e-16,1.6155871338926322e-26,1.0857200555269841e-11,1.0857200555269841e-15,2.0469737016526324e-06,`xtol` termination condition is satisfied.,274,8.205219098755271e-07,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,7a62f094ea878d62f90137af6a78d0fc3912d0ec7582ca7b7293d7f4ceb10f60,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.50_routing_only_e1.00_production_radau.npz,bba949651746ec42c6cd1498ca7c21b7ae989a06b55394e16f955b2495ddad20
True,0.05,0.5,True,1.7982730499290733e-25,2.8449465006019636e-16,9.693522803355793e-27,5.572799166575493e-13,5.572799166575493e-17,0.00021671553440683056,`xtol` termination condition is satisfied.,167,4.215707664713815e-08,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,4625902a8bb4b5fb599d9ed1844ca4701a11f3ed80c885bef996bc4b7247c863,inherited_saved_rest,inherited,7f3b00f92586d34db437bed0fc9451b36c5c460d44e5afd189228d1f5f9fc342
True,0.05,0.5,True,1.7977226256161863e-25,1.3877787807814457e-16,6.462348535570529e-27,5.572799166575493e-13,5.572799166575493e-17,0.00022026824808563103,`xtol` termination condition is satisfied.,443,4.2157121869189516e-08,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,3274c7b2277366c076cee8dab1921f7360a037a578b56f3fe97e1e2e0409da77,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.50_routing_only_e0.05_production_radau.npz,14e54404a58835b347b3b9e7e40b6715d3177275d9a47629faa1e24079fccac2
True,1.0,0.1,True,3.6532913069402e-23,1.942890293094024e-16,3.2311742677852644e-27,8.49147141490647e-12,8.491471414906471e-16,1.7763568394002503e-06,`xtol` termination condition is satisfied.,184,5.41796775490496e-07,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,5b2a79095a619b714b238f62a94ade8f0e478100e953ca3c90a6d555765819c9,inherited_saved_rest,inherited,590a8da34b9fecfe2d1de57a6db8bfbfbab304a06e1a714ef8ba0f666091930e
True,1.0,0.1,True,1.9537363375105046e-23,3.3306690738754696e-16,2.261821987449685e-26,6.036837696399289e-12,6.036837696399289e-16,4.423544863740858e-06,`xtol` termination condition is satisfied.,125,3.7383067359509513e-07,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,09937a82bf34d935e687b910ad188d02d9128fff44a292ddbc5e6d04df6a2d0e,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.10_routing_only_e1.00_production_radau.npz,f5619e322faecfae1df765cc76502af496fbac1d7d5b6ced58f4c4b35978a6ea
True,0.05,0.1,True,4.3013126778328434e-26,2.177077962350893e-15,2.5849394142282115e-26,2.2768245622195593e-13,2.2768245622195593e-17,3.2699537522162814e-06,`xtol` termination condition is satisfied.,107,1.6001706833433528e-08,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,3125ab28d4ea6604a792e6e042dc92e478b0fca4661af6508af06f687365b921,inherited_saved_rest,inherited,54c163720c69096c34a6e8e19c13beff9b0caa91488f1001b6665bd26e7e7f80
True,0.05,0.1,True,4.253819394221839e-26,1.4311468676808659e-16,1.6155871338926322e-26,2.2768245622195593e-13,2.2768245622195593e-17,1.6155871338926322e-06,`xtol` termination condition is satisfied.,265,1.6002034236417514e-08,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,110158d77393d8481d1f27c94b3bf6855fb3b509c148fe6b5e0f4679c635f3b1,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.10_routing_only_e0.05_production_radau.npz,dbac78ecb3cc72117863409b0a46a1aa3018547f5ef1bf149033cfcfb6feee47
True,1.0,0.25,True,3.6532913069402e-23,1.942890293094024e-16,3.2311742677852644e-27,8.49147141490647e-12,8.491471414906471e-16,1.7763568394002503e-06,`xtol` termination condition is satisfied.,184,5.41796775490496e-07,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,5b2a79095a619b714b238f62a94ade8f0e478100e953ca3c90a6d555765819c9,inherited_saved_rest,inherited,590a8da34b9fecfe2d1de57a6db8bfbfbab304a06e1a714ef8ba0f666091930e
True,1.0,0.25,True,3.653297686592721e-23,4.440892098500626e-16,1.6155871338926322e-26,8.49147141490647e-12,8.491471414906471e-16,1.8041124150158794e-06,`xtol` termination condition is satisfied.,168,5.417970037808805e-07,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,62a7ac71568de465850611b9d0d08eec4a7450db0145a37ea930a8d7847c7fe2,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.25_routing_only_e1.00_production_radau.npz,6962133592194c4a17f98a4884602e8201543f601a56221d811b55ee0d3a4c76
True,0.05,0.25,True,4.3013126778328434e-26,2.177077962350893e-15,2.5849394142282115e-26,2.2768245622195593e-13,2.2768245622195593e-17,3.2699537522162814e-06,`xtol` termination condition is satisfied.,107,1.6001706833433528e-08,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,3125ab28d4ea6604a792e6e042dc92e478b0fca4661af6508af06f687365b921,inherited_saved_rest,inherited,54c163720c69096c34a6e8e19c13beff9b0caa91488f1001b6665bd26e7e7f80
True,0.05,0.25,True,4.252425825274112e-26,1.9081958235744878e-16,2.908056841006738e-26,2.2768245622195593e-13,2.2768245622195593e-17,3.226585665316861e-06,`xtol` termination condition is satisfied.,407,1.6001956112246552e-08,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,66861e9b5616b4e1eb3be0f80b7534ba71ca18235bd5ce362d4dada8349aacef,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.25_routing_only_e0.05_production_radau.npz,ac1ff29ae56a9527dba128a636c83eb020ed3fdd7dc66000719ec2786d1870b5
True,1.0,0.5,True,3.6532913069402e-23,1.942890293094024e-16,3.2311742677852644e-27,8.49147141490647e-12,8.491471414906471e-16,1.7763568394002503e-06,`xtol` termination condition is satisfied.,184,5.41796775490496e-07,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,5b2a79095a619b714b238f62a94ade8f0e478100e953ca3c90a6d555765819c9,inherited_saved_rest,inherited,590a8da34b9fecfe2d1de57a6db8bfbfbab304a06e1a714ef8ba0f666091930e
True,1.0,0.5,True,1.6158703050044706e-23,5.2740797840122866e-14,1.9387045606711586e-26,4.367166350771612e-12,4.367166350771612e-16,1.951563910473908e-06,`xtol` termination condition is satisfied.,171,2.0502758147582797e-07,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,ea4c0a1a03469fd0fa196ff6787e398c9a64a5682a8a7e021320a13cdf4f8dbb,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.50_routing_only_e1.00_production_radau.npz,9578b2111547673f6a9ac2c0d56c12775fca0d5c6329a5323ffd92904cf27ed9
True,0.05,0.5,True,4.3013126778328434e-26,2.177077962350893e-15,2.5849394142282115e-26,2.2768245622195593e-13,2.2768245622195593e-17,3.2699537522162814e-06,`xtol` termination condition is satisfied.,107,1.6001706833433528e-08,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,3125ab28d4ea6604a792e6e042dc92e478b0fca4661af6508af06f687365b921,inherited_saved_rest,inherited,54c163720c69096c34a6e8e19c13beff9b0caa91488f1001b6665bd26e7e7f80
True,0.05,0.5,True,4.253598087191794e-26,4.0245584642661925e-16,1.6155871338926322e-26,2.2768245622195593e-13,2.2768245622195593e-17,1.6155871338926322e-06,`xtol` termination condition is satisfied.,458,1.6001926620483364e-08,True,True,R09,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,802440d2badd5b551860abbf7fc8fd00f82ba34a808b5ce5f48c6433d5a40164,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00_ca0.50_routing_only_e0.05_production_radau.npz,ca3968b2b9d48c7c0761a1a89cddc16ff655d5a33015407f2542d6734de70bee
True,1.0,0.1,True,2.2912092569758295e-23,1.5178830414797062e-16,9.693522803355793e-27,6.7307270867900115e-12,6.730727086790012e-16,1.6479873021779667e-06,`xtol` termination condition is satisfied.,402,6.129753431343838e-07,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,1a0b6abe4d6d8b893876edc76a0e56960e44eb666200594a1ffe3336e9e41253,inherited_saved_rest,inherited,5f75991981718a02ae9bf52b52d9f6217a79958c290a2a91bb6535cfcbf7ff80
True,1.0,0.1,True,3.1754111653415555e-22,4.163336342344337e-16,1.6155871338926322e-26,2.499953369317076e-11,2.499953369317076e-15,3.0184188481996443e-06,`xtol` termination condition is satisfied.,107,1.909229483481289e-06,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,b49dfb975a7ff037ad2be9a1e47ecb4033e4df38a0f9aa63a383798a0dc5531f,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.10_routing_only_e1.00_production_radau.npz,e09fcab92585e6fe687c53665b6c8a8b9c772fc32702aae4aa4576a5a5408a63
True,0.05,0.1,True,5.627523475399831e-24,4.5857415087446896e-15,9.693522803355793e-27,3.3436794999452957e-12,3.3436794999452957e-16,0.00018118839761882555,`xtol` termination condition is satisfied.,166,2.975379578726668e-07,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,3753b6858a6228267854d3cf608df86b23e9e4a0f71bad1f0894e8ddb14c156c,inherited_saved_rest,inherited,44023543c875c674da6bd374bceedeaf42e0a6abc2dc64e474bb49b238a3b4cb
True,0.05,0.1,True,3.362962553928429e-22,4.095335182086046e-14,2.5849394142282115e-26,2.5929779157163324e-11,2.5929779157163324e-15,0.00018474111129762605,`xtol` termination condition is satisfied.,155,2.019871561644173e-06,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,b96d9db5872f6630d6a4ce0c3c42129fceef1b706d25ae86e4e4e564544fda3c,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.10_routing_only_e0.05_production_radau.npz,d23fcc70db4eb2d3b4b478b752179de988a0c1049cff7ae5577c59b531791a88
True,1.0,0.25,True,2.2912092569758295e-23,1.5178830414797062e-16,9.693522803355793e-27,6.7307270867900115e-12,6.730727086790012e-16,1.6479873021779667e-06,`xtol` termination condition is satisfied.,402,6.129753431343838e-07,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,1a0b6abe4d6d8b893876edc76a0e56960e44eb666200594a1ffe3336e9e41253,inherited_saved_rest,inherited,5f75991981718a02ae9bf52b52d9f6217a79958c290a2a91bb6535cfcbf7ff80
True,1.0,0.25,True,2.2912195350940043e-23,3.3306690738754696e-16,6.462348535570529e-27,6.7307270867900115e-12,6.730727086790012e-16,1.700029006457271e-06,`xtol` termination condition is satisfied.,261,6.129756376880821e-07,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,a530f41fa5e4a005337e452ff7896d224bb2fcd8a6af9a594560d323a79ed749,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.25_routing_only_e1.00_production_radau.npz,1a8eacc9b3a57b07427724cc79970a60d6d8bca6a5fa88ea9f6f8a6cba9be20a
True,0.05,0.25,True,5.627523475399831e-24,4.5857415087446896e-15,9.693522803355793e-27,3.3436794999452957e-12,3.3436794999452957e-16,0.00018118839761882555,`xtol` termination condition is satisfied.,166,2.975379578726668e-07,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,3753b6858a6228267854d3cf608df86b23e9e4a0f71bad1f0894e8ddb14c156c,inherited_saved_rest,inherited,44023543c875c674da6bd374bceedeaf42e0a6abc2dc64e474bb49b238a3b4cb
True,0.05,0.25,True,5.633918270612671e-24,1.3903808659954109e-15,6.462348535570529e-27,3.3436794999452957e-12,3.3436794999452957e-16,0.00018474111129762605,`xtol` termination condition is satisfied.,370,2.9734251760713274e-07,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,675935d0ca3fef9b3834de941080dc9055f3f2537f1b140dca686a27746650e8,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.25_routing_only_e0.05_production_radau.npz,318317179d00076944deb8fa3101cfe5b9e1da73b3878834c0b12ff9ec92a295
True,1.0,0.5,True,2.2912092569758295e-23,1.5178830414797062e-16,9.693522803355793e-27,6.7307270867900115e-12,6.730727086790012e-16,1.6479873021779667e-06,`xtol` termination condition is satisfied.,402,6.129753431343838e-07,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,1a0b6abe4d6d8b893876edc76a0e56960e44eb666200594a1ffe3336e9e41253,inherited_saved_rest,inherited,5f75991981718a02ae9bf52b52d9f6217a79958c290a2a91bb6535cfcbf7ff80
True,1.0,0.5,True,4.424267169181086e-23,3.0607461010134784e-14,6.462348535570529e-27,9.185360805297194e-12,9.185360805297194e-16,1.734723475976807e-06,`xtol` termination condition is satisfied.,273,8.576726682969916e-07,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,a25e221e99653a20ae6b7770e344998cce81a9cf5d264ba5f709a12629d5926f,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.50_routing_only_e1.00_production_radau.npz,4f90874aff32dd6fc405a2731d164ff70ebb60a872830a75a00e636152077c36
True,0.05,0.5,True,5.627523475399831e-24,4.5857415087446896e-15,9.693522803355793e-27,3.3436794999452957e-12,3.3436794999452957e-16,0.00018118839761882555,`xtol` termination condition is satisfied.,166,2.975379578726668e-07,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,3753b6858a6228267854d3cf608df86b23e9e4a0f71bad1f0894e8ddb14c156c,inherited_saved_rest,inherited,44023543c875c674da6bd374bceedeaf42e0a6abc2dc64e474bb49b238a3b4cb
True,0.05,0.5,True,3.361918374212151e-22,1.942890293094024e-16,2.261821987449685e-26,2.5929779157163324e-11,2.5929779157163324e-15,0.00018474111129762605,`xtol` termination condition is satisfied.,468,2.0215452849971907e-06,True,True,R10,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,2f8754014d8a28dfcd4fbf7d093ee49aff0878dae814a9ed1c92152e1be9281c,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00_ca0.50_routing_only_e0.05_production_radau.npz,a9fe8aa953f6070cac95748d86c6035c4e0ba5d3dea91a7140f12ff1056236b6
