admissible_state,ae4_expression,calcium_uM,converged_root,cost,max_abs_amount_rhs_fmol_s,max_abs_current_residual_A,max_abs_scaled_independent_rhs,max_abs_volume_rhs_pL_s,max_dimensionless_conservation_ratio,message,nfev,optimality,optimizer_success,rest_gate_pass,root_alias,root_id,seed_core_sha256,seed_id,seed_source_path,solution_core_sha256
True,1.0,0.25,True,1.279073963238082e-22,3.885780586188048e-16,1.9387045606711586e-26,1.599415044850616e-11,1.5994150448506161e-15,2.211772431870429e-06,`xtol` termination condition is satisfied.,409,1.2021028010086067e-06,True,True,R04,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,eff909f9a696d9f95d565efeedc9e4b3143deabb5e2c443cbdbc5173907757e8,inherited_saved_rest,inherited,7c28c5f6379b324c0ce4ce303f66303c672e14ee9f8aefcc675e36a1dedb2e12
True,1.0,0.25,True,1.2933037874006636e-22,1.3319380320897523e-13,2.261821987449685e-26,1.573611033145461e-11,1.5736110331454611e-15,2.261821987449685e-06,`xtol` termination condition is satisfied.,252,1.4731307150710314e-06,True,True,R04,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,901695a98d5dfdc88a51b861625ef2d107639ac2dbc3d4bf048b8a4d36ad2d62,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00_ca0.25_routing_only_e1.00_production_radau.npz,844d686caa0f020067fc5ebe9aa1307559f34eea34281c65ecdaa4c4fca472ab
True,0.05,0.25,True,2.1542870203913952e-23,6.661338147750939e-16,3.554291694563791e-26,6.331740687315346e-12,6.331740687315346e-16,0.00021671553440683056,`xtol` termination condition is satisfied.,168,5.008423255153931e-07,True,True,R04,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,d7f81f8bb5d7d7a22aeae6d6c6f7c1cf845331cc4f1cc3ca4be5b5027cfe8c7f,inherited_saved_rest,inherited,7886efd1c344d1aa06473c09ba3f422027c71a79e2854387a72c71e8d04e19cd
True,0.05,0.25,True,7.891524754304169e-24,6.661338147750939e-16,2.5849394142282115e-26,3.874938564463193e-12,3.874938564463193e-16,0.00022026824808563103,`xtol` termination condition is satisfied.,397,2.949086257494869e-07,True,True,R04,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,67e5cf9cc59d37a4e2f2962b7eb622e4583bbfb5b395b4d708aab765810fc489,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00_ca0.25_routing_only_e0.05_production_radau.npz,159ea93e90db56931ca313c943532a2b788b0ad81f1fd6520c35a977eaac0dbb
True,1.0,0.5,True,1.279073963238082e-22,3.885780586188048e-16,1.9387045606711586e-26,1.599415044850616e-11,1.5994150448506161e-15,2.211772431870429e-06,`xtol` termination condition is satisfied.,409,1.2021028010086067e-06,True,True,R04,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,eff909f9a696d9f95d565efeedc9e4b3143deabb5e2c443cbdbc5173907757e8,inherited_saved_rest,inherited,7c28c5f6379b324c0ce4ce303f66303c672e14ee9f8aefcc675e36a1dedb2e12
True,1.0,0.5,True,8.818781847859976e-23,1.6653345369377348e-16,9.693522803355793e-27,1.3279308208602458e-11,1.3279308208602458e-15,1.3322676295501878e-06,`xtol` termination condition is satisfied.,279,1.2245460322305941e-06,True,True,R04,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,fa00b88d5033fdddb1d59a5f343de3956592b390b0c03a89fff7e330aa5668e6,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00_ca0.50_routing_only_e1.00_production_radau.npz,931c55795d505c0d9039e44193af0fdb1781ffc0ac6a9ce1f0efff3ed043e3a8
True,0.05,0.5,True,2.1542870203913952e-23,6.661338147750939e-16,3.554291694563791e-26,6.331740687315346e-12,6.331740687315346e-16,0.00021671553440683056,`xtol` termination condition is satisfied.,168,5.008423255153931e-07,True,True,R04,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,d7f81f8bb5d7d7a22aeae6d6c6f7c1cf845331cc4f1cc3ca4be5b5027cfe8c7f,inherited_saved_rest,inherited,7886efd1c344d1aa06473c09ba3f422027c71a79e2854387a72c71e8d04e19cd
True,0.05,0.5,True,7.891310737008301e-24,1.6653345369377348e-16,3.2311742677852644e-26,3.874938564463193e-12,3.874938564463193e-16,0.00021316282072803006,`xtol` termination condition is satisfied.,446,2.949083136854962e-07,True,True,R04,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,82e948449415bac87f9b560e8ec295517fe01dca08e58be55c92205c0d778f43,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00_ca0.50_routing_only_e0.05_production_radau.npz,3e98522dee13badf24fef27d8a95ae167e166c97d8bf96833ee2ccce1c1a0c82
True,1.0,0.1,True,8.474213789608688e-23,3.0531133177191805e-16,1.2924697071141057e-26,1.2641797331180982e-11,1.2641797331180982e-15,1.5352302762394743e-06,`xtol` termination condition is satisfied.,177,1.3290160733544315e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,4aab3f0eed5f6913cf9f7a25e36f15704844d4fbd0bc35e1009a42f1146509af,inherited_saved_rest,inherited,dd139298def9e713966adaf5d1912ef09b4c07980af00db0945f64d6400d4a4a
True,1.0,0.1,True,3.2385139592687795e-23,9.714104520774924e-14,6.462348535570529e-27,7.730361489821647e-12,7.730361489821647e-16,1.7763568394002503e-06,`xtol` termination condition is satisfied.,109,7.825439604166351e-07,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,3d622dc94af5c2e2834a10970722e9be48c431be74ccb39db58b3e0688901899,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00_ca0.10_routing_only_e1.00_production_radau.npz,e252945ce74f87fb1ba99762cbe64c287ad3679af52a341d7262346d2b5dcd9e
True,0.05,0.1,True,9.301823114385167e-23,2.220446049250313e-16,1.9387045606711586e-26,1.3598063647313197e-11,1.3598063647313197e-15,7.105427357601001e-06,`xtol` termination condition is satisfied.,99,1.371324432874631e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,3bff30a1e0c2dbec39b0aebfb700672684dbdb915b7d6fc93d432517d7504074,inherited_saved_rest,inherited,c195d30921b6f6406679a9cf26129afcc0f50d886acc845222bbceb12e6f7d18
True,0.05,0.1,True,1.6536037678435993e-22,4.440892098500626e-16,1.2924697071141057e-26,1.8132197132647576e-11,1.8132197132647576e-15,1.7780915628762273e-06,`xtol` termination condition is satisfied.,284,1.2260845709027511e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,93a65016396705dc93d307c4b2fcf9a1a89fc622c32b43ac676e5443733d852e,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00_ca0.10_routing_only_e0.05_production_radau.npz,904f3a1533a48d075fbefd44966f9b4a93c28f60ecd023c2fb1ba878330b7684
True,1.0,0.25,True,8.474213789608688e-23,3.0531133177191805e-16,1.2924697071141057e-26,1.2641797331180982e-11,1.2641797331180982e-15,1.5352302762394743e-06,`xtol` termination condition is satisfied.,177,1.3290160733544315e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,4aab3f0eed5f6913cf9f7a25e36f15704844d4fbd0bc35e1009a42f1146509af,inherited_saved_rest,inherited,dd139298def9e713966adaf5d1912ef09b4c07980af00db0945f64d6400d4a4a
True,1.0,0.25,True,8.474212753919818e-23,3.885780586188048e-16,2.5849394142282115e-26,1.2641797331180982e-11,1.2641797331180982e-15,2.5849394142282115e-06,`xtol` termination condition is satisfied.,147,1.3290161433107219e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,b4977c7e8c2b513a17193503baf2eafcf2b11480a461ed54a6b878f6c5ad33d1,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00_ca0.25_routing_only_e1.00_production_radau.npz,3941f0bafaf1381e247d40f54a8f875c8cdefe235898b4c161fb89e98060fe7f
True,0.05,0.25,True,9.301823114385167e-23,2.220446049250313e-16,1.9387045606711586e-26,1.3598063647313197e-11,1.3598063647313197e-15,7.105427357601001e-06,`xtol` termination condition is satisfied.,99,1.371324432874631e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,3bff30a1e0c2dbec39b0aebfb700672684dbdb915b7d6fc93d432517d7504074,inherited_saved_rest,inherited,c195d30921b6f6406679a9cf26129afcc0f50d886acc845222bbceb12e6f7d18
True,0.05,0.25,True,1.6536043002258313e-22,4.440892098500626e-16,1.6155871338926322e-26,1.8132197132647576e-11,1.8132197132647576e-15,1.6155871338926322e-06,`xtol` termination condition is satisfied.,405,1.2260847084660596e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,db922141113010954d45653d23e48a420af84a9cea26cde061f3ad73eb784597,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00_ca0.25_routing_only_e0.05_production_radau.npz,0d8bcbe44017d6daa0492d56c64f3c4b3218cdb22d50752e78d2f808d3e62e9a
True,1.0,0.5,True,8.474213789608688e-23,3.0531133177191805e-16,1.2924697071141057e-26,1.2641797331180982e-11,1.2641797331180982e-15,1.5352302762394743e-06,`xtol` termination condition is satisfied.,177,1.3290160733544315e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,4aab3f0eed5f6913cf9f7a25e36f15704844d4fbd0bc35e1009a42f1146509af,inherited_saved_rest,inherited,dd139298def9e713966adaf5d1912ef09b4c07980af00db0945f64d6400d4a4a
True,1.0,0.5,True,2.3395262706684783e-22,2.7755575615628914e-16,1.6155871338926322e-26,2.1543097167286973e-11,2.1543097167286973e-15,1.7694179454963432e-06,`xtol` termination condition is satisfied.,147,1.3948168938219819e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,a1beac01c37c41224da29468c0a247d50ccb7955a23552d502e1d926c40c09da,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00_ca0.50_routing_only_e1.00_production_radau.npz,3cd6533b77fdad2b79bd71ea65107d02de57f401bd7551187c73b89cfc4d993a
True,0.05,0.5,True,9.301823114385167e-23,2.220446049250313e-16,1.9387045606711586e-26,1.3598063647313197e-11,1.3598063647313197e-15,7.105427357601001e-06,`xtol` termination condition is satisfied.,99,1.371324432874631e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,3bff30a1e0c2dbec39b0aebfb700672684dbdb915b7d6fc93d432517d7504074,inherited_saved_rest,inherited,c195d30921b6f6406679a9cf26129afcc0f50d886acc845222bbceb12e6f7d18
True,0.05,0.5,True,9.301818904020249e-23,1.6653345369377348e-16,1.6155871338926322e-26,1.3598063647313197e-11,1.3598063647313197e-15,1.6155871338926322e-06,`xtol` termination condition is satisfied.,485,1.3713242690857464e-06,True,True,R05,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00,68fb458ae28abc4c52944ddad041caa5fbaf69eec67d31141c8592acbb1dfa0d,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA05_P1_H1:B00_ca0.50_routing_only_e0.05_production_radau.npz,643ac412c9d6ccee639aa8bbc6fd149cfcb6347ee9f2e92df7638a0dce3995f2
True,1.0,0.1,True,5.583268360115239e-23,7.734698298511589e-13,1.6155871338926322e-26,5.291322935363496e-12,4.0007060164715114e-16,1.8561541192951836e-06,`xtol` termination condition is satisfied.,393,3.06258840486856e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,inherited,944a6af76f7eea3a3e77b6c482a107189a20a532173b4401b4b14af09a64f70f
True,1.0,0.1,True,1.216863872738393e-24,1.3877787807814457e-16,1.2924697071141057e-26,1.5460722979643293e-12,1.5460722979643293e-16,2.3592239273284576e-06,`xtol` termination condition is satisfied.,182,1.1691506815731877e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,4cc17d50e5a10d798e6f458330b60ed835ab38761d78e2525c7ceb3de39bd14f,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00_ca0.10_routing_only_e1.00_production_radau.npz,7cc241a14d79d9a6d15fcd554b637d3c167c07c4e7f7612cf3970fd1ad47c1e6
True,0.05,0.1,True,8.074375515081252e-23,7.530157053459163e-13,6.462348535570529e-27,9.128982292327947e-12,9.128982292327947e-16,0.00013500311979441904,`xtol` termination condition is satisfied.,173,7.209414312000431e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,468e11e34e1e13ba4d50cc8a5214dd6ed419dc3190b14e333ed08ff9e8bd683e,inherited_saved_rest,inherited,63eb7a1cd2cfe2afe77d2c3b089f676c1f8c2af3dfbebc269c192916f649170f
True,0.05,0.1,True,8.894610082765827e-24,2.220446049250313e-16,1.9387045606711586e-26,4.217546450968612e-12,4.2175464509686122e-16,0.00014210854715202004,`xtol` termination condition is satisfied.,152,3.3205250998938346e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,8cb8c1d241961baa861393c60fbd9b44ce0f68b7d4f29be69b9d8b80240521a9,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00_ca0.10_routing_only_e0.05_production_radau.npz,03d413ecaf4b57816602a837df17d1ff4c9957a9b33c232b9401cc7820dd52c3
True,1.0,0.25,True,5.583268360115239e-23,7.734698298511589e-13,1.6155871338926322e-26,5.291322935363496e-12,4.0007060164715114e-16,1.8561541192951836e-06,`xtol` termination condition is satisfied.,393,3.06258840486856e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,inherited,944a6af76f7eea3a3e77b6c482a107189a20a532173b4401b4b14af09a64f70f
True,1.0,0.25,True,3.5248484129111513e-22,6.411121633576045e-13,1.2924697071141057e-26,2.527492104498208e-11,2.527492104498208e-15,2.0816681711721685e-06,`xtol` termination condition is satisfied.,239,2.2964940815819324e-06,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,d6699f4729443bf6fb5fa1d7d33e57c9c6899d3d13c06a354744c5d01f78e5b1,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00_ca0.25_routing_only_e1.00_production_radau.npz,13e81707173ab958b0f8f3d760c4999072e116d32cdc6d6ecc25085f5f6d7811
True,0.05,0.25,True,8.074375515081252e-23,7.530157053459163e-13,6.462348535570529e-27,9.128982292327947e-12,9.128982292327947e-16,0.00013500311979441904,`xtol` termination condition is satisfied.,173,7.209414312000431e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,468e11e34e1e13ba4d50cc8a5214dd6ed419dc3190b14e333ed08ff9e8bd683e,inherited_saved_rest,inherited,63eb7a1cd2cfe2afe77d2c3b089f676c1f8c2af3dfbebc269c192916f649170f
True,0.05,0.25,True,4.9985011284912955e-24,9.884454366115847e-15,2.261821987449685e-26,2.6237692574149207e-12,2.6237692574149207e-16,0.00014210854715202004,`xtol` termination condition is satisfied.,354,1.2255531737146594e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,26e4244795dfe877f2a56fe812b3be099cbe12f062297a130e980804d3448d9e,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00_ca0.25_routing_only_e0.05_production_radau.npz,b51c96dfab66fed5a1ede893a46ef2718ec19de3494430966743c87b99367af0
True,1.0,0.5,True,5.583268360115239e-23,7.734698298511589e-13,1.6155871338926322e-26,5.291322935363496e-12,4.0007060164715114e-16,1.8561541192951836e-06,`xtol` termination condition is satisfied.,393,3.06258840486856e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,b2435172e1139f4345e5a7b404574d5f5a6df4a7ddf5564ee4623ef5096f4bc9,inherited_saved_rest,inherited,944a6af76f7eea3a3e77b6c482a107189a20a532173b4401b4b14af09a64f70f
True,1.0,0.5,True,1.2169309423059598e-24,2.498001805406602e-16,1.6155871338926322e-26,1.5460722979643293e-12,1.5460722979643293e-16,1.8041124150158794e-06,`xtol` termination condition is satisfied.,295,1.1691511547623793e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,f6cd45b68a82ddb4d8dc92d55fd5537633cef41e60ec390645c5e214b2e99fbb,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00_ca0.50_routing_only_e1.00_production_radau.npz,531d532b8381fe2102e78824b1e8dd474bc6c2e8e67de72cf2b512e4b14a7827
True,0.05,0.5,True,8.074375515081252e-23,7.530157053459163e-13,6.462348535570529e-27,9.128982292327947e-12,9.128982292327947e-16,0.00013500311979441904,`xtol` termination condition is satisfied.,173,7.209414312000431e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,468e11e34e1e13ba4d50cc8a5214dd6ed419dc3190b14e333ed08ff9e8bd683e,inherited_saved_rest,inherited,63eb7a1cd2cfe2afe77d2c3b089f676c1f8c2af3dfbebc269c192916f649170f
True,0.05,0.5,True,8.894887623715288e-24,4.996003610813204e-16,3.2311742677852644e-27,4.217546450968612e-12,4.2175464509686122e-16,0.00014210854715202004,`xtol` termination condition is satisfied.,453,3.3205277867942623e-07,True,True,R06,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,6ba04ec20b7ba88f635e27d7be89a214fd4b113aec834b25844acbdf352f0396,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00_ca0.50_routing_only_e0.05_production_radau.npz,05269b20529ff771f75a2d096312039b96bcb053e5414c82b3c55fa24f7fb58b
True,1.0,0.1,True,6.55918227901995e-22,9.999640004920707e-14,2.261821987449685e-26,3.547943189241565e-11,3.5479431892415647e-15,2.261821987449685e-06,`xtol` termination condition is satisfied.,194,2.2027463589108687e-06,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,bee2d7e03ae3851e5d0d92fc07c46aa625175182a7382debb889cfcbf0caeb69,inherited_saved_rest,inherited,caee7985d312a64567fff62afe45bba19d9d3f77de4709c447b0c72d653573bd
True,1.0,0.1,True,1.659188863920028e-22,8.32320323773672e-15,1.2924697071141057e-26,1.8158217984787228e-11,1.815821798478723e-15,1.2924697071141057e-06,`xtol` termination condition is satisfied.,115,1.9072144208635996e-06,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,bed157f2acf98c95c509e7e8ec3fddece5e12abe1d80720d0ddc524d24c7ce55,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00_ca0.10_routing_only_e1.00_production_radau.npz,6e88bbf1ae5b95bda318358fd87ea175a80b7b1284689fba8b191d15f3456df7
True,0.05,0.1,True,1.9442316504018733e-22,5.4023625850607715e-14,6.462348535570529e-27,1.9704290282751558e-11,1.9704290282751558e-15,8.881784197001251e-07,`xtol` termination condition is satisfied.,101,1.995433122978621e-06,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,6d7052824d681c9c532d0a3ff9825d9fc64a1aa2799b1201e5a09a9bea326b72,inherited_saved_rest,inherited,7825de4a3bea72c1a0d5e4fd206dfb5fe75dbd2575605d7f1aecbb35437bff78
True,0.05,0.1,True,4.599364849348579e-23,3.3306690738754696e-16,2.5849394142282115e-26,9.571336778702033e-12,9.571336778702033e-16,3.0097452308197603e-06,`xtol` termination condition is satisfied.,248,6.350434016856887e-07,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,e61828dff4f1119d407dd5b4d8858d8a669e3756d575c826e330cfe2084468cb,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00_ca0.10_routing_only_e0.05_production_radau.npz,492188e45b52c7759f00d07104ce48a0ee90848e2bb97eb3576dd444020b1e8e
True,1.0,0.25,True,6.55918227901995e-22,9.999640004920707e-14,2.261821987449685e-26,3.547943189241565e-11,3.5479431892415647e-15,2.261821987449685e-06,`xtol` termination condition is satisfied.,194,2.2027463589108687e-06,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,bee2d7e03ae3851e5d0d92fc07c46aa625175182a7382debb889cfcbf0caeb69,inherited_saved_rest,inherited,caee7985d312a64567fff62afe45bba19d9d3f77de4709c447b0c72d653573bd
True,1.0,0.25,True,9.263591837328185e-23,4.996003610813204e-16,1.9387045606711586e-26,1.3574211199518516e-11,1.3574211199518516e-15,1.9387045606711586e-06,`xtol` termination condition is satisfied.,145,8.610686372949411e-07,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,0c3b9d168b160f94324bb7e7cc3cdde8d3f3c9157aac83584320f8f08c40b59f,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00_ca0.25_routing_only_e1.00_production_radau.npz,96598937a450811a3c2e0a0981ea1965460c85ad7a138ceb8979dff7d90e3ca8
True,0.05,0.25,True,1.9442316504018733e-22,5.4023625850607715e-14,6.462348535570529e-27,1.9704290282751558e-11,1.9704290282751558e-15,8.881784197001251e-07,`xtol` termination condition is satisfied.,101,1.995433122978621e-06,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,6d7052824d681c9c532d0a3ff9825d9fc64a1aa2799b1201e5a09a9bea326b72,inherited_saved_rest,inherited,7825de4a3bea72c1a0d5e4fd206dfb5fe75dbd2575605d7f1aecbb35437bff78
True,0.05,0.25,True,2.473732653087825e-22,1.457688136863311e-14,3.2311742677852644e-27,2.215892400125874e-11,2.215892400125874e-15,1.7763568394002503e-06,`xtol` termination condition is satisfied.,407,2.2628816376297022e-06,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,8848129c5d3f20166688f2aa987be737d3fc78ded21f8470a6c638fee8fcadbf,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00_ca0.25_routing_only_e0.05_production_radau.npz,aec7c4b05672673a3765b4489fccd5c50c1fd44b57cc1fcfd7eb4f90e519fe9a
True,1.0,0.5,True,6.55918227901995e-22,9.999640004920707e-14,2.261821987449685e-26,3.547943189241565e-11,3.5479431892415647e-15,2.261821987449685e-06,`xtol` termination condition is satisfied.,194,2.2027463589108687e-06,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,bee2d7e03ae3851e5d0d92fc07c46aa625175182a7382debb889cfcbf0caeb69,inherited_saved_rest,inherited,caee7985d312a64567fff62afe45bba19d9d3f77de4709c447b0c72d653573bd
True,1.0,0.5,True,1.2393266697625889e-22,2.229119666630197e-16,1.9387045606711586e-26,1.5701415861935075e-11,1.5701415861935075e-15,1.9387045606711586e-06,`xtol` termination condition is satisfied.,178,1.6297148280635053e-06,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,b84bc6cbc8c9e1f8d57c3e0c11318f125d0b1667fbdb06563016cbec0d4a0548,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00_ca0.50_routing_only_e1.00_production_radau.npz,4034162c0d85d48ffc0dc4507e8292256d11d3a9e8cccef70ccecf779d23abeb
True,0.05,0.5,True,1.9442316504018733e-22,5.4023625850607715e-14,6.462348535570529e-27,1.9704290282751558e-11,1.9704290282751558e-15,8.881784197001251e-07,`xtol` termination condition is satisfied.,101,1.995433122978621e-06,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,6d7052824d681c9c532d0a3ff9825d9fc64a1aa2799b1201e5a09a9bea326b72,inherited_saved_rest,inherited,7825de4a3bea72c1a0d5e4fd206dfb5fe75dbd2575605d7f1aecbb35437bff78
True,0.05,0.5,True,2.730068390658877e-23,2.498001805406602e-16,1.9387045606711586e-26,7.116703060194851e-12,7.116703060194851e-16,2.8362728832220796e-06,`xtol` termination condition is satisfied.,452,4.596910434208592e-07,True,True,R07,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,1632f1357ae1db251d3d84c69803136b6d69659a82d120ed687e5d5dbee6edad,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00_ca0.50_routing_only_e0.05_production_radau.npz,fc2b18ea07f6977ef3260d5e2eccc2558eca033ef5ef2468359635a5ffeb1f29
True,1.0,0.1,True,5.905115492455674e-23,2.0462798122622416e-14,2.261821987449685e-26,1.0857200555269841e-11,1.0857200555269841e-15,3.2612801348363973e-06,`xtol` termination condition is satisfied.,390,8.201915126974805e-07,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,c58071727862a850e18994b9b66ee5b71b9afbc19fa8c38832da3288f5c91c26,inherited_saved_rest,inherited,a6e88bede221b03cbe77922ffe9abe29f0ce382c699d353ab0820623191ece40
True,1.0,0.1,True,9.75758581938561e-23,3.18554210787525e-13,0.0,1.3311834273777023e-11,1.3311834273777023e-15,8.881784197001251e-07,`xtol` termination condition is satisfied.,156,1.0162018008602116e-06,True,True,R08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,572dca722799911a844332aa0d49644525f37540fee65b21ad5afe86f58938da,previous_routed_endpoint,results/ae4_routing_only/trajectories/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00_ca0.10_routing_only_e1.00_production_radau.npz,a1f25d4c3bf92c48887a06fba27ae54caf5f6429f859bfbaa9014fd6b7362de1
