class_id,wt_rest_status,affinity_over_rt,forward_direction,wt_status,wt_cumulative_0_600_pL,wt_endpoint_pL_s,ae4_5pct_status,ae4_5pct_cumulative_0_600_pL,ae4_5pct_endpoint_pL_s,ae4_null_status,ae4_null_cumulative_0_600_pL,ae4_null_endpoint_pL_s,ae4_5pct_early_deficit_pct,ae4_5pct_late_deficit_pct,ae4_5pct_total_deficit_pct,ae4_5pct_nkcc1_compensation_pct,ae4_null_early_deficit_pct,ae4_null_late_deficit_pct,ae4_null_total_deficit_pct,ae4_null_nkcc1_compensation_pct,failure_reason
C3b,PASS,-4.949908273930956,opposed,PASS,1.0355245808654334,0.0017140579087555426,PASS,0.9644678367468013,0.0015762045827017847,PASS,0.9561282639718438,0.0015579506999885168,1.5668634422945193,7.488332246149632,6.861908006012463,10.228351410716474,1.6773760959233552,8.375881551099862,7.667255646141646,11.304318230799492,
