quantity,value,unit,window_start_s,window_end_s
positive_nkcc1_cl_loading,20.84498784243549,fmol,0,60
positive_ae4_cl_loading,0.204479196288885,fmol,0,60
positive_ae2_cl_loading,0.0,fmol,0,60
signed_ae2_cl_flux,-0.05212456729902109,fmol,0,60
nkcc1_cycles,10.422493921217745,fmol,0,60
ae4_signed_cl_flux,0.204479196288885,fmol,0,60
ae4_na_cell_source,-0.204479196288885,fmol,0,60
ae4_k_cell_source,0.0,fmol,0,60
ae4_tic_cell_source,-0.40895839257777,fmol,0,60
ae4_ta_cell_source,-0.40895839257777,fmol,0,60
ae4_hco3_cell_source,-0.40895839257777,fmol,0,60
ae4_co3_cell_source,0.0,fmol,0,60
nbc_cycles,4.519852098507502,fmol,0,60
nbc_bicarbonate_equivalent_influx,9.039704197015004,fmol,0,60
nbc_current_charge,4.360994308577754e-10,C,0,60
nhe1_flux,0.7645480192635454,fmol,0,60
pump_cycles,3.178689161231737,fmol,0,60
cacc_cl_export,25.316373479524078,fmol,0,60
paracellular_cl_return,8.794870339808396,fmol,0,60
water_outflow,0.10783030801020954,pL,0,60
positive_nkcc1_cl_loading,191.12399656733896,fmol,60,600
positive_ae4_cl_loading,4.305689861815527,fmol,60,600
positive_ae2_cl_loading,0.4344954443725335,fmol,60,600
signed_ae2_cl_flux,0.4339147173060216,fmol,60,600
nkcc1_cycles,95.56199828366948,fmol,60,600
ae4_signed_cl_flux,4.305689861815527,fmol,60,600
ae4_na_cell_source,-4.305689861815527,fmol,60,600
ae4_k_cell_source,0.0,fmol,60,600
ae4_tic_cell_source,-8.611379723631053,fmol,60,600
ae4_ta_cell_source,-8.611379723631053,fmol,60,600
ae4_hco3_cell_source,-8.611379723631053,fmol,60,600
ae4_co3_cell_source,0.0,fmol,60,600
nbc_cycles,8.879141883906847,fmol,60,600
nbc_bicarbonate_equivalent_influx,17.758283767813694,fmol,60,600
nbc_current_charge,8.567069536093547e-10,C,60,600
nhe1_flux,1.8955580223045931,fmol,60,600
pump_cycles,32.92376714011422,fmol,60,600
cacc_cl_export,200.80949842736865,fmol,60,600
paracellular_cl_return,74.5689726872926,fmol,60,600
water_outflow,0.8566375287365917,pL,60,600
positive_nkcc1_cl_loading,211.96898440977446,fmol,0,600
positive_ae4_cl_loading,4.510169058104412,fmol,0,600
positive_ae2_cl_loading,0.4344954443725335,fmol,0,600
signed_ae2_cl_flux,0.3817901500070005,fmol,0,600
nkcc1_cycles,105.98449220488723,fmol,0,600
ae4_signed_cl_flux,4.510169058104412,fmol,0,600
ae4_na_cell_source,-4.510169058104412,fmol,0,600
ae4_k_cell_source,0.0,fmol,0,600
ae4_tic_cell_source,-9.020338116208825,fmol,0,600
ae4_ta_cell_source,-9.020338116208825,fmol,0,600
ae4_hco3_cell_source,-9.020338116208825,fmol,0,600
ae4_co3_cell_source,0.0,fmol,0,600
nbc_cycles,13.398993982414352,fmol,0,600
nbc_bicarbonate_equivalent_influx,26.797987964828703,fmol,0,600
nbc_current_charge,1.2928063844671302e-09,C,0,600
nhe1_flux,2.6601060415681386,fmol,0,600
pump_cycles,36.10245630134595,fmol,0,600
cacc_cl_export,226.12587190689274,fmol,0,600
paracellular_cl_return,83.36384302710101,fmol,0,600
water_outflow,0.9644678367468013,pL,0,600
