time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_na_branch_export_fmol_s,ae4_k_branch_export_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,ae2_positive_cl_loading_fmol_s,cumulative_outflow_0_t_pL
0.0,0.0010776814707374822,11.504825605191392,116.97377381898451,60.57229665283094,5.685898476324307,4.92311254096896,6.9109830678074875,1.4533343925874602,301.41542362959416,-0.03142872407710091,-0.06705742727215,-0.03562870319504909,0.0,0.0,0.0,1.0,0.007880875986972877,0.256706376109366,0.00024669650831040323,-0.0019869843454434683,0.2596533219301311,0.10239383427632785,0.128353188054683,1.0,4937608.164510875,0.0,0.04458903298618399,-0.00012334825415520162,-0.00012334825415520162,0.00012334825415520162,0.00012334825415520162,-0.0004933930166208065,-0.0004933930166208065,0.0,0.0
1e-06,0.0010776814707374822,11.504825605191392,116.97377381898451,60.57229665283094,5.685898476324307,4.92311254096896,6.9109830678074875,1.4533343925874602,301.41542362959416,-0.027375559665677795,-0.08036574130031797,-0.05299018163464017,1.0,0.10081428920480762,9.727100176367595e-12,2.3,0.018126014770037616,0.4492361581913904,0.00024669650831040323,-0.0019869843454434683,0.6126791038817435,0.14737859532269706,0.2246180790956952,1.75,4937608.164510875,0.20162857840961523,0.04458903298618399,-0.00012334825415520162,-0.00012334825415520162,0.00012334825415520162,0.00012334825415520162,-0.0004933930166208065,-0.0004933930166208065,0.0,1.0776814707374823e-09
1.0,0.0013893925387707758,11.644675529117134,116.86179686105801,60.45908784439441,5.829264746544012,5.050314419906337,6.912965128156371,1.453554852185061,301.84157111043135,-0.02727770361378815,-0.0803296829790312,-0.05305197936524306,1.0,0.09993019506361021,9.641798059528816e-12,2.3,0.017846831545257315,0.4407291337654938,0.0003938598419538725,-0.0019290320136604526,0.5786092228327563,0.14771411643208554,0.2203645668827469,1.75,4974198.734573588,0.19986039012722043,0.04522869362332462,-0.00019692992097693625,-0.00019692992097693625,0.00019692992097693625,0.00019692992097693625,-0.000787719683907745,-0.000787719683907745,0.0,0.001233536848898595
2.0,0.0016373870930654318,11.777001495640034,116.74102101605548,60.34683099873152,5.969386109223739,5.174820188996745,6.9149323151836395,1.454107848177177,301.8034498209251,-0.02718798773641062,-0.08029102598151434,-0.05310303824510372,1.0,0.09904708364124147,9.556590760642603e-12,2.3,0.017576897605502188,0.4332225876184222,0.0005378229647837373,-0.0018729745020936476,0.5529551158663182,0.14790579586247024,0.2166112938092111,1.75,5006879.682860943,0.19809416728248294,0.045821887995313816,-0.0002689114823918686,-0.0002689114823918686,0.0002689114823918686,0.0002689114823918686,-0.0010756459295674745,-0.0010756459295674745,0.0,0.002746926664816699
3.0,0.0018128215373556522,11.903947812806935,116.6270651714804,60.2419430859652,6.107218019007467,5.297449324216375,6.916883330916879,1.4547502628728533,301.77247343305703,-0.027123349788513575,-0.0802557346969245,-0.05313238490841092,1.0,0.09815622685444705,9.470636147697387e-12,2.3,0.017314851540653455,0.4260743849221095,0.0006794243989631182,-0.0018186465941157604,0.5321270507665276,0.14803531560557354,0.21303719246105474,1.75,5038349.661502849,0.1963124537088941,0.04638009679638819,-0.0003397121994815591,-0.0003397121994815591,0.0003397121994815591,0.0003397121994815591,-0.0013588487979262363,-0.0013588487979262363,0.0,0.004472030980027241
4.0,0.001933923668577381,12.025900349182253,116.51915444208083,60.14286599013784,6.242867600536155,5.418287424324781,6.918817171743983,1.4554569178608152,301.74680056121116,-0.02707687373755022,-0.08022307657290757,-0.053146202835357356,1.0,0.09725860626818326,9.384028927313976e-12,2.3,0.017060349767967393,0.41928884275786144,0.0008187097765897989,-0.001765920432205087,0.5148704845227425,0.1481195924092212,0.20964442137893072,1.75,5068543.342262007,0.19451721253636653,0.04690641181368743,-0.00040935488829489945,-0.00040935488829489945,0.00040935488829489945,0.00040935488829489945,-0.0016374195531795978,-0.0016374195531795978,0.0,0.006345403582993757
5.0,0.002014354564395429,12.143191349952268,116.4166680974648,60.04845699250997,6.376419018154883,5.537400767906266,6.920733084909354,1.4562094995995838,301.72518745316705,-0.027044036338011404,-0.08019253861338481,-0.053148502275373405,1.0,0.09635519220371153,9.296862721261541e-12,2.3,0.016813073148486193,0.4128615534082336,0.0009557027025451228,-0.0017146919770603824,0.5003506466861036,0.14816969584566525,0.2064307767041168,1.75,5097435.139600319,0.19271038440742305,0.04740349655118683,-0.0004778513512725614,-0.0004778513512725614,0.0004778513512725614,0.0004778513512725614,-0.0019114054050902456,-0.0019114054050902456,0.0,0.008319542699480162
6.0,0.0020644399206795976,12.256113501709075,116.31909634520761,59.95785538902837,6.507941084587651,5.654842802273842,6.922630509053456,1.45699428715554,301.70676883832226,-0.027021734365068904,-0.08016374647646954,-0.053142012111400634,1.0,0.09544693322171921,9.209229051733041e-12,2.3,0.01657272254086724,0.4067829962399699,0.0010904153139942696,-0.001664873803239605,0.4879854444539525,0.14819322880833374,0.20339149811998494,1.75,5125024.837870165,0.19089386644343842,0.047873688259638884,-0.0005452076569971348,-0.0005452076569971348,0.0005452076569971348,0.0005452076569971348,-0.002180830627988539,-0.002180830627988539,0.0,0.010358939942017677
7.0,0.002092024195964917,12.364928540901284,116.2260106936909,59.87039866150924,6.637491814755151,5.770658019570381,6.9245090330983725,1.457800783796251,301.6909193832988,-0.027007754732791073,-0.08013641759203619,-0.05312866285924511,1.0,0.0945347503048023,9.121216780040122e-12,2.3,0.016339016152236326,0.40104076512407016,0.0012228542293139827,-0.0016163906211027169,0.47735347433848996,0.14819562022782187,0.20052038256203508,1.75,5151328.459950768,0.1890695006096046,0.04831906209046851,-0.0006114271146569914,-0.0006114271146569914,0.0006114271146569914,0.0006114271146569914,-0.0024457084586279655,-0.0024457084586279655,0.0,0.012437172000339934
8.0,0.0021030846474915685,12.469873092164407,116.13704439111385,59.785567899797734,6.765121385661102,5.8848844717979025,6.926368366400642,1.458620827538268,301.67717265104955,-0.02700046769564398,-0.08011033271449544,-0.05310986501885146,1.0,0.09361953273898824,9.032911709240493e-12,2.3,0.01611168767932583,0.39562092688613587,0.0013530240719271302,-0.0015691763351101734,0.4681400942026602,0.1481808743110915,0.19781046344306794,1.75,5176372.49438295,0.18723906547797647,0.04874147574594274,-0.0006765120359635651,-0.0006765120359635651,0.0006765120359635651,0.0006765120359635651,-0.0027060481438542605,-0.0027060481438542605,0.0,0.014534726422068177
