time_s,na_i_fmol,k_i_fmol,cl_i_fmol,tic_i_fmol,alk_i_fmol,volume_i_pL,na_l_fmol,k_l_fmol,cl_l_fmol,tic_l_fmol,alk_l_fmol,volume_l_pL,ae4_effective_activation_fraction
0.0,16.720358732745492,170.0020085218768,88.0318019635695,8.263511808402752,20.628803085107954,1.4533343925874602,13.127768668225414,2.7189726089909274,15.378687854537976,0.5402623164056106,0.4680534226783657,0.10538840735368742,0.0
1e-06,16.720358732745492,170.0020085218768,88.0318019635695,8.263511808402752,20.628803085107954,1.4533343925874602,13.127768668225414,2.7189726089909274,15.378687854537976,0.5402623164056106,0.4680534226783657,0.10538840735368742,0.0
1.0,16.926174617468853,169.8650318624558,87.88060049490234,8.473156057010367,20.848843779077438,1.453554852185061,13.164387251027325,2.9400120271781747,15.645695874012546,0.5309440927835023,0.4587034041929576,0.10694696269385388,0.032783867281320954
2.0,17.125030302804525,169.75403486366304,87.75080056787725,8.680131190222061,21.066502392645468,1.454107848177177,13.168551258297699,3.1208775284195176,15.840673984777213,0.521087577495096,0.44875480194000705,0.10818693546532716,0.06449298375590615
3.0,17.317271209905616,169.6632537163005,87.63698254027933,8.88447701857294,21.281780179981943,1.4547502628728533,13.150299872481526,3.269722685112497,15.981446402016905,0.5110765797974399,0.4385761555771236,0.10906410768677827,0.0951625518302913
4.0,17.503179856722102,169.58860939601928,87.53535036532207,9.086224836489496,21.494676681474548,1.4554569178608152,13.117143778190218,3.3927089596781768,16.081426094285277,0.5011776215815706,0.42842664358312293,0.10966961834288691,0.12482665184274255
5.0,17.683030599255986,169.52705799526004,87.44313350879007,9.285401947664592,21.705192879781272,1.4562094995995838,13.074539320173383,3.49463084434612,16.150688456527522,0.4915676669664516,0.4184817079919899,0.11007177282197715,0.15351824695183397
6.0,17.85708735472,169.47625886206234,87.35825277191233,9.482032981389036,21.913331238925444,1.45699428715554,13.02644652712338,3.579279067848448,16.19686774219602,0.4823610363097991,0.4088578527758185,0.110322199603398,0.18126921971737983
7.0,18.025602518510524,169.43436948677405,87.27911409494219,9.67614076999126,22.11909570439799,1.457800783796251,12.975723675214995,3.649684969415618,16.22577891387543,0.4736278950876517,0.3996297307551951,0.11046012097982459,0.20811040711175946
8.0,18.188816608990027,169.39991179761503,87.20447452484828,9.86774695394983,22.3224916758124,1.458620827538268,12.924413480995351,3.7082942005205712,16.241865483744203,0.46540725135026056,0.39084219777172946,0.11051542323745785,0.23407163620690963
9.0,18.34695827723231,169.37168280815516,87.13335290987314,10.056872405270067,22.523525969569807,1.4594479985202788,12.8739506502328,3.7570922434131626,16.248524067158105,0.4577161047411952,0.3825188264878708,0.11051087822235779,0.2591817544085205
10.0,18.500244649398933,169.34869063235257,87.06496631528381,10.243537534809036,22.72220676052308,1.4602771970488306,12.825319133340468,3.7977014625205094,16.248352446547724,0.4505561216973022,0.374668149313269,0.11046383847756797,0.28346866578520513
11.0,18.648881693404658,169.3301101577761,86.99868611485005,10.427762512577523,22.918543530386046,1.4611043521746423,12.779166095235903,3.831452495483137,16.243330523376983,0.4439183332940291,0.3672880673420707,0.11038747228639324,0.3069593568767892
12.0,18.793064776408187,169.3152488380322,86.93400441039545,10.609567431208259,23.112546998100324,1.4619261987584262,12.735890682908964,3.85944247015415,16.234963996068352,0.4377866330041855,0.36036915699477795,0.11029174264557737,0.3296799309538822
13.0,18.932979200989333,169.30352170327512,86.8705096442884,10.788972423822155,23.30422905403141,1.4627401155638455,12.695709273145297,3.882579330525394,16.224391577564948,0.43214025433714826,0.3538970261057615,0.11018413682323085,0.351655636917036
14.0,19.068800709573466,169.29443235157106,86.80786815765516,10.9659977519604,23.493602697544713,1.4635440027169413,12.658704799718437,3.9016166829342223,16.212467444342934,0.42695557199307643,0.34785403830974704,0.11007022679329499,0.3729108936598965
15.0,19.200696059235778,169.28755751026844,86.74580939852046,11.140663867366353,23.680681965039096,1.464336183398771,12.624864871346503,3.9171826375998697,16.199826922505043,0.42220741478648016,0.34222058644134945,0.10995411491399729,0.3934693202062651
16.0,19.328823534354168,169.28253514729272,86.68411461214181,11.31299145562253,23.86548186356043,1.4651153286128669,12.594110052541819,3.929802334885445,16.186936385025827,0.41786999326368235,0.33697600240145476,0.10983877207727719,0.41335376117341543
17.0,19.45333344090409,169.27905487924983,86.6226078096259,11.483001464859685,24.048018304583355,1.465880397056313,12.566315249263242,3.9399161778207286,16.174132212791545,0.4139175582450868,0.33209921429244893,0.10972630136585108,0.43258631164972355
18.0,19.57436860511038,169.2768500029016,86.5611483661016,11.65071512211053,24.228308035965693,1.4666305857805748,12.54132585437201,3.947894858324056,16.161651499916807,0.4103248556708352,0.32756921277927764,0.10961814548744651,0.45118834438801336
19.0,19.692064791298712,169.2756912402194,86.49962524424996,11.816153942040055,24.406368581323505,1.46736529165039,12.518969585246928,3.954051096262903,16.14965530314587,0.40706743818032537,0.32336537836398177,0.1095152436586143,0.4691805309036244
20.0,19.806551116327284,169.2753813949199,86.43795212680848,11.979339727883984,24.58221817849402,1.4680840788175287,12.499065397878809,3.958649470730998,16.13824716043509,0.40412187015861684,0.3194677081747375,0.10941815633487009,0.48658286393779815
21.0,19.91795046012689,169.27575079982216,86.37606333634741,12.140294565294058,24.75587571765697,1.4687866514018602,12.481429958927313,3.9619145694982896,16.12748756653615,0.4014658477462992,0.3158569618894738,0.10932716249974199,0.5034146816307896
22.0,20.026379774139414,169.27665377997212,86.31391065903537,12.299040814762215,24.927360689131525,1.469472832203921,12.46588231393576,3.964037254794733,16.11740480599856,0.39907827705146165,0.31251476273195095,0.10924233241591595,0.5196946826417765
23.0,20.13195055905811,169.27796494926858,86.2514601876744,12.455601091679085,25.096693114707637,1.4701425414543954,12.45224699213096,3.965180771004042,16.108004136954484,0.39693926851869443,0.309423626180538,0.10916358892307332,0.5354409620539075
24.0,20.234769091742336,169.27957688013066,86.1886902612622,12.609998254507792,25.263893504666147,1.47079578295964,12.440356205434574,3.965484649512061,16.09927386098699,0.395030150327438,0.3065669939596662,0.10909074805539755,0.5506710220237145
25.0,20.334936619332016,169.28139801721542,86.12558961608377,12.762255390056099,25.428982814519003,1.4714326316330055,12.430051543053475,3.9650681265051677,16.091190412417276,0.3933334712337957,0.30392925714138685,0.10902355305326746,0.5654017782607259
