time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_na_branch_export_fmol_s,ae4_k_branch_export_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,ae2_positive_cl_loading_fmol_s,cumulative_outflow_0_t_pL
551.0,0.0015561450661631005,17.4845568514498,113.44356402492248,51.776428968021214,16.680101792409715,15.481235968904054,7.215678247848331,1.5195523171353453,301.5286774524561,-0.03027582133849992,-0.0785893813605392,-0.04831356002203928,1.0,0.001921793026823654,1.8542483845898033e-13,2.3,0.0016646394767532143,0.36593866985120377,0.0,0.0011336587734302362,0.3653893487919772,0.13596409660684167,0.18296933492560188,1.75,5317392.016451484,0.003843586053647308,0.062234718233130544,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0011336587734302362,0.8779709950100876
552.0,0.0015561576220662122,17.48411483715434,113.445416626218,51.776520277543604,16.680599618821574,15.482096341156817,7.215837117055495,1.5195821723008278,301.5286798247102,-0.030275827203361742,-0.0785896550564875,-0.04831382785312576,1.0,0.0019162343150374013,1.8488850430612438e-13,2.3,0.0016624369833787005,0.3659445982594126,0.0,0.0011337863822957841,0.365392279527665,0.13596487985425854,0.1829722991297063,1.75,5317363.180009243,0.0038324686300748026,0.062233974641454186,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0011337863822957841,0.8795271463542023
553.0,0.001556170230759532,17.483671569210202,113.44726670030717,51.77661483552456,16.681095521539643,15.482953602461688,7.215995499123754,1.5196119919536897,301.5286822092425,-0.03027583139141141,-0.07858992849536185,-0.048314097103950446,1.0,0.0019107039349934114,1.843549037508302e-13,2.3,0.0016602440815314781,0.3659504932540929,0.0,0.0011339133570214893,0.3653952204596346,0.1359656666129915,0.18297524662704645,1.75,5317334.506366207,0.003821407869986823,0.06223322888305887,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0011339133570214893,0.8810833102806152
554.0,0.0015561828915827388,17.483227065417825,113.44911424162764,51.77671261163195,16.68158952119643,15.483807777143369,7.21615339573851,1.5196417761279317,301.5286846058933,-0.030275833917344955,-0.07859020167399013,-0.048314367756645174,1.0,0.0019052016495177172,1.8382401390928879e-13,2.3,0.0016580607184763564,0.36595635506179774,0.0,0.0011340397028256426,0.365398171449853,0.1359664568364916,0.18297817753089887,1.75,5317305.994415807,0.0038104032990354344,0.062232480987400786,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0011340397028256426,0.8826394868417863
555.0,0.0015561956038814967,17.482781343415077,113.45095924472811,51.776813575792154,16.682081638176058,15.484658889273243,7.216310808578497,1.5196715248569392,301.5286870145041,-0.030275834795736704,-0.0785904745892473,-0.0483146397935106,1.0,0.0018997272238117516,1.8329581212688244e-13,2.3,0.0016558868418352333,0.3659621839071832,0.0,0.001134165424874432,0.3654011323615718,0.13596725047865607,0.1829810919535916,1.75,5317277.643060764,0.0037994544476235032,0.062231730983670415,0.0,0.0,-0.0,-0.0,0.0,0.0,0.001134165424874432,0.8841956760895184
556.0,0.001556208367007747,17.482334420668543,113.45280170427384,51.77691769820373,16.682571892601715,15.485506962656588,7.216467739315327,1.5197012381734574,301.5286894349182,-0.03027583404103279,-0.07859074723805771,-0.048314913197024925,1.0,0.001894280425570533,1.827702759895878e-13,2.3,0.001653722399591485,0.36596798001292297,0.0,0.001134290528279387,0.36540410305938475,0.13596804749385158,0.18298399000646148,1.75,5317249.4512135135,0.003788560851141066,0.062230978900777854,0.0,0.0,-0.0,-0.0,0.0,0.0,0.001134290528279387,0.885751878074963
557.0,0.0015562211803192784,17.48188631448536,113.45464161503861,51.77702494931877,16.6830603043541,15.486352020851047,7.2166241896140155,1.5197309161096377,301.5286918669804,-0.03027583166755999,-0.07859101961739177,-0.048315187949831785,1.0,0.0018888610248120707,1.822473833075162e-13,2.3,0.0016515673400797311,0.36597374359983365,0.0,0.0011344150181010816,0.3654070834091534,0.13596884783688196,0.18298687179991682,1.75,5317221.4177955855,0.0037777220496241415,0.06223022476737265,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0011344150181010816,0.8873080928486266
558.0,0.0015562340431800354,17.481437042004696,113.45647897191009,51.77713529985623,16.683546893059166,15.487194087154121,7.216780161132528,1.5197605586970153,301.52869431053716,-0.030275827689519294,-0.07859129172426808,-0.04831546403474879,1.0,0.001883468793993592,1.817271121261276e-13,2.3,0.0016494216119901557,0.3659794748867916,0.0,0.0011345388993466324,0.36541007327805153,0.13596965146301104,0.1829897374433958,1.75,5317193.541738012,0.003766937587987184,0.06222946861182946,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0011345388993466324,0.8888643204603762
559.0,0.0015562469549597225,17.48098662020934,113.45831376988194,51.77724872078369,16.684031678106138,15.48803318462124,7.2169356555223,1.5197901659665531,301.52869676543605,-0.030275822120994562,-0.07859156355575016,-0.048315741434755595,1.0,0.0018781035078443606,1.8120944071010017e-13,2.3,0.001647285164358393,0.36598517409085546,0.0,0.001134662176973326,0.3654130725344921,0.13597045832793067,0.18299258704542773,1.75,5317165.821980732,0.0037562070156887213,0.06222871046226745,0.0,0.0,-0.0,-0.0,0.0,0.0,0.001134662176973326,0.8904205609594461
560.0,0.0015562599150340528,17.48053506591735,113.46014600405921,51.777365183330446,16.684514678635548,15.488869336053533,7.217090674427787,1.51981973794862,301.5286992315268,-0.030275814975946343,-0.07859183510894863,-0.048316020133002284,1.0,0.0018727649434792603,1.8069434755428948e-13,2.3,0.0016451579465699537,0.365990841427182,0.0,0.001134784855886166,0.36541608104818274,0.1359712683877834,0.182995420713591,1.75,5317138.257472994,0.0037455298869585206,0.062227950346536304,0.0,0.0,-0.0,-0.0,0.0,0.0,0.001134784855886166,0.891976814394443
