time_s,nkcc_multiplier,nkcc_ca_multiplier,nkcc_beta_increment,nkcc_cycles_fmol_s,nkcc_cl_fmol_s,ae4_cl_fmol_s,ae2_cl_fmol_s,nhe_fmol_s,nbc_cycles_fmol_s,vrac_conductance_S,vrac_current_A,vrac_cl_fmol_s,tmem16a_current_A,tmem16a_cl_fmol_s,total_cl_export_fmol_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,relative_swelling,v_apical_V,v_basolateral_V,v_trans_V,pump_cycles_fmol_s,k_apical_fmol_s,k_basolateral_fmol_s,para_cl_return_fmol_s,lumen_osm_mOsm,volume_l_pL,flow_pL_s,chloride_derivative_mM_s,cell_bulk_charge_rate_fmol_s,lumen_bulk_charge_rate_minus_outflow_fmol_s,carbon_accounting_fmol_s,buffer_site_accounting_fmol_s,water_volume_accounting_pL_s,homeostasis_charge_fmol_s,ae4_charge_fmol_s,apical_current_A,basolateral_current_A,cell_speciation_alkalinity_mM,lumen_speciation_alkalinity_mM,cumulative_pL
60.0,2.5,1.0,1.5,0.1496091799882895,0.299218359976579,0.004355286702006481,-0.0021971894916145915,0.008584622398171976,0.0,0.0,0.0,0.0,-2.626616912984633e-11,0.27222965970805557,0.27222965970805557,13.61191895247083,122.01241670060946,61.03921827372682,5.3971471456144755,4.631835374264776,6.882921942228472,1.3016772628287265,0.03339248863630706,-0.03336658423933546,-0.07165920008486525,-0.03829261584552979,0.051522567607074236,0.03925025989466476,0.1814568322063166,0.11269004047429944,321.1289323996095,0.10511123501423662,0.0010222470028473235,0.013184252403169627,-4.336808689942018e-17,1.6479873021779667e-16,0.0,0.0,-1.0842021724855044e-19,-1.5612511283791264e-17,0.0,9.693522803355793e-27,-1.2924697071141057e-26,5.329070518200751e-15,-8.881784197001252e-16,0.06059003985233406
70.0,2.5,1.0,1.5,0.1474295863673584,0.2948591727347168,0.004515528687197151,-0.0021972222210388287,0.00859189828537767,0.0,0.0,0.0,0.0,-2.6286237211724383e-11,0.2724376507201308,0.2724376507201308,13.595384957977107,122.06125377076302,61.16007841621221,5.407864275902769,4.640931297810389,6.882854635106794,1.3034807798285202,0.03482428818749872,-0.03332195189456129,-0.07164675928832978,-0.03832480739376849,0.051469243687458206,0.03927512097059437,0.18169328606207819,0.11277833126097861,321.1285979981645,0.10511631255951669,0.0010232625119033362,0.011158306111736266,9.020562075079397e-17,1.3617579286417936e-16,-4.336808689942018e-19,0.0,0.0,6.245004513516506e-17,0.0,9.693522803355793e-27,-1.9387045606711586e-26,1.7763568394002505e-15,8.881784197001252e-16,0.07081781701242605
80.0,2.5,1.0,1.5,0.14608078139465974,0.2921615627893195,0.004640485742977193,-0.002197275333086459,0.008601759120953388,0.0,0.0,0.0,0.0,-2.630332298576626e-11,0.2726147322895929,0.2726147322895929,13.569289476563455,122.1153149330615,61.26493805961693,5.4171162274493785,4.648765825686924,6.88278493290285,1.3050469399783882,0.0360676517931271,-0.03328306215176882,-0.0716352240140447,-0.03835216186227587,0.051384741743775664,0.039297863334855916,0.18193212721096164,0.1128530599143467,321.12842791148216,0.10512035524588119,0.0010240710491762367,0.009907814309241847,-3.5388358909926865e-16,1.9949319973733282e-16,0.0,0.0,1.0842021724855044e-19,0.0,0.0,2.261821987449685e-26,9.693522803355793e-27,3.552713678800501e-15,0.0,0.08105460674806982
90.0,2.5,1.0,1.5,0.14520613673701824,0.2904122734740365,0.004735001864689739,-0.0021974616422755187,0.008612830648007826,0.0,0.0,0.0,0.0,-2.631872009881287e-11,0.2727743121211414,0.2727743121211414,13.53832270465332,122.17146434590398,61.35965233794126,5.4251102434557135,4.655522703359718,6.882716691044019,1.3064590110011822,0.03718868511685991,-0.033247840172266625,-0.07162425453837282,-0.03837641436610619,0.05128396878674554,0.03932054209811827,0.1821698012362777,0.11291898745270934,321.1283529281278,0.10512383517125232,0.0010247670342504623,0.009087623439804113,-1.3183898417423734e-16,7.37257477290143e-17,-2.168404344971009e-19,0.0,1.0842021724855044e-19,6.938893903907228e-18,0.0,9.693522803355793e-27,3.2311742677852644e-27,7.105427357601002e-15,8.881784197001252e-16,0.09129886587697128
100.0,2.5,1.0,1.5,0.1446049593673982,0.2892099187347964,0.004805554513548388,-0.0021977929248961944,0.008624298152362011,0.0,0.0,0.0,0.0,-2.6333067000119244e-11,0.2729230072750175,0.2729230072750175,13.505153255652038,122.22792940453115,61.44748623921931,5.43209669240389,4.661421236326846,6.882652796421316,1.3077652964636364,0.03822573602299739,-0.033215125875898685,-0.07161368995923836,-0.03839856408333968,0.05117543730130813,0.039343585071716446,0.18240398490199328,0.11297890670529796,321.1283327987102,0.10512698596204004,0.0010253971924080064,0.008508872701110146,-3.3306690738754696e-16,3.139849491518021e-16,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,2.5849394142282115e-26,3.2311742677852644e-27,3.552713678800501e-15,0.0,0.10154972934658778
110.0,2.5,1.0,1.5,0.14416333482460184,0.28832666964920367,0.0048582276888636255,-0.002198243735795126,0.008635681534817967,0.0,0.0,0.0,0.0,-2.6346677678902684e-11,0.2730640720201387,0.2730640720201387,13.471298255640544,122.28371618148766,61.53028292519882,5.438302245738626,4.666659005363553,6.882595219627226,1.3089941878473814,0.03920134431053257,-0.033184263379261614,-0.07160345882496623,-0.038419195445704615,0.05106403381498556,0.03936685082465577,0.18263318738049744,0.11303448320137746,321.12834395650145,0.10512992362063799,0.001025984724127596,0.008067559157082672,-3.8163916471489756e-17,1.0668549377257364e-16,2.168404344971009e-19,0.0,-1.0842021724855044e-19,1.734723475976807e-17,0.0,9.693522803355793e-27,-3.2311742677852644e-27,5.329070518200751e-15,8.881784197001252e-16,0.1118066681235232
120.0,2.5,1.0,1.5,0.14381622542048078,0.28763245084096156,0.004898017290190335,-0.002198779906992762,0.008646703240899568,0.0,0.0,0.0,0.0,-2.635970691142221e-11,0.27319911049938983,0.27319911049938983,13.437613619493083,122.33827890209002,61.60910122149908,5.443909582316267,4.671394687811072,6.882545177206225,1.3101626403072368,0.04012897055846998,-0.03315487570923362,-0.07159353230440962,-0.03843865659517601,0.050952559425157064,0.03939006417935783,0.1828564868948748,0.11308672872743099,321.1283725674692,0.1051327062740516,0.0010265412548103175,0.007706210986613971,1.0755285551056204e-16,-1.4311468676808659e-16,0.0,0.0,0.0,-3.122502256758253e-17,0.0,-1.6155871338926322e-26,0.0,3.552713678800501e-15,8.881784197001252e-16,0.12206932055994023
130.0,2.5,1.0,1.5,0.14352633153503547,0.28705266307007093,0.004928741778786425,-0.0021993700441434103,0.008657209071489674,0.0,0.0,0.0,0.0,-2.6372232640850035e-11,0.27332893053682566,0.27332893053682566,13.404573760076534,122.39133070276623,61.68456608005361,5.449057037172292,4.675748028710037,6.8825033127016715,1.3112809981697806,0.04101682705543963,-0.03312674031014925,-0.07158390031747737,-0.03845716000732812,0.05084260520932774,0.03941297536383246,0.18307334996366542,0.1131362723311511,321.12841051508985,0.10513536376435684,0.0010270727528713663,0.0073929994034365705,6.938893903907228e-18,-1.3010426069826053e-17,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,-3.2311742677852644e-27,-1.7763568394002505e-15,8.881784197001252e-16,0.13233740964292973
140.0,2.5,1.0,1.5,0.14327217376450535,0.2865443475290107,0.004953191430557308,-0.002199989151177427,0.00866712007528517,0.0,0.0,0.0,0.0,-2.638429664094352e-11,0.273453965086932,0.273453965086932,13.372432462291696,122.44273440395902,61.75706193061055,5.453845504336867,4.679806008885781,6.882469857534096,1.3123557626528704,0.041870075072897084,-0.03309972008671393,-0.07157455982984991,-0.03847483974313598,0.05073505635172553,0.03943540272796145,0.18328350600724524,0.11318351705855248,321.128453053266,0.10513791223506369,0.0010275824470127371,0.0071102560231002445,-2.220446049250313e-16,1.5525775109992423e-16,0.0,0.0,1.0842021724855044e-19,-4.163336342344337e-17,0.0,1.6155871338926322e-26,6.462348535570529e-27,5.329070518200751e-15,-8.881784197001252e-16,0.14261070270964013
150.0,2.5,1.0,1.5,0.14304132730044172,0.28608265460088345,0.004973342706666065,-0.0022006188701507202,0.008676403080274479,0.0,0.0,0.0,0.0,-2.639592423830568e-11,0.273574476641452,0.273574476641452,13.341315921616822,122.49243912647547,61.8268394729247,5.4583468732153735,4.683630280972638,6.882444759699108,1.3133911878606335,0.042692091914400265,-0.033073725235181116,-0.07156550944850634,-0.03849178421332523,0.05063038499567434,0.03945723116638607,0.18348686047939175,0.1132287312960534,321.1284974253235,0.10514036125137284,0.001028072250274567,0.006848133333679946,-1.4051260155412137e-16,1.1709383462843448e-16,0.0,0.0,-1.0842021724855044e-19,2.6020852139652106e-17,0.0,1.2924697071141057e-26,0.0,1.7763568394002505e-15,0.0,0.15288899201351497
160.0,2.5,1.0,1.5,0.1428265635462139,0.2856531270924278,0.004990563466047787,-0.002201246473901475,0.00868505254779832,0.0,0.0,0.0,0.0,-2.6407133622853652e-11,0.2736906537255919,0.2736906537255919,13.311276762763192,122.54044337631863,61.8940746370979,5.462611688113802,4.687263890452088,6.882427780588471,1.314390205006075,0.0434852046494838,-0.03304869217744654,-0.07155674718331628,-0.03850805500586974,0.05052882138264746,0.0394783973034397,0.1836834350395047,0.11327210233076682,321.12854204858445,0.10514271722752312,0.0010285434455046232,0.006601099124953862,1.734723475976807e-17,5.637851296924623e-17,4.336808689942018e-19,0.0,0.0,3.469446951953614e-18,0.0,9.693522803355793e-27,-9.693522803355793e-27,-1.7763568394002505e-15,-1.7763568394002505e-15,0.16317208540970257
