time_s,nkcc_multiplier,nkcc_ca_multiplier,nkcc_beta_increment,nkcc_cycles_fmol_s,nkcc_cl_fmol_s,ae4_cl_fmol_s,ae2_cl_fmol_s,nhe_fmol_s,nbc_cycles_fmol_s,vrac_conductance_S,vrac_current_A,vrac_cl_fmol_s,tmem16a_current_A,tmem16a_cl_fmol_s,total_cl_export_fmol_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,relative_swelling,v_apical_V,v_basolateral_V,v_trans_V,pump_cycles_fmol_s,k_apical_fmol_s,k_basolateral_fmol_s,para_cl_return_fmol_s,lumen_osm_mOsm,volume_l_pL,flow_pL_s,chloride_derivative_mM_s,cell_bulk_charge_rate_fmol_s,lumen_bulk_charge_rate_minus_outflow_fmol_s,carbon_accounting_fmol_s,buffer_site_accounting_fmol_s,water_volume_accounting_pL_s,homeostasis_charge_fmol_s,ae4_charge_fmol_s,apical_current_A,basolateral_current_A,cell_speciation_alkalinity_mM,lumen_speciation_alkalinity_mM,cumulative_pL
0.0,1.0,1.0,0.0,0.1298776641370829,0.2597553282741658,0.005549800351254686,-0.0020760874273370302,0.009023513275380054,0.0,0.0,0.0,0.0,-2.5397741463566907e-11,0.2632290411974684,0.2632290411974684,11.952206317073285,122.85284792705396,57.85495030913425,5.427597369124638,4.658274425121358,6.883124544391061,1.259615564408113,0.0,-0.03450040362198103,-0.07186910966463332,-0.03736870604265229,0.045375425745436924,0.03666705523316194,0.1811865602188694,0.11023584374900455,321.115857715653,0.10491258831956275,0.0009825176639125493,-1.2997433340931482e-10,1.491862189340054e-16,6.938893903907228e-18,2.168404344971009e-19,0.0,0.0,1.0408340855860843e-17,0.0,-6.462348535570529e-27,-1.2924697071141057e-26,5.329070518200751e-15,-8.881784197001252e-16,0.0
1e-06,2.5,1.0,1.5,0.32469416034270726,0.6493883206854145,0.005549800351254686,-0.0020760874273370302,0.009023513275380054,0.0,0.0,0.0,0.0,-2.5397741463566907e-11,0.2632290411974684,0.2632290411974684,11.952206317073285,122.85284792705396,57.85495030913425,5.427597369124638,4.658274425121358,6.883124544391061,1.259615564408113,0.0,-0.03450040362198103,-0.07186910966463332,-0.03736870604265229,0.045375425745436924,0.03666705523316194,0.1811865602188694,0.11023584374900455,321.115857715653,0.10491258831956275,0.0009825176639125493,0.3093269115252776,1.214306433183765e-16,6.938893903907228e-18,2.168404344971009e-19,0.0,0.0,-1.0061396160665481e-16,0.0,-6.462348535570529e-27,-1.2924697071141057e-26,5.329070518200751e-15,-8.881784197001252e-16,9.825176639125494e-10
1.0,2.5,1.0,1.5,0.31088622475591215,0.6217724495118243,0.005369065641386797,-0.002086329721034738,0.008987409156159396,0.0,1.6679361381766178e-09,-9.460415629797402e-12,0.09805029865090131,-1.7920378724212556e-11,0.18573163744645413,0.28378193609735547,12.080338149093132,122.78897149547073,58.047212159549325,5.418715900783966,4.650651184329346,6.88312410966056,1.261716522728199,0.0016679361381766178,-0.03205128062114937,-0.07091755388614734,-0.038866273264997975,0.04590934045407169,0.04710317908699909,0.1907694165562846,0.11413217035665604,321.17717933164784,0.10494446213219703,0.0009888924264394056,0.17191005484928074,9.8879238130678e-17,1.0527603094834248e-16,1.0842021724855044e-19,0.0,0.0,-3.9898639947466563e-17,0.0,6.462348535570529e-27,-1.2924697071141057e-26,7.105427357601002e-15,0.0,0.0009857050419885963
2.0,2.5,1.0,1.5,0.29899681642241627,0.5979936328448325,0.005205048864723505,-0.0020952328566806416,0.008954628169125883,0.0,3.2792387007054555e-09,-1.4474604677372455e-11,0.1500187060492284,-1.3946013000308278e-11,0.14454023936989147,0.29455894541911987,12.197597261906997,122.71119353476288,58.20968309024628,5.410482569480453,4.643583481670789,6.883123189601952,1.2637461445149312,0.0032792387007054558,-0.030721970788678152,-0.07040711451118546,-0.03968514372250731,0.04638903230850519,0.05235687233947667,0.1958130407711381,0.11626248897120708,321.18591500744503,0.10505218548654822,0.001010437097309644,0.15383772735470402,-6.938893903907228e-18,-6.006480035569695e-17,-1.0842021724855044e-19,0.0,0.0,1.0408340855860843e-16,0.0,0.0,9.693522803355793e-27,-7.105427357601002e-15,1.7763568394002505e-15,0.001985369803863121
5.0,2.5,1.0,1.5,0.26973991263164615,0.5394798252632923,0.004835151142350766,-0.0021165027765556307,0.008870840588632722,0.0,7.295690380318742e-09,-2.0695653186374246e-11,0.2144953303434226,-8.962499166175081e-12,0.09288975815545009,0.3073850884988727,12.501307674171812,122.50542993531816,58.61108533453574,5.391745521306021,4.627495768062521,6.883118856144547,1.2688053295642652,0.007295690380318742,-0.028972405752413014,-0.06975817044232512,-0.0407857646899121,0.04759211206156591,0.057806118139141494,0.20198685829816485,0.11914386767571555,321.19224509196414,0.10541476289227095,0.0010829525784541883,0.11666768209755371,3.712308238590367e-16,4.553649124439119e-18,2.168404344971009e-19,0.0,2.168404344971009e-19,1.0408340855860843e-17,0.0,-3.2311742677852644e-27,-3.877409121342317e-26,1.7763568394002505e-15,1.7763568394002505e-15,0.005127384151887758
10.0,2.5,1.0,1.5,0.23547368991047035,0.4709473798209407,0.0044791018905834395,-0.0021401218482999503,0.008767673344524314,0.0,1.2178711352074156e-08,-2.39717012879556e-11,0.24844917627626234,-6.218904749232834e-12,0.06445440578986975,0.31290358206613206,12.883491436445611,122.24119179272289,59.091018633269854,5.37355276735667,4.611866588542104,6.883108746609416,1.2749560587816196,0.012178711352074156,-0.027905748248692335,-0.069391875952607,-0.04148612770391466,0.049026665408539574,0.05873632385161827,0.20514059280597424,0.12100951757527614,321.1892877687688,0.10581315046467461,0.0011626300929349215,0.07860239891628802,-6.591949208711867e-17,-7.502679033599691e-17,-4.336808689942018e-19,0.0,0.0,-1.0408340855860843e-17,0.0,-6.462348535570529e-27,6.462348535570529e-27,-1.7763568394002505e-15,0.0,0.010764270531293123
20.0,2.5,1.0,1.5,0.19645442781259725,0.3929088556251945,0.004297935490081811,-0.0021635099264480356,0.008643803405055888,0.0,1.8050967355964564e-08,-2.5762117618124898e-11,0.2670055339197489,-4.5091788676898375e-12,0.046734345714659675,0.3137398796344085,13.357306609849703,121.90707581464964,59.65245513814869,5.362738647489404,4.602534749333367,6.88307491320494,1.2823528438423089,0.018050967355964564,-0.027144717935518047,-0.06915996064455816,-0.04201524270904011,0.05068626380290993,0.0562904465025443,0.20676316932895458,0.12246559966645879,321.1799494585191,0.10604426127415095,0.0012088522548301896,0.039000679947852154,-2.255140518769849e-16,-2.476317761956892e-16,-4.336808689942018e-19,0.0,0.0,-3.469446951953614e-18,0.0,-2.261821987449685e-26,4.52364397489937e-26,1.7763568394002505e-15,-8.881784197001252e-16,0.022697906439836223
30.0,2.5,1.0,1.5,0.17674956579648368,0.35349913159296736,0.004435329280322156,-0.0021719244734013884,0.008579569607313332,0.0,2.115621125576128e-08,-2.623393380479104e-11,0.27189556410671384,-3.917796811773545e-12,0.040605102617058235,0.312500666723772,13.61612042141098,121.72059484949831,59.938606413541905,5.36628716424794,4.605484125765351,6.883010682865751,1.286264257389776,0.02115621125576128,-0.026852508167979353,-0.06908283627141117,-0.042230328103431816,0.051539304512260874,0.05382813265120863,0.2071332295603018,0.12308215161943586,321.1733714543565,0.10604016523338464,0.0012080330466769263,0.020387925911219126,7.216449660063518e-16,1.8214596497756474e-17,4.336808689942018e-19,0.0,0.0,-3.469446951953614e-17,0.0,0.0,-7.431700815906108e-26,0.0,-4.440892098500626e-16,0.03479566074216745
40.0,2.5,1.0,1.5,0.16615858546971135,0.3323171709394227,0.004665954388786517,-0.002174241305834135,0.008546417919450884,0.0,2.2858990288981082e-08,-2.638622407188469e-11,0.2734739415009508,-3.647006926568194e-12,0.03779856322650541,0.3112725047274562,13.762876837797915,121.61245499597254,60.09002550672173,5.373876128506458,4.61184638514598,6.882910075472469,1.2884091043627677,0.022858990288981085,-0.026714476992084908,-0.06905070230900497,-0.04233622531692006,0.052006797818205844,0.052046846657714724,0.20721886025153505,0.1233956855747473,321.1691863673631,0.10600240967993686,0.0012004819359873716,0.010916274301269947,5.776629175002768e-16,-4.2847669856627135e-16,0.0,0.0,0.0,1.5612511283791264e-17,0.0,-4.2005265481208437e-26,-1.2924697071141057e-26,-3.552713678800501e-15,4.440892098500626e-16,0.046838780588830446
50.0,2.5,1.0,1.5,0.1602692563831473,0.3205385127662946,0.004893738540872258,-0.002174190258806282,0.00853066103851427,0.0,2.380799157096858e-08,-2.6434337735634966e-11,0.2739726044862265,-3.5080199897911762e-12,0.03635806513500112,0.3103306696212276,13.848012078137524,121.5479705066161,60.17156276838483,5.381537389310835,4.618220570073709,6.882776385630312,1.2896044811482024,0.02380799157096858,-0.026643977458755373,-0.06903618049777904,-0.04239220303902367,0.052272737739838815,0.050835531878522015,0.20722240000286757,0.12356594427793441,321.166551593556,0.1059690273441837,0.0011938054688367394,0.005908891425650147,-7.91033905045424e-16,-7.32920668600201e-17,0.0,0.0,0.0,-3.469446951953614e-17,0.0,-6.462348535570529e-27,8.077935669463161e-26,7.105427357601002e-15,8.881784197001252e-16,0.05880876699911942
