snapshot_id,state_index,state_id,effective_state_energy,agent_e_occupancy
SR6_PKA_EDGE_112|fast_common|physiology_basal,21,EoNa1B2RNae^P,12.790204286020458,6.579690724452578e-08
SR6_PKA_EDGE_112|fast_common|physiology_basal,22,EiK1B2RKe^P,13.254023486279646,7.204289968536598e-10
SR6_PKA_EDGE_112|fast_common|physiology_basal,23,EoK1B2RKe^P,13.254023486279646,4.056088023581886e-10
SR6_PKA_EDGE_112|fast_common|na_assay_150,0,Eo^U,0.0,0.013670321690917937
SR6_PKA_EDGE_112|fast_common|na_assay_150,1,EoCl1^U,0.0,0.20793227604585873
SR6_PKA_EDGE_112|fast_common|na_assay_150,2,EiCl1^U,0.0,0.22325737497407744
SR6_PKA_EDGE_112|fast_common|na_assay_150,3,Ei^U,0.0,0.007530167285125298
SR6_PKA_EDGE_112|fast_common|na_assay_150,4,EiNa1B2^U,12.790204286020458,0.0003086491343226306
SR6_PKA_EDGE_112|fast_common|na_assay_150,5,EoNa1B2^U,12.790204286020458,0.0033168504029545544
SR6_PKA_EDGE_112|fast_common|na_assay_150,6,EiK1B2^U,13.254023486279646,0.00015822047774420735
SR6_PKA_EDGE_112|fast_common|na_assay_150,7,EoK1B2^U,13.254023486279646,2.0923993747087916e-07
SR6_PKA_EDGE_112|fast_common|na_assay_150,8,EiNa1B2RNae^U,12.790204286020458,0.1967074335799908
SR6_PKA_EDGE_112|fast_common|na_assay_150,9,EoNa1B2RNae^U,12.790204286020458,0.347117497011587
SR6_PKA_EDGE_112|fast_common|na_assay_150,10,EiK1B2RKe^U,13.254023486279646,1.0555006514196194e-10
SR6_PKA_EDGE_112|fast_common|na_assay_150,11,EoK1B2RKe^U,13.254023486279646,5.2879652539716423e-11
SR6_PKA_EDGE_112|fast_common|na_assay_150,12,Eo^P,0.0,1.367032243510038e-08
SR6_PKA_EDGE_112|fast_common|na_assay_150,13,EoCl1^P,0.0,2.079322870881242e-07
SR6_PKA_EDGE_112|fast_common|na_assay_150,14,EiCl1^P,0.0,2.2325738682289645e-07
SR6_PKA_EDGE_112|fast_common|na_assay_150,15,Ei^P,0.0,7.530167683412387e-09
SR6_PKA_EDGE_112|fast_common|na_assay_150,16,EiNa1B2^P,12.790204286020458,3.0864915104959687e-10
SR6_PKA_EDGE_112|fast_common|na_assay_150,17,EoNa1B2^P,12.790204286020458,3.3168505835107405e-09
SR6_PKA_EDGE_112|fast_common|na_assay_150,18,EiK1B2^P,13.254023486279646,1.5822048628886083e-10
SR6_PKA_EDGE_112|fast_common|na_assay_150,19,EoK1B2^P,13.254023486279646,2.0924029989122557e-13
SR6_PKA_EDGE_112|fast_common|na_assay_150,20,EiNa1B2RNae^P,12.790204286020458,1.9670744428049664e-07
SR6_PKA_EDGE_112|fast_common|na_assay_150,21,EoNa1B2RNae^P,12.790204286020458,3.471175159035538e-07
SR6_PKA_EDGE_112|fast_common|na_assay_150,22,EiK1B2RKe^P,13.254023486279646,2.3831255413835667e-16
SR6_PKA_EDGE_112|fast_common|na_assay_150,23,EoK1B2RKe^P,13.254023486279646,3.1840462198785233e-16
SR6_PKA_EDGE_112|fast_common|k_assay_150,0,Eo^U,0.0,0.01958916194494835
SR6_PKA_EDGE_112|fast_common|k_assay_150,1,EoCl1^U,0.0,0.22377846805406165
SR6_PKA_EDGE_112|fast_common|k_assay_150,2,EiCl1^U,0.0,0.23832065008148848
SR6_PKA_EDGE_112|fast_common|k_assay_150,3,Ei^U,0.0,0.0076748494071151386
SR6_PKA_EDGE_112|fast_common|k_assay_150,4,EiNa1B2^U,12.790204286020458,5.340370535192095e-05
SR6_PKA_EDGE_112|fast_common|k_assay_150,5,EoNa1B2^U,12.790204286020458,8.905445176591344e-08
SR6_PKA_EDGE_112|fast_common|k_assay_150,6,EiK1B2^U,13.254023486279646,0.00034343129022026595
SR6_PKA_EDGE_112|fast_common|k_assay_150,7,EoK1B2^U,13.254023486279646,0.0030379089594486284
SR6_PKA_EDGE_112|fast_common|k_assay_150,8,EiNa1B2RNae^U,12.790204286020458,3.563215505186929e-11
SR6_PKA_EDGE_112|fast_common|k_assay_150,9,EoNa1B2RNae^U,12.790204286020458,1.7860604751817602e-11
SR6_PKA_EDGE_112|fast_common|k_assay_150,10,EiK1B2RKe^U,13.254023486279646,0.18623857699445795
SR6_PKA_EDGE_112|fast_common|k_assay_150,11,EoK1B2RKe^U,13.254023486279646,0.320962460455876
SR6_PKA_EDGE_112|fast_common|k_assay_150,12,Eo^P,0.0,1.9589163656145907e-08
SR6_PKA_EDGE_112|fast_common|k_assay_150,13,EoCl1^P,0.0,2.237784871734567e-07
SR6_PKA_EDGE_112|fast_common|k_assay_150,14,EiCl1^P,0.0,2.3832067042834403e-07
SR6_PKA_EDGE_112|fast_common|k_assay_150,15,Ei^P,0.0,7.674850059544348e-09
SR6_PKA_EDGE_112|fast_common|k_assay_150,16,EiNa1B2^P,12.790204286020458,5.340370989170219e-11
