time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_na_branch_export_fmol_s,ae4_k_branch_export_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,ae2_positive_cl_loading_fmol_s,nkcc1_unrestricted_demand_fmol_s,nkcc1_finite_capacity_fmol_s,nkcc1_capacity_constraint_active,cumulative_outflow_0_t_pL
0.0,0.000986443658562211,10.840906598145207,115.46796949077347,52.63496105172438,5.396560277363248,4.659296011839902,6.901795684420944,1.3240367983674797,301.39393400594406,-0.03450385182283003,-0.06785036102968445,-0.03334650920685442,0.0,0.0,0.0,1.0,0.008468417534965094,0.2365066564674329,0.005136335379180054,-0.0018042532245834129,0.23983873862510122,0.09628951012613347,0.11825332823371645,1.0,3467973.2850237326,0.0,0.041384526026267715,-0.002568167689590027,-0.002568167689590027,0.002568167689590027,0.002568167689590027,-0.010272670758360108,-0.010272670758360108,0.0,0.26088597423325033,0.11825332823371645,1.0,0.0
60.0,0.0014885535310052323,13.135033518323844,113.34609504928142,48.83039143927047,8.533001804033557,7.506544461871654,6.965572118842763,1.3183795326588552,301.5082937438781,-0.03177424166047988,-0.07997094158193915,-0.04819669992145927,1.0,0.08042216087564502,7.759558901894681e-12,2.3,0.012462385135133912,0.2365066564674329,0.07795607422042738,-0.0005077155201025304,0.3549143738737363,0.13565868128606295,0.11825332823371645,1.75,3549916.676492621,0.16084432175129004,0.05125800938592796,-0.03897803711021369,-0.03897803711021369,0.03897803711021369,0.03897803711021369,-0.15591214844085477,-0.15591214844085477,0.0,0.4394391422353987,0.11825332823371645,1.0,0.09508175775124546
120.0,0.0014676542767638997,13.747598396891675,112.69642990971712,47.71076267151168,8.538812427086613,7.563298698167799,6.99113449349219,1.3055838337423027,301.502966554189,-0.03236153423736862,-0.07991082846421241,-0.047549294226843786,1.0,0.07864007844595314,7.587614086800642e-12,2.3,0.010374346949261601,0.2365066564674329,0.08287913091907058,-0.00043157460301077667,0.3500006969494273,0.13397714428878713,0.11825332823371645,1.75,3526709.705488305,0.15728015689190628,0.053344887533348484,-0.04143956545953529,-0.04143956545953529,0.04143956545953529,0.04143956545953529,-0.16575826183814116,-0.16575826183814116,0.0,0.44421854268072153,0.11825332823371645,1.0,0.18375938583991566
180.0,0.001448131190424945,14.040987983576736,112.31636665566181,46.819311193004715,8.410196512291074,7.48121485406716,7.007753106029874,1.2935002988431576,301.4988952933381,-0.03283340150435869,-0.07990248663326473,-0.047069085128906035,1.0,0.07867182053225699,7.590676732539852e-12,2.3,0.009201058187369186,0.2365066564674329,0.08296530521716258,-0.00041184345238699164,0.3458365495338859,0.1327176392532253,0.11825332823371645,1.75,3456931.338815272,0.15734364106451398,0.05427031722563822,-0.04148265260858129,-0.04148265260858129,0.04148265260858129,0.04148265260858129,-0.16593061043432517,-0.16593061043432517,0.0,0.45890725654417514,0.11825332823371645,1.0,0.27122327141312924
240.0,0.0014307645942806951,14.190367890387172,112.06845307915964,46.03689765536873,8.317032600120115,7.420018744888651,7.0194930886060085,1.2830479150116167,301.4953264470422,-0.033254619591072475,-0.07991025624746638,-0.046655636656393905,1.0,0.07884427328638502,7.607315893796903e-12,2.3,0.008452766750588599,0.2365066564674329,0.08299626842953269,-0.0003903851225667258,0.3421715853331748,0.13163080086647977,0.11825332823371645,1.75,3370459.642550794,0.15768854657277004,0.05472377755723156,-0.04149813421476634,-0.04149813421476634,0.04149813421476634,0.04149813421476634,-0.16599253685906537,-0.16599253685906537,0.0,0.4778012675319224,0.11825332823371645,1.0,0.3575788365865029
300.0,0.0014156148609913934,14.259184696497892,111.89994713688654,45.35540960718777,8.249051296414041,7.374551986998712,7.027938080984738,1.2740730877607538,301.49222126528593,-0.03362726266185896,-0.07992547164604283,-0.04629820898418387,1.0,0.07905717794894693,7.627858070874085e-12,2.3,0.007954812476601467,0.2365066564674329,0.08312344728328508,-0.0003685931374963793,0.338983278277009,0.13068970494580745,0.11825332823371645,1.75,3282333.933540733,0.15811435589789385,0.05492862831721974,-0.04156172364164254,-0.04156172364164254,0.04156172364164254,0.04156172364164254,-0.16624689456657016,-0.16624689456657016,0.0,0.49789166667698714,0.11825332823371645,1.0,0.44295947926594614
360.0,0.001402514649015893,14.283091788378053,111.78059502316123,44.767088990051334,8.197016746709629,7.338839801727738,7.034068522042857,1.266397221761571,301.4895429815627,-0.03395343146662956,-0.07994352584466119,-0.04599009437803163,1.0,0.07928358201850182,7.649702742718409e-12,2.3,0.0076145381177755034,0.2365066564674329,0.08328622746804117,-0.0003481939690961053,0.33622869749669604,0.12987749002307472,0.11825332823371645,1.75,3199678.5821654876,0.15856716403700363,0.05499905232367411,-0.04164311373402058,-0.04164311373402058,0.04164311373402058,0.04164311373402058,-0.16657245493608233,-0.16657245493608233,0.0,0.5175509723581231,0.11825332823371645,1.0,0.5274936384583733
420.0,0.0013912517979461027,14.283116602130255,111.69217941931363,44.262435863192565,8.156016583363375,7.309904110879954,7.038543458126292,1.2598566373255908,301.4872455504808,-0.034236596975272295,-0.07996175899558434,-0.04572516202031205,1.0,0.07950454806161393,7.671022724775323e-12,2.3,0.007377683460234149,0.2365066564674329,0.08345252116362097,-0.00032981319722525006,0.3338602305471794,0.12917847362633408,0.11825332823371645,1.75,3125477.4355970225,0.15900909612322786,0.0549988753701095,-0.04172626058181048,-0.04172626058181048,0.04172626058181048,0.04172626058181048,-0.16690504232724193,-0.16690504232724193,0.0,0.5359148864607642,0.11825332823371645,1.0,0.6112979888174175
480.0,0.001381612491479592,14.271521475432385,111.62369842964603,43.831690634625005,8.123113366161544,7.28603963096645,7.041818920488582,1.2543013020078908,301.4852829556005,-0.03448080789065674,-0.0799787609714881,-0.045497953080831356,1.0,0.0797091860501674,7.690767289065273e-12,2.3,0.007210757643597691,0.2365066564674329,0.08360791935880334,-0.0003136074211042808,0.33183186336975595,0.12857855655364983,0.11825332823371645,1.75,3060575.7130587054,0.1594183721003348,0.054964399446694276,-0.04180395967940167,-0.04180395967940167,0.04180395967940167,0.04180395967940167,-0.16721583871760667,-0.16721583871760667,0.0,0.5525645747838474,0.11825332823371645,1.0,0.6944763216421187
540.0,0.0013733941140431584,14.255276678056784,111.56851311553766,43.46549864474782,8.096373141524861,7.266138894301075,7.044217325797649,1.2495954482364677,301.4836121925252,-0.0346902675552206,-0.07999388997147629,-0.045303622416255684,1.0,0.07989251023933153,7.708455384342403e-12,2.3,0.0070922158041991585,0.2365066564674329,0.08374644276884322,-0.00029952430115074823,0.33010083246989147,0.1280651487744699,0.11825332823371645,1.75,3004738.1334791887,0.15978502047866305,0.05491609959383746,-0.04187322138442161,-0.04187322138442161,0.04187322138442161,0.04187322138442161,-0.16749288553768643,-0.16749288553768643,0.0,0.5673503348433879,0.11825332823371645,1.0,0.7771198995113456
