time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_na_branch_export_fmol_s,ae4_k_branch_export_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,ae2_positive_cl_loading_fmol_s,nkcc1_unrestricted_demand_fmol_s,nkcc1_finite_capacity_fmol_s,nkcc1_capacity_constraint_active
339.0,0.0011375634206899716,11.85926730611629,115.19995807148993,34.08296580153673,18.921584010433836,17.500729223995787,7.194724607719052,1.2772949319454754,301.4253352461921,-0.040671989034997,-0.07999007678818931,-0.039318087753192316,1.0,0.00715287319110498,6.901473454560082e-13,2.3,0.0024035838363873833,0.2365066564674329,0.0,0.0023149756733362183,0.27767137811338766,0.11207508695738658,0.11825332823371645,1.75,1587029.270284206,0.01430574638220996,0.04617944860684782,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0023149756733362183,1.1800703188462096,0.11825332823371645,1.0
340.0,0.0011369337492473347,11.852641613331544,115.20626502778525,34.05764335368575,18.929301785768523,17.509115954541407,7.195145341497361,1.2771059441433479,301.4251992236218,-0.04069059334886189,-0.0799925063920686,-0.03930191304320672,1.0,0.007124616785534411,6.874210167800145e-13,2.3,0.0023958714557348547,0.2365066564674329,0.0,0.0023173757939204498,0.277535781079019,0.11203213516690598,0.11825332823371645,1.75,1583873.2956390963,0.014249233571068822,0.046150405266788354,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0023173757939204498,1.1822668314019862,0.11825332823371645,1.0
341.0,0.00113630599903701,11.84604887218693,115.21254013240394,34.03240667243601,18.93697956635072,17.517462128600453,7.19556488723477,1.2769175059847704,301.42506364367307,-0.040709148417680925,-0.07999492855774759,-0.039285780140066666,1.0,0.007096526581998722,6.847107241625552e-13,2.3,0.0023882023685324574,0.2365066564674329,0.0,0.0023197657032822143,0.2774005803701973,0.11198929384540755,0.11825332823371645,1.75,1580733.2779571624,0.014193053163997445,0.046121478147245806,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0023197657032822143,1.1844581567815928,0.11825332823371645,1.0
342.0,0.001135680166822553,11.839488998956337,115.21878348679621,34.00725551949399,18.944617583269373,17.525767967084068,7.195983248639431,1.276729617123425,301.4249285052152,-0.040727654296033325,-0.07999734328474421,-0.03926968898871089,1.0,0.007068600900089134,6.820163054688311e-13,2.3,0.002380576270799412,0.2365066564674329,0.0,0.002322145451776848,0.27726577535593017,0.11194656284828354,0.11825332823371645,1.75,1577609.1372611988,0.014137201800178268,0.04609266729674279,0.0,0.0,-0.0,-0.0,0.0,0.0,0.002322145451776848,1.186644284793169,0.11825332823371645,1.0
343.0,0.0011350562493611077,11.832961908660785,115.22499519336681,33.982189656976836,18.952216065963086,17.53403368940549,7.196400429403076,1.2765422771981465,301.42479380711734,-0.04074611103883628,-0.07999975057304351,-0.03925363953420723,1.0,0.007040838080965393,6.793376006450894e-13,2.3,0.0023729928612219297,0.2365066564674329,0.0,0.0023245150894066874,0.27713136540093214,0.11190394203131554,0.11825332823371645,1.75,1574500.7938417695,0.014081676161930786,0.04606397275502593,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0023245150894066874,1.188825205517201,0.11825332823371645,1.0
344.0,0.0011344342433990545,11.826467514411071,115.23117535594359,33.9572088479165,18.959775241044138,17.5422595123646,7.196816433192172,1.2763554858238433,301.4246595482582,-0.040764518701008855,-0.08000215042328618,-0.03923763172227732,1.0,0.0070132364974333705,6.766744526909644e-13,2.3,0.0023654518413585945,0.2365066564674329,0.0,0.002326874665669668,0.27699734987326635,0.11186143125206989,0.11825332823371645,1.75,1571408.168221542,0.014026472994866741,0.046035394550158315,0.0,0.0,-0.0,-0.0,0.0,0.0,0.002326874665669668,1.1910009093311071,0.11825332823371645,1.0
345.0,0.0011338141456761458,11.82000572812838,115.23732407925493,33.93231285574039,18.967295333529105,17.550445651312604,7.197231263657186,1.2761692426011446,301.4245257275163,-0.04078287733781399,-0.0800045428365609,-0.039221665498746915,1.0,0.0069857945431719935,6.740267066200335e-13,2.3,0.002357952915371101,0.2365066564674329,0.0,0.002329224229721982,0.2768637281366231,0.1118190303684344,0.11825332823371645,1.75,1568331.181194685,0.013971589086343987,0.046006932701663956,0.0,0.0,-0.0,-0.0,0.0,0.0,0.002329224229721982,1.1931713868811775,0.11825332823371645,1.0
346.0,0.0011331959529211205,11.813576459927196,115.243441469364,33.90750144476616,18.974776565698928,17.55859231907039,7.197644924423902,1.2759835471076737,301.42439234377923,-0.040801187004528075,-0.08000692781458237,-0.03920574081005429,1.0,0.006958510642413426,6.713942103938139e-13,2.3,0.0023504957902223383,0.2365066564674329,0.0,0.002331563830231152,0.2767304995579039,0.1117767392399695,0.11825332823371645,1.75,1565269.753795272,0.013917021284826851,0.045978587217794624,0.0,0.0,-0.0,-0.0,0.0,0.0,0.002331563830231152,1.1953366291043142,0.11825332823371645,1.0
347.0,0.0011325796618559315,11.80717961879377,115.24952763318218,33.8827743796925,18.9822191582916,17.56669972705769,7.198057419102513,1.2757983989073247,301.4242593959343,-0.0408194477567769,-0.08000930535949484,-0.03918985760271794,1.0,0.006931383239587531,6.687768139226045e-13,2.3,0.0023430801754164014,0.2365066564674329,0.0,0.00233389351553379,0.2765976634995741,0.11173455772649206,0.11825332823371645,1.75,1562223.8073323308,0.013862766479175063,0.045950358098497734,0.0,0.0,-0.0,-0.0,0.0,0.0,0.00233389351553379,1.197496627202777,0.11825332823371645,1.0
348.0,0.0011319652691912957,11.800815112007987,115.25558267887016,33.858131426085,18.98962332939706,17.57476808424408,7.198468751279091,1.2756137975418758,301.42412688287754,-0.04083765965021055,-0.08001167547403985,-0.0391740158238293,1.0,0.006904410808618348,6.661743699624591e-13,2.3,0.0023357057831897145,0.2365066564674329,0.0,0.0023362133334929713,0.2764652193271775,0.11169248568938403,0.11825332823371645,1.75,1559193.2633621828,0.013808821617236696,0.045922245332852364,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0023362133334929713,1.1996513726631488,0.11825332823371645,1.0
