time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_cl_source_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,co3_i_mM,ae4_hco3_cell_source_fmol_s,ae4_co3_cell_source_fmol_s,source_signature_residual_fmol_s,ae4_charge_residual_fmol_s,cell_balance_residual_fmol_s,cumulative_outflow_0_t_pL
0.0,0.0010799400042899477,11.40177146832681,116.64434335982212,60.99517069248227,5.946774383294407,5.031264112357434,6.840843854589356,1.456772585234196,301.4159555914522,-0.031242021389299213,-0.06691156015199645,-0.03566953876269724,0.0,0.0,0.0,1.0,0.011296389505623372,0.25532364899507004,0.0003313045591507545,-0.0019557928604068717,0.25999394731767683,0.10247071016134802,0.12766182449753502,1.0,4947968.391269685,0.0,0.04411070760671444,-0.0003313045591507545,0.0,0.0003313045591507545,-0.0003313045591507545,-0.000662609118301509,0.0017479176608417202,0.0,-0.0003313045591507545,0.0,0.0,0.0,0.0
1e-06,0.0010799400042899477,11.40177146832681,116.64434335982212,60.99517069248227,5.946774383294407,5.031264112357434,6.840843854589356,1.456772585234196,301.4159555914522,-0.027185361887705508,-0.08026093363103143,-0.05307557174332592,1.0,0.10038295513386301,9.685482765277833e-12,2.3,0.02598169586293375,0.4468163857413725,0.0003313045591507545,-0.0019557928604068717,0.6137708394713931,0.14757091502715233,0.22340819287068625,1.75,4947968.391269685,0.20076591026772603,0.04411070760671444,-0.0003313045591507545,0.0,0.0003313045591507545,-0.0003313045591507545,-0.000662609118301509,0.0017479176608417202,0.0,-0.0003313045591507545,0.0,0.0,2.7755575615628914e-17,1.0799400042899476e-09
1.0,0.0013923778562423801,11.546326176088995,116.5310056927734,60.88023282590349,6.087160959339277,5.154961496958658,6.843556962090464,1.4569786665689834,301.8428462922908,-0.027088528771275787,-0.08022521144253912,-0.053136682671263334,1.0,0.09950404142110966,9.600680483798003e-12,2.3,0.025541377450518165,0.4377823978509322,0.0004740925311447063,-0.0019000866198225477,0.5797455042091457,0.14790550908356426,0.2188911989254661,1.75,4986983.435734957,0.19900808284221932,0.04478126815854966,-0.0004740925311447063,0.0,0.0004740925311447063,-0.0004740925311447063,-0.0009481850622894126,0.0018021145284812497,0.0,-0.0004740925311447063,0.0,0.0,5.551115123125783e-17,0.001236158774047238
5.0,0.0020195649001705897,12.060661995407012,116.08285727038879,60.46024907431179,6.623249808071814,5.629423984996555,6.854035572149934,1.4595436026544308,301.72636098857333,-0.026858390029535405,-0.08008963207860277,-0.053231242049067366,1.0,0.09595611384857763,9.258357513624544e-12,2.3,0.023921502490193095,0.40838014777612136,0.0010200301272124596,-0.0016933743154343625,0.5014962119225918,0.14835755524875072,0.20419007388806068,1.75,5117750.385099382,0.19191222769715527,0.04705502173858495,-0.0010200301272124596,0.0,0.0010200301272124596,-0.0010200301272124596,-0.0020400602544249193,0.002016041794958955,0.0,-0.0010200301272124596,0.0,0.0,2.7755575615628914e-17,0.00833902930248643
10.0,0.0020989942294059732,12.600777605902843,115.63576481161103,60.019278422604614,7.250256935240067,6.188062550963552,6.866283701509272,1.4634593514268437,301.6555887110927,-0.02682050484139639,-0.07996055004151005,-0.05314004520011366,1.0,0.09142384152478857,8.821059713205473e-12,2.3,0.02215984649656411,0.3801735986424587,0.0016547917182550345,-0.0014640057290542774,0.4541009909131109,0.14829310014545036,0.19008679932122935,1.75,5248933.414023787,0.18284768304957713,0.04925883189929186,-0.0016547917182550345,0.0,0.0016547917182550345,-0.0016547917182550345,-0.003309583436510069,0.0022794937015789083,0.0,-0.0016547917182550345,0.0,0.0,4.163336342344337e-17,0.01878350926958216
15.0,0.001997025195513644,13.053921703139268,115.27405307008073,59.61980483173685,7.8348197388628185,6.712225419871324,6.877626676252898,1.467348992312172,301.6182328557085,-0.026885057494426882,-0.07985297901394729,-0.052967921519520414,1.0,0.08687430461465474,8.382096133439012e-12,2.3,0.02063782627942242,0.3595216486574806,0.0022373125917510847,-0.0012604064167981049,0.4291953865252571,0.14796019296702545,0.1797608243287403,1.75,5348766.840596363,0.1737486092293095,0.05096746650499146,-0.0022373125917510847,0.0,0.0022373125917510847,-0.0022373125917510847,-0.0044746251835021695,0.0025380093017254098,0.0,-0.0022373125917510847,0.0,0.0,2.7755575615628914e-17,0.029043347875585754
20.0,0.0018894129214759637,13.439867210510357,114.97344041975892,59.242140691031445,8.380515530795392,7.204296746769374,6.88813514741793,1.4709258082098304,301.5966810035198,-0.026993082657804018,-0.07975742926559848,-0.05276434660779446,1.0,0.08238646819949502,7.949085746422096e-12,2.3,0.01931176203213398,0.34456323058577404,0.002768889578492307,-0.0010782203695810651,0.41489369782101004,0.14750699565499084,0.17228161529288702,1.75,5423179.65164339,0.16477293639899004,0.05232594505938715,-0.002768889578492307,0.0,0.002768889578492307,-0.002768889578492307,-0.005537779156984614,0.0027907873170802634,0.0,-0.002768889578492307,0.0,0.0,4.163336342344337e-17,0.03875030638128965
25.0,0.0018099803541989673,13.772629548853152,114.71876517154432,58.879243766234715,8.890062076370196,7.66610402881357,6.897887170188408,1.4741101988028702,301.5834816118899,-0.027120462336275457,-0.0796697799524388,-0.05254931761616335,1.0,0.07801945215151211,7.527732752659095e-12,2.3,0.018147628305289508,0.33388599622155496,0.003251978550104834,-0.0009143263994137877,0.4061718321802333,0.14699735627853872,0.16694299811077748,1.75,5477416.636077179,0.15603890430302422,0.05342878412708584,-0.003251978550104834,0.0,0.003251978550104834,-0.003251978550104834,-0.006503957100209668,0.003037119488051467,0.0,-0.003251978550104834,0.0,0.0,2.7755575615628914e-17,0.04798687517071689
30.0,0.0017569986737436816,14.062525732935086,114.49984176645316,58.528914909658845,9.365797582466186,8.099276434450202,6.906958741569029,1.4769023164448252,301.574939370457,-0.027255480023246154,-0.07958816580204302,-0.052332685778796864,1.0,0.07381473401491452,7.12203912677849e-12,2.3,0.017118537969474035,0.326439954687792,0.003689813697258398,-0.0007663067625427337,0.4005405310108048,0.1464649327054721,0.163219977343896,1.75,5515808.273667147,0.14762946802982904,0.05434002198541276,-0.003689813697258398,0.0,0.003689813697258398,-0.003689813697258398,-0.007379627394516796,0.003276460703584999,0.0,-0.003689813697258398,0.0,0.0,1.3877787807814457e-17,0.05689529004568847
35.0,0.0017225798051589887,14.317350812521033,114.30949766202812,58.190899081744455,9.809857754207107,8.505362488983405,6.915419925387593,1.4793342383833274,301.5690821451946,-0.02739196973410638,-0.07951175576745105,-0.052119786033344676,1.0,0.06979922189554114,6.734601106308863e-12,2.3,0.016203020805068715,0.3214400908241529,0.004086005162836993,-0.000632205781955792,0.39667251542093646,0.1459292618784007,0.16072004541207646,1.75,5541854.474975141,0.13959844379108227,0.055104405489942165,-0.004086005162836993,0.0,0.004086005162836993,-0.004086005162836993,-0.008172010325673986,0.0035084294905807496,0.0,-0.004086005162836993,0.0,0.0,2.7755575615628914e-17,0.065588330464281
