ae4_5pct_resting_state_sha256,ae4_5pct_secretion_change_percent,ae4_5pct_to_wt_secretion_ratio,ae4_5pct_total_0_600_pL,ae4_chloride_loading_loss_fmol_s,ae4_flux_retention,ae4_loss_decreases_secretion,ae4_per_expression_compensation,calcium_uM,cell_hco3_change_mM,cell_ph_change,cell_tic_change_mM,co2_factor,fraction_lost_ae4_loading_replaced_by_nkcc1,nhe1_factor,nkcc1_chloride_loading_change_fmol_s,paired_production_gate_pass,root_alias,root_id,routing_family,task24_ae4_5pct_to_wt_ratio,task24_ae4_5pct_total_0_600_pL,task24_ae4_5pct_total_relative_error,task24_ratio_absolute_error,task24_wt_total_0_600_pL,task24_wt_total_relative_error,wt_resting_state_sha256,wt_total_0_600_pL
f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,0.6663446097931125,1.0066634460979311,0.8621930983881227,0.0008498703973678686,0.8129537428712754,False,16.259074857425507,0.1,4.084374428561122,0.25562158920996936,4.101592258712935,1.0,0.717759416830201,1.0,0.0006100024807960125,True,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.0066634460979307,0.8621930983881227,0.0,4.440892098500626e-16,0.8564859504238386,5.185014530948251e-16,769d5f2df3779a4b1d18c9c4aa0f6c2fd83a15d94deacb32c6811ed4b3d5c905,0.8564859504238381
f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,0.9231862635434407,1.0092318626354344,1.01790010413359,0.0008498703973678686,0.8129537428712754,False,16.259074857425507,0.25,4.084374428561122,0.25562158920996936,4.101592258712935,1.0,0.717759416830201,1.0,0.0006100024807960125,True,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.0092318626354337,1.0179001041335898,2.181398783862292e-16,6.661338147750939e-16,1.0085889494962241,4.4030743155760223e-16,769d5f2df3779a4b1d18c9c4aa0f6c2fd83a15d94deacb32c6811ed4b3d5c905,1.0085889494962237
f92bb6ae66c5f9ef636c8500e1ad77fc5c5dfb39ed7dd40382cedd4a50f7a273,1.0133929256106455,1.0101339292561065,1.0618306371433452,0.0008498703973678686,0.8129537428712754,False,16.259074857425507,0.5,4.084374428561122,0.25562158920996936,4.101592258712935,1.0,0.717759416830201,1.0,0.0006100024807960125,True,R01,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA05_P1_H1:B00,AE4NA05,1.0101339292561062,1.0618306371433452,0.0,2.220446049250313e-16,1.0511780729168358,2.1123405315038226e-16,769d5f2df3779a4b1d18c9c4aa0f6c2fd83a15d94deacb32c6811ed4b3d5c905,1.0511780729168356
502ac3834ee7d41431d453678dd43cdf8edc52acab7e7de6bcec1fdb04fa719d,0.42149850523927057,1.0042149850523927,0.9939310140561025,0.0007279224021955076,0.8147790986387964,False,16.295581972775928,0.1,5.481509500141097,0.20135118199458546,5.503011184622334,1.0,0.5864645090354095,1.0,0.0004269006542194642,True,R02,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,1.0042149850523923,0.9939310140561025,0.0,4.440892098500626e-16,0.9897591938485629,3.3651307253075893e-16,b8df49581458c23b579877821e88889514248ca9171eaf1f7f6a2cd7c06bdcf5,0.9897591938485626
502ac3834ee7d41431d453678dd43cdf8edc52acab7e7de6bcec1fdb04fa719d,0.5831971242196143,1.0058319712421961,1.2188140758628416,0.0007279224021955076,0.8147790986387964,False,16.295581972775928,0.25,5.481509500141097,0.20135118199458546,5.503011184622334,1.0,0.5864645090354095,1.0,0.0004269006542194642,True,R02,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,1.005831971242196,1.2188140758628416,0.0,2.220446049250313e-16,1.2117472010336023,1.8324334047203125e-16,b8df49581458c23b579877821e88889514248ca9171eaf1f7f6a2cd7c06bdcf5,1.2117472010336021
502ac3834ee7d41431d453678dd43cdf8edc52acab7e7de6bcec1fdb04fa719d,0.6513382247226529,1.0065133822472265,1.2893325819047177,0.0007279224021955076,0.8147790986387964,False,16.295581972775928,0.5,5.481509500141097,0.20135118199458546,5.503011184622334,1.0,0.5864645090354095,1.0,0.0004269006542194642,True,R02,N_ABS_NKCC_S4_PHIGH_KHIGH_AE4NA20_P2_H1:B00,AE4NA20,1.0065133822472276,1.2893325819047177,0.0,1.1102230246251565e-15,1.2809890108227313,1.0400304907335014e-15,b8df49581458c23b579877821e88889514248ca9171eaf1f7f6a2cd7c06bdcf5,1.2809890108227326
c380df4fda9b31c70b1fb9b8ddf452ca8723cb614d2c960f810c7d2de5f1c4e8,0.6047214440090709,1.0060472144400907,0.8464226233457331,0.0008496582704624867,0.8124858783699211,False,16.249717567398424,0.1,4.031008971887463,0.25451852282867726,4.048215547196028,1.0,0.7107607684692998,1.0,0.0006039037652502133,True,R03,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,AE4NA05,1.0060472144400914,0.8464226233457334,2.6233302229958714e-16,6.661338147750939e-16,0.8413348908448636,5.278388126803e-16,2d7ab96634e977e3556efa0365f890fe54b3c9e1b3fd20c3747d19a6e8c12cd5,0.841334890844864
c380df4fda9b31c70b1fb9b8ddf452ca8723cb614d2c960f810c7d2de5f1c4e8,0.8438804819152157,1.0084388048191522,0.9979658365635952,0.0008496582704624867,0.8124858783699211,False,16.249717567398424,0.25,4.031008971887463,0.25451852282867726,4.048215547196028,1.0,0.7107607684692998,1.0,0.0006039037652502133,True,R03,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,AE4NA05,1.0084388048191442,0.9979658365635953,1.1124860029759222e-16,7.993605777301127e-15,0.9896146715046065,7.965305792055367e-15,2d7ab96634e977e3556efa0365f890fe54b3c9e1b3fd20c3747d19a6e8c12cd5,0.9896146715045986
c380df4fda9b31c70b1fb9b8ddf452ca8723cb614d2c960f810c7d2de5f1c4e8,0.9359563017485639,1.0093595630174856,1.0431162232977058,0.0008496582704624867,0.8124858783699211,False,16.249717567398424,0.5,4.031008971887463,0.25451852282867726,4.048215547196028,1.0,0.7107607684692998,1.0,0.0006039037652502133,True,R03,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA05_P1_H1:B00,AE4NA05,1.0093595630174765,1.043116223297706,2.1286660102271235e-16,9.103828801926284e-15,1.0334436424016373,9.23893439373992e-15,2d7ab96634e977e3556efa0365f890fe54b3c9e1b3fd20c3747d19a6e8c12cd5,1.0334436424016278
9432d6d805cff40e401834c5fa7a8b3c4d320b78eb18205d66a413ee48b37a20,0.37280354837418983,1.003728035483742,0.9643139302874811,0.0007263902472860392,0.8147800498797353,False,16.295600997594704,0.1,5.4165032475684605,0.20081307707680285,5.437785233663478,1.0,0.5612703762373485,1.0,0.0004077013273893759,True,R04,N_ABS_NKCC_S4_PHIGH_KLOW_AE4NA20_P2_H1:B00,AE4NA20,1.0037280354837423,0.9643139302874811,0.0,4.440892098500626e-16,0.9607322862340238,4.62240330853092e-16,8b4dbe99851207f11add46ede48f41a42061ffc75d607fab31fb23839c7f662e,0.9607322862340243
