time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_na_branch_export_fmol_s,ae4_k_branch_export_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,ae2_positive_cl_loading_fmol_s,cacc_recruitment_factor,effective_cacc_conductance_S,cumulative_outflow_0_t_pL
0.0,0.0010776814707374822,11.504825605191392,116.97377381898451,60.57229665283094,5.685898476324307,4.92311254096896,6.9109830678074875,1.4533343925874602,301.41542362959416,-0.03142872407710091,-0.06705742727215,-0.03562870319504909,0.0,0.0,0.0,1.0,0.007880875986972877,0.256706376109366,0.00024669650831040323,-0.0019869843454434683,0.2596533219301311,0.10239383427632785,0.128353188054683,1.0,4937608.164510875,0.0,0.04458903298618399,-0.00012334825415520162,-0.00012334825415520162,0.00012334825415520162,0.00012334825415520162,-0.0004933930166208065,-0.0004933930166208065,0.0,1.0,3.14e-08,0.0
1e-06,0.0010776814707374822,11.504825605191392,116.97377381898451,60.57229665283094,5.685898476324307,4.92311254096896,6.9109830678074875,1.4533343925874602,301.41542362959416,-0.03870218140723048,-0.08171385836670667,-0.043011676959476185,1.0,0.10009569860764261,9.65776672394182e-12,2.3,0.018126014770037616,0.4492361581913904,0.00024669650831040323,-0.0019869843454434683,0.3059889372279841,0.12152361701689199,0.2246180790956952,1.75,4937608.164510875,0.20019139721528523,0.04458903298618399,-0.00012334825415520162,-0.00012334825415520162,0.00012334825415520162,0.00012334825415520162,-0.0004933930166208065,-0.0004933930166208065,0.0,0.12733719122761064,3.998387804546975e-09,1.0776814707374823e-09
1.0,0.001101205994911475,11.62868702341242,116.90865959023755,60.578317520832535,5.820855501615889,5.043010006903408,6.912952899152525,1.4554240394436182,301.4937443755463,-0.038709209878548964,-0.08169750819848105,-0.04298829831993209,1.0,0.09922635187811961,9.573887516016356e-12,2.3,0.017857213189823737,0.43732335897819763,0.0003810233233413868,-0.0019362992691060426,0.3058890514729664,0.12150099458849428,0.21866167948909881,1.75,4988980.168856136,0.19845270375623922,0.0451548765758587,-0.0001905116616706934,-0.0001905116616706934,0.0001905116616706934,0.0001905116616706934,-0.0007620466466827736,-0.0007620466466827736,0.0,0.12733719122761064,3.998387804546975e-09,0.0010894437210622165
2.0,0.0011253704786756246,11.74535454556262,116.8286932846421,60.570924315795835,5.953117923257092,5.160671983271691,6.914903441298095,1.4576614919345983,301.4925388928006,-0.038716278969766066,-0.08167736934847923,-0.042961090378713165,1.0,0.09835853300997728,9.490155724303641e-12,2.3,0.017597569975300164,0.42697686705575033,0.0005131645368005374,-0.0018868079057855738,0.30582202290617294,0.1214489902926578,0.21348843352787517,1.75,5034357.497952161,0.19671706601995456,0.04567873717983309,-0.0002565822684002687,-0.0002565822684002687,0.0002565822684002687,0.0002565822684002687,-0.0010263290736010748,-0.0010263290736010748,0.0,0.12733719122761064,3.998387804546975e-09,0.0022027319578557664
3.0,0.001145370909767604,11.857044618199208,116.75247148604687,60.560250079554436,6.083620225676471,5.276902109802078,6.916834466700931,1.4598181612316197,301.4913742947332,-0.0387237215973267,-0.0816573295693531,-0.042933607972026396,1.0,0.09748414772700185,9.405790369874917e-12,2.3,0.01734559455616419,0.4173730986036398,0.0006438543705088375,-0.001838475418606368,0.30574198707782485,0.12139516440347452,0.2086865493018199,1.75,5077125.00783419,0.1949682954540037,0.04617197950529472,-0.00032192718525441875,-0.00032192718525441875,0.00032192718525441875,0.00032192718525441875,-0.001287708741017675,-0.001287708741017675,0.0,0.12733719122761064,3.998387804546975e-09,0.0033381026520773807
4.0,0.001161935080146645,11.964062603273687,116.67976697467807,60.546599360399405,6.212380095532305,5.391710420876898,6.918745805500669,1.4618988707987435,301.4902616011266,-0.038731499861774224,-0.08163739969284838,-0.04290589983107415,1.0,0.09660424697185795,9.320892853282219e-12,2.3,0.017100925251484506,0.40844583900973197,0.0007729957225406266,-0.001791267389057595,0.3056503343856535,0.12133971233916567,0.20422291950486599,1.75,5117451.571157291,0.1932084939437159,0.04663702134543935,-0.0003864978612703133,-0.0003864978612703133,0.0003864978612703133,0.0003864978612703133,-0.0015459914450812531,-0.0015459914450812531,0.0,0.12733719122761064,3.998387804546975e-09,0.004491755647034505
5.0,0.0011756618393375497,12.066686916549266,116.61037048566337,60.53024686910068,6.339414969152741,5.505106947115999,6.920637349363907,1.4639080506893123,301.48919646648307,-0.03873957989277657,-0.08161758972465422,-0.042878009831877645,1.0,0.09571983911230496,9.23556046722371e-12,2.3,0.016863227194250114,0.4001365529997708,0.0009005047480074024,-0.0017451507926133736,0.3055483377006224,0.12128280814586694,0.2000682764998854,1.75,5155491.914938442,0.19143967822460992,0.04707603877960623,-0.0004502523740037012,-0.0004502523740037012,0.0004502523740037012,0.0004502523740037012,-0.0018010094960148049,-0.0018010094960148049,0.0,0.12733719122761064,3.998387804546975e-09,0.005660554106776602
6.0,0.001187044209647506,12.165172506137303,116.54409038342826,60.51144213244634,6.46474218227668,5.617101838364271,6.922509043541221,1.4658497630925973,301.4881751189973,-0.03874793132033834,-0.0815979092280478,-0.04284997790770946,1.0,0.0948318882410069,9.149886232500275e-12,2.3,0.01663218913994526,0.39239319993582744,0.0010263097650562972,-0.0017000939181856026,0.3054371503444454,0.12122461118656043,0.19619659996791372,1.75,5191388.551089189,0.1896637764820138,0.047490996262741086,-0.0005131548825281486,-0.0005131548825281486,0.0005131548825281486,0.0005131548825281486,-0.0020526195301125943,-0.0020526195301125943,0.0,0.12733719122761064,3.998387804546975e-09,0.0068419071312691305
7.0,0.0011964868406655505,12.259753120256546,116.48075096008176,60.49041189936591,6.588379062955451,5.727705440415089,6.924360881555686,1.4677277368336863,301.4871942482081,-0.03875652694048048,-0.08157836735064167,-0.04282184041016119,1.0,0.0939413142478319,9.06395890499135e-12,2.3,0.016407520988520226,0.38516938602974293,0.0011503502069289324,-0.001656066251250534,0.30531781779176553,0.12116526754106081,0.19258469301487147,1.75,5225272.814686452,0.1878826284956638,0.047883669600392184,-0.0005751751034644662,-0.0005751751034644662,0.0005751751034644662,0.0005751751034644662,-0.002300700413857865,-0.002300700413857865,0.0,0.12733719122761064,3.998387804546975e-09,0.008033672656425659
8.0,0.001204323081600639,12.350643894855189,116.42019049972133,60.46736296854581,6.710342937674278,5.836928292716023,6.926192898438591,1.4695454088209072,301.48625093925517,-0.038765342250376984,-0.08155897276939257,-0.04279363051901559,1.0,0.0930489926222284,8.977862956587138e-12,2.3,0.016188951525382505,0.37842357352217804,0.0012725755816620562,-0.0016130384235015862,0.30519129032302605,0.12110491153279683,0.18921178676108902,1.75,5257266.14831073,0.1860979852444568,0.0482556686155307,-0.0006362877908310281,-0.0006362877908310281,0.0006362877908310281,0.0006362877908310281,-0.0025451511633241123,-0.0025451511633241123,0.0,0.12733719122761064,3.998387804546975e-09,0.009234077617558754
9.0,0.001210827378066398,12.438043208327985,116.36225988744856,60.442484174391595,6.830651176000047,5.944781161701343,6.928005165947352,1.4713059527219374,301.48534261207885,-0.03877435514685949,-0.08153973369571002,-0.04276537854885053,1.0,0.09215575478554543,8.891678607252631e-12,2.3,0.015976226575737808,0.3721184643755442,0.001392944553203114,-0.001570982134432982,0.3050584322687151,0.12104366687075913,0.1860592321877721,1.75,5287480.9930566335,0.18431150957109085,0.04860845522806727,-0.000696472276601557,-0.000696472276601557,0.000696472276601557,0.000696472276601557,-0.002785889106406228,-0.002785889106406228,0.0,0.12733719122761064,3.998387804546975e-09,0.010441652847392274
10.0,0.001216226746704005,12.522134723625303,116.30682107567536,60.41594862806959,6.949321169219674,6.051275014135286,6.929797786883945,1.4730123118967264,301.48446697107164,-0.03878354556299749,-0.08152065782897462,-0.04273711226597713,1.0,0.09126238829116565,8.805481844337518e-12,2.3,0.01576910732554866,0.3662204253586205,0.0015114240443868223,-0.0015298701198420686,0.3049200320352111,0.12098164783686743,0.18311021267931024,1.75,5316021.829354597,0.1825247765823313,0.0489433609648064,-0.0007557120221934111,-0.0007557120221934111,0.0007557120221934111,0.0007557120221934111,-0.0030228480887736445,-0.0030228480887736445,0.0,0.12733719122761064,3.998387804546975e-09,0.011655179909777475
11.0,0.0012207069197340853,12.603088109268336,116.25374654246043,60.38791439981697,7.066370447940321,6.156421117919567,6.931570893571326,1.4746672082922698,301.483621969763,-0.03879289539432096,-0.081501752451637,-0.042708857057316044,1.0,0.09036963802259719,8.71934453817447e-12,2.3,0.015567369075522346,0.36069913055318975,0.001627988530165262,-0.001489676026492922,0.3047768058166938,0.1209189598572987,0.18034956527659488,1.75,5342985.454762822,0.18073927604519438,0.049261598023818846,-0.000813994265082631,-0.000813994265082631,0.000813994265082631,0.000813994265082631,-0.003255977060330524,-0.003255977060330524,0.0,0.12733719122761064,3.998387804546975e-09,0.012873646742996521
12.0,0.0012244217835179344,12.68106106683955,116.20291777271723,60.358526793951064,7.181816599407252,6.260230959950917,6.933324641830801,1.4762731762396732,301.48280577984843,-0.03880238810729474,-0.081483024340161,-0.042680636232866255,1.0,0.0894782064254856,8.633334464464897e-12,2.3,0.015370799876019733,0.35552708374379155,0.001742619226935565,-0.0014503744263427716,0.30462940740412686,0.12085570062887412,0.17776354187189577,1.75,5368462.072989987,0.1789564128509712,0.049564274575167704,-0.0008713096134677824,-0.0008713096134677824,0.0008713096134677824,0.0008713096134677824,-0.00348523845387113,-0.00348523845387113,0.0,0.12733719122761064,3.998387804546975e-09,0.014096211094622531
13.0,0.00122749911526176,12.756200551736791,116.15422433281067,60.32791967382389,7.295677259767407,6.362716232723575,6.935059207448052,1.4778325818239844,301.48201674927657,-0.0388120085457324,-0.08146447976069722,-0.04265247121496482,1.0,0.08858875434299232,8.547515384880706e-12,2.3,0.015179199454276508,0.3506792787972062,0.0018553034160120206,-0.0014119407781105287,0.30447843439923805,0.12079196083451552,0.1753396393986031,1.75,5392535.919200651,0.17717750868598464,0.04985240586408709,-0.0009276517080060103,-0.0009276517080060103,0.0009276517080060103,0.0009276517080060103,-0.0037106068320240412,-0.0037106068320240412,0.0,0.12733719122761064,3.998387804546975e-09,0.01532217154401238
14.0,0.0012300432278998326,12.828642936157467,116.1075637526448,60.29621553467373,7.407970236154812,6.463888940093772,6.936774786092444,1.4793476227272242,301.4812533930951,-0.038821742937099245,-0.08144612457927038,-0.04262438164217113,1.0,0.08770190268725031,8.461947208335268e-12,2.3,0.014992378430083794,0.34613301683520453,0.001966033917565547,-0.0013743513064091762,0.30432442900143347,0.12072782441229143,0.17306650841760227,1.75,5415285.266359905,0.17540380537450062,0.050126920523013166,-0.0009830169587827734,-0.0009830169587827734,0.0009830169587827734,0.0009830169587827734,-0.003932067835131094,-0.003932067835131094,0.0,0.12733719122761064,3.998387804546975e-09,0.016550942715593174
