quantity,value,unit,window_start_s,window_end_s
positive_nkcc1_cl_loading,193.42246880217135,fmol,60,600
positive_ae4_cl_loading,0.0,fmol,60,600
positive_ae2_cl_loading,0.5111950909328269,fmol,60,600
signed_ae2_cl_flux,0.5110521285390336,fmol,60,600
nkcc1_cycles,96.71123440108568,fmol,60,600
ae4_signed_cl_flux,0.0,fmol,60,600
ae4_na_cell_source,0.0,fmol,60,600
ae4_k_cell_source,0.0,fmol,60,600
ae4_tic_cell_source,0.0,fmol,60,600
ae4_ta_cell_source,0.0,fmol,60,600
ae4_hco3_cell_source,0.0,fmol,60,600
ae4_co3_cell_source,0.0,fmol,60,600
nbc_cycles,5.406596998037765,fmol,60,600
nbc_bicarbonate_equivalent_influx,10.81319399607553,fmol,60,600
nbc_current_charge,5.216573069946689e-10,C,60,600
nhe1_flux,1.7694442837929338,fmol,60,600
pump_cycles,33.40309034626725,fmol,60,600
cacc_cl_export,198.39824740244197,fmol,60,600
paracellular_cl_return,73.85562376034406,fmol,60,600
water_outflow,0.8455256052282409,pL,60,600
