class_id,wt_rest_status,affinity_over_rt,forward_direction,wt_status,wt_cumulative_0_600_pL,wt_endpoint_pL_s,ae4_5pct_status,ae4_5pct_cumulative_0_600_pL,ae4_5pct_endpoint_pL_s,ae4_null_status,ae4_null_cumulative_0_600_pL,ae4_null_endpoint_pL_s,ae4_5pct_early_deficit_pct,ae4_5pct_late_deficit_pct,ae4_5pct_total_deficit_pct,ae4_5pct_nkcc1_compensation_pct,ae4_null_early_deficit_pct,ae4_null_late_deficit_pct,ae4_null_total_deficit_pct,ae4_null_nkcc1_compensation_pct,failure_reason
C3a,PASS,0.7365707451364162,supported,PASS,0.9454920240592135,0.0014756483080347494,PASS,0.9526657521790609,0.0015506665883212312,PASS,0.9523401515686856,0.0015556656729142472,0.9796394022541843,-0.9827793668239382,-0.7587296283102285,33.680418775777966,1.0490932568275935,-0.9528553333248979,-0.7242924673305451,37.588727979292,
