time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_cl_source_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,co3_i_mM,ae4_hco3_cell_source_fmol_s,ae4_co3_cell_source_fmol_s,source_signature_residual_fmol_s,ae4_charge_residual_fmol_s,cell_balance_residual_fmol_s,cumulative_outflow_0_t_pL
0.0,0.0010752676033769892,11.665526729711736,116.71623464207357,60.24574357449443,5.668614694990984,4.906333445671741,6.909781488762312,1.447343059686945,301.41485508131484,-0.03155406704025623,-0.06711072394251479,-0.03555665690225856,0.0,0.0,0.0,1.0,0.007892703718348076,0.25614145304450187,0.0,-0.0019827898582115717,0.2590964099745734,0.10220164741365842,0.12807072652225093,1.0,4941836.349355065,0.0,0.04532114341353348,0.0,-0.0,0.0,-0.0,-0.0,0.001997738085814691,-0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0
1e-06,0.0010752676033769892,11.665526729711736,116.71623464207357,60.24574357449443,5.668614694990984,4.906333445671741,6.909781488762312,1.447343059686945,301.41485508131484,-0.02750657027723805,-0.080339933559446,-0.05283336328220796,1.0,0.10072936374877386,9.718906115536735e-12,2.3,0.018153218552200576,0.44824754282787826,0.0,-0.0019827898582115717,0.610886766057204,0.1469667583386593,0.22412377141393913,1.75,4941836.349355065,0.20145872749754773,0.04532114341353348,0.0,-0.0,0.0,-0.0,-0.0,0.001997738085814691,-0.0,0.0,0.0,0.0,5.551115123125783e-17,1.075267603376989e-09
1.0,0.0013858265222683186,11.804151240941824,116.60569071262744,60.13225997887071,5.812867116260879,5.034268396638509,6.911772831337101,1.4475720658260423,301.8394814803047,-0.02740812855700431,-0.08030365290622693,-0.05289552434922262,1.0,0.09983784978083045,9.632888094250096e-12,2.3,0.01787425728698091,0.4400772591120345,0.0,-0.0019242674521098694,0.5766968182567571,0.1473026522800627,0.22003862955601725,1.75,4977022.040425771,0.1996756995616609,0.04594085025691853,0.0,-0.0,0.0,-0.0,-0.0,0.0020592505806422295,-0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0012305469075431946
5.0,0.002007025081652028,12.2988659820481,116.16585575892759,59.721397726483595,6.365139148199927,5.525709565472305,6.919596069338931,1.4502889753642094,301.72305166050694,-0.0271743264289909,-0.08016567313381291,-0.052991346704822015,1.0,0.09622165154546317,9.283978006498925e-12,2.3,0.01683866268526195,0.41324669346653947,0.0,-0.0017073022693567634,0.4982932734779172,0.14775560130896245,0.20662334673326974,1.75,5095695.77985118,0.19244330309092633,0.04804899040298398,0.0,-0.0,0.0,-0.0,-0.0,0.0023013576864658073,-0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.008294064232930307
10.0,0.0020833910479274883,12.822089547383415,115.7246889817166,59.29473465822571,7.013076120717571,6.10534170833483,6.928996131780764,1.454482983692926,301.6527178398023,-0.027132811080716072,-0.08003302957945554,-0.05290021849873947,1.0,0.09157110667776033,8.835268640399656e-12,2.3,0.015693798959417367,0.3869350695239419,0.0,-0.0014670054489599282,0.45103893815515333,0.14769002556594285,0.19346753476197096,1.75,5216954.965478389,0.18314221335552067,0.050108536217086844,0.0,-0.0,0.0,-0.0,-0.0,0.0025984005988989286,-0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.01866667017949752
15.0,0.0019809653520386633,13.264484345486082,115.36552517575694,58.91001104015269,7.618820107348867,6.65012964823285,6.93794232951062,1.4587040177536494,301.61576946355103,-0.027193842323149385,-0.07992138393988969,-0.05272754161674031,1.0,0.08687499794258251,8.38216302941439e-12,2.3,0.01468761575493964,0.36733397189302885,0.0,-0.001254124033320038,0.42631596037472663,0.1473552382102169,0.18366698594651443,1.75,5310612.669407677,0.17374999588516502,0.05171913013659084,0.0,-0.0,0.0,-0.0,-0.0,0.002889165642950312,-0.0,0.0,0.0,0.0,4.163336342344337e-17,0.028846717294957466
20.0,0.001873868042909399,13.644110254400971,115.06522845643164,58.546309477340884,8.185621363512453,7.162400472749767,6.94643812088827,1.4626393436863736,301.5945201452594,-0.027298475020306377,-0.07982141991159986,-0.05252294489129348,1.0,0.0822203441449653,7.933057211847675e-12,2.3,0.013796758357359475,0.3529342245286608,0.0,-0.0010639501325978376,0.4121650797566533,0.14689932907597858,0.1764671122643304,1.75,5381314.4776752,0.1644406882899306,0.05300999568527711,0.0,-0.0,0.0,-0.0,-0.0,0.0031731947058465516,-0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0384744743439557
25.0,0.0017951627443268947,13.973809003178626,114.80939724620643,58.19610898171219,8.715993625692395,7.643949223829719,6.9545049104957934,1.466194438401477,301.5815205464507,-0.027422687396949044,-0.07972916874317483,-0.052306481346225786,1.0,0.07767315468101253,7.494320126205627e-12,2.3,0.013002663488227354,0.34251594381368394,0.0,-0.0008931032193344923,0.40354976880274906,0.14638605604532196,0.17125797190684197,1.75,5433505.822841307,0.15534630936202506,0.054065805294053054,0.0,-0.0,0.0,-0.0,-0.0,0.003450028669273735,-0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.04763513354402588
30.0,0.0017428248705815747,14.26306657098448,114.5883621353913,57.8570619269752,9.212143313010023,8.096385404892892,6.962171312095052,1.4693603674072364,301.5730945720895,-0.027554836205390815,-0.07964288538115499,-0.05208804917576418,1.0,0.07328052840039614,7.070496120641315e-12,2.3,0.012290425907649971,0.33514080825036274,0.0,-0.0007389696900327704,0.39798537989978783,0.14584907631605257,0.16757040412518137,1.75,5470993.16927273,0.1465610568007923,0.05494427652004598,0.0,-0.0,0.0,-0.0,-0.0,0.0037193109216669185,-0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0564711296134678
35.0,0.001708882582287366,14.519073301678613,114.3953077968286,57.52891342325475,9.676121640542068,8.521246852009732,6.969467827075129,1.4721634371132153,301.5672911005194,-0.027688801861143836,-0.07956182945342413,-0.051873027592280296,1.0,0.06907377488587635,6.664606110645895e-12,2.3,0.011647984283149017,0.3300917922446642,0.0,-0.0005994427314072862,0.39415355434402516,0.14530798194532027,0.1650458961223321,1.75,5496920.44683436,0.1381475497717527,0.05568597882171035,0.0,-0.0,0.0,-0.0,-0.0,0.003980805636865182,-0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0650945623577591
