variant_id,candidate_id,na_capacity_fraction,k_capacity_fraction,equilibrium_constant,saturation_strength,bath_hco3_mM,grid_axis,activity_scale,unit_contribution,fitted_contribution,calibration_residual,calibration_l2_error,calibration_max_abs_error,wt_baseline_closure_error,wt_baseline_admissible,assay_admissible,energetic_bias_source_supported,coherent_fixed_chassis_bath,fully_source_supported,knockout_target_read_by_calibrator,simulation_status,ae4_ko_endpoint_flow_ratio,ae4_ko_integrated_flow_ratio,wt_endpoint_flow
R2_0332_C8_112_SAT_fNa0_Keq10_sat100_B21,C8_112_SAT,0.0,1.0,10.0,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,3.302380883776246,"[0.0, -0.009811945796315193, 0.009811945796315193, -0.019623891592630387]","[0.0, -0.03240278223039999, 0.03240278223039999, -0.06480556446079998]","[0.03888333867647999, -0.03240278223039999, -0.006480556446079998, 0.012961112892159996]",0.052648289451365037,0.03888333867647999,0.0013548201611623743,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0333_C8_112_SAT_fNa0_Keq100_sat0.01_B21,C8_112_SAT,0.0,1.0,100.0,0.01,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0003246461728096957,"[-0.0, -99.80953094245831, 99.80953094245831, -199.61906188491662]","[-0.0, -0.03240278223039999, 0.03240278223039999, -0.06480556446079998]","[0.03888333867647999, -0.03240278223039999, -0.006480556446079998, 0.012961112892159996]",0.052648289451365037,0.03888333867647999,0.0013548201611623743,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0334_C8_112_SAT_fNa0_Keq100_sat0.1_B21,C8_112_SAT,0.0,1.0,100.0,0.1,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.00324643801934839,"[-0.0, -9.981025985182285, 9.981025985182285, -19.96205197036457]","[-0.0, -0.03240278223039999, 0.03240278223039999, -0.06480556446079998]","[0.03888333867647999, -0.03240278223039999, -0.006480556446079998, 0.012961112892159996]",0.052648289451365037,0.03888333867647999,0.0013548201611623743,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0335_C8_112_SAT_fNa0_Keq100_sat1_B21,C8_112_SAT,0.0,1.0,100.0,1.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.03246435648473533,"[-0.0, -0.9981033274334488, 0.9981033274334488, -1.9962066548668975]","[-0.0, -0.03240278223039999, 0.03240278223039999, -0.06480556446079998]","[0.03888333867647999, -0.03240278223039999, -0.006480556446079998, 0.012961112892159996]",0.052648289451365037,0.03888333867647999,0.0013548201611623743,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0336_C8_112_SAT_fNa0_Keq100_sat10_B21,C8_112_SAT,0.0,1.0,100.0,10.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.32464354113860466,"[-0.0, -0.09981034003250294, 0.09981034003250294, -0.19962068006500588]","[-0.0, -0.03240278223039999, 0.03240278223039999, -0.06480556446079998]","[0.03888333867647999, -0.03240278223039999, -0.006480556446079998, 0.012961112892159996]",0.052648289451365037,0.03888333867647999,0.0013548201611623743,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0337_C8_112_SAT_fNa0_Keq100_sat100_B21,C8_112_SAT,0.0,1.0,100.0,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,3.246435387677298,"[-0.0, -0.00998103407614188, 0.00998103407614188, -0.01996206815228376]","[-0.0, -0.03240278223039999, 0.03240278223039999, -0.06480556446079998]","[0.03888333867647999, -0.03240278223039999, -0.006480556446079998, 0.012961112892159996]",0.052648289451365037,0.03888333867647999,0.0013548201611623743,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0338_C8_112_SAT_fNa0.25_Keq0.01_sat0.01_B21,C8_112_SAT,0.25,0.75,0.01,0.01,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[24.958467801233684, 60.698638407889334, -85.65710620912301, 171.31421241824603]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0339_C8_112_SAT_fNa0.25_Keq0.01_sat0.1_B21,C8_112_SAT,0.25,0.75,0.01,0.1,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[2.4958540402381915, 6.07028673613154, -8.566140776369732, 17.132281552739464]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0340_C8_112_SAT_fNa0.25_Keq0.01_sat1_B21,C8_112_SAT,0.25,0.75,0.01,1.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.24958547662519973, 0.6070329028906827, -0.8566183795158824, 1.7132367590317648]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0341_C8_112_SAT_fNa0.25_Keq0.01_sat10_B21,C8_112_SAT,0.25,0.75,0.01,10.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.02495854838853401, 0.06070333258216768, -0.0856618809707017, 0.1713237619414034]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0342_C8_112_SAT_fNa0.25_Keq0.01_sat100_B21,C8_112_SAT,0.25,0.75,0.01,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.0024958548461135417, 0.006070333681148086, -0.008566188527261627, 0.017132377054523255]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0343_C8_112_SAT_fNa0.25_Keq0.1_sat0.01_B21,C8_112_SAT,0.25,0.75,0.1,0.01,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[24.588305149570186, -1.954552124652817, -22.633753024917368, 45.267506049834736]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0344_C8_112_SAT_fNa0.25_Keq0.1_sat0.1_B21,C8_112_SAT,0.25,0.75,0.1,0.1,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[2.458852965430309, -0.19547839174552073, -2.2633745736847883, 4.526749147369577]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0345_C8_112_SAT_fNa0.25_Keq0.1_sat1_B21,C8_112_SAT,0.25,0.75,0.1,1.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.24588552105001862, -0.01954807099759228, -0.22633745005242634, 0.4526749001048527]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0346_C8_112_SAT_fNa0.25_Keq0.1_sat10_B21,C8_112_SAT,0.25,0.75,0.1,10.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.024588554350073993, -0.0019548094180198722, -0.02263374493205412, 0.04526748986410824]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0347_C8_112_SAT_fNa0.25_Keq0.1_sat100_B21,C8_112_SAT,0.25,0.75,0.1,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.0024588554574581233, -0.00019548096498462388, -0.0022633744924734993, 0.004526748984946999]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0348_C8_112_SAT_fNa0.25_Keq1_sat0.01_B21,C8_112_SAT,0.25,0.75,1.0,0.01,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0005635094799225698,"[21.16861956804191, -61.9917628776893, 40.82314330964739, -81.64628661929478]","[0.01192871780346603, -0.03493294605868996, 0.023004228255223937, -0.046008456510447875]","[0.050812056479946015, -0.03493294605868996, -0.01587911042125605, 0.0317582208425121]",0.07115410418881526,0.050812056479946015,0.0017704549278336646,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0349_C8_112_SAT_fNa0.25_Keq1_sat0.1_B21,C8_112_SAT,0.25,0.75,1.0,0.1,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.005634736743022558,"[2.11691886305527, -6.199590156334032, 4.082671293278762, -8.165342586557523]","[0.011928280499655068, -0.034933058445576336, 0.023004777945921265, -0.04600955589184253]","[0.05081161917613505, -0.034933058445576336, -0.01587856073055872, 0.03175712146111744]",0.07115323372857227,0.05081161917613505,0.0017704396907670804,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0350_C8_112_SAT_fNa0.25_Keq1_sat1_B21,C8_112_SAT,0.25,0.75,1.0,1.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0563470093706401,"[0.21169245538486536, -0.6199631546229932, 0.40827069923812787, -0.8165413984762557]","[0.01192823676726482, -0.034933069682993395, 0.023004832915728576, -0.04600966583145715]","[0.0508115754437448, -0.034933069682993395, -0.01587850576075141, 0.03175701152150282]",0.07115314668040565,0.0508115754437448,0.001770438166990417,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0351_C8_112_SAT_fNa0.25_Keq1_sat10_B21,C8_112_SAT,0.25,0.75,1.0,10.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.5634697356464773,"[0.02116925122929675, -0.061996356852499185, 0.040827105623202437, -0.08165421124640487]","[0.011928232394005703, -0.03493307080672239, 0.023004838412716683, -0.04600967682543337]","[0.05081157107048569, -0.03493307080672239, -0.015878500263763303, 0.031757000527526606]",0.07115313797556756,0.05081157107048569,0.0017704380146120505,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0352_C8_112_SAT_fNa0.25_Keq1_sat100_B21,C8_112_SAT,0.25,0.75,1.0,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,5.634696998404816,"[0.002116925179837794, -0.006199636099152221, 0.0040827109193144265, -0.008165421838628853]","[0.011928231956679592, -0.03493307091909516, 0.023004838962415564, -0.04600967792483113]","[0.05081157063315958, -0.03493307091909516, -0.015878499714064423, 0.031756999428128846]",0.07115313710508354,0.05081157063315958,0.0017704379993742068,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0353_C8_112_SAT_fNa0.25_Keq10_sat0.01_B21,C8_112_SAT,0.25,0.75,10.0,0.01,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.00044671514041510417,"[2.3264781554042595, -73.58772136629258, 71.26124321088832, -142.52248642177665]","[0.0010392730158640864, -0.03287274928297095, 0.031833476267106864, -0.06366695253421373]","[0.039922611692344075, -0.03287274928297095, -0.007049862409373123, 0.014099724818746245]",0.054064178248764826,0.039922611692344075,0.0013910317645025865,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0354_C8_112_SAT_fNa0.25_Keq10_sat0.1_B21,C8_112_SAT,0.25,0.75,10.0,0.1,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.004467050831976374,"[0.2326595212617071, -7.35894064259802, 7.126281121336312, -14.252562242672624]","[0.0010393019080193336, -0.03287276191998224, 0.031833460011962904, -0.06366692002392581]","[0.03992264058449932, -0.03287276191998224, -0.007049878664517083, 0.014099757329034165]",0.05406421786550706,0.03992264058449932,0.001391032771197891,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0355_C8_112_SAT_fNa0.25_Keq10_sat1_B21,C8_112_SAT,0.25,0.75,10.0,1.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.044670407747639744,"[0.02326606918986229, -0.7358957493619338, 0.7126296801720715, -1.425259360344143]","[0.0010393047973959468, -0.032872763183752485, 0.03183345838635654, -0.06366691677271308]","[0.03992264347387593, -0.032872763183752485, -0.0070498802901234475, 0.014099760580246895]",0.054064221827402975,0.03992264347387593,0.0013910328718730344,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0356_C8_112_SAT_fNa0.25_Keq10_sat10_B21,C8_112_SAT,0.25,0.75,10.0,10.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.44670397690427843,"[0.0023266080896296236, -0.07358959178725716, 0.07126298369762754, -0.14252596739525508]","[0.0010393050863352188, -0.0328727633101302, 0.031833458223794985, -0.06366691644758997]","[0.03992264376281521, -0.0328727633101302, -0.007049880452685002, 0.014099760905370004]",0.05406422222359479,0.03992264376281521,0.0013910328819406051,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0357_C8_112_SAT_fNa0.25_Keq10_sat100_B21,C8_112_SAT,0.25,0.75,10.0,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,4.467039668470666,"[0.00023266082066940283, -0.007358959347236395, 0.007126298526566992, -0.014252597053133984]","[0.0010393051152291623, -0.03287276332276798, 0.031833458207538814, -0.06366691641507763]","[0.03992264379170915, -0.03287276332276798, -0.007049880468941172, 0.014099760937882344]",0.054064222263213994,0.03992264379170915,0.0013910328829473625,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0358_C8_112_SAT_fNa0.25_Keq100_sat0.01_B21,C8_112_SAT,0.25,0.75,100.0,0.01,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.00037793997827892487,"[-19.621345252537974, -74.85714820684373, 94.47849345938171, -188.95698691876342]","[-0.007415690798547488, -0.02829150896731678, 0.03570719976586427, -0.07141439953172854]","[0.0314676478779325, -0.02829150896731678, -0.0031761389106157167, 0.0063522778212314335]",0.04290759413571159,0.0314676478779325,0.0010964337221885943,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0359_C8_112_SAT_fNa0.25_Keq100_sat0.1_B21,C8_112_SAT,0.25,0.75,100.0,0.1,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.003779359282298006,"[-1.9621959667393951, -7.485769488886714, 9.44796545562611, -18.89593091125222]","[-0.007415843540584242, -0.028291412402967203, 0.035707255943551446, -0.07141451188710289]","[0.031467495135895744, -0.028291412402967203, -0.003176082732928541, 0.006352165465857082]",0.0429073976548849,0.031467495135895744,0.0010964284001664076,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0360_C8_112_SAT_fNa0.25_Keq100_sat1_B21,C8_112_SAT,0.25,0.75,100.0,1.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.037793552322168696,"[-0.19622021110995908, -0.7485774955750866, 0.9447977066850457, -1.8895954133700914]","[-0.007415858815251226, -0.028291402746215038, 0.035707261561466266, -0.07141452312293253]","[0.03146747986122876, -0.028291402746215038, -0.00317607711501372, 0.00635215423002744]",0.04290737800621183,0.03146747986122876,0.001096427867948046,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0361_C8_112_SAT_fNa0.25_Keq100_sat10_B21,C8_112_SAT,0.25,0.75,100.0,10.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.3779354827208436,"[-0.019622027255377268, -0.0748577550243772, 0.09447978227975448, -0.18895956455950896]","[-0.007415860342722558, -0.028291401780536653, 0.03570726212325921, -0.07141452424651842]","[0.03146747833375743, -0.028291401780536653, -0.0031760765532207746, 0.006352153106441549]",0.042907376041338624,0.03146747833375743,0.0010964278147260484,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0362_C8_112_SAT_fNa0.25_Keq100_sat100_B21,C8_112_SAT,0.25,0.75,100.0,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,3.779354786707589,"[-0.0019622027869815616, -0.0074857755571064106, 0.009447978344087973, -0.018895956688175945]","[-0.007415860495469736, -0.02829140168396878, 0.035707262179438516, -0.07141452435887703]","[0.03146747818101025, -0.02829140168396878, -0.0031760764970414704, 0.006352152994082941]",0.042907375844851235,0.03146747818101025,0.0010964278094038468,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0363_C8_112_SAT_fNa0.48387097_Keq0.01_sat0.01_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,0.01,0.01,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[48.30671187335552, 41.771106001128146, -90.07781787448366, 180.1556357489673]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0364_C8_112_SAT_fNa0.48387097_Keq0.01_sat0.1_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,0.01,0.1,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[4.830685239170693, 4.177401624864715, -9.008086864035409, 18.016173728070818]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0365_C8_112_SAT_fNa0.48387097_Keq0.01_sat1_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,0.01,1.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.4830686644358704, 0.4177430729570289, -0.9008117373928992, 1.8016234747857984]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0366_C8_112_SAT_fNa0.48387097_Keq0.01_sat10_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,0.01,10.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.048306867848775505, 0.04177433640063152, -0.09008120424940702, 0.18016240849881404]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0367_C8_112_SAT_fNa0.48387097_Keq0.01_sat100_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,0.01,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.0048306867989294355, 0.004177433931112661, -0.009008120730042098, 0.018016241460084195]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0368_C8_112_SAT_fNa0.48387097_Keq0.1_sat0.01_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,0.1,0.01,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[47.59026803142616, -1.3450681287933364, -46.24519990263283, 92.49039980526565]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0369_C8_112_SAT_fNa0.48387097_Keq0.1_sat0.1_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,0.1,0.1,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[4.759070255671565, -0.13452276421197126, -4.624547491459594, 9.249094982919187]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0370_C8_112_SAT_fNa0.48387097_Keq0.1_sat1_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,0.1,1.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.4759074600968102, -0.013452435955332322, -0.4624550241414779, 0.9249100482829558]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0371_C8_112_SAT_fNa0.48387097_Keq0.1_sat10_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,0.1,10.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.04759075035498192, -0.0013452451908953957, -0.04624550516408652, 0.09249101032817304]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0372_C8_112_SAT_fNa0.48387097_Keq0.1_sat100_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,0.1,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.004759075078951206, -0.00013452453504318203, -0.0046245505439080235, 0.009249101087816047]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0373_C8_112_SAT_fNa0.48387097_Keq1_sat0.01_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,1.0,0.01,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[40.97152174459724, -42.66099810937758, 1.6894763647803401, -3.3789527295606803]","[0.0, -0.0, 0.0, -0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0374_C8_112_SAT_fNa0.48387097_Keq1_sat0.1_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,1.0,0.1,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[4.097262315590845, -4.266384623713742, 0.16912230812289764, -0.33824461624579527]","[0.0, -0.0, 0.0, -0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0375_C8_112_SAT_fNa0.48387097_Keq1_sat1_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,1.0,1.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.4097273330029652, -0.4266413107082964, 0.016913977705331207, -0.033827955410662414]","[0.0, -0.0, 0.0, -0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0376_C8_112_SAT_fNa0.48387097_Keq1_sat10_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,1.0,10.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.0409727443147679, -0.04266415955440804, 0.0016914152396401427, -0.0033828304792802855]","[0.0, -0.0, 0.0, -0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0377_C8_112_SAT_fNa0.48387097_Keq1_sat100_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,1.0,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0,"[0.004097274541621536, -0.004266416240276797, 0.00016914169865526064, -0.0003382833973105213]","[0.0, -0.0, 0.0, -0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0378_C8_112_SAT_fNa0.48387097_Keq10_sat0.01_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,10.0,0.01,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.0006648512756862357,"[4.502860945943728, -50.64101255314758, 46.13815160720385, -92.2763032144077]","[0.0029937328441484177, -0.033668741798002846, 0.030675008953854426, -0.06135001790770885]","[0.0418770715206284, -0.033668741798002846, -0.00820832972262556, 0.01641665944525112]",0.056781657932655515,0.0418770715206284,0.0014591314100874063,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0379_C8_112_SAT_fNa0.48387097_Keq10_sat0.1_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,10.0,0.1,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.006648366813927164,"[0.4503087508291105, -5.06421721641154, 4.61390846558243, -9.22781693116486]","[0.0029938177550332544, -0.03366877368010908, 0.03067495592507583, -0.06134991185015166]","[0.04187715643151324, -0.03366877368010908, -0.008208382751404158, 0.016416765502808316]",0.05678177778900184,0.04187715643151324,0.0014591343686548221,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0380_C8_112_SAT_fNa0.48387097_Keq10_sat1_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,10.0,1.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.066483522196505,"[0.04503110165779797, -0.5064228812813308, 0.46139177962353284, -0.9227835592470657]","[0.0029938262465992846, -0.03366877686848537, 0.030674950621886087, -0.061349901243772174]","[0.041877164923079274, -0.03366877686848537, -0.0082083880545939, 0.0164167761091878]",0.05678178977532001,0.041877164923079274,0.0014591346645282032,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0381_C8_112_SAT_fNa0.48387097_Keq10_sat10_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,10.0,10.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,0.6648350760223003,"[0.0045031124315412065, -0.050642299724564056, 0.04613918729302285, -0.0922783745860457]","[0.0029938270957606634, -0.03366877718732466, 0.030674950091563995, -0.06134990018312799]","[0.04187716577224065, -0.03366877718732466, -0.008208388584915991, 0.016416777169831982]",0.056781790973958655,0.04187716577224065,0.0014591346941157074,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0382_C8_112_SAT_fNa0.48387097_Keq10_sat100_B21,C8_112_SAT,0.48387096774193544,0.5161290322580645,10.0,100.0,21.0,Na_K_capacity_x_equilibrium_x_saturation,6.648350614280254,"[0.0004503112658117474, -0.005064230088420745, 0.004613918822608997, -0.009227837645217995]","[0.0029938271806768495, -0.03366877721920861, 0.030674950038531754, -0.06134990007706351]","[0.04187716585715684, -0.03366877721920861, -0.008208388637948233, 0.016416777275896466]",0.0567817910938226,0.04187716585715684,0.0014591346970744595,False,True,False,True,False,False,not_run_round2_closure_localization,,,
