variant_id,candidate_id,na_capacity_fraction,k_capacity_fraction,equilibrium_constant,saturation_strength,bath_hco3_mM,grid_axis,activity_scale,unit_contribution,fitted_contribution,calibration_residual,calibration_l2_error,calibration_max_abs_error,wt_baseline_closure_error,wt_baseline_admissible,assay_admissible,energetic_bias_source_supported,coherent_fixed_chassis_bath,fully_source_supported,knockout_target_read_by_calibrator,simulation_status,ae4_ko_endpoint_flow_ratio,ae4_ko_integrated_flow_ratio,wt_endpoint_flow
R2_0136_C7_112_fNa0_Keq10_sat1_B21,C7_112,0.0,1.0,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.003187147954396908,"[0.0, -10.166701607215296, 10.166701607215296, -20.333403214430593]","[0.0, -0.03240278223039999, 0.03240278223039999, -0.06480556446079998]","[0.03888333867647999, -0.03240278223039999, -0.006480556446079998, 0.012961112892159996]",0.052648289451365037,0.03888333867647999,0.0013548201611623743,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0137_C7_112_fNa0_Keq100_sat1_B21,C7_112,0.0,1.0,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0009992465480549897,"[-0.0, -32.42721457829527, 32.42721457829527, -64.85442915659054]","[-0.0, -0.03240278223039999, 0.03240278223039999, -0.06480556446079998]","[0.03888333867647999, -0.03240278223039999, -0.006480556446079998, 0.012961112892159996]",0.052648289451365037,0.03888333867647999,0.0013548201611623743,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0138_C7_112_fNa0.25_Keq0.01_sat1_B21,C7_112,0.25,0.75,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[8.67189749958853, 2.067241557992303, -10.739139057580832, 21.478278115161665]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0139_C7_112_fNa0.25_Keq0.1_sat1_B21,C7_112,0.25,0.75,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[2.721799774532511, -0.039109480063032234, -2.6826902944694786, 5.365380588938957]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0140_C7_112_fNa0.25_Keq1_sat1_B21,C7_112,0.25,0.75,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0157665418055122,"[0.7958977851125106, -2.2032840966068434, 1.4073863114943328, -2.8147726229886656]","[0.012548555701890965, -0.03473817081857198, 0.022189615116681015, -0.04437923023336203]","[0.05143189437837095, -0.03473817081857198, -0.01669372355979897, 0.03338744711959794]",0.07242501158179492,0.05143189437837095,0.0017920520671516065,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0141_C7_112_fNa0.25_Keq10_sat1_B21,C7_112,0.25,0.75,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.004261649124743377,"[0.04673498967015213, -7.625026205411473, 7.578291215741321, -15.156582431482642]","[0.00019916812782269462, -0.03249518625443712, 0.03229601812661442, -0.06459203625322885]","[0.03908250680430268, -0.03249518625443712, -0.0065873205498655635, 0.013174641099731127]",0.05291827121091854,0.03908250680430268,0.001361759817184071,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0142_C7_112_fNa0.25_Keq100_sat1_B21,C7_112,0.25,0.75,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0013159558123830007,"[-0.6333298699521762, -24.320410933721455, 24.953740803673632, -49.907481607347265]","[-0.0008334341235193362, -0.03200458612777383, 0.03283802025129317, -0.06567604050258634]","[0.03804990455296065, -0.03200458612777383, -0.006045318425186817, 0.012090636850373634]",0.051524927404209164,0.03804990455296065,0.0013257806446634428,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0143_C7_112_fNa0.48387097_Keq0.01_sat1_B21,C7_112,0.48387096774193544,0.5161290322580645,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[16.784317741139088, 1.4226178463602948, -18.206935587499384, 36.41387117499877]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0144_C7_112_fNa0.48387097_Keq0.1_sat1_B21,C7_112,0.48387096774193544,0.5161290322580645,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[5.267999563611311, -0.02691405079606519, -5.241085512815246, 10.482171025630493]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0145_C7_112_fNa0.48387097_Keq1_sat1_B21,C7_112,0.48387096774193544,0.5161290322580645,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[1.540447326024214, -1.516238518095032, -0.024208807929182008, 0.048417615858364016]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0146_C7_112_fNa0.48387097_Keq10_sat1_B21,C7_112,0.48387096774193544,0.5161290322580645,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.006224339969046192,"[0.09045481871642347, -5.24732986178854, 5.156875043072116, -10.313750086144232]","[0.0005630215435294621, -0.03266116498950004, 0.032098143445970576, -0.06419628689194115]","[0.03944636022000945, -0.03266116498950004, -0.006785195230509411, 0.013570390461018822]",0.05341312015468414,0.03944636022000945,0.001374437636546676,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0147_C7_112_fNa0.48387097_Keq100_sat1_B21,C7_112,0.48387096774193544,0.5161290322580645,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0018681362696312423,"[-1.2257997482945344, -16.736626879120138, 17.962426627414672, -35.924853254829344]","[-0.0022899609690938674, -0.03126629970416948, 0.033556260673263345, -0.06711252134652669]","[0.03659337770738612, -0.03126629970416948, -0.005327078003216641, 0.010654156006433282]",0.0495837230297216,0.03659337770738612,0.00127503058035771,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0148_C7_112_fNa0.5_Keq0.01_sat1_B21,C7_112,0.5,0.5,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[17.34379499917706, 1.3781610386615355, -18.721956037838595, 37.44391207567719]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0149_C7_112_fNa0.5_Keq0.1_sat1_B21,C7_112,0.5,0.5,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[5.443599549065022, -0.026072986708688156, -5.417526562356334, 10.835053124712667]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0150_C7_112_fNa0.5_Keq1_sat1_B21,C7_112,0.5,0.5,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[1.5917955702250213, -1.4688560644045623, -0.12293950582045898, 0.24587901164091797]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0151_C7_112_fNa0.5_Keq10_sat1_B21,C7_112,0.5,0.5,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.006428479640939737,"[0.09346997934030427, -5.083350803607648, 4.989880824267344, -9.979761648534687]","[0.0006008698592282039, -0.03267821714874642, 0.032077347289518214, -0.06415469457903643]","[0.03948420853570819, -0.03267821714874642, -0.0068059913869617725, 0.013611982773923545]",0.053464719147386396,0.03948420853570819,0.0013757563931912316,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0152_C7_112_fNa0.5_Keq100_sat1_B21,C7_112,0.5,0.5,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0019236389751775458,"[-1.2666597399043524, -16.213607289147635, 17.480267029051987, -34.960534058103974]","[-0.0024365960439682653, -0.031189126909627142, 0.03362572295359541, -0.06725144590719082]","[0.03644674263251172, -0.031189126909627142, -0.005257615722884579, 0.010515231445769158]",0.04938966796155843,0.03644674263251172,0.0012699213442993686,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0153_C7_112_fNa0.75_Keq0.01_sat1_B21,C7_112,0.75,0.25,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[26.01569249876559, 0.6890805193307677, -26.704773018096358, 53.409546036192715]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0154_C7_112_fNa0.75_Keq0.1_sat1_B21,C7_112,0.75,0.25,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[8.165399323597534, -0.013036493354344078, -8.15236283024319, 16.30472566048638]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0155_C7_112_fNa0.75_Keq1_sat1_B21,C7_112,0.75,0.25,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[2.387693355337532, -0.7344280322022811, -1.6532653231352508, 3.3065306462705015]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0156_C7_112_fNa0.75_Keq10_sat1_B21,C7_112,0.75,0.25,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.013066214256664386,"[0.1402049690104564, -2.541675401803824, 2.4014704327933676, -4.802940865586735]","[0.0018319481649396137, -0.033210075370862305, 0.031378127205922694, -0.06275625441184539]","[0.0407152868414196, -0.033210075370862305, -0.007505211470557292, 0.015010422941114585]",0.05515690967418638,0.0407152868414196,0.0014186511076759497,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0157_C7_112_fNa0.75_Keq100_sat1_B21,C7_112,0.75,0.25,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0035426858608713302,"[-1.8999896098565285, -8.106803644573818, 10.006793254430345, -20.01358650886069]","[-0.0067310663266411585, -0.028719858648491834, 0.03545092497513299, -0.07090184995026598]","[0.03215227234983883, -0.028719858648491834, -0.0034324137013469966, 0.006864827402693993]",0.04378933908080292,0.03215227234983883,0.0011202882334048426,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0158_C7_112_fNa1_Keq0.01_sat1_B21,C7_112,1.0,0.0,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[34.68758999835412, 0.0, -34.68758999835412, 69.37517999670824]","[0.0, 0.0, -0.0, 0.0]","[0.03888333867647999, 0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0159_C7_112_fNa1_Keq0.1_sat1_B21,C7_112,1.0,0.0,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[10.887199098130043, -0.0, -10.887199098130043, 21.774398196260087]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0160_C7_112_fNa1_Keq1_sat1_B21,C7_112,1.0,0.0,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[3.1835911404500425, -0.0, -3.1835911404500425, 6.367182280900085]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,False,True,True,False,False,not_run_round2_closure_localization,,,
R2_0161_C7_112_fNa1_Keq10_sat1_B21,C7_112,1.0,0.0,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[0.18693995868060853, -0.0, -0.18693995868060853, 0.37387991736121706]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0162_C7_112_fNa1_Keq100_sat1_B21,C7_112,1.0,0.0,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.01534877025436055,"[-2.533319479808705, -0.0, 2.533319479808705, -5.06663895961741]","[-0.03888333867647999, -0.0, 0.03888333867647999, -0.07776667735295997]","[0.0, -0.0, 0.0, 0.0]",0.0,0.0,1.781179185555778e-12,True,False,False,True,False,False,pass,0.998537512923428,1.0056181552880537,0.0013601090272964875
R2_0163_C7_123_fNa0_Keq0.01_sat1_B21,C7_123,0.0,1.0,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.15249715761680227,"[0.0, -0.2549774650501144, 0.1274887325250572, -0.38246619757517164]","[0.0, -0.038883338676479993, 0.019441669338239997, -0.05832500801471999]","[0.03888333867647999, -0.038883338676479993, -0.01944166933823999, 0.019441669338239986]",0.061479956624696894,0.038883338676479993,0.001354820162943261,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0164_C7_123_fNa0_Keq0.1_sat1_B21,C7_123,0.0,1.0,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0063254533848218445,"[0.0, -6.147122792775924, 3.073561396387962, -9.220684189163887]","[0.0, -0.03888333867647998, 0.01944166933823999, -0.05832500801471997]","[0.03888333867647999, -0.03888333867647998, -0.019441669338239997, 0.01944166933824]",0.061479956624696894,0.03888333867647999,0.0013548201629432605,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0165_C7_123_fNa0_Keq1_sat1_B21,C7_123,0.0,1.0,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0018403855215265278,"[0.0, -21.127822525047783, 10.563911262523892, -31.691733787571675]","[0.0, -0.03888333867647999, 0.019441669338239993, -0.05832500801471998]","[0.03888333867647999, -0.03888333867647999, -0.019441669338239993, 0.019441669338239993]",0.06147995662469689,0.03888333867647999,0.0013548201629432607,False,False,True,True,False,False,not_run_round2_closure_localization,,,
R2_0166_C7_123_fNa0_Keq10_sat1_B21,C7_123,0.0,1.0,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0005773656630955065,"[0.0, -67.34612250408108, 33.67306125204054, -101.01918375612162]","[0.0, -0.03888333867647999, 0.019441669338239993, -0.05832500801471998]","[0.03888333867647999, -0.03888333867647999, -0.019441669338239993, 0.019441669338239993]",0.06147995662469689,0.03888333867647999,0.0013548201629432607,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0167_C7_123_fNa0_Keq100_sat1_B21,C7_123,0.0,1.0,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.00018243437615667247,"[0.0, -213.13603003793236, 106.56801501896618, -319.7040450568985]","[0.0, -0.038883338676479993, 0.019441669338239997, -0.05832500801471999]","[0.03888333867647999, -0.038883338676479993, -0.01944166933823999, 0.019441669338239986]",0.061479956624696894,0.038883338676479993,0.001354820162943261,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0168_C7_123_fNa0.25_Keq0.01_sat1_B21,C7_123,0.25,0.75,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[59.56452385291045, -0.19123309878758582, -29.68664537706143, 89.05993613118429]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0169_C7_123_fNa0.25_Keq0.1_sat1_B21,C7_123,0.25,0.75,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[18.8240119144449, -4.610342094581943, -7.106834909931478, 21.320504729794433]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0170_C7_123_fNa0.25_Keq1_sat1_B21,C7_123,0.25,0.75,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0021056158795106352,"[5.914903734061303, -15.845866893785837, 4.965481579862267, -14.896444739586801]","[0.012454515228216232, -0.03336530895616732, 0.010455396863975546, -0.03136619059192664]","[0.051337853904696217, -0.03336530895616732, -0.02842794181250444, 0.04640048676103333]",0.08191441956478969,0.051337853904696217,0.0017887753955949956,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0171_C7_123_fNa0.25_Keq10_sat1_B21,C7_123,0.25,0.75,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0007728547980564175,"[1.7510128198505397, -50.50959187806081, 24.379289529105137, -73.13786858731541]","[0.001353278659279787, -0.039036580430830754, 0.018841650885775486, -0.056524952657326454]","[0.040236617335759776, -0.039036580430830754, -0.0200416877907045, 0.02124172469563352]",0.06321170859818807,0.040236617335759776,0.0014019727276878026,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0172_C7_123_fNa0.25_Keq100_sat1_B21,C7_123,0.25,0.75,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.00024328386032448267,"[0.17600386110868138, -159.85202252844925, 79.83800933367029, -239.51402800101084]","[4.281889876253409e-05, -0.038889417121397304, 0.019423299111317384, -0.05826989733395215]","[0.03892615757524252, -0.038889417121397304, -0.019460039565162603, 0.01949678001900782]",0.06153413750595613,0.03892615757524252,0.0013563121088544488,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0173_C7_123_fNa0.48387097_Keq0.01_sat1_B21,C7_123,0.48387096774193544,0.5161290322580645,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[115.2861751991815, -0.13160127228393, -57.577286963448785, 172.73186089034635]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0174_C7_123_fNa0.48387097_Keq0.1_sat1_B21,C7_123,0.48387096774193544,0.5161290322580645,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[36.4335714473127, -3.1727085382069284, -16.630431454552888, 49.89129436365866]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0175_C7_123_fNa0.48387097_Keq1_sat1_B21,C7_123,0.48387096774193544,0.5161290322580645,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[11.44820077560252, -10.90468259357305, -0.2717590910147356, 0.8152772730442068]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0176_C7_123_fNa0.48387097_Keq10_sat1_B21,C7_123,0.48387096774193544,0.5161290322580645,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0011243307071966322,"[3.3890570706784637, -34.75928903436443, 15.685115981842982, -47.05534794552894]","[0.0038104209330056637, -0.0390809360216591, 0.017635257544326717, -0.05290577263298015]","[0.04269375960948565, -0.0390809360216591, -0.02124808113215327, 0.024860904719979822]",0.0664802392084749,0.04269375960948565,0.001487587441058042,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0177_C7_123_fNa0.48387097_Keq100_sat1_B21,C7_123,0.48387096774193544,0.5161290322580645,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0003536202601940348,"[0.3406526344038994, -110.00569292280379, 54.83252014419995, -164.49756043259984]","[0.00012046167321369032, -0.038900241754186965, 0.019389890040486638, -0.05816967012145992]","[0.039003800349693675, -0.038900241754186965, -0.01949344863599335, 0.019597007231500055]",0.06163247911944263,0.039003800349693675,0.001359017432006057,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0178_C7_123_fNa0.5_Keq0.01_sat1_B21,C7_123,0.5,0.5,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[119.1290477058209, -0.1274887325250572, -59.50077948664792, 178.50233845994376]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0179_C7_123_fNa0.5_Keq0.1_sat1_B21,C7_123,0.5,0.5,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[37.6480238288898, -3.073561396387962, -17.287231216250916, 51.86169364875275]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0180_C7_123_fNa0.5_Keq1_sat1_B21,C7_123,0.5,0.5,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[11.829807468122606, -10.563911262523892, -0.6329481027993573, 1.898844308398072]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0181_C7_123_fNa0.5_Keq10_sat1_B21,C7_123,0.5,0.5,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0011601432230431768,"[3.5020256397010794, -33.67306125204054, 15.08551780616973, -45.256553418509185]","[0.004062851312822653, -0.039065573810672626, 0.017501361248924985, -0.05250408374677495]","[0.04294618998930264, -0.039065573810672626, -0.021381977427555002, 0.025262593606185026]",0.06682725406731989,0.04294618998930264,0.001496382924675359,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0182_C7_123_fNa0.5_Keq100_sat1_B21,C7_123,0.5,0.5,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.00036503773948668247,"[0.35200772221736276, -106.56801501896618, 53.10800364837441, -159.32401094512323]","[0.00012849610320008216, -0.03890134730410624, 0.01938642560045308, -0.05815927680135924]","[0.039011834779680066, -0.03890134730410624, -0.019496913076026908, 0.019607400551600734]",0.06164266258717911,0.039011834779680066,0.00135929737730175,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0183_C7_123_fNa0.75_Keq0.01_sat1_B21,C7_123,0.75,0.25,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[178.69357155873135, -0.0637443662625286, -89.3149135962344, 267.9447407887032]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0184_C7_123_fNa0.75_Keq0.1_sat1_B21,C7_123,0.75,0.25,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[56.4720357433347, -1.536780698193981, -27.46762752257036, 82.40288256771109]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0185_C7_123_fNa0.75_Keq1_sat1_B21,C7_123,0.75,0.25,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[17.744711202183908, -5.281955631261946, -6.231377785460981, 18.69413335638294]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,True,True,True,False,False,not_run_round2_closure_localization,,,
R2_0186_C7_123_fNa0.75_Keq10_sat1_B21,C7_123,0.75,0.25,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0021224249140233023,"[5.253038459551619, -16.83653062602027, 5.791746083234326, -17.375238249702978]","[0.011149179700874945, -0.035734272066381766, 0.012292546182753413, -0.03687763854826023]","[0.05003251837735493, -0.035734272066381766, -0.026590792493726575, 0.04088903880469974]",0.07848041051823836,0.05003251837735493,0.0017432933214716058,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0187_C7_123_fNa0.75_Keq100_sat1_B21,C7_123,0.75,0.25,100.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0007307125906346404,"[0.5280115833260441, -53.28400750948309, 26.377997963078524, -79.13399388923557]","[0.000385824711937272, -0.03893529516665002, 0.019274735227356374, -0.05782420568206913]","[0.03926916338841726, -0.03893529516665002, -0.019608603449123612, 0.019942471670890846]",0.0619695401670017,0.03926916338841726,0.0013682635309162862,False,True,False,True,False,False,not_run_round2_closure_localization,,,
R2_0188_C7_123_fNa1_Keq0.01_sat1_B21,C7_123,1.0,0.0,0.01,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[238.2580954116418, -0.0, -119.1290477058209, 357.3871431174627]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0189_C7_123_fNa1_Keq0.1_sat1_B21,C7_123,1.0,0.0,0.1,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[75.2960476577796, -0.0, -37.6480238288898, 112.9440714866694]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,False,False,True,False,False,not_run_round2_closure_localization,,,
R2_0190_C7_123_fNa1_Keq1_sat1_B21,C7_123,1.0,0.0,1.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[23.659614936245212, -0.0, -11.829807468122606, 35.489422404367815]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,False,True,True,False,False,not_run_round2_closure_localization,,,
R2_0191_C7_123_fNa1_Keq10_sat1_B21,C7_123,1.0,0.0,10.0,1.0,21.0,Na_K_capacity_x_equilibrium,0.0,"[7.004051279402159, -0.0, -3.5020256397010794, 10.506076919103238]","[0.0, -0.0, -0.0, 0.0]","[0.03888333867647999, -0.0, -0.03888333867647999, 0.07776667735295997]",0.09524433925320216,0.07776667735295997,0.0027096403272154363,False,False,False,True,False,False,not_run_round2_closure_localization,,,
