mechanism_id,scenario,activity_scale,calibration_mode,solver_success,solver_message,solver_nfev,solver_cost,solver_optimality,active_bound_count,initial_start_count,initial_start_seed,converged_root_count,distinct_converged_root_count,state,max_abs_raw_rhs,pH_i,cell_volume_pL,cl_i_mM,cl_target_z,pH_target_z,na_i_minus_published_mM,k_i_minus_published_mM,hco3_i_minus_published_mM,volume_minus_published_pL,quantified_rest_gate_pass,knockout_flow_target_read_by_solver,non_ae4_chassis_fingerprint,failure_reason,core_candidate_id,reference_volume_capacity,log10_capacity_offset,capacity_gate_margin,capacity_gate_pass,profile_kind,knockout_target_read_by_variant_selector,capacity_position,capacity_interval_lower,capacity_interval_upper,capacity_log_interval_fraction
C3_CAPACITY_PROFILE_-0.700,wt,2.2470555851351967e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,18,3.346281146699197e-20,6.572207282911799e-07,0,3,,3,1,"[118.64840929479817, 5.58450209506448, 32.722172132866156, 25.916926066007104, 119.02180295064134, 46.980842636989735, 23.405961387623123]",1.784458595378706e-13,7.098460365254969,1.482188981628085,46.980842636989735,-2.0794382420068445,2.692290932213836,5.916926066007104,-0.9781970493586556,11.405961387623123,0.18218898162808506,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.079 SEM from target; WT resting pH is 2.692 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C3,1.1261955725206207e-06,-0.7,-0.4014537048314235,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.675,wt,2.380201999234889e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,16,2.7230319987924986e-20,2.662723321937402e-07,0,3,,3,1,"[118.65060988980107, 5.585164921612667, 32.52970355496358, 26.014331545532205, 118.92701367469728, 46.957423071546714, 22.990896000353565]",1.8851633725423723e-13,7.093717555539087,1.4734708927335434,46.957423071546714,-2.0950512856355252,2.6245365077012344,6.014331545532205,-1.0729863253027219,10.990896000353565,0.17347089273354332,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.095 SEM from target; WT resting pH is 2.625 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C3,1.1261955725206207e-06,-0.675,-0.3343914825657177,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.650,wt,2.521237834363987e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,27,1.6392883193626317e-20,1.372752832704668e-07,0,3,,3,1,"[118.65284241776862, 5.585837205292628, 32.34150010293847, 26.112482066179762, 118.83151717667637, 46.93427799372916, 22.580291938775975]",1.3406763264355977e-13,7.088968652253533,1.4649459976940784,46.93427799372916,-2.1104813375138938,2.556695032193331,6.112482066179762,-1.1684828233236288,10.580291938775975,0.16494599769407836,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.110 SEM from target; WT resting pH is 2.557 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C3,1.1261955725206207e-06,-0.65,-0.2783475160966655,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.625,wt,2.670630568107974e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,20,1.0992311384105682e-20,5.028903793677915e-07,0,3,,3,1,"[118.65510655905697, 5.586518842981535, 32.15748258747173, 26.21136229653101, 118.73532840166263, 46.91141702550966, 22.174208512345558]",1.2682119080316908e-13,7.084214720817389,1.4566107095370486,46.91141702550966,-2.125721982993563,2.4887817259626996,6.211362296531011,-1.2646715983373724,10.174208512345558,0.1566107095370486,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.126 SEM from target; WT resting pH is 2.489 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C3,1.1261955725206207e-06,-0.625,-0.24439086298134982,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.600,wt,2.8288753778407106e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,16,6.211801806911448e-21,3.2947380046823136e-06,0,3,,3,1,"[118.65740197101438, 5.587209724633195, 31.977572125351045, 26.310956749738203, 118.63846242281657, 46.888849467361844, 21.77269962546182]",7.949565034478866e-14,7.079456812611587,1.4484614551552752,46.888849467361844,-2.1407670217587715,2.4208116087369596,6.310956749738203,-1.3615375771834266,9.772699625461819,0.1484614551552752,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.141 SEM from target; WT resting pH is 2.421 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C3,1.1261955725206207e-06,-0.6,-0.21040580436847978,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.575,wt,2.996496782040083e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,13,1.836995522291423e-21,1.431659019634761e-06,0,3,,3,1,"[118.65972828804173, 5.587909733309115, 31.80169025410581, 26.411249782651517, 118.54093444233168, 46.86658429534608, 21.37581394888204]",5.4188082623596595e-14,7.074695964526176,1.4404946804995675,46.86658429534608,-2.155610469769281,2.35279949323109,6.411249782651517,-1.4590655576683247,9.37581394888204,0.14049468049956748,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.156 SEM from target; WT resting pH is 2.353 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C3,1.1261955725206207e-06,-0.575,-0.17639974661554492,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.550,wt,3.1740503788577166e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,23,6.232398477673105e-22,9.080972706855566e-07,0,3,,3,1,"[118.66208512167651, 5.5886187452157765, 31.629759038874482, 26.51222559468973, 118.44275979267474, 46.84463015830219, 20.98359510010015]",2.96081520579151e-14,7.0699331992819445,1.432706855419403,46.84463015830219,-2.1702465611318758,2.2847599897420623,6.512225594689731,-1.5572402073252647,8.98359510010015,0.13270685541940286,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.170 SEM from target; WT resting pH is 2.285 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C3,1.1261955725206207e-06,-0.55,-0.14237999487103115,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.525,wt,3.3621246877054214e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,17,2.361301918273267e-21,4.711946172898933e-07,0,3,,3,1,"[118.66447206070603, 5.589336629751091, 31.46170116691397, 26.61386822676142, 118.34395393781094, 46.82299537534462, 20.59608181948072]",5.826356391833828e-14,7.065169525465254,1.4250944779438395,46.82299537534462,-2.1846697497702556,2.216707506646477,6.613868226761419,-1.6560460621890627,8.59608181948072,0.12509447794383943,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.185 SEM from target; WT resting pH is 2.217 SEM from target,C3,1.1261955725206207e-06,-0.525,-0.1083537533232386,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.500,wt,3.5613430999624967e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,30,1.868492238567796e-20,1.2478999096247157e-06,0,3,,3,1,"[118.66688867130765, 5.5900632495596705, 31.297440031666106, 26.71616156010231, 118.2445324745451, 46.801687933717055, 20.213308144267454]",1.509584971288845e-13,7.060405937723467,1.4176540780894067,46.801687933717055,-2.1988747108552977,2.1486562531923856,6.716161560102311,-1.755467525454904,8.213308144267454,0.11765407808940664,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.199 SEM from target; WT resting pH is 2.149 SEM from target,C3,1.1261955725206207e-06,-0.5,-0.09943735542764887,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.475,wt,3.772365945269709e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,13,2.3517197973769942e-21,1.6454885204452044e-06,0,3,,3,1,"[118.66933449721664, 5.590798460596445, 31.13689980667069, 26.819089315106094, 118.14451113390236, 46.78071548688125, 19.83530357905845]",5.11435180015208e-14,7.055643416618317,1.4103822212080814,46.78071548688125,-2.2128563420791685,2.080620237404521,6.819089315106094,-1.8554888660976445,7.835303579058451,0.11038222120808139,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.213 SEM from target; WT resting pH is 2.081 SEM from target,C3,1.1261955725206207e-06,-0.475,-0.10642817103958424,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.450,wt,3.995892680258884e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,10,1.881862901519797e-23,2.0016008217720135e-07,0,3,,3,1,"[118.671809059922, 5.59154211219814, 30.98000551293172, 26.92263505016652, 118.04390578253084, 46.76008535273787, 19.46209326979682]",4.5911539369320534e-15,7.050882929135003,1.4032755110387203,46.76008535273787,-2.2266097648414225,2.012613273357187,6.9226350501665195,-1.9560942174691576,7.462093269796821,0.10327551103872024,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.227 SEM from target; WT resting pH is 2.013 SEM from target,C3,1.1261955725206207e-06,-0.45,-0.11330488242071124,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.425,wt,4.232664206972884e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,16,3.737403708535156e-21,7.674821142164595e-07,0,3,,3,1,"[118.67431185889697, 5.592294047165293, 30.82668307517884, 27.0267821607212, 117.94273242394381, 46.739804512171126, 19.09369816780597]",6.907145521584538e-14,7.046125428425453,1.3963305922554887,46.739804512171126,-2.24013032521925,1.9446489775064737,7.026782160721201,-2.0572675760561907,7.093698167805972,0.09633059225548868,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.240 SEM from target,C3,1.1261955725206207e-06,-0.425,-0.12006516260962496,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.400,wt,4.4834653286606015e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,15,1.4948009823429462e-22,1.7769004508543537e-08,0,3,,3,1,"[118.67684237181854, 5.593054101846807, 30.67685937298431, 27.13151387737551, 117.84100720067151, 46.71987960825756, 18.730135196524763]",1.4871345602388063e-14,7.041371854201347,1.3895441527832628,46.71987960825756,-2.253413594494963,1.8767407743049522,7.131513877375511,-2.1589927993284874,6.730135196524763,0.08954415278326278,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.253 SEM from target,C3,1.1261955725206207e-06,-0.4,-0.12670679724748157,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.375,wt,4.7491273510869606e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,14,8.563037513556396e-21,1.2259942933465743e-06,0,3,,3,1,"[118.67940005491324, 5.593822106246633, 30.530462283055122, 27.236813266564138, 117.73874639401791, 46.70031694436187, 18.371417411896832]",1.0010760825415951e-13,7.0366231326544035,1.3829129257132995,46.70031694436187,-2.266455370425419,1.8089018950629054,7.236813266564138,-2.261253605982091,6.371417411896832,0.08291292571329945,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.266 SEM from target,C3,1.1261955725206207e-06,-0.375,-0.13322768521270945,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.350,wt,5.030530837980214e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,16,4.894711398389899e-22,9.37793916747004e-07,0,3,,3,1,"[118.68198434320068, 5.5945978841211925, 30.387420716882957, 27.342663228049652, 117.63596642686916, 46.68112248427306, 18.017554162070304]",2.1561962962615845e-14,7.031880176803133,1.376433691008637,46.68112248427306,-2.2792516771512936,1.7411453829019,7.342663228049652,-2.3640335731308397,6.017554162070304,0.07643369100863695,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.279 SEM from target,C3,1.1261955725206207e-06,-0.35,-0.1396258385756468,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.325,wt,5.328608529749769e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,18,5.8712407587540555e-21,1.5124614299603214e-06,0,3,,3,1,"[118.68459465086339, 5.595381253098751, 30.24766465113363, 27.44904649500548, 117.53268386406019, 46.6623018511939, 17.66855124161771]",8.987878051985548e-14,7.02714388638048,1.3701032768806185,46.6623018511939,-2.2917987658707326,1.6734840911497095,7.449046495005479,-2.467316135939811,5.66855124161771,0.07010327688061846,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.292 SEM from target,C3,1.1261955725206207e-06,-0.325,-0.1458993829353663,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.300,wt,5.64434843514892e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,13,2.085496372298528e-21,1.415169511873801e-06,0,3,,3,1,"[118.68723037160541, 5.5961720248013584, 30.11112515365663, 27.555945633270234, 117.42891541355937, 46.643860327402436, 17.324411044364453]",4.60404830955626e-14,7.022415148206924,1.3639185609670261,46.643860327402436,-2.3040931150650437,1.6059306886703364,7.555945633270234,-2.5710845864406338,5.324411044364453,0.06391856096702608,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.304 SEM from target,C3,1.1261955725206207e-06,-0.3,-0.15204655753252183,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.275,wt,5.978797106130094e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,12,1.4011872648618512e-22,1.722697581006164e-07,0,3,,3,1,"[118.68989087904616, 5.5969700049772175, 29.977734403647144, 27.663343040941022, 117.32467792735582, 46.625802854188784, 16.985132710108292]",1.2558021759107409e-14,7.017694836113239,1.3578764712453422,46.625802854188784,-2.316131430540812,1.5384976587605512,7.663343040941022,-2.675322072644178,4.985132710108292,0.05787647124534212,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.316 SEM from target,C3,1.1261955725206207e-06,-0.275,-0.15806571527040592,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.250,wt,6.333063106747497e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,11,3.3918217918379786e-20,1.7486161591383396e-07,0,3,,3,1,"[118.69257552714146, 5.597774993639872, 29.84742570829414, 27.77122094816319, 117.21998840218215, 46.608134031768486, 16.650712270494125]",1.9471707354836018e-13,7.012983811146335,1.3519739867868437,46.608134031768486,-2.327910645487677,1.4711973020905005,7.77122094816319,-2.780011597817847,4.650712270494125,0.05197398678684362,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.328 SEM from target,C3,1.1261955725206207e-06,-0.25,-0.1639553227438384,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.225,wt,6.708320687605141e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,14,2.5512034331035045e-21,7.392459701838691e-07,0,3,,3,1,"[118.69528365063279, 5.598586785216587, 29.72013351470842, 27.879561417138373, 117.11486398005262, 46.59085811953204, 16.32114278934909]",5.0232771498466215e-14,7.008282921786009,1.3462081382968982,46.59085811953204,-2.3394279203119765,1.404041739800123,7.8795614171383725,-2.8851360199473817,4.321142789349089,0.04620813829689818,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.339 SEM from target,C3,1.1261955725206207e-06,-0.225,-0.16971396015598827,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.200,wt,7.105813678029617e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,42,1.1351583943747709e-20,5.270929478268224e-07,0,3,,3,1,"[118.69801456552382, 5.599405168704376, 29.595793418432677, 27.988346342372108, 117.00932194859364, 46.57397903641463, 15.996414500131143]",1.2773744542831302e-13,7.003593003860899,1.3405760085004361,46.57397903641463,-2.3506806423902495,1.3370429122985503,7.9883463423721075,-2.9906780514063627,3.9964145001311433,0.04057600850043608,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.351 SEM from target,C3,1.1261955725206207e-06,-0.2,-0.17534032119512477,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.175,wt,7.526859608868606e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,13,4.651233720443378e-21,1.2198139393194598e-06,0,3,,3,1,"[118.70076756958395, 5.600229927834099, 29.474342168225917, 28.097557451182286, 116.90337974114561, 46.5575003614708, 15.676514938588706]",6.946245081526259e-14,6.998914880740477,1.3350747323586665,46.5575003614708,-2.3616664256861335,1.270212582006813,8.097557451182286,-3.0966202588543865,3.6765149385887064,0.03507473235866643,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.362 SEM from target,C3,1.1261955725206207e-06,-0.175,-0.18083321284306675,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.150,wt,7.972854079580541e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,16,1.0568582010751924e-20,8.478849189050017e-07,0,3,,3,1,"[118.70354194287867, 5.601060841242081, 29.355717668620343, 28.207176304488957, 116.7970549366149, 46.5414253345753, 15.361429073969216]",1.0412572527866335e-13,6.994249363600468,1.3297014971848948,46.5414253345753,-2.3723831102831334,1.2035623371495392,8.207176304488957,-3.2029450633851013,3.361429073969216,0.029701497184894787,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.372 SEM from target,C3,1.1261955725206207e-06,-0.15,-0.1861915551415667,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.125,wt,8.445275384090633e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,20,1.1732144666901732e-20,7.758054233620689e-07,0,3,,3,1,"[118.70633694832586, 5.601897682649431, 29.23985897880675, 28.317184297906778, 116.69036525905364, 46.52575685732704, 15.051139433856237]",1.4446032374547312e-13,6.989597251334679,1.3244535425940351,46.52575685732704,-2.382828761781975,1.137103590495414,8.317184297906778,-3.3096347409463647,3.051139433856237,0.024453542594035094,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.383 SEM from target,C3,1.1261955725206207e-06,-0.125,-0.1914143808909874,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.100,wt,8.945689410746062e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,22,1.1447441012032484e-20,7.19553660685102e-07,0,3,,3,1,"[118.70915183224596, 5.602740221045184, 29.12670630942425, 28.427562662477886, 116.58332857759467, 46.51049749453293, 14.745626225825186]",1.2824524930058115e-13,6.984959330616577,1.3193281603571974,46.51049749453293,-2.393001670311383,1.0708475802368078,8.427562662477886,-3.4166714224053294,2.745626225825186,0.01932816035719731,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.393 SEM from target,C3,1.1261955725206207e-06,-0.1,-0.1965008351556914,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.075,wt,9.475754832611793e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,14,1.1802858138254412e-20,7.081919269128529e-07,0,3,,3,1,"[118.71198582513364, 5.603588220899926, 29.016201017021547, 28.538292469851243, 116.47596290218519, 46.49564947352546, 14.44486745758026]",1.2407944415952233e-13,6.980336376159179,1.314322694150803,46.49564947352546,-2.402900350983027,1.004805373702552,8.538292469851243,-3.524037097814812,2.4448674575802603,0.014322694150803006,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.403 SEM from target,C3,1.1261955725206207e-06,-0.075,-0.20145017549151345,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.050,wt,1.003722860531074e-06,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,15,2.4852495996441695e-21,1.5735280155075124e-06,0,3,,3,1,"[118.71483814195963, 5.604441442326018, 28.908285597952197, 28.649354627567824, 116.36828638869933, 46.48121468917591, 14.148839051419753]",5.697091214447754e-14,6.975729150808883,1.309434539280066,46.48121468917591,-2.412523540549396,0.9389878686983265,8.649354627567824,-3.6317136113006683,2.1488390514197526,0.009434539280065879,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.413 SEM from target,C3,1.1261955725206207e-06,-0.05,-0.20626177027469805,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_-0.025,wt,1.0631971790631443e-06,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,29,9.647016375996632e-21,2.1365626003970833e-07,0,3,,3,1,"[118.71770798315843, 5.605299641326794, 28.802903677434525, 28.760729888412083, 116.26031733074154, 46.46719470191798, 13.857514954045367]",1.2184949817215134e-13,6.971138405370044,1.3046611421834466,46.46719470191798,-2.421870198721346,0.873405791000627,8.760729888412083,-3.739682669258457,1.8575149540453673,0.004661142183446598,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.422 SEM from target,C3,1.1261955725206207e-06,-0.025,-0.2109350993606729,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_+0.000,wt,1.1261955725206207e-06,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,8,7.831657349097281e-21,6.270601314111841e-07,0,3,,3,1,"[118.72059453513292, 5.606162569988267, 28.70000000010095, 28.87239884971898, 116.15207416096351, 46.453590741192606, 13.570867245738263]",8.538325947798546e-14,6.966564878923255,1.300000000004574,46.453590741192606,-2.430939505871597,0.8080696989036413,8.87239884971898,-3.847925839036492,1.5708672457382633,4.57389681685072e-12,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.431 SEM from target,C3,1.1261955725206207e-06,0.0,-0.2154697529357985,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_+0.125,wt,1.5018059327636926e-06,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,28,6.633128403212941e-21,6.885357762828476e-07,0,3,,3,1,"[118.73524859221335, 5.610539235735704, 28.220798040734852, 29.434459720011795, 115.60740109144214, 46.391831408827514, 12.206679475683794]",8.948965436962926e-14,6.9439805801620675,1.2782939879078516,46.391831408827514,-2.472112394114992,0.4854368594581056,9.434459720011795,-4.392598908557858,0.20667947568379397,-0.021706012092148397,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.472 SEM from target,C3,1.1261955725206207e-06,0.125,-0.23605619705749592,False,posthoc_KO_blind_finite_scan,False,,,,
C3_CAPACITY_PROFILE_+0.250,wt,2.0026903982904163e-06,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,14,7.517146195684609e-22,3.1770646472301276e-06,0,3,,3,1,"[118.7501916239625, 5.6149951086226775, 27.795883303861952, 30.000871044901707, 115.05871392222114, 46.34047021436075, 10.954312417545472]",1.6960616028306832e-14,6.9219309191095055,1.2590469789205774,46.34047021436075,-2.506353190426168,0.1704417015643627,10.000871044901707,-4.941286077778855,-1.0456875824545282,-0.04095302107942267,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.506 SEM from target,C3,1.1261955725206207e-06,0.25,-0.253176595213084,False,posthoc_KO_blind_finite_scan,False,,,,
