mechanism_id,scenario,activity_scale,calibration_mode,solver_success,solver_message,solver_nfev,solver_cost,solver_optimality,active_bound_count,initial_start_count,initial_start_seed,converged_root_count,distinct_converged_root_count,state,max_abs_raw_rhs,pH_i,cell_volume_pL,cl_i_mM,cl_target_z,pH_target_z,na_i_minus_published_mM,k_i_minus_published_mM,hco3_i_minus_published_mM,volume_minus_published_pL,quantified_rest_gate_pass,knockout_flow_target_read_by_solver,non_ae4_chassis_fingerprint,failure_reason,core_candidate_id,reference_volume_capacity,log10_capacity_offset,capacity_gate_margin,capacity_gate_pass,profile_kind,knockout_target_read_by_variant_selector,capacity_position,capacity_interval_lower,capacity_interval_upper,capacity_log_interval_fraction
C2_CAPACITY_PROFILE_-8.000,wt,5.782100291324454e-15,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,34,2.3879373287112743e-21,2.9163202590816165e-06,0,3,,3,1,"[118.56527672298085, 5.559346183281841, 65.66066473207732, 21.13228393303193, 123.7075114890599, 48.7822141320621, 58.904427358411425]",5.794195099587571e-14,7.378473790262601,2.9741764512787663,48.7822141320621,-0.8785239119586,6.692482718037151,1.1322839330319283,3.707511489059897,46.904427358411425,1.6741764512787662,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 6.692 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-8.0,-11.878280394452046,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-6.000,wt,5.782100291324453e-13,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,36,3.853805671910694e-20,1.8439956120812792e-06,0,3,,3,1,"[118.56527855338693, 5.559346739659889, 65.65683055371737, 21.132450897735065, 123.70734670458967, 48.78212553582553, 58.90234849156212]",2.1320254012168566e-13,7.378461858551253,2.9740027776945177,48.78212553582553,-0.8785829761163152,6.692312265017896,1.1324508977350654,3.7073467045896678,46.90234849156212,1.6740027776945177,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 6.692 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-6.0,-11.876944443803984,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-4.000,wt,5.782100291324454e-11,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,32,3.408190254354977e-20,3.476331057069035e-07,0,3,,3,1,"[118.56546066776264, 5.559402095881903, 65.27933666159679, 21.149021562062156, 123.69099296029883, 48.77334332643691, 58.6964876550543]",2.489214674460039e-13,7.377278645463903,2.9569037512221565,48.77334332643691,-0.8844377823753954,6.675409220912901,1.1490215620621562,3.6909929602988285,46.6964876550543,1.6569037512221565,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 6.675 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-4.0,-11.745413470939665,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-3.000,wt,5.782100291324454e-10,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,27,3.5159762309154265e-21,1.3360458075225476e-06,0,3,,3,1,"[118.56703991094444, 5.559882083027956, 62.30468886932438, 21.28945768215655, 123.55243788594022, 48.69975164011956, 56.98777367195227]",7.905793757836705e-14,7.367327593085937,2.822163607321316,48.69975164011956,-0.9334989065869621,6.5332513297991,1.2894576821565487,3.552437885940222,44.98777367195227,1.522163607321316,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 6.533 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-3.0,-10.708950825548582,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-2.000,wt,5.7821002913244534e-09,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,22,1.8336066409219326e-20,6.876181835522556e-07,0,3,,3,1,"[118.57866452534074, 5.563412675456093, 49.549792937482856, 22.192268544967273, 122.6634716458774, 48.26117920160916, 47.361235496365055]",1.4850405674373506e-13,7.306394396367269,2.2444157079696088,48.26117920160916,-1.225880532260561,5.662777090960981,2.1922685449672734,2.6634716458773937,35.361235496365055,0.9444157079696087,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 5.663 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-2.0,-6.264736215150835,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-1.500,wt,1.8284606580108396e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,20,7.245724546842067e-20,4.327731499527312e-06,0,3,,3,1,"[118.59560790937937, 5.568550691427396, 41.520914081261694, 23.269672885814717, 121.60624056216027, 47.810703067689246, 38.311659459404765]",3.429977891693325e-13,7.23966618092612,1.8807382684892073,47.810703067689246,-1.5261979548738367,4.7095168703731405,3.2696728858147175,1.6062405621602664,26.311659459404765,0.5807382684892073,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 4.710 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-1.5,-3.467217449916978,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-1.250,wt,3.251513940206897e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,23,3.8532521551477913e-20,7.447966974746072e-07,0,3,,3,1,"[118.60843478656605, 5.572434114087126, 38.171636261261966, 23.98149283503724, 120.90968748634134, 47.55294146699939, 33.42950049113065]",2.384117066740236e-13,7.198616293021084,1.7290288201965367,47.55294146699939,-1.6980390220004058,4.1230899003012,3.9814928350372405,0.9096874863413404,21.429500491130653,0.42902882019653665,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 4.123 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-1.25,-2.3002216938195117,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-1.000,wt,5.782100291324454e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,15,7.781677156552054e-20,2.786420391046198e-07,0,3,,3,1,"[118.6245494946956, 5.57730530102986, 35.38055512278047, 24.79753782289208, 120.11281604715202, 47.29333209673233, 28.66668898737799]",3.426230046679161e-13,7.154137076379946,1.602603542146852,47.29333209673233,-1.871111935511782,3.4876725197135166,4.797537822892082,0.1128160471520232,16.66668898737799,0.30260354214685203,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 3.488 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-1.0,-1.3277195549757845,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.975,wt,6.124711272934115e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,16,1.1546552688349951e-20,4.6132242776446916e-08,0,3,,3,1,"[118.62634656819753, 5.577847997117252, 35.13117061740225, 24.88441832480737, 120.02807327174612, 47.26783821812004, 28.20486534028072]",1.3828382750097862e-13,7.1495513971143465,1.5913073798823334,47.26783821812004,-1.8881078545866405,3.4221628159192337,4.8844183248073705,0.028073271746123396,16.20486534028072,0.29130737988233335,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 3.422 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.975,-1.240825999094871,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.950,wt,6.487623231490796e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,14,6.669631445042688e-20,4.055096869584794e-07,0,3,,3,1,"[118.62817745490753, 5.578400795792522, 34.8869622863798, 24.972205986966973, 119.94246346303382, 47.242484615154794, 27.746319345978755]",3.108644878849889e-13,7.14494577269422,1.5802456784771353,47.242484615154794,-1.9050102565634717,3.356368181345992,4.972205986966973,-0.05753653696618244,15.746319345978755,0.2802456784771352,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 3.356 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.95,-1.1557359882856564,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.925,wt,6.872039075503345e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,20,5.86872922393461e-20,9.199607490927982e-07,0,3,,3,1,"[118.63004210339064, 5.578963675490997, 34.64786185624996, 25.060887198221003, 119.85600016547214, 47.21728438869797, 27.291188371116885]",2.580763374053986e-13,7.140321440254077,1.569415345405052,47.21728438869797,-1.9218104075346882,3.2903062893439534,5.060887198221003,-0.14399983452786103,15.291188371116885,0.26941534540505185,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 3.290 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.925,-1.072425733885015,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.900,wt,7.279232990290812e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,17,3.310554654560147e-20,3.3384540496999587e-07,0,3,,3,1,"[118.63194044046053, 5.579536607988796, 34.41379869631413, 25.150448179922122, 119.7686970650514, 47.19225038575041, 26.839602398001496]",2.118428794054831e-13,7.13567962318964,1.5588131813661468,47.19225038575041,-1.9384997428330593,3.2239946169948546,5.1504481799221224,-0.23130293494860155,14.839602398001496,0.2588131813661467,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 3.224 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.9,-0.9908706258934372,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.875,wt,7.710554661398958e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,14,4.333356764144855e-23,1.8253078127643525e-07,0,3,,3,1,"[118.63387237095507, 5.580119558341972, 34.184700156917685, 25.240874988496078, 119.68056798646445, 47.16739519130151, 26.391684168350285]",7.648070793217411e-15,7.131021531746368,1.5484358956095134,47.16739519130151,-1.9550698724656617,3.1574504535195453,5.240874988496078,-0.31943201353554684,14.391684168350285,0.2484358956095134,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 3.157 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.875,-0.9110453508424108,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.850,wt,8.167433748269956e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,12,3.563650845340739e-20,6.174675014641948e-07,0,3,,3,1,"[118.6358377775334, 5.580712484833782, 33.9604918757787, 25.332153517546345, 119.59162689076813, 47.14273112093455, 25.9475493189031]",2.2145529160353642e-13,7.1263483623444435,1.5382801198087928,47.14273112093455,-1.9715125860436349,3.0906908906349044,5.332153517546345,-0.4083731092318743,13.9475493189031,0.2382801198087927,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 3.091 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.85,-0.8329239985291745,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.825,wt,8.651384622993658e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,17,3.700192990538624e-20,2.594428122485337e-06,0,3,,3,1,"[118.63783652049305, 5.58131533892785, 33.74109806587374, 25.424269499459093, 119.50188787356863, 47.11827021384633, 25.507306533239248]",2.285721413862329e-13,7.121661297449062,1.5283424211022965,47.11827021384633,-1.987819857435781,3.0237328207008876,5.424269499459093,-0.4981121264313657,13.507306533239248,0.2283424211022964,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting pH is 3.024 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.825,-0.7564801623253579,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.800,wt,9.164011389847547e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,19,1.1011664569100358e-20,1.0531379284119935e-06,0,3,,3,1,"[118.6398684376095, 5.581928065228442, 33.5264417807439, 25.51720850657737, 119.4113651636643, 47.09402422639754, 25.071057698176084]",1.1128304798758304e-13,7.1169615053821325,1.5186193141103523,47.09402422639754,-2.0039838490683053,2.9565929340304615,5.517208506577369,-0.5886348363357001,13.071057698176084,0.2186193141103523,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.004 SEM from target; WT resting pH is 2.957 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.8,-0.6816870316180954,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.775,wt,9.707013202263118e-08,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,19,7.865572367875918e-21,2.5947577118582765e-07,0,3,,3,1,"[118.64193334399324, 5.582550601447573, 33.316445159131284, 25.610955951869542, 119.32007312221644, 47.07000462621663, 24.638898065396887]",9.510142896255966e-14,7.112250140080878,1.509107272016401,47.07000462621663,-2.019996915855581,2.8892877154411116,5.610955951869542,-0.6799268777835579,12.638898065396887,0.2091072720164009,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.020 SEM from target; WT resting pH is 2.889 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.775,-0.6085174770492383,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.750,wt,1.0282189894842334e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,22,2.63472496734693e-21,2.1980596114471693e-06,0,3,,3,1,"[118.64403103196783, 5.583182878378011, 33.11102965173713, 25.705497089165632, 119.22802624237669, 47.04622258666674, 24.210916421387076]",5.2472049993682764e-14,7.107528341282958,1.4998027368382685,47.04622258666674,-2.035851608888843,2.821833446899394,5.7054970891656325,-0.7719737576233143,12.210916421387076,0.19980273683826844,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.036 SEM from target; WT resting pH is 2.822 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.75,-0.5369441295251418,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.725,wt,1.0891447949092017e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,23,1.712210358528516e-21,2.955402404342947e-07,0,3,,3,1,"[118.64616127102663, 5.583824819882432, 32.910116226519854, 25.800817014593303, 119.13523914780508, 47.022688980983666, 23.78719525542946]",4.162599737795703e-14,7.102797234246974,1.4907021287273816,47.022688980983666,-2.0515406793442232,2.7542462035281923,5.800817014593303,-0.8647608521949195,11.78719525542946,0.19070212872738157,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.052 SEM from target; WT resting pH is 2.754 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.725,-0.4669394517490897,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.700,wt,1.1536806812650262e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,16,7.126052489621928e-20,6.30584174720945e-07,0,3,,3,1,"[118.64832380765253, 5.584476342867881, 32.71362556043209, 25.89690066331649, 119.04172659573568, 46.99941437940799, 23.367810936343364]",3.1172602499713516e-13,7.098057929740023,1.4818018546537197,46.99941437940799,-2.067057080394676,2.6865418534288916,5.89690066331649,-0.9582734042643182,11.367810936343364,0.18180185465371967,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.067 SEM from target; WT resting pH is 2.687 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.7,-0.3984758050286139,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.675,wt,1.2220405592950515e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,47,5.534235577166503e-20,1.0615722423591085e-06,0,3,,3,1,"[118.6505183653847, 5.585137357297563, 32.521478211201575, 25.99373281210531, 118.94750347448654, 46.97640904296096, 22.952833887624184]",2.5702942434244244e-13,7.093311524273496,1.4730983161868323,46.97640904296096,-2.082393971359361,2.6187360610499355,5.993732812105311,-1.0524965255134617,10.952833887624184,0.17309831618683225,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.082 SEM from target; WT resting pH is 2.619 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.675,-0.33152550912947865,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.650,wt,1.2944510147510208e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,10,3.367282079065544e-22,2.636823830267269e-07,0,3,,3,1,"[118.65274464474103, 5.5858077661883065, 32.333594775249146, 26.09129807705133, 118.8525848056672, 46.95368292049325, 22.542328764455092]",2.064805940172796e-14,7.088559099509504,1.4645879166489173,46.95368292049325,-2.0975447196711676,2.5508442787071948,6.091298077051331,-1.147415194332794,10.542328764455092,0.16458791664891725,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.098 SEM from target; WT resting pH is 2.551 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.65,-0.2754221393535974,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.625,wt,1.3711520594345404e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,12,3.315525041575065e-20,3.536899032744844e-08,0,3,,3,1,"[118.65500232323367, 5.586487465624645, 32.149896031844136, 26.189580912939935, 118.75698574483448, 46.931245644866095, 22.136354634614253]",2.0594518527572529e-13,7.083801723072018,1.4562670676445093,46.931245644866095,-2.112502903422604,2.4828817581716778,6.189580912939935,-1.2430142551655194,10.136354634614253,0.15626706764450926,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.113 SEM from target; WT resting pH is 2.483 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.625,-0.2414408790858389,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.600,wt,1.4523979267405485e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,34,2.83429213821434e-21,3.305417131532811e-07,0,3,,3,1,"[118.65729105539911, 5.587176344779634, 31.970303071985803, 26.288565612144833, 118.66072158264447, 46.9091065297219, 21.734965155452556]",5.991072833808726e-14,7.079040448140616,1.448132194898313,46.9091065297219,-2.1272623135187323,2.414863544865943,6.288565612144833,-1.3392784173555299,9.734965155452556,0.14813219489831297,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.127 SEM from target; WT resting pH is 2.415 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.6,-0.2074317724329715,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.575,wt,1.538457914339697e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,18,3.5020164540245815e-22,7.628212233498797e-07,0,3,,3,1,"[118.65961047285396, 5.587874285943749, 31.79473741533578, 26.38823630338197, 118.5638077461761, 46.887274566548555, 21.338208752257128]",1.974590971165747e-14,7.074276313456212,1.4401797435517962,46.887274566548555,-2.1418169556342974,2.3468044779458883,6.388236303381969,-1.4361922538239043,9.338208752257128,0.1401797435517962,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.142 SEM from target; WT resting pH is 2.347 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.575,-0.17340223897294416,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.550,wt,1.6296172767928066e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,12,4.280420978369033e-22,1.0488942314530728e-06,0,3,,3,1,"[118.66196018437773, 5.58858116456205, 31.62312111593685, 26.488576950353124, 118.46625980039731, 46.86575842205175, 20.946128797336833]",1.9740666773562756e-14,7.069510343709112,1.4324061829518446,46.86575842205175,-2.1561610519655026,2.278719195844455,6.488576950353124,-1.5337401996026898,8.946128797336833,0.1324061829518446,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.156 SEM from target; WT resting pH is 2.279 SEM from target; WT resting volume lies outside the explicit +/-10% sensitivity around the published 1.3 pL convention,C2,5.782100291324453e-07,-0.55,-0.13935959792222752,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.525,wt,1.7261781710560493e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,21,6.466894127925437e-22,4.364069799974137e-07,0,3,,3,1,"[118.66433977602208, 5.589296849279485, 31.455376855782298, 26.58957135030066, 118.3680934497517, 46.84456643581148, 20.55876378519358]",3.030100638492038e-14,7.064743549421259,1.424808010889095,46.84456643581148,-2.170289042792348,2.210622134589408,6.589571350300659,-1.6319065502483028,8.55876378519358,0.12480801088909499,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.170 SEM from target; WT resting pH is 2.211 SEM from target,C2,5.782100291324453e-07,-0.525,-0.10531106729470396,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.500,wt,1.8284606580108397e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,18,3.9231840546747174e-20,2.132407197053079e-06,0,3,,3,1,"[118.66674881124861, 5.590021201995167, 31.291428028465855, 26.69120313253835, 118.26932453980329, 46.82370661825814, 20.17614750674944]",2.101827420014576e-13,7.059976927069641,1.4173817573869565,46.82370661825814,-2.184195587827906,2.142527529566302,6.691203132538352,-1.7306754601967071,8.176147506749441,0.11738175738695644,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.184 SEM from target; WT resting pH is 2.143 SEM from target,C2,5.782100291324453e-07,-0.5,-0.0920977939139529,False,posthoc_KO_blind_finite_scan,False,,,,
C2_CAPACITY_PROFILE_-0.475,wt,1.9368037633380987e-07,"KO-blind capacity continuation using WT rest closure, primary Cl/pH constraints, and explicit +/-10% published-volume sensitivity",True,`xtol` termination condition is satisfied.,16,3.862368100526961e-21,4.589562083168945e-07,0,3,,3,1,"[118.66918683108564, 5.590754077923014, 31.131198814302376, 26.79345575675377, 118.1699690591328, 46.80318664888942, 19.798309224029385]",7.273414921385547e-14,7.055211459363435,1.4101239881042902,46.80318664888942,-2.1978755674070527,2.0744494194776433,6.793455756753769,-1.8300309408672035,7.798309224029385,0.11012398810429014,False,False,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50,WT resting Cl is -2.198 SEM from target; WT resting pH is 2.074 SEM from target,C2,5.782100291324453e-07,-0.475,-0.09893778370352635,False,posthoc_KO_blind_finite_scan,False,,,,
