mechanism_id,round,scenario,time,na_l,k_l,height,na_i,k_i,cl_i,hco3_i,calcium,pka_activation,q_total,pH_i,ae4_cycle_flux,max_abs_raw_rhs,max_abs_conservation_check,solver_method,non_ae4_chassis_fingerprint
C3,1,ae4_knockout,149.99999999999716,124.57845310153094,6.955453609908703,28.770224785911715,33.3218073995644,118.29007980645112,32.39619137532663,34.42311158014008,0.55,0.0,0.0013581225198820296,7.198441431376855,0.0,1.4511865330012268e-07,2.7582103268031233e-16,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,ae4_knockout,199.99999999999432,124.57849349477075,6.955453947890111,28.76993661029377,33.32195035217142,118.28998037301702,32.396140329189436,34.42235681524503,0.55,0.0,0.0013581198854213375,7.19844203984743,0.0,4.7314069301337935e-08,1.4210854715202004e-14,BDF,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,wt,0.0,118.7,5.6,28.7,25.0,120.0,50.0,10.0,0.05,0.0,0.0005314154767606833,6.910000000216041,0.035042552249473995,0.0011566643962081164,1.4210854715202004e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,wt,50.0,118.75982034419839,5.6178625137390155,27.550596392945405,30.363177878289925,114.70782436800178,46.31305956753214,10.211760504656208,0.05,0.0,0.0005402931693294913,6.908185289056091,0.03648066411299603,8.635530263774205e-11,1.4210854715202004e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,wt,100.0,118.75982034390334,5.617862513699026,27.55059639224533,30.36317787465966,114.70782437132785,46.31305956748064,10.211760502125863,0.05,0.0,0.0005402931693182801,6.908185386171045,0.03648066409487512,7.484693445590333e-10,1.734723475976807e-17,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,wt,100.0000001,118.75996483202655,5.617872968406283,27.550596392151995,30.363177874762254,114.70781874735289,46.31305394327448,10.211760502160983,0.55,0.0,0.0005404814849788254,6.908185381625025,0.03648066266586223,0.14447678961355187,1.4210854715202004e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,wt,149.99999999999716,124.2904798635108,6.902665656568706,22.238834582459393,40.67179096148463,110.62856893847957,32.460497609277866,9.144338877346089,0.55,0.0,0.0013191726285078532,6.880059787473272,0.030399797491185248,5.678836248481922e-09,6.314393452555578e-16,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,wt,199.99999999999432,124.29047992654144,6.902665673465458,22.23883418272112,40.67178806634826,110.62857189797751,32.46049747598494,9.144337100734058,0.55,0.0,0.0013191726504105951,6.88006805996154,0.03039978571674208,8.474024403062633e-08,1.4210854715202004e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,ae2_knockout,0.0,118.7,5.6,28.7,25.0,120.0,50.0,10.0,0.05,0.0,0.0005314154767606833,6.910000000216041,0.035042552249473995,0.0011566643962081164,1.4210854715202004e-14,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,ae2_knockout,50.0,118.71543131056305,5.60461884520051,27.43906494203937,30.326870756446056,114.69146130819072,44.73843749758261,11.373792823858125,0.05,0.0,0.0005337068331845949,6.928979090388275,0.045252005815826314,3.7442210714976e-09,2.2551405187698492e-17,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,ae2_knockout,100.0,118.71543130924952,5.604618844957003,27.439064939055356,30.326870731881915,114.69146133122733,44.7384374993698,11.373792809303216,0.05,0.0,0.0005337068347848512,6.9289848859886245,0.04525200569989862,5.2467422166730175e-08,4.119968255444917e-17,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
C3,1,ae2_knockout,100.0000001,118.71557347488925,5.604629131617602,27.439064938963508,30.326870731932928,114.69145577515928,44.73843194306804,11.373792809383831,0.55,0.0,0.0005338921495069658,6.928984541307845,0.045252003947579805,0.14215449106743638,1.8041124150158794e-15,Radau,55885266c44ecbbfe86be622c6ebd08b77151ee6ef7dfd5c8bbc8d4250b58e50
