time_s,WT_q_out_pL_s,KO_q_out_pL_s,WT_cl_i_mM,KO_cl_i_mM,WT_ph_i,KO_ph_i,WT_volume_i_pL,KO_volume_i_pL,WT_chloride_driving_force_V,KO_chloride_driving_force_V,WT_N_fmol_s,KO_N_fmol_s,WT_E_fmol_s,KO_E_fmol_s,WT_A_fmol_s,KO_A_fmol_s,WT_J_fmol_s,KO_J_fmol_s,WT_J_aux_fmol_s,KO_J_aux_fmol_s
0.0,0.0010757073853493032,0.0010757073853493032,50.1,36.5,6.91,6.890000000000001,1.4484260832245268,1.4484260832245268,0.006865206488670755,0.0050739767218315746,0.17472280827067604,0.17472280827067604,0.0010340193720500543,0.0010340193720500543,0.13380862931861923,0.0,0.22480641156538328,0.1661512295491201,0.0,0.0
1e-06,0.0010757073853493032,0.0010757073853493032,50.1,36.5,6.91,6.890000000000001,1.4484260832245268,1.4484260832245268,0.002719444165836575,0.001548443716917973,0.3057649144736831,0.3057649144736831,0.0010340193720500543,0.0010340193720500543,0.13380862931861923,0.0,0.4952286861423068,0.2819817950771197,0.065389322149963,0.0372324926941413
0.0032259503191029507,0.001075777839443945,0.0010757609321132705,50.10068135809404,36.500821318262496,6.910002998375903,6.890010475625606,1.4484225535268287,1.448422697330741,0.002718853098775443,0.0015485655733895182,0.3057513451153321,0.3057513451153321,0.0010339172852115944,0.0010339172852115944,0.13380875649729296,0.0,0.49512104893916675,0.2820039859428339,0.06537510988005943,0.03723542274586805
0.035475453510132454,0.0010779742755583882,0.0010762209121708444,50.10746707148184,36.508681014371724,6.910032937700782,6.890115153581736,1.4483883326720413,1.4484026359931885,0.0027134098654976943,0.0015496922944600866,0.3056161777413108,0.3056161777413108,0.001032895917537729,0.001032895917537729,0.13380993134312957,0.0,0.4941298003235967,0.2822091692675869,0.06524422676107226,0.0372625148729954
0.07678538140204352,0.0010836416387217886,0.001076780680117967,50.11595335013837,36.51804370259226,6.910071172033191,6.8902490320744025,1.4483510736035552,1.4484043239647422,0.002707332416313865,0.0015509867893448506,0.30544648271395414,0.30544648271395414,0.0010315864327933302,0.0010315864327933302,0.13381100047514066,0.0,0.4930230568161496,0.28244490530844885,0.06509809385364809,0.03729364113920255
0.11809530929395459,0.0010912468479157417,0.001077451650995201,50.12412482365772,36.52688945861401,6.910109277852116,6.890382676046493,1.4483235091431041,1.4484258715186151,0.002701872976691465,0.0015522093607031398,0.30528195011435855,0.30528195011435855,0.0010302758257504448,0.0010302758257504448,0.1338114710366196,0.0,0.4920288569185235,0.2826675436016291,0.06496682105139234,0.03732303799662024
0.17336959505709482,0.0011030852068733472,0.0010785900183520574,50.13459278123253,36.53822788258142,6.910160066948792,6.890561130300503,1.4483009040343857,1.448473448308864,0.00269513174464708,0.0015538118698621359,0.3050694338354311,0.3050694338354311,0.0010285206404381418,0.0010285206404381418,0.13381121175777483,0.0,0.4908012341821346,0.28295937106965013,0.0648047274149884,0.03736157049857865
0.22864388082023504,0.001115887207577143,0.0010799752981102168,50.1446431076652,36.54922197899049,6.910210632331389,6.89073916605378,1.448291218724463,1.4485335671018063,0.0026887716778329594,0.0015554109389880125,0.3048638266473783,0.3048638266473783,0.0010267638499672801,0.0010267638499672801,0.1338101054372122,0.0,0.4896430241435898,0.28325057208499255,0.06465179893679848,0.03740002028457741
0.3077356680847455,0.0011348524849374292,0.0010822601065617777,50.15854957196916,36.564616882647606,6.910282601843388,6.890993192199477,1.4482924514555524,1.4486310240963745,0.002680059505416634,0.0015577060123896924,0.3045776646916467,0.3045776646916467,0.0010242474792668422,0.0010242474792668422,0.13380741467707186,0.0,0.48805648018972453,0.2836685200611241,0.06444231383101333,0.03745520556688825
0.40634182416481285,0.0011586294455201013,0.0010853912954376683,50.17546560795149,36.58351108261781,6.910371702358905,6.891308707281217,1.448308325670612,1.448761271422909,0.002669601786721456,0.0015605644656530096,0.3042284598491328,0.3042284598491328,0.001021106234778323,0.001021106234778323,0.1338027565297517,0.0,0.48615206076662315,0.2841890632190882,0.06419085688061761,0.03752393737746696
