time_s,NKCC1_change_percent
0.0,0.0
60.0,-3.8163425874759738
120.0,2.1866051749064974
180.0,4.294399629960188
240.0,4.550405734953844
300.0,4.162306476588151
360.0,3.5696068923272817
420.0,2.932723419091676
480.0,2.3144200847322827
540.0,1.7394739279126714
600.0,1.2161937157682656
