time_s,WT_pH
0.0,6.912172389018031
1e-06,6.912172389018031
1.0,6.914067262040174
5.0,6.921169338287299
10.0,6.92905574221858
15.0,6.935986563652003
20.0,6.942111641485249
25.0,6.9475625527899565
30.0,6.952450602809016
35.0,6.956868205559111
40.0,6.960891357003708
45.0,6.964582279879984
50.0,6.967991858283993
55.0,6.971161734213103
60.0,6.9741260485717795
65.0,6.97691286266097
70.0,6.9795453067686735
75.0,6.982042506198007
80.0,6.984420326480217
85.0,6.986691974756233
90.0,6.988868485419446
95.0,6.990959113877854
100.0,6.992971656099787
105.0,6.994912708932045
110.0,6.996787882233189
115.0,6.9986019723122395
120.0,7.000359103679106
125.0,7.002062845221221
130.0,7.0037163053349545
135.0,7.00532221001839
140.0,7.006882966898089
145.0,7.008400717849271
150.0,7.009877382181275
155.0,7.011314692168758
160.0,7.012714222244342
165.0,7.014077413051022
170.0,7.015405591234149
175.0,7.016699985782109
180.0,7.0179617415014945
185.0,7.019191930182419
190.0,7.020391559829178
195.0,7.021561582346228
200.0,7.0227028999261565
205.0,7.023816370396472
210.0,7.024902811695653
215.0,7.025963005649823
220.0,7.026997701161964
225.0,7.028007616930868
230.0,7.028993443771858
235.0,7.0299558466212
240.0,7.03089546626641
245.0,7.031812920864557
250.0,7.03270880727089
255.0,7.033583702220956
260.0,7.034438163381803
265.0,7.035272730300839
270.0,7.036087925261637
275.0,7.036884254067518
280.0,7.03766220675737
285.0,7.038422258269381
290.0,7.039164869053216
295.0,7.039890485647799
300.0,7.0405995412114155
305.0,7.041292456031858
310.0,7.041969637999668
315.0,7.042631483060189
320.0,7.0432783756398685
325.0,7.043910689053872
330.0,7.044528785892249
335.0,7.045133018390533
340.0,7.045723728781888
345.0,7.046301249635972
350.0,7.046865904181631
355.0,7.047418006618051
360.0,7.047957862411516
365.0,7.048485768581997
370.0,7.049002013976798
375.0,7.049506879535135
380.0,7.050000638540978
385.0,7.050483556867744
390.0,7.050955893212301
395.0,7.051417899321598
400.0,7.051869820209512
405.0,7.052311894366994
410.0,7.052744353963257
415.0,7.0531674250408365
420.0,7.053581327702427
425.0,7.0539862762921315
430.0,7.054382479569114
435.0,7.054770140876168
440.0,7.055149458301272
445.0,7.055520624834478
450.0,7.055883828518348
455.0,7.056239252594103
460.0,7.056587075641807
465.0,7.056927471716629
470.0,7.057260610479582
475.0,7.057586657324667
480.0,7.057905773500904
485.0,7.058218116231059
490.0,7.058523838825636
495.0,7.05882309079384
500.0,7.059116017950146
505.0,7.059402762518069
510.0,7.059683463229877
515.0,7.059958255423728
520.0,7.0602272711370215
525.0,7.060490639197387
530.0,7.0607484853101665
535.0,7.061000932143699
540.0,7.061248099411355
545.0,7.061490103951545
550.0,7.061727059804696
555.0,7.0619590782883614
560.0,7.062186268069503
565.0,7.062408735235056
570.0,7.0626265833598465
575.0,7.062839913572926
580.0,7.063048824621441
585.0,7.063253412933027
590.0,7.063453772675908
595.0,7.063649995817627
600.0,7.063842172181631
