time_s,WT_pH
0.0,6.91507995505158
1e-06,6.91507995505158
1.0,6.916929339587025
5.0,6.9240238390111815
10.0,6.932202051160764
15.0,6.939649887741657
20.0,6.946431934401681
25.0,6.952618756091232
30.0,6.958277994204963
35.0,6.963470918853978
40.0,6.968251487346918
45.0,6.972666554606291
50.0,6.976756556668634
55.0,6.980556333024256
60.0,6.98409593185542
65.0,6.98740133537719
70.0,6.990495086465042
75.0,6.993396818983398
80.0,6.996123701691837
85.0,6.998690808451013
90.0,7.001111426532316
95.0,7.003397313914906
100.0,7.005558914400834
105.0,7.007605538186591
110.0,7.009545513848995
115.0,7.011386316853886
120.0,7.01313467851569
125.0,7.014796678809717
130.0,7.0163778256346445
135.0,7.017883122814004
140.0,7.019317128573665
145.0,7.020684006055307
150.0,7.021987567049232
155.0,7.023231310014088
160.0,7.024418453205926
165.0,7.025551963664484
170.0,7.026634582619447
175.0,7.027668847856361
180.0,7.028657113432425
185.0,7.029601567131578
190.0,7.030504245934242
195.0,7.031367049785921
200.0,7.032191753859494
205.0,7.03298001952446
210.0,7.033733404158027
215.0,7.03445336996071
220.0,7.035141291874897
225.0,7.035798464726295
230.0,7.0364261096626235
235.0,7.037025379980645
240.0,7.037597366396491
245.0,7.038143101830075
250.0,7.038663565744493
255.0,7.039159688096099
260.0,7.039632352925152
265.0,7.040082401636367
270.0,7.040510635979844
275.0,7.0409178207859675
280.0,7.041304686457403
285.0,7.041671931253983
290.0,7.042020223382637
295.0,7.042350202916206
300.0,7.042662483551665
305.0,7.042957654227467
310.0,7.043236280608117
315.0,7.043498906452384
320.0,7.043746054871441
325.0,7.0439782294906506
330.0,7.0441959155198495
335.0,7.04439958074371
340.0,7.044589676435854
345.0,7.044766638206543
350.0,7.04493088678672
355.0,7.045082828756753
360.0,7.045222857221915
365.0,7.045351352441765
370.0,7.045468682414877
375.0,7.045575203425049
380.0,7.045671260549997
385.0,7.04575718813781
390.0,7.045833310251804
395.0,7.045899941088326
400.0,7.045957385367869
405.0,7.046005938703441
410.0,7.046045887946318
415.0,7.046077511512604
420.0,7.046101079690571
425.0,7.046116854931756
430.0,7.0461250921256475
435.0,7.046126038860583
440.0,7.046119935670568
445.0,7.046107016270346
450.0,7.0460875077783385
455.0,7.046061630929527
460.0,7.046029600277816
465.0,7.0459916243897665
470.0,7.045947906029157
475.0,7.045898642334085
480.0,7.045844024986038
485.0,7.045784240372482
490.0,7.0457194697423855
495.0,7.045649889356063
500.0,7.0455756706287715
505.0,7.045496980269318
510.0,7.045413980413096
515.0,7.045326828750708
520.0,7.045235678651605
525.0,7.045140679283804
530.0,7.04504197572911
535.0,7.0449397090948365
540.0,7.0448340166214525
545.0,7.044725031787081
550.0,7.044612884408305
555.0,7.044497700738109
560.0,7.044379603560456
565.0,7.044258712282269
570.0,7.044135143022306
575.0,7.044009008697687
580.0,7.043880419107552
585.0,7.043749481014556
590.0,7.043616298223733
595.0,7.043480971659348
600.0,7.043343599439323
