time_s,NKCC1_change_percent
0.0,0.0
60.0,11.484717757883555
120.0,21.171613190518435
180.0,24.086851556930245
240.0,24.582374791923645
300.0,24.440932406396175
360.0,24.176491027537274
420.0,23.923853490484692
480.0,23.71254579823583
540.0,23.543261828569186
600.0,23.409585038493997
