time_s,cumulative_deficit_percent
60.0,22.4249683200187
120.0,20.839074197622274
180.0,20.19252599973965
240.0,19.895646438766978
300.0,19.78156895443459
360.0,19.76699466513291
420.0,19.80616237834295
480.0,19.87334679394561
540.0,19.95390108200491
600.0,20.039428636660194
