time_s,WT_pH
0.0,6.833672112563129
1e-06,6.833672112563129
1.0,6.8359653590193075
5.0,6.843354348147507
10.0,6.849044722051082
15.0,6.851449339405174
20.0,6.85116869591383
25.0,6.848706973041498
30.0,6.844485290542126
35.0,6.838854638695411
40.0,6.832107373307319
45.0,6.824487036332878
50.0,6.816196567762007
55.0,6.807405113093821
60.0,6.798253632661547
65.0,6.788859531032406
70.0,6.779320477115393
75.0,6.769717571739962
80.0,6.7601179773731195
85.0,6.750577113183494
90.0,6.741140488732559
95.0,6.731845243448714
100.0,6.722721438977665
105.0,6.713793148925881
110.0,6.705079377053056
115.0,6.696594834173822
120.0,6.68835059481122
125.0,6.680354654569885
130.0,6.6726124027459175
135.0,6.665127024863079
140.0,6.657899845226376
145.0,6.6509306198092935
150.0,6.644217786507668
155.0,6.637758679986601
160.0,6.6315497160238035
165.0,6.6255865503929945
170.0,6.6198642157136645
175.0,6.614377239777531
180.0,6.609119747763686
185.0,6.604085550784176
190.0,6.599268222482957
190.0,6.599268222482957
