time_s,cumulative_deficit_percent
60.0,22.54391894797224
120.0,20.947585471014072
180.0,20.290569933238856
240.0,19.9834521132903
300.0,19.859508952030268
360.0,19.83553502745363
420.0,19.86582235752352
480.0,19.92467291726776
540.0,19.9974497115884
600.0,20.07575265451147
