time_s,cumulative_deficit_percent
60.0,1.3704554067833552
120.0,2.6960453666679762
180.0,3.451989869731853
240.0,3.8501928695696575
300.0,4.0377701162626956
360.0,4.10071369928513
420.0,4.089365787121735
480.0,4.033890715528409
540.0,3.952762835595891
600.0,3.8574862971679447
