time_s,cumulative_deficit_percent
60.0,37.047743930043154
120.0,34.49322823392098
180.0,33.4783094655155
240.0,32.80043104835128
300.0,32.24919878619295
360.0,31.76780782631675
420.0,31.33600585226628
480.0,30.944423547786716
540.0,30.5874833700843
600.0,30.261150644585044
