time_s,cumulative_deficit_percent
60.0,22.63154318600521
120.0,21.027428622610465
180.0,20.362554781752408
240.0,20.047740888843848
300.0,19.91638678528399
360.0,19.885364345283673
420.0,19.909008662234907
480.0,19.961642637398214
540.0,20.02863542738299
600.0,20.10158220986614
