NBC_fraction,physiological,failed_gates,time_s,q_pL_s,na_i_mM,k_i_mM,cl_i_mM,T_i_mM,A_i_mM,ph_i,hco3_i_mM,V_i_pL,V_l_pL,cl_l_mM,ph_l,osm_lumen_mOsm,N,H,E,B,J4,P,CaCC,paraCl,Va_V,Vb_V,charge_max_fmol,current_residual_A,max_amount_rhs,max_volume_rhs
1.0,True,,1.0,0.0015840671108638294,18.082632569930286,110.23715407888736,53.298538529350864,8.267987002798554,18.856839943854656,7.050386275850039,7.43079676470105,1.3898795472368395,0.10792033555431915,147.67722534587452,6.679276618985289,301.5346947581828,0.1493911081454423,0.006036202571081872,-0.0007480591962110034,0.0716803149805757,0.07507244586422211,0.06319046758832948,0.3731066029588945,0.13917596726486886,-0.029598190456234793,-0.07910342370076742,2.842170943040401e-14,4.52364397489937e-26,1.2212453270876722e-15,1.844011054963346e-15
0.75,True,,1.0,0.001575291619350716,17.951124776764114,110.08612028576923,53.25547962916504,7.610249478741547,18.121242688765577,7.0330715141462266,6.811879533457777,1.377709883789957,0.10787645809675359,147.66712869086066,6.7033961303396925,301.53262782994926,0.1547719882720686,0.006860324282422225,-0.0009571529896489888,0.05857637416809954,0.062485112804185505,0.06298871010683263,0.37107193635867364,0.13845314607837808,-0.02960509116928987,-0.07883318520233194,7.771561172376096e-16,9.615974620928947e-24,1.0072498390911733e-13,6.492202608843201e-16
0.5,True,,1.0,0.0015645094651252469,17.79639584775583,109.91794786162772,53.19373175402357,6.865027751840007,17.290052139237236,7.013508005297827,6.115542605563695,1.3639873951390846,0.10782254732562624,147.65496013630965,6.735169188930902,301.5300882640508,0.16137109535782246,0.00789950547257232,-0.0012112310756388555,0.04248628556546548,0.04704165383956521,0.06274535315869251,0.3685726134795703,0.13756503077362298,-0.029618082923519952,-0.07850561906520664,1.4210854715202004e-14,1.2536956159006826e-24,1.1712852909795402e-14,3.5926123187479675e-15
0.25,True,,1.0,0.0015514370238360665,17.617761464047717,109.73415923100202,53.10841269181466,6.0362467741670125,16.368931096221896,6.991812190253592,5.347583139509188,1.3488092073893911,0.10775718511918034,147.64044711027478,6.777212202141667,301.5270092572576,0.16935490818666818,0.009193719915090602,-0.0015178656515325362,0.022995299122173882,0.028351091905486153,0.062456127090396635,0.3655430426272899,0.1364881867646989,-0.02963919091200223,-0.07811375554237492,1.4210854715202004e-14,1.550963648536927e-25,1.601149768326593e-15,1.7223635712104723e-15
0.0,True,,1.0,0.0015359828793283098,17.418167870572052,109.53710542293852,52.99620393071042,5.1379077504625075,15.374559725233302,6.968331540339688,4.52327808726294,1.3324642074991162,0.10767991439664155,147.62358310769622,6.8328874611414205,301.5233692779399,0.178759638331206,0.010769988280965542,-0.0018830227828529847,0.0,0.0063265055319094154,0.06212212461540591,0.36196275941146977,0.13521546317294844,-0.02967001520086872,-0.07765643618327334,1.4210854715202004e-14,2.261821987449685e-25,1.4849232954361469e-15,3.805983306293115e-15
