time_s,q_pL_s,na_i_mM,k_i_mM,cl_i_mM,T_i_mM,A_i_mM,ph_i,hco3_i_mM,V_i_pL,V_l_pL,cl_l_mM,ph_l,osm_lumen_mOsm,N,H,E,B,J4,P,CaCC,paraCl,Va_V,Vb_V,charge_max_fmol,current_residual_A,max_amount_rhs,max_volume_rhs
3075.0,0.0011942455512150647,12.427745422891089,121.81126023749245,61.438677399342865,18.859206639707708,29.078242105490666,7.311479604164565,17.75023289725293,1.7854079955885882,0.10597122775607533,146.4608032640705,6.68781405508076,301.4429133372893,0.14467675272719974,0.0008738655110887281,0.001051924721920164,0.0001369143268299178,0.0,0.04856631321585127,0.2902094448974681,0.11529863416933168,-0.04071628153166304,-0.08122732517079014,1.27613475342514e-11,1.9387045606711586e-26,0.00030316180411499305,1.8820383985108588e-06
3080.0,0.0011942479838781329,12.427648422630957,121.81146626477302,61.43890140402831,18.85932790780841,29.078356514380015,7.311485021770344,17.750359626906963,1.78541736272481,0.10597123991939067,146.46081688727986,6.687815273039684,301.44291359154784,0.14467614313566401,0.0008738275264532996,0.0010519330693300655,0.0001364982199025671,0.0,0.048565923795434084,0.29021002336359686,0.11529884602535813,-0.04071622145171476,-0.08122734436882928,1.2718714970105793e-11,2.908056841006738e-26,0.00030038937827225887,1.8648423592128403e-06
3085.0,0.0011942503943071171,12.427552310641621,121.81167040062034,61.43912336356235,18.859448068582626,29.078469866982587,7.311490388818851,17.75048519685237,1.785426644273641,0.10597125197153559,146.46083038472858,6.6878164788609915,301.4429138434774,0.14467553908968342,0.0008737898984342005,0.0010519413400738374,0.00013608593009755302,0.0,0.04856553793526446,0.29021059653963605,0.11529905594309314,-0.04071616191986549,-0.08122736338985012,1.2747136679536197e-11,1.2924697071141057e-26,0.0002976422859384542,1.8478032051119295e-06
3090.0,0.0011942527827051214,12.427457078780252,121.81187266243947,61.439343296590415,18.859567132122784,29.078582173102166,7.3114957057873955,17.750609617697116,1.7854358410159428,0.10597126391352561,146.46084375758434,6.687817672670588,301.4429140930992,0.14467494053901991,0.0008737526236272768,0.0010519495348568866,0.00013567742236412212,0.0,0.048565155602811605,0.290211164473956,0.1152992639402741,-0.040716102931124286,-0.0812273822354942,1.27613475342514e-11,1.2924697071141057e-26,0.00029492029586286606,1.830919509026186e-06
3095.0,0.0011942551492733879,12.427362718978907,121.81207306747447,61.43956122158813,18.859685108429606,29.078693442450746,7.3115009731486955,17.750732899952194,1.7854449537254666,0.10597127574636694,146.46085700700402,6.687818854593002,301.4429143404346,0.14467434743388838,0.0008737156986617646,0.001051957654378114,0.0001352726619738826,0.0,0.04856477676584207,0.29021172721448435,0.11529947003447553,-0.040716044480545575,-0.08122740090738757,1.2718714970105793e-11,2.908056841006738e-26,0.00029222317890395533,1.8141898586554288e-06
3100.0,0.0011942574942113205,12.427269223243798,121.81227163280995,61.43977715686298,18.859802007412924,29.078803684649383,7.311506191370925,17.7508550540325,1.7854539831689225,0.10597128747105661,146.46087013413356,6.6878200247514075,301.44291458550447,0.1446737597249521,0.0008736791201999697,0.001051965699329972,0.00013487161451797863,0.0,0.04856440139241669,0.2902122848087093,0.11529967424311123,-0.040715986563228654,-0.08122741940714112,1.2747136679536197e-11,1.2924697071141057e-26,0.0002895507080106219,1.7976128468375104e-06
3105.0,0.0011942598177165171,12.427176583654651,121.81246837537267,61.439991120555824,18.8599178388925,29.0789129092291,7.311511360917761,17.75097609025771,1.7854629301060374,0.10597129908858259,146.4608831401081,6.6878211832676335,301.4429148283295,0.14467317736331703,0.0008736428849368703,0.0010519736703985196,0.00013447424590380138,0.0,0.0485640294508882,0.2902128373036866,0.11529987658343518,-0.04071592917431743,-0.08122743773635062,1.2747136679536197e-11,5.492996255234949e-26,0.0002869026581998335,1.7811870930222427e-06
3110.0,0.0011942621199847404,12.42708479236398,121.81266331193287,61.44020313064237,18.86003261259883,29.0790211256317,7.311516482248426,17.751096018853126,1.7854717952896249,0.10597131059992371,146.4608960260523,6.687822330262186,301.4429150689305,0.1446726003005307,0.0008736069895998308,0.001051981568263484,0.00013408052235267694,0.0,0.04856366090989836,0.29021338474603847,0.11530007707254354,-0.04071587230899984,-0.08122745589659687,1.2747136679536197e-11,2.261821987449685e-26,0.00028427880653958404,1.764911209330448e-06
3115.0,0.0011942644012100047,12.426993841596444,121.81285645910584,61.44041320493469,18.860146338173966,29.07912834321065,7.311521555817736,17.751214849950596,1.7854805794656416,0.10597132200605003,146.46090879308002,6.687823465854256,301.44291530732755,0.14467202848857635,0.0008735714309482215,0.0010519893935983253,0.00013369041039621796,0.0,0.0485632957383754,0.29021392718196426,0.1153002757273755,-0.04071581596250766,-0.08122747388944594,1.2718714970105793e-11,2.5849394142282115e-26,0.0002816789321348767,1.7487838401245188e-06
3120.0,0.0011942666615845088,12.426903723648163,121.81304783335324,61.440621361082755,18.860259025172326,29.079234571231893,7.311526582076134,17.751332593589307,1.7854892833732554,0.10597133330792255,146.460921442295,6.687824590161743,301.44291554354123,0.14467146187986968,0.0008735362057731715,0.0010519971470702844,0.00013330387687413996,0.0,0.04856293390553136,0.29021446465723727,0.1153004725647153,-0.04071576013011587,-0.08122749171644912,1.269029326067539e-11,3.554291694563791e-26,0.0002791028161004405,1.7328036238915562e-06
3125.0,0.0011942689012987284,12.426814430886074,121.81323745098469,61.44082761657586,18.860370683061472,29.079339818874686,7.311531561469741,17.75144925971667,1.7854979077449016,0.10597134450649365,146.46093397479038,6.68782570330126,301.4429157775914,0.14467090042725395,0.0008735013108971965,0.0010520048293404468,0.00013292088893084402,0.0,0.04856257538085956,0.29021499721721405,0.1153006676011935,-0.040715704807142476,-0.08122750937914333,1.269029326067539e-11,3.2311742677852644e-26,0.00027655024154948915,1.7169692279413087e-06
3130.0,0.0011942711205413959,12.42672595574725,121.81342532815906,61.441031988744086,18.860481321222885,29.07944409523244,7.311536494440405,17.751564858189152,1.7855064533063483,0.10597135560270698,146.46094639164912,6.687826805388159,301.44291600949776,0.14467034408399823,0.0008734667431738116,0.0010520124410638022,0.00013254141401300212,0.0,0.048562220134131945,0.2902155249068362,0.11530086085328797,-0.040715649988948006,-0.08122752687905098,1.269029326067539e-11,2.5849394142282115e-26,0.0002740209935714055,1.7012793200740176e-06
3135.0,0.0011942733194994948,12.426638290738275,121.81361148088594,61.44123449475975,18.860590948952776,29.07954740931348,7.311541381425722,17.75167939877308,1.785514920776754,0.10597136659749748,146.46095869394415,6.687827896536537,301.4429162392802,0.14466979280379205,0.0008734324994873985,0.0010520199828892914,0.00013216541986683336,0.0,0.04856186813539661,0.29021604777063265,0.11530105233732599,-0.040715595670935106,-0.08122754421768028,1.269029326067539e-11,2.261821987449685e-26,0.0002715148592162542,1.6857325929832065e-06
3140.0,0.00119427549835833,12.42655142843459,121.81379592502702,61.44143515163888,18.860699575462828,29.079649770041932,7.3115462228591035,17.75179289114552,1.7855233108687298,0.10597137749179165,146.46097088273822,6.687828976859255,301.44291646695814,0.1446692465407414,0.000873398576752673,0.0010520274554598748,0.00013179287453481567,0.0,0.04856151935497524,0.2902165658527267,0.11530124206948503,-0.04071554184854825,-0.08122756139652532,1.269029326067539e-11,1.9387045606711586e-26,0.00026903162747535236,1.670327734490211e-06
3145.0,0.0011942776573015041,12.426465361479861,121.81397867629747,61.441633976242564,18.86080720988097,29.07975118625846,7.311551019169798,17.751905344895025,1.7855316242883967,0.10597138828650753,146.46098295908413,6.687830046467949,301.44291669255074,0.14466870524936631,0.0008733649719145338,0.0010520348594125763,0.00013142374635352752,0.0,0.04856117376346061,0.29021707919683765,0.11530143006579441,-0.04071548851727331,-0.08122757841706624,1.2718714970105793e-11,9.693522803355793e-27,0.00026657108926389506,1.655063456345359e-06
3150.0,0.001194279796510936,12.426380082585329,121.81415975026724,61.44183098527842,18.860913861252158,29.079851666721073,7.311555770782943,17.752016769522506,1.7855398617354472,0.10597139898255468,146.46099492402487,6.687831105473047,301.44291691607725,0.14466816888459685,0.0008733316819476843,0.0010520421953785465,0.00013105800395061642,0.0,0.048560831331714086,0.2902175878462844,0.11530161634213679,-0.04071543567263715,-0.08122759528076932,1.269029326067539e-11,2.908056841006738e-26,0.0002641330374055506,1.6399384759084243e-06
3155.0,0.0011942819161668923,12.426295584529223,121.81433916236254,61.442026195301985,18.861019538539097,29.079951220105908,7.311560478119597,17.752127174441995,1.7855480239031998,0.10597140958083447,146.4610067785937,6.687832153983781,301.4429171375566,0.1446676374017677,0.0008732987038563792,0.0010520494639831132,0.00013069561624220373,0.0,0.04856049203086327,0.2902180918439894,0.11530180091424917,-0.040715383310207284,-0.08122761198908712,1.269029326067539e-11,3.877409121342317e-26,0.00026171726661028405,1.6249515278786084e-06
3160.0,0.0011942840164479885,12.42621186015609,121.81451692786706,61.44221962271804,18.86112425062299,29.080049855008024,7.311565141596791,17.752236568981452,1.7855561114786616,0.10597142008223995,146.46101852381412,6.687833192108201,301.44291735700756,0.14466711075661814,0.0008732660346740579,0.0010520566658458372,0.00013033655243029012,0.0,0.04856015583229934,0.2902185912324832,0.11530198379772462,-0.04071533142559152,-0.08122762854345864,1.269029326067539e-11,3.2311742677852644e-26,0.0002593235734630328,1.610101347690636e-06
3165.0,0.0011942860975312137,12.426128902376242,121.81469306192339,61.44241128378208,18.861228006304295,29.080147579942132,7.311569761627555,17.752344962383553,1.7855641251425807,0.10597143048765607,146.46103016070006,6.687834219953191,301.44291757444864,0.1446665889052836,0.0008732336714631025,0.0010520638015805639,0.00012998078199992906,0.0,0.048559822707674984,0.2902190860539078,0.11530216500801307,-0.040715280014437624,-0.08122764494530939,1.2718714970105793e-11,6.462348535570529e-27,0.0002569517564008361,1.5953867034919963e-06
3170.0,0.0011942881595919275,12.426046704165087,121.81486757953427,61.442601194601544,18.86133081430343,29.080244403343396,7.31157433862097,17.752452363806462,1.785572065569508,0.10597144079795964,146.46104169025605,6.68783523762448,301.44291778989844,0.1446660718042972,0.0008732016113145255,0.001052070871795477,0.00012962827471691492,0.0,0.04855949262890166,0.29021957635001816,0.11530234456042325,-0.040715229072432836,-0.08122766119605157,1.2718714970105793e-11,1.6155871338926322e-26,0.00025460161570081685,1.5808063473195851e-06
3175.0,0.0011942902028039078,12.425965258562577,121.81504049556388,61.442789371137266,18.861432683261523,29.080340333568156,7.311578872982194,17.752558782324602,1.7855799334278484,0.10597145101401954,146.4610531134771,6.6878362452266495,301.44291800337504,0.14466555941058257,0.000873169851347681,0.001052077877093153,0.00012927900062487937,0.0,0.0485591655681475,0.29022006216218854,0.11530252247012358,-0.04071517859530366,-0.08122767729708423,1.2732925824820995e-11,2.908056841006738e-26,0.00025227295346191836,1.5663590651501628e-06
3180.0,0.0011942922273393303,12.42588455867258,121.81521182473924,61.44297582920479,18.861533621741113,29.080435378894702,7.3115833651125115,17.752664226929436,1.785587729379921,0.10597146113669666,146.461064431349,6.687837242863161,301.4429182148967,0.1446650516814515,0.0008731383887099806,0.0010520848180706093,0.000128932930042928,0.0,0.04855884149783476,0.2902205435314145,0.11530269875214356,-0.040715128578815395,-0.08122769324979329,1.2704504115390591e-11,2.5849394142282115e-26,0.0002499655735838935,1.552043642223883e-06
3185.0,0.0011942942333687979,12.425804597662307,121.81538158165131,61.44316058447565,18.86163363822687,29.08052954752398,7.311587815409366,17.75276870653022,1.7855954540820111,0.105971471166844,146.46107564484834,6.687838230636355,301.4429184244812,0.14466454857460098,0.0008731072205765905,0.0010520916953193596,0.0001285900335629426,0.0,0.04855852039063767,0.2902210204983168,0.11530287342137509,-0.040715079018771874,-0.08122770905555175,1.269029326067539e-11,1.2924697071141057e-26,0.0002476792817602269,1.5378588750193049e-06
3190.0,0.0011942962210613724,12.425725368761704,121.81554978075641,61.44334365247869,18.861732741126293,29.08062284758034,7.311592224266398,17.752872229954725,1.7856031081844281,0.10597148110530687,146.46108675494241,6.68783920864747,301.44291863214636,0.1446640500481098,0.0008730763441502005,0.0010520985094254606,0.00012825028204744844,0.0,0.04855820221947996,0.29022149310314416,0.11530304649257368,-0.04071502991101502,-0.08122772471571978,1.2718714970105793e-11,2.5849394142282115e-26,0.00024541388545332166,1.5238035700247763e-06
