time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_cl_source_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,co3_i_mM,ae4_hco3_cell_source_fmol_s,ae4_co3_cell_source_fmol_s,source_signature_residual_fmol_s,ae4_charge_residual_fmol_s,cell_balance_residual_fmol_s
40.0,0.0017028091482076653,15.036025757309572,112.77117427651574,58.120995238338914,9.243944039760786,7.809876113169683,6.836889418219351,1.4591254640595126,301.560859567312,-0.027406067723645944,-0.07931314831322082,-0.05190708058957488,1.0,0.07436516669689384,7.1751478069089664e-12,2.3,0.023754600805407474,0.2868925832091774,0.07104677849948357,-0.0008378936318052228,0.3946658239283132,0.14536431216047327,0.1434462916045887,1.75,5727924.019441676,0.1487303333937877,0.05708665243999238,0.0,-0.07104677849948357,0.07104677849948357,-0.07104677849948357,-0.14209355699896714,0.0026886456180824133,0.0,-0.07104677849948357,0.0,0.0,2.7755575615628914e-17
45.0,0.001690856277256897,15.262337078449644,112.4785591639896,57.97845161001789,9.469277760492563,7.979471620255075,6.829632608912751,1.4593753429867908,301.55776584165966,-0.027461404560707198,-0.07923713877893003,-0.05177573421822283,1.0,0.07246222187112267,6.991541543388399e-12,2.3,0.024401004670786593,0.2792399720511602,0.07478297885551949,-0.0007796135664962842,0.39304503599266294,0.14502388766223384,0.1396199860255801,1.75,5770640.388027756,0.14492444374224533,0.05766103108339961,0.0,-0.07478297885551949,0.07478297885551949,-0.07478297885551949,-0.14956595771103898,0.0027015110194921325,0.0,-0.07478297885551949,0.0,0.0,1.3877787807814457e-17
50.0,0.0016827077635110628,15.471070023885174,112.19507063317342,57.84339731385438,9.668801294286295,8.12426970274368,6.821747687063577,1.4592534847956222,301.55524872516634,-0.027513676460740665,-0.07916472499062908,-0.051651048529888416,1.0,0.07079082910370661,6.830276657121295e-12,2.3,0.02513199622430407,0.2726873992116198,0.07796444566650565,-0.0007299820753847234,0.391739372776117,0.1446961624935613,0.1363436996058099,1.75,5807667.0823129825,0.14158165820741322,0.058170907737738586,0.0,-0.07796444566650565,0.07796444566650565,-0.07796444566650565,-0.1559288913330113,0.0027010462419724515,0.0,-0.07796444566650565,0.0,0.0,2.7755575615628914e-17
55.0,0.0016766909474293546,15.665153485663566,111.9194650971331,57.71454118443599,9.845681277564298,8.247420225603085,6.813401920699678,1.4588095554215628,301.55310920373694,-0.027563189162401757,-0.07909567209221871,-0.05153248292981695,1.0,0.06932612570028314,6.6889542627846876e-12,2.3,0.02592812880262887,0.26703061132572087,0.08066909421417078,-0.0006876633717343982,0.3906200878451935,0.1443811503051058,0.13351530566286043,1.75,5839972.139078919,0.13865225140056628,0.058628470046572845,0.0,-0.08066909421417078,0.08066909421417078,-0.08066909421417078,-0.16133818842834155,0.0026898003400851675,0.0,-0.08066909421417078,0.0,0.0,1.3877787807814457e-17
60.0,0.001671850836184602,15.846970519911538,111.65080171137129,57.59081781298786,10.002657378983796,8.351675667561294,6.80473427060904,1.4580873802924708,301.5512296860783,-0.027610341787791308,-0.0790297536536911,-0.05141941186589979,1.0,0.06804488859578584,6.565333675232798e-12,2.3,0.026772750665320613,0.26211041547910624,0.08296375493452102,-0.0006515536049213874,0.389613768857491,0.14407823489680774,0.13105520773955312,1.75,5868330.802020494,0.13608977719157167,0.05904313648115841,0.0,-0.08296375493452102,0.08296375493452102,-0.08296375493452102,-0.16592750986904203,0.0026699792795473374,0.0,-0.08296375493452102,0.0,0.0,1.3877787807814457e-17
65.0,0.0016676522929230941,16.018474782312694,111.38835360987483,57.47132613448243,10.142105407173318,8.439442883038646,6.795859988259975,1.4571252016040188,301.54953860053394,-0.02765554612119609,-0.07896674713256457,-0.05131120101136848,1.0,0.0669258315262995,6.457361082222173e-12,2.3,0.027651514052421874,0.25780184746498574,0.08490576872503061,-0.0006207330810183761,0.3886780942570797,0.14378648599701338,0.12890092373249287,1.75,5893365.598497572,0.133851663052599,0.05942227612880287,0.0,-0.08490576872503061,0.08490576872503061,-0.08490576872503061,-0.16981153745006122,0.0026434662289817343,0.0,-0.08490576872503061,0.0,0.0,2.7755575615628914e-17
70.0,0.0016637995865258022,16.181277558548288,111.13154869918384,57.35529473514733,10.266089689949325,8.512827494821808,6.786874419172252,1.4559562073708208,301.54799068294034,-0.027699188550173063,-0.07890643522361838,-0.051207246673445325,1.0,0.06594969300924622,6.3631780332091646e-12,2.3,0.028552041929714347,0.25400609632443377,0.0865443606759528,-0.0005944302845728087,0.38778828736482673,0.14350484581189593,0.12700304816221689,1.75,5915578.280301493,0.13189938601849244,0.05977171604302564,0.0,-0.0865443606759528,0.0865443606759528,-0.0865443606759528,-0.1730887213519056,0.0026118501232978656,0.0,-0.0865443606759528,0.0,0.0,1.3877787807814457e-17
75.0,0.0016601310633657885,16.33671418933993,110.87992911864568,57.24206078207959,10.37640713091427,8.573672316147407,6.7778561699234965,1.454609142355869,301.54655595771504,-0.027741614268597833,-0.07884860876955609,-0.05110699450095825,1.0,0.06509919909636383,6.281117845558669e-12,2.3,0.029463689223869837,0.2506444465137642,0.08792181881578018,-0.0005719942579164648,0.3869295311802106,0.14323223757256756,0.1253222232568821,1.75,5935375.118128943,0.13019839819272766,0.060096106378150146,0.0,-0.08792181881578018,0.08792181881578018,-0.08792181881578018,-0.17584363763156036,0.002576457902418369,0.0,-0.08792181881578018,0.0,0.0,2.7755575615628914e-17
80.0,0.0016565591980119256,16.48589550814102,110.63312284181265,57.13105587279377,10.474624407521688,8.623590583485681,6.768869746811274,1.4531089053269046,301.5452135601403,-0.02778312279559542,-0.07879306945823152,-0.0510099466626361,1.0,0.06435895741263294,6.2096953808548254e-12,2.3,0.030377360055963816,0.24765371502045447,0.08907449887426991,-0.0005528730991518232,0.3860927204135857,0.1429676266972688,0.12382685751022723,1.75,5953086.807067817,0.12871791482526587,0.06039918770903609,0.0,-0.08907449887426991,0.08907449887426991,-0.08907449887426991,-0.17814899774853982,0.0025383872426345848,0.0,-0.08907449887426991,0.0,0.0,2.7755575615628914e-17
85.0,0.0016530370151452785,16.62974838040279,110.39082329260313,57.021795326550965,10.562109649061501,8.663994886051814,6.759967770003176,1.4514770945831381,301.54394824235817,-0.027823969005417476,-0.07873963169932957,-0.050915662693912095,1.0,0.06371531523643371,6.147593351717803e-12,2.3,0.031285355252335216,0.2449827901681212,0.09003368193411129,-0.0005365969587750046,0.3852720743171333,0.14271005315489693,0.1224913950840606,1.75,5968984.130310441,0.12743063047286743,0.060683990173037064,0.0,-0.09003368193411129,0.09003368193411129,-0.09003368193411129,-0.18006736386822259,0.002498537990273178,0.0,-0.09003368193411129,0.0,0.0,4.163336342344337e-17
