class_id,wt_rest_status,affinity_over_rt,forward_direction,wt_status,wt_cumulative_0_600_pL,wt_endpoint_pL_s,ae4_5pct_status,ae4_5pct_cumulative_0_600_pL,ae4_5pct_endpoint_pL_s,ae4_null_status,ae4_null_cumulative_0_600_pL,ae4_null_endpoint_pL_s,ae4_5pct_early_deficit_pct,ae4_5pct_late_deficit_pct,ae4_5pct_total_deficit_pct,ae4_5pct_nkcc1_compensation_pct,ae4_null_early_deficit_pct,ae4_null_late_deficit_pct,ae4_null_total_deficit_pct,ae4_null_nkcc1_compensation_pct,failure_reason
C4a,PASS,1.1854011603196253,supported,TASK42_SOURCE_CLASS_WT_FAILED,,,PASS,0.9491450627610526,0.0015474275578280046,PASS,0.9489824631727952,0.0015525206054116643,,,,,,,,,wt: ph_i at 222 s
