quantity,value,unit,window_start_s,window_end_s
positive_nkcc1_cl_loading,193.65495817273194,fmol,60,600
positive_ae4_cl_loading,0.0,fmol,60,600
positive_ae2_cl_loading,0.5061106972543914,fmol,60,600
signed_ae2_cl_flux,0.506025859052414,fmol,60,600
nkcc1_cycles,96.82747908636597,fmol,60,600
ae4_signed_cl_flux,0.0,fmol,60,600
ae4_na_cell_source,0.0,fmol,60,600
ae4_k_cell_source,0.0,fmol,60,600
ae4_tic_cell_source,0.0,fmol,60,600
ae4_ta_cell_source,0.0,fmol,60,600
ae4_hco3_cell_source,0.0,fmol,60,600
ae4_co3_cell_source,0.0,fmol,60,600
nbc_cycles,5.5972878044048375,fmol,60,600
nbc_bicarbonate_equivalent_influx,11.194575608809675,fmol,60,600
nbc_current_charge,5.400561727792263e-10,C,60,600
nhe1_flux,2.1062083577607393,fmol,60,600
pump_cycles,33.75481583362623,fmol,60,600
cacc_cl_export,196.94543623860056,fmol,60,600
paracellular_cl_return,73.43469422797868,fmol,60,600
water_outflow,0.8386639000642259,pL,60,600
