quantity,value,unit,window_start_s,window_end_s
positive_nkcc1_cl_loading,184.50212273868948,fmol,60,600
positive_ae4_cl_loading,4.311435309502722,fmol,60,600
positive_ae2_cl_loading,0.45037702641788324,fmol,60,600
signed_ae2_cl_flux,0.4501438099422625,fmol,60,600
nkcc1_cycles,92.25106136934474,fmol,60,600
ae4_signed_cl_flux,4.311435309502722,fmol,60,600
ae4_na_cell_source,4.311435309502722,fmol,60,600
ae4_k_cell_source,-8.622870619005443,fmol,60,600
ae4_tic_cell_source,-4.311435309502722,fmol,60,600
ae4_ta_cell_source,-8.622870619005443,fmol,60,600
ae4_hco3_cell_source,0.0,fmol,60,600
ae4_co3_cell_source,-4.311435309502722,fmol,60,600
nbc_cycles,7.611176885468967,fmol,60,600
nbc_bicarbonate_equivalent_influx,15.222353770937934,fmol,60,600
nbc_current_charge,7.343669296185405e-10,C,60,600
nhe1_flux,3.0537369731329425,fmol,60,600
pump_cycles,34.33737168041907,fmol,60,600
cacc_cl_export,195.13936614968566,fmol,60,600
paracellular_cl_return,72.96185943814268,fmol,60,600
water_outflow,0.830389720192382,pL,60,600
