time_s,q_out_pL_s,na_i_mM,k_i_mM,cl_i_mM,tic_i_mM,hco3_i_mM,ph_i,volume_i_pL,osm_lumen_mOsm,v_apical_V,v_basolateral_V,v_transepithelial_V,nbc_activation,nbc_cycle_inward_fmol_s,nbc_current_A,nhe1_multiplier,nhe1_inward_fmol_s,nkcc1_cl_inward_fmol_s,ae4_cl_inward_fmol_s,ae2_cl_inward_signed_fmol_s,cacc_cl_export_fmol_s,paracellular_cl_return_fmol_s,nkcc1_cycle_inward_fmol_s,nkcc1_activity_multiplier,nkcc1_x_i_mM4,nbc_hco3_inward_fmol_s,pump_total_cycles_fmol_s,ae4_na_cell_source_fmol_s,ae4_k_cell_source_fmol_s,ae4_na_branch_export_fmol_s,ae4_k_branch_export_fmol_s,ae4_tic_cell_source_fmol_s,ae4_ta_cell_source_fmol_s,ae2_positive_cl_loading_fmol_s,cacc_recruitment_factor,effective_cacc_conductance_S
136.0,0.001146871628666954,14.915256591394405,115.7203923096203,57.50850147924145,14.425485294048778,13.021054459105791,7.0695206573038805,1.5686240437236063,301.43937149868543,-0.04170179194445106,-0.0807281859198775,-0.03902639397542644,1.0,0.026057515694692272,2.5141680560244966e-12,2.3,0.005778588001232219,0.2904470954451951,0.0,0.00045727846429097023,0.2787327648619144,0.11129969516375121,0.14522354772259755,1.75,5708272.914332137,0.052115031389384545,0.056758820445889466,0.0,0.0,-0.0,-0.0,0.0,0.0,0.00045727846429097023,0.1051187284328845,3.3007280727925737e-09
137.0,0.0011467969406875112,14.915502699704986,115.72914080310288,57.500789161840316,14.450813646993183,13.046012040050064,7.070245557153304,1.5690479093156895,301.4393283642665,-0.0417040580215273,-0.08072649648223874,-0.03902243846071144,1.0,0.02584966098023013,2.494113124866909e-12,2.3,0.0057476729778377905,0.2906295244316888,0.0,0.00046235762033350954,0.2787141185867765,0.11128893787824541,0.1453147622158444,1.75,5707267.575501233,0.05169932196046026,0.056759470341541364,0.0,0.0,-0.0,-0.0,0.0,0.0,0.00046235762033350954,0.1051187284328845,3.3007280727925737e-09
138.0,0.0011467244866607191,14.915668846574373,115.73793680695651,57.493267896132,14.475872974723456,13.070721358396518,7.070967055132655,1.5694702387697428,301.43928610031173,-0.041706274322059665,-0.08072485271159822,-0.03901857838953856,1.0,0.025644323924032892,2.4743011108031754e-12,2.3,0.0057170549421633144,0.2908102649899667,0.0,0.00046737148521266313,0.2786960382642324,0.11127843953744178,0.14540513249498335,1.75,5706271.85024831,0.051288647848065784,0.0567599089148067,0.0,0.0,-0.0,-0.0,0.0,0.0,0.00046737148521266313,0.1051187284328845,3.3007280727925737e-09
139.0,0.0011466542370711737,14.91575654596909,115.74677908682719,57.48593527376201,14.500666854865628,13.095185593980167,7.0716851817809205,1.5698910526760397,301.43924469037313,-0.04170844139580455,-0.08072325383958283,-0.03901481244377828,1.0,0.025441468325652482,2.4547285210210403e-12,2.3,0.005686729803441547,0.2909893063481669,0.0,0.00047232108844231596,0.27867851575228275,0.11126819660890222,0.14549465317408344,1.75,5705285.789132611,0.050882936651304965,0.056760140185162976,0.0,0.0,-0.0,-0.0,0.0,0.0,0.00047232108844231596,0.1051187284328845,3.3007280727925737e-09
140.0,0.0011465861627450809,14.915767271709381,115.75566644087093,57.478788913525094,14.52519880181983,13.119407871641517,7.072399967123375,1.5703103709790927,301.43920411846835,-0.041710559788851416,-0.08072169911385506,-0.03901113932500364,1.0,0.025241058661738487,2.435391928038241e-12,2.3,0.0056566935506097045,0.2911666394517637,0.0,0.00047720743835491937,0.2786615430407325,0.11125820561020297,0.14558331972588184,1.75,5704309.433276153,0.050482117323476974,0.056760168057072666,0.0,0.0,-0.0,-0.0,0.0,0.0,0.00047720743835491937,0.1051187284328845,3.3007280727925737e-09
141.0,0.0011465202347256786,14.915702472106256,115.76459768774257,57.47182645290108,14.549472288189966,13.143391280767135,7.073111440769217,1.5707282132258347,301.4391643689089,-0.04171263004509381,-0.08072018779293165,-0.03900755774783784,1.0,0.02504305987776289,2.416287949606999e-12,2.3,0.005626942244264732,0.2913422563519444,0.0,0.000482031526460702,0.2786451122080074,0.11124846309215537,0.1456711281759722,1.75,5703342.817745454,0.05008611975552578,0.05675999635920997,0.0,0.0,-0.0,-0.0,0.0,0.0,0.000482031526460702,0.1051187284328845,3.3007280727925737e-09
142.0,0.001146456424404449,14.915563557579008,115.77357167686993,57.46504555677819,14.573490725349584,13.167138857426337,7.073819631834991,1.571144598358157,301.4391254264457,-0.041714652704477384,-0.0807187191507352,-0.03900406644625781,1.0,0.02484743757386943,2.397413266645759e-12,2.3,0.0055974720208866405,0.29151615065205144,0.0,0.00048679432397903395,0.2786292154612042,0.11123896565496819,0.14575807532602572,1.75,5702385.969105717,0.04969487514773886,0.05675962881224409,0.0,0.0,-0.0,-0.0,0.0,0.0,0.00048679432397903395,0.1051187284328845,3.3007280727925737e-09
143.0,0.001146394703393605,14.915351914464548,115.78258727708668,57.45844390881169,14.597257484230164,13.19065360333336,7.074524569038729,1.5715595449453834,301.4390872761072,-0.04171662830457128,-0.08071729247163688,-0.0390006641670656,1.0,0.024654157804150287,2.3787646038723306e-12,2.3,0.005568279085222694,0.29168831695452585,0.0,0.0004914967860628524,0.27861384509388715,0.1112297099316757,0.14584415847726293,1.75,5701438.908476363,0.049308315608300575,0.05675906906582368,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0004914967860628524,0.1051187284328845,3.3007280727925737e-09
144.0,0.0011463350436582615,14.915068893313924,115.79164338637261,57.45201922023411,14.620775876463554,13.213938468511058,7.075226280625838,1.5719730709897315,301.4390499033374,-0.041718557378749924,-0.08071590705480929,-0.03899734967605936,1.0,0.024463187255556882,2.3603387470661573e-12,2.3,0.005539359714305427,0.29185875126238475,0.0,0.0004961398484215172,0.27859899352516015,0.11122069260404051,0.14592937563119238,1.75,5700501.649332404,0.048926374511113764,0.056758320668103095,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0004961398484215172,0.1051187284328845,3.3007280727925737e-09
145.0,0.0011462774173868068,14.914715821928592,115.80073892108997,57.44576922107515,14.644049174546714,13.236996369690539,7.07592479445989,1.5723851941441522,301.43901329384227,-0.041720440457851775,-0.08071456220948205,-0.03899412175163027,1.0,0.024274493054431114,2.3421325244014194e-12,2.3,0.005510710250238601,0.29202745047988304,0.0,0.0005007244314142588,0.2785846532584531,0.11121191038620469,0.14601372523994152,1.75,5699574.200261042,0.04854898610886223,0.05675738710063633,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0005007244314142588,0.1051187284328845,3.3007280727925737e-09
