ae2_signed_cl_fmol_s,ae4_branches_oppose,ae4_cancellation_fraction,ae4_capacity_scale,ae4_cl_fmol_s,ae4_gross_branch_fmol_s,ae4_j_k_fmol_s,ae4_j_na_fmol_s,ae4_net_cl_fmol_s,ae4_productive_fraction,allocation_eligible,candidate_id,cl_i_mM,cl_l_mM,condition,continuation_step_attempts,fixed_parameter_rank,gate_failures,hco3_i_mM,inherited_share,k_i_mM,k_l_mM,max_abs_charge_fmol,max_abs_current_A,max_abs_scaled_rest_residual,max_dimensionless_conservation_ratio,na_i_mM,na_l_mM,nkcc1_capacity_scale,nkcc1_cl_fmol_s,numerical_rest_pass,osm_bath_mOsm,osm_cell_mOsm,osm_lumen_mOsm,ph_i,ph_l,positive_loading_eligible,positive_pool_fmol_s,realized_ae4_share,rest_outflow_pL_s,root_id,root_payload_path,routing_family,status,target_share,tic_i_mM,tic_l_mM,total_basolateral_cl_fmol_s,v_apical_mV,v_basolateral_mV,v_transepithelial_mV,volume_i_pL,volume_l_pL,wt_rest_admissible
,,,16.478709570021472,,,,,,,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.30,,,share_0.30,22,,NUMERICAL_CONTINUATION_FAILURE,,0.018205309021634093,,,,,,,,,0.7129800216198404,,False,,,,,,,,,,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,results/16_wt_chloride_allocation/wt_roots/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.30.json,AE4NA05,NUMERICAL_CONTINUATION_FAILURE,0.3,,,,,,,,,False
-0.0008069417951530902,True,0.990051451798146,1.0,0.003810335683030408,0.38300419374962824,0.19340726471632932,-0.18959692903329892,0.003810335683030408,0.009948548201854007,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__inherited_baseline,52.65882312366784,146.2253556949718,inherited_baseline,0,10,,7.166525854253288,0.013925033207822955,117.64746639115623,19.7647066236868,1.4210854715202004e-14,2.908056841006738e-26,8.265957363029486e-12,2.92300905702092e-06,14.39203025946811,130.58500557170842,1.0,0.2698217358649065,True,301.1615928036609,301.182090265827,301.4264465856314,7.046728923589141,6.852669010332151,True,0.2736320715479369,0.013925033207822955,0.0011244812848672265,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,results/16_wt_chloride_allocation/wt_roots/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__inherited_baseline.json,AE4NA20,INHERITED_ROOT_REUSED,,7.980702346709644,4.851378695264425,0.2728251297527838,-35.6279587834524,-73.51855157662538,-37.890592793172985,1.2999999999999685,0.10562240642433614,True
,,,7.181311420056143,,,,,,,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.10,,,share_0.10,26,,NUMERICAL_CONTINUATION_FAILURE,,0.013925033207822955,,,,,,,,,0.9127095102391763,,False,,,,,,,,,,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,results/16_wt_chloride_allocation/wt_roots/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.10.json,AE4NA20,NUMERICAL_CONTINUATION_FAILURE,0.1,,,,,,,,,False
,,,21.543934260168424,,,,,,,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.30,,,share_0.30,18,,NUMERICAL_CONTINUATION_FAILURE,,0.013925033207822955,,,,,,,,,0.7098851746304704,,False,,,,,,,,,,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,results/16_wt_chloride_allocation/wt_roots/N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.30.json,AE4NA20,NUMERICAL_CONTINUATION_FAILURE,0.3,,,,,,,,,False
-0.0018594864525171612,True,0.9682554781360532,1.0,0.004394412409467793,0.13843057483435128,0.07141249362190953,-0.06701808121244174,0.004394412409467793,0.031744521863946835,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__inherited_baseline,51.49828391087373,145.44415577398036,inherited_baseline,0,10,,4.443814593604029,0.018212072945510235,106.67761375937039,21.37786881434762,1.4210854715202004e-14,4.8467614016778965e-26,9.28814317124882e-11,0.00014210854715202004,18.75000344655174,128.95259904600937,1.0,0.23689675870629107,True,301.1615928036609,301.1796606810283,301.39505320057026,6.839866620914312,6.921669926091222,True,0.24129117111575887,0.018212072945510235,0.0009911953876181572,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,results/16_wt_chloride_allocation/wt_roots/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__inherited_baseline.json,AE4NA05,INHERITED_ROOT_REUSED,,5.254244663275258,5.620429566232922,0.23943168466324172,-35.06062347126671,-68.02722748180626,-32.966604010539555,1.2999999999999954,0.10495597693809079,True
,,,5.4908631378314725,,,,,,,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.10,,,share_0.10,27,,NUMERICAL_CONTINUATION_FAILURE,,0.018212072945510235,,,,,,,,,0.9166949146544654,,False,,,,,,,,,,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,results/16_wt_chloride_allocation/wt_roots/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.10.json,AE4NA05,NUMERICAL_CONTINUATION_FAILURE,0.1,,,,,,,,,False
,,,16.47258941349442,,,,,,,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.30,,,share_0.30,20,,NUMERICAL_CONTINUATION_FAILURE,,0.018212072945510235,,,,,,,,,0.7129849336201397,,False,,,,,,,,,,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,results/16_wt_chloride_allocation/wt_roots/N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.30.json,AE4NA05,NUMERICAL_CONTINUATION_FAILURE,0.3,,,,,,,,,False
-0.0008003304972374787,True,0.990039807210617,1.0,0.0038066772351557643,0.3821891117623234,0.19299789449873958,-0.18919121726358382,0.0038066772351557643,0.00996019278938294,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__inherited_baseline,52.415463080722006,146.1290855332081,inherited_baseline,0,10,,7.152797116456394,0.013778519537944704,117.36523032014148,21.17737648490521,4.263256414560601e-14,1.2924697071141057e-26,8.903468240450962e-12,1.474514954580286e-06,14.4148122053577,129.17904402621545,1.0,0.2724695384114197,True,301.1615928036609,301.1828325439069,301.43603778063624,7.046551760952452,6.865602985348553,True,0.27627621564657545,0.013778519537944704,0.0011652023166842885,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,results/16_wt_chloride_allocation/wt_roots/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__inherited_baseline.json,AE4NA20,INHERITED_ROOT_REUSED,,7.965742213993891,4.950531736307492,0.27547588514933796,-35.815108746982744,-72.49156472427332,-36.67645597729057,1.3000000000000427,0.10582601158342145,True
,,,7.25767378161418,,,,,,,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.10,,,share_0.10,26,,NUMERICAL_CONTINUATION_FAILURE,,0.013778519537944704,,,,,,,,,0.9125739175528204,,False,,,,,,,,,,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,results/16_wt_chloride_allocation/wt_roots/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.10.json,AE4NA20,NUMERICAL_CONTINUATION_FAILURE,0.1,,,,,,,,,False
,,,21.773021344842537,,,,,,,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.30,,,share_0.30,18,,NUMERICAL_CONTINUATION_FAILURE,,0.013778519537944704,,,,,,,,,0.7097797136521935,,False,,,,,,,,,,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,results/16_wt_chloride_allocation/wt_roots/N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.30.json,AE4NA20,NUMERICAL_CONTINUATION_FAILURE,0.3,,,,,,,,,False
