D_AE2,R_AE2,ae2_expression_for_loss,ae2_reuse_scope,ae2_source_path,calcium_uM,candidate_id,condition,exclusion_reason,genotype_numerical_status,new_genotype_simulation,paired_numerical_gate_pass,root_id,routing_family,status,target_share,wt_admissible,wt_status,wt_total_0_600_pL
,,,,,0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
,,,,,0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
,,,,,0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
-0.00036090122216436704,1.0003609012221644,0.0,Frozen validated matched ratio; no new AE2 trajectory,results/14_scale_free_genotype_holdout/ae2_null_blind_predictions.csv,0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__inherited_baseline,inherited_baseline,,COMPLETE,False,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,BASELINE_HASH_VALID_REUSE,,True,WT_ADMISSIBLE,0.8423894529923357
-0.00043554200578377333,1.0004355420057838,0.0,Frozen validated matched ratio; no new AE2 trajectory,results/14_scale_free_genotype_holdout/ae2_null_blind_predictions.csv,0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__inherited_baseline,inherited_baseline,,COMPLETE,False,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,BASELINE_HASH_VALID_REUSE,,True,WT_ADMISSIBLE,0.9710470450039473
-0.00045947009440716613,1.0004594700944072,0.0,Frozen validated matched ratio; no new AE2 trajectory,results/14_scale_free_genotype_holdout/ae2_null_blind_predictions.csv,0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__inherited_baseline,inherited_baseline,,COMPLETE,False,True,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,BASELINE_HASH_VALID_REUSE,,True,WT_ADMISSIBLE,1.01031913782588
,,,,,0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.1,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
,,,,,0.25,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
,,,,,0.5,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
-0.0013307213047200062,1.00133072130472,0.0,Frozen validated matched ratio; no new AE2 trajectory,results/14_scale_free_genotype_holdout/ae2_null_blind_predictions.csv,0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__inherited_baseline,inherited_baseline,,COMPLETE,False,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,BASELINE_HASH_VALID_REUSE,,True,WT_ADMISSIBLE,0.7313940367671029
-0.0015041812160800916,1.00150418121608,0.0,Frozen validated matched ratio; no new AE2 trajectory,results/14_scale_free_genotype_holdout/ae2_null_blind_predictions.csv,0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__inherited_baseline,inherited_baseline,,COMPLETE,False,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,BASELINE_HASH_VALID_REUSE,,True,WT_ADMISSIBLE,0.8310357738976427
-0.001549579244631616,1.0015495792446316,0.0,Frozen validated matched ratio; no new AE2 trajectory,results/14_scale_free_genotype_holdout/ae2_null_blind_predictions.csv,0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__inherited_baseline,inherited_baseline,,COMPLETE,False,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,BASELINE_HASH_VALID_REUSE,,True,WT_ADMISSIBLE,0.858347125221013
,,,,,0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
,,,,,0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
,,,,,0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA05_P1_H1:B00,AE4NA05,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
-0.0003547521787987673,1.0003547521787988,0.0,Frozen validated matched ratio; no new AE2 trajectory,results/14_scale_free_genotype_holdout/ae2_null_blind_predictions.csv,0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__inherited_baseline,inherited_baseline,,COMPLETE,False,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,BASELINE_HASH_VALID_REUSE,,True,WT_ADMISSIBLE,0.8767819988230405
-0.0004295547855066584,1.0004295547855067,0.0,Frozen validated matched ratio; no new AE2 trajectory,results/14_scale_free_genotype_holdout/ae2_null_blind_predictions.csv,0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__inherited_baseline,inherited_baseline,,COMPLETE,False,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,BASELINE_HASH_VALID_REUSE,,True,WT_ADMISSIBLE,1.0073000732707007
-0.0004514216046573871,1.0004514216046574,0.0,Frozen validated matched ratio; no new AE2 trajectory,results/14_scale_free_genotype_holdout/ae2_null_blind_predictions.csv,0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__inherited_baseline,inherited_baseline,,COMPLETE,False,True,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,BASELINE_HASH_VALID_REUSE,,True,WT_ADMISSIBLE,1.0458124423709692
,,,,,0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.10,share_0.10,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.1,False,NOT_RUN_REST_REJECTED,
,,,,,0.1,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
,,,,,0.25,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
,,,,,0.5,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1_B00__share_0.30,share_0.30,NUMERICAL_CONTINUATION_FAILURE,NOT_LICENSED,False,False,N_ABS_NKCC_S4_PNOM_KMID_AE4NA20_P2_H1:B00,AE4NA20,NOT_EVALUATED_WT_INADMISSIBLE,0.3,False,NOT_RUN_REST_REJECTED,
