attempt_id,candidate,capacity,domain_pass,fold,lower_fold,reference,root_id,seed_kind,upper_fold
legacy_05,5.000000000005007e-05,AE2,True,0.010000000000010015,0.01,0.005,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,7.440980590421933e-05,NHE1,True,0.010000000000010015,0.01,0.007440980590414482,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,0.0010492918250022156,pump_apical,True,0.11530071216048117,0.01,0.00910048,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,0.04448536473705008,pump_basolateral,True,0.2948012342057157,0.01,0.15089952,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,2.3620094934676145e-09,K_apical,True,0.42178740954778826,0.01,5.6000000000000005e-09,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,1.0236155264200301e-08,K_basolateral,True,1.2185899124047979,0.01,8.399999999999999e-09,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,2.222971934204907e-08,CaCC,True,0.7079528452881869,0.01,3.14e-08,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,0.0002000000000002003,CO2_basolateral,True,0.010000000000010015,0.01,0.02,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,0.00010000000000010014,CO2_apical,True,0.010000000000010015,0.01,0.01,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,4.3225923454173475e-11,paracellular_Na,True,0.14408641151391158,0.01,3e-10,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,1.9019396809372572e-10,paracellular_K,True,3.803879361874514,0.01,5e-11,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,4.276092607595989e-10,paracellular_Cl,True,1.7104370430383955,0.01,2.5e-10,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_05,6.3471195777064145e-12,paracellular_HCO3,True,0.1269423915541283,0.01,5e-11,N_ABS_NKCC_S4_PLOW_KHIGH_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_06,15.012159149017851,AE4,True,99.99677936989531,0.01,0.1501264265070657,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,0.40169404679209775,NKCC1,True,1.2552938962253055,0.01,0.32,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,5.000000000005016e-05,AE2,True,0.010000000000010032,0.01,0.005,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,7.440980590421933e-05,NHE1,True,0.010000000000010015,0.01,0.007440980590414482,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,0.005195876684479656,pump_apical,True,1.1418906880691253,0.01,0.00455024,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,0.038494066801687904,pump_basolateral,True,0.5101946885144221,0.01,0.07544976,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,4.351222964286025e-09,K_apical,True,1.554008201530723,0.01,2.8000000000000003e-09,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,1.2006334019634526e-08,K_basolateral,True,1.0719941088959397,0.01,1.1200000000000001e-08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,2.3678665003126546e-08,CaCC,True,0.7540976115645396,0.01,3.14e-08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,0.0002000000000002003,CO2_basolateral,True,0.010000000000010015,0.01,0.02,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,0.00010000000000010014,CO2_apical,True,0.010000000000010015,0.01,0.01,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,4.053602465500311e-10,paracellular_Na,True,1.351200821833437,0.01,3e-10,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,3.61952655202413e-09,paracellular_K,True,72.3905310404826,0.01,5e-11,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,1.3133940947324202e-10,paracellular_Cl,True,0.5253576378929681,0.01,2.5e-10,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_06,6.075333362989222e-11,paracellular_HCO3,True,1.2150666725978443,0.01,5e-11,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA05_P1_H1:B00,inherited_root,100.0
legacy_07,14.791871869437493,AE4,True,98.52943424814893,0.01,0.1501264265070657,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,0.34737954804740395,NKCC1,True,1.0855610876481374,0.01,0.32,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,5.000000000005007e-05,AE2,True,0.010000000000010015,0.01,0.005,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,7.440980590421933e-05,NHE1,True,0.010000000000010015,0.01,0.007440980590414482,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,0.000579539747643611,pump_apical,True,0.06368232748641951,0.01,0.00910048,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,0.010798869234035677,pump_basolateral,True,0.07156331069864023,0.01,0.15089952,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,4.97967740026001e-10,K_apical,True,0.17784562143785748,0.01,2.8000000000000003e-09,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,7.669566212141178e-09,K_basolateral,True,0.6847826975126051,0.01,1.1200000000000001e-08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,7.256033242884601e-09,CaCC,True,0.23108386123836308,0.01,3.14e-08,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,0.0002000000000002003,CO2_basolateral,True,0.010000000000010015,0.01,0.02,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
legacy_07,0.00010000000000010014,CO2_apical,True,0.010000000000010015,0.01,0.01,N_ABS_NKCC_S4_PLOW_KLOW_AE4NA20_P2_H1:B00,inherited_root,100.0
